city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,adobe photoshop,ux,ui,adobe illustrator,дизайн интерфейсов,проектирование пользовательских интерфейсов,web-дизайн,linux,дизайн,веб-дизайн,other
Москва,М5,2019-11-14T12:43:08+0300,"  О компании  Мы в компании Factory5, меняем традиционные процессы в промышленности с помощью технологий. Мы занимаемся разработкой перспективных решений с использованием ML для всех циклов жизни тяжелой машины (идея/проектирование/производство/сервисное обслуживание) и сквозных процессов, которые поддерживают эти циклы.   Как мы работаем  Распределённая команда продактов каждый со своим направлением, применяем гибкие методологии разработки: работаем на результат, регулярные стендапы, ретроспективы. Не боимся ошибаться, разбираем ошибки и работаем дальше. Используем современные инструменты: Slack, Zoom, Jira, Confluence, Notion, Github, Miro и другие.   Обязанности:      Работа в тесной связке с бизнес-аналитиками и разработчиками, проработка сценариев использования   Разработка концепции и реализация дизайна пользовательских интерфейсов со сквозной идентичностью (веб и мобильное приложение)   Решение сложных интерфейсных задач по визуализация данных   Проработка единой системы контролов и интерфейсов на наших продуктах (UI-kit)   Отрисовка макетов и графических элементов интерфейса   Контроль качества реализации интерфейсов разработчиками     Требования:     Опыт работы в качестве UI/UX дизайнера от 3-х лет в коммерческих проектах (наличие портфолио с демонстрацией умения визуализировать данные)   Знание композиции, типографики, UX design   Опыт работы в Sketch, figma   Чувствовать стиль, понимать и владеть современными трендами в веб- и графическом дизайне   Знание средств контроля версий (git, svn) и issue-tracking (jira, redmine)     Условия:     Работа в молодой амбициозной команде. Корпоративы, спорт   Офис класса А: панорамные окна, фрукты с печеньками, настолки, XBox   Свобода в принятии продуктовых и управленческих решений   Мы предлагаем вам расти вместе с нами. У компании есть офис в Эстонии/Кипре и планируется открытие офиса в США, мы не концентрируемся только на России, думаем и делаем глобально   Учимся сами: регулярные тренинги внутри компании, участие и выступления на конференциях, финансируем/софинансируем твоё развитие. Книги - бесплатно   Гибкий график, соблюдаем ТК РФ   ",Полная занятость,Полный день,От 3 до 6 лет,|Веб-дизайн|Дизайн интерфейсов|UX|UI|Figma,6.0,118333.33333333331,3.0,98363.63636363637,дизайнер,Опыт работы в качестве UI/UX дизайнера от 3-х лет в коммерческих проектах (наличие портфолио с демонстрацией умения визуализировать...,"Работа в тесной связке с бизнес-аналитиками и разработчиками, проработка сценариев использования. Разработка концепции и реализация дизайна пользовательских интерфейсов со...",0.9666666666666667,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1
Москва,"ОТП Банк, АО (OTP bank)",2019-11-18T10:48:47+0300,"  Обязанности:      Анализ, разработка и оптимизация интерфейсных решений в приложениях / системах для оформления комиссионных продуктов сотрудниками банка, агентами, клиентами;   Анализ рынка и конкурентов, обследование потребностей клиентов, изучение клиентского опыта;   Создание интерактивных прототипов, разработка сценариев использования приложений, проведение коридорного тестирования, проектирование интерфейсов.      Требования:      Формирование ScreenFlow;   Моделирование пользовательского поведения;   Желателен базовый опыт разработки JavaScript / HTML.      Условия:      Место работы м. Войковская - 5мин. пешком;   Работа в европейском Банке ТОП-50 в активной команде;   Фиксированный оклад+годовой бонус по результату работы;   ДМС после испытательного срока, ;   Корпоративная программа лояльности (особые условия по картам для сотрудников).   ",Полная занятость,Полный день,От 1 года до 3 лет,|Проектирование пользовательских интерфейсов|Анализ рынка|BPWin|UX|UI|Design,3.0,118333.33333333331,1.0,98363.63636363637,дизайнер,Формирование ScreenFlow. Моделирование пользовательского поведения. Желателен базовый опыт разработки JavaScript / HTML.,"Анализ, разработка и оптимизация интерфейсных решений в приложениях / системах для оформления комиссионных продуктов сотрудниками банка, агентами, клиентами. Анализ рынка и...",0.8333333333333334,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
Москва,Смайл,2019-12-11T12:41:25+0300,"  Startsmile Group  — группа компаний, созданная в 2010 году и действующая в сфере Digital. Наши направления — это web-разработка, маркетинг, SEO, PR, исследования и издательская деятельность.        Наши проекты:      Startsmile.ru — экспертный онлайн-журнал о стоматологии с  ежемесячной аудиторией 400 000 человек.    Startsmile TOP — независимое и некоммерческое исследование рынка частной стоматологии России  при поддержке ИД «КоммерсантЪ».    Глянцевое издание о здоровье, красоте и молодости улыбки  с тиражом 20 000 экземпляров.    Startsmile Agency — узкоспециализированное агентство медицинского маркетинга  с опытом работы 9 лет .   Startsmile Shop — интернет-магазин с  эксклюзивными   товарами  для красоты и здоровья улыбки.         В команду Startsmile Group мы ищем талантливого гуру проектирования веб интерфейсов, с опытом работы над большими веб-сервисами, а также опытом создания качественных сайтов любой сложности. Мы будем рады видеть вас в нашей команде и вместе создавать крутые проекты.    ФРИЛАНСЕРЫ, ВНЕШТАТНИКИ — НЕ РАССМАТРИВАЮТСЯ! РАБОТА ПРЕДПОЛАГАЕТ ГРАФИК НА ПОЛНЫЙ РАБОЧИЙ ДЕНЬ!         Что нужно будет делать:      Управление веб проектами.   Проектирование веб-интерфейсов.   Создание инфографики.   Разработка айдентики.   Разработка креативных концепций и дизайна сайтов.   Разработка дизайна целевых страниц.   Проработка макетов на основе утвержденных концепций.   Отчетность руководству.          ТРЕБОВАНИЯ К КАНДИДАТУ:      Опыт работы от 5-ти лет и выше.   Обязательное условие - знание Sketch, Photoshop, Illustrator, InDesign.   Опыт работы в экранном дизайне не менее 3 лет (веб-дизайн, интерфейсы).   Хорошее понимание и успешное применение на практике основ юзабилити.   Знание современных тенденций в проектировании интерфейсов.   Понимание концепции Pixel Perfect.   Понимание в разработке адаптивного дизайна.   Обязательное наличие портфолио реальных проектов.   Умение работать в команде, коммуникабельность, ответственность, аккуратность.          УСЛОВИЯ РАБОТЫ:      Официальное оформление по ТК РФ (рабочее место в офисе компании).   Офис в 10-ти минутах ходьбы от м. Спортивная.   График работы 5/2 с 10-00 до 19-00 (пятница всегда сокращенный день – до 18:00).   Заработная плата обсуждается с успешным кандидатом.   Интересные задачи и проекты (офис с кофе, чаем).   Отличные перспективы карьерного и профессионального роста.   Возможность обучения за счет компании.   Молодой дружный коллектив, лояльное руководство, которое дает возможность расти и развиваться в одном командном духе.   Корпоративные праздники, выезды на природу, премиальные вознаграждения за результативность в работе.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,118333.33333333331,3.0,100000.0,дизайнер,"Опыт работы от 5-ти лет и выше. Обязательное условие - знание Sketch, Photoshop, Illustrator, InDesign. Опыт работы в экранном дизайне...",Управление веб проектами. Проектирование веб-интерфейсов. Создание инфографики. Разработка айдентики. Разработка креативных концепций и дизайна сайтов. Разработка дизайна целевых страниц. ,0.06666666666666667,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Открытая Мобильная Платформа,2019-11-25T09:57:30+0300," Компания  «Открытая мобильная платформа»,  разработчик собственной мобильной операционной системы Аврора ищет кандидата на позицию UI/UX аналитика    в отдел управления продуктами и экосистемой.    Обязанности:      Сбор информации от заказчиков, экспертов и других заинтересованных сторон   Отслеживание, анализ, документирование и постоянная актуализация требований.   Совместная работа по уточнению требований с командами разработки, тестирования, внедрения, технической поддержки и т.д.   Прямое участие в разработке элементов пользовательских интерфейсов, шаблонов, интерактивных прототипов, документации   Проверка гипотез, проведение исследований их обоснование и защита   Ведение проектов по изменению уже существующих элементов UX/UI или созданию новых      Требования:      Высшее техническое/IT образование   Опыт работы в аналогичной или близкой должности от 2-х лет   Опыт работы с мобильными операционными системами и приложениями   Глубокое понимание общих концепций UI/UX мобильных операционных систем, знание гайдлайнов   Понимание архитектуры мобильных операционных систем, системных сервисов и приложений   Знание основных этапов жизненного цикла выпуска ПО   Знание английского на уровне Intermediate или выше   Открытость, коммуникабельность, неконфликтность, желание работать в команде, целеустремленность, умение выстраивать свою работу и работу команды самостоятельно   Умение пользоваться инструментами Figma, Balsamiq Mockup, Draw.io, Jira, Confluence или их ближайшими аналогами       Желательно:       Знание основ и опыт программирования на C/C++ или Python   Знакомство с Qt Framework и/или QML   операционных систем на базе GNU/Linux   Опыт использования, знание архитектуры операционных систем на базе GNU/Linux и базовые навыки администрирования   Опыт использования других операционных систем для мобильных устройств (Sailfish, Ubuntu Touch, UBports, Maemo, Meego, Tizen, Firefox OS, PureOS и др) или кастомных &quot;прошивок&quot; CyanogenMod, LineageOS и др       Условия:       оформление в соответствии с ТК РФ   гибкий рабочий график 5/2, возможность выбрать время начала рабочего дня   ДМС + стоматология   офис в шаговой доступности от м. Парк Победы   Возможность влиять на проект хорошими идеями и видеть свой вклад в конечном продукте   Возможность обучения за счёт компании, посещения конференций, в том числе и зарубежных, и выступлений на них.   ",Полная занятость,Полный день,От 3 до 6 лет,|Linux|Atlassian Jira|Atlassian Confluence|Qt,6.0,118333.33333333331,3.0,98363.63636363637,дизайнер,Высшее техническое/IT образование. Опыт работы в аналогичной или близкой должности от 2-х лет. Опыт работы с мобильными операционными...,"Сбор информации от заказчиков, экспертов и других заинтересованных сторон. Отслеживание, анализ, документирование и постоянная актуализация требований. Совместная работа по уточнению...",0.6,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
Москва,Аппдозер Мобайл,2019-12-09T17:26:54+0300,"  Appdozer  - будущий лидер на рынке казуальных и гиперказуальных игр.    Что нас отличает от конкурентов?  У нас очень крутая экспертиза и неограниченные возможности в рамках привлечения трафика. И прямо сейчас мы ищем еще одного геймдизайнера в нашу крутую команду, который вместе с нами будет выпускать хиты один за другим.    Что нужно будет делать:    – Генерировать креативные идеи – Улучшать существующие игровые механики и искать новые – Изучать рынок     Для нас важно:   – Умение создавать новое из хорошо забытого старого – Понимание рынка гиперказуальных игр – Развитый художественный вкус – Целеустремленность, упорство и решительность     Мы предлагаем:    – Отсутствие бюрократии. От слова совсем – Короткие итерации. От идеи до готового к тестированию прототипа проходит 1-2 недели работы команды. Мы не &quot;тухнем&quot; месяцами на долгих проектах – Достойная оплата труда (определяется по результатам успешного собеседования) – Гибкое начало рабочего дня – Кофемашина, PS4, печеньки – Молодой неформальный коллектив ",Полная занятость,Полный день,От 1 года до 3 лет,|Креативность|Работа в команде|Анализ конкурентной среды|Работа с людьми,3.0,118333.33333333331,1.0,98363.63636363637,дизайнер,"Генерировать креативные идеи. – Умение создавать новое из хорошо забытого старого. – Понимание рынка гиперказуальных игр. – Развитый художественный вкус. – Целеустремленность, упорство и...",Улучшать существующие игровые механики и искать новые. – Изучать рынок.,0.13333333333333333,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Москва,Сфера,2019-11-15T12:59:10+0300,"   Ищем Человека для расширения команды разработки системы оперативного диспетчерского управления на платформе *nix. Система обеспечивает работу единого номера вызова экстренных служб — 112, предоставляя возможность одновременной работы диспетчера и сотрудников специальных служб, сокращая время реагирования, спасая жизни и сокращая потери.       Мы занимаем лидирующие позиции в создании систем общественной безопасности и ждем тебя в наших рядах.     Мы ищем тебя, чтобы:  Разрабатывать UX/UI дизайн фронтальных и мобильных приложений в рамках проекта.   Ты нам подходишь, если имел опыт:  • Создания дизайна web и мобильных приложений • Создания каркасов (Wireframes) • Создания прототипов с низкой точностью (Low-fidelity prototypes) и высокой точностью (High-fidelity prototypes) • Создания концепций дизайна • Разработки элементов пользовательского интерфейса • Разработки интерактивных прототипов • Разработки дизайн-макетов • Адаптации дизайна для различных платформ и на все устройства • Тестирования гипотез, проведения А/В тестов • Презентации и защиты своих дизайн-решений • Работы в команде по agile методологии   Здорово, если ты знаешь и использовал в работе:   Sketch, Figma, Principle, Zeplin, Invision, Marvel, Adobe Photoshop, Adobe Illustrator, Axure, UXPin.   Мы будем совсем счастливы, если ты:  • Понимание что такое информационная архитектура и как с ней работать • Опыт в Motion and IxD дизайне в части создания прототипов взаимодействия • Владение инструментами: OmniGraffle, Keynote, Visio, Origami   Условия:  • заработная плата — в зависимости от опыта, знаний, результатов собеседования; полностью &quot;белая&quot;; • оформление по Трудовому кодексу РФ; • обучение сотрудников за счет компании; • дресс-код в пределах разумного: в шлепках и в шапке ходить нельзя; • в офисе есть кухня с чайником, холодильником, микроволновкой — чай, кофе, сахар, молоко и лимоны; в здании есть столовая; • компенсация ДМС и фитнеса; • график работы 5/2, по умолчанию с 10 до 19 (45 минут — перерыв на обед), возможны вариации по взаимной договоренности (сдвиг на пару часов в ту или иную сторону); • в пятницу рабочий день короче на 1 час 15 минут. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,118333.33333333331,1.0,98363.63636363637,дизайнер,"Ты нам подходишь, если имел опыт: Sketch, Figma, Principle, Zeplin, Invision, Marvel, Adobe Photoshop, Adobe Illustrator, Axure, UXPin. ",Создания дизайна web и мобильных приложений. Создания каркасов (Wireframes). Создания прототипов с низкой точностью (Low-fidelity prototypes) и высокой точностью...,0.9333333333333333,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Gett,2019-12-09T09:02:01+0300," Gett Delivery is looking for a passionate, creative and highly motivated Product Designer (UI/UX) to join our elite product design team for a full-time position in Moscow.   We benefit from all of the advantages of working for a small startup while still being part of a big and established company.   Gett Delivery is a last mile logistics platform for eCommerce deliveries, trusted by more than 1,500 retailers globally. Our elite team reached outstanding business results &amp; fast growth.   In an exploding era of online shopping, making Same day and instant delivery more accessible is a true game changer for any eCommerce platform. Gett Delivery, with its innovative product, operational expertise, proven track record and strong financial performance, is set up to win this explosive segment.   As a product designer, you will be involved in all development process aspects of Gett Delivery wide range of products and features, from initial brainstorming, research, wireframe, high-end mockups and prototyping to launch and beyond.    You are expected to be:        A Problem solver, be able to understand very complex problems and come up with dead simple solutions;       A KICK ASS designer that makes dreams come true;       A pixel perfect freak that doesn&#39;t compromise on the smallest details;       A team player, with great interpersonal relations. Works closely with the product management and R&amp;D team;       Owner of the products&#39; overall look and feel and user experience.        Requirements:        2 years of Product design experience;       Strong portfolio of product design;       Excellent communication skills;       Pixel perfect design;       Self-taught and curious;       High level of UX and UI deliveries;       Spoken and written English- fluent.        We are offering:        Competitive salary;       Extended medical insurance;       English classes;       Monthly bonus for Gett taxi services;       Breakfasts and dinners;       Comfortable working place with: your own Mac and mobile-phone, unlimited coffee and even shower is available.     ",Полная занятость,Полный день,От 3 до 6 лет,|UI|UX|Web-дизайн|Проектирование пользовательских интерфейсов,6.0,118333.33333333331,3.0,98363.63636363637,дизайнер,"In an exploding era of online shopping, making Same day and instant delivery more accessible is a true game changer...","As a product designer, you will be involved in all development process aspects of Gett Delivery wide range of products...",0.13333333333333333,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1
Москва,МультиКарта,2019-12-11T15:45:49+0300,"  Наличие портфолио обязательно!     Обязанности:      Работа по проектированию новых и развитию старых интерфейсов систем компании   Постоянное поддержание в актуальном состоянии витрин приложений компании     Требования:     Опыт работы от 2 лет   Опыт в проектировании WEB интерфейсов от 2 лет   Опыт в проектировании мобильных интерфейсов от 2 лет.     Условия:     Достойный уровень заработной платы: оклад + ежеквартальные премии;   Официальное оформление по ТК РФ;   Расширенный соц.пакет: ДМС для сотрудников и их детей, оплачиваемые больничные;   Льготные программы кредитования для сотрудников Компании;   Дисконт-программы от компаний партнёров;   Офис - м. Пролетарская / м. Крестьянская застава.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Web Design|Веб-дизайн|UX|UI|Веб-программирование|Дизайн интерфейсов,3.0,118333.33333333331,1.0,98363.63636363637,дизайнер,Опыт работы от 2 лет. Опыт в проектировании WEB интерфейсов от 2 лет. Опыт в проектировании мобильных интерфейсов от 2...,Работа по проектированию новых и развитию старых интерфейсов систем компании. Постоянное поддержание в актуальном состоянии витрин приложений компании.,0.06666666666666667,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1
Москва,Тинькофф,2019-11-25T14:36:22+0300," В Tinkoff ищем дизайнера мобильных приложений.    Обязанности:      Создание и доработка дизайна финансовых мобильных приложений для различных платформ;   Проектирование интерфейсов.     Требования:     Опыт работы в области дизайна и проектирования интерфейсов (UI/UX) от 3-х лет;   Общее представление о технической стороне мобильной разработки;   Знание гайдлайнов популярных мобильных платформ (iOS, Android, Windows Phone);   Опыт в проектировании интерфейсов мобильных приложений;   Знание тенденций на рынке мобильных сервисов.    Будет плюсом:    Если ты в жизни активно пользуешься разными гаджетами на разных ОС;   Не боишься предлагать свои решения.     Условия:     Профессиональное развитие: проводим митапы, тренинги и мастер-классы; огромная tech-библиотека в твоем распоряжении;   Бесплатные и вкусные обеды в уютном Tinkoff.Сafe; чай, кофе и фрукты в кухнях на каждом этаже офиса;   Заботу о здоровье: полис ДМС и страховку от несчастных случаев для тебя и льготные условия страхования для близких;   Занятия в бесплатном фитнес-зале «Tinkoff.Sport»: есть тренажеры, групповые программы с крутыми тренерами, сауна. Устраиваем турниры по футболу, волейболу и хоккею;   Работу в комфортном офисе с современной техникой и панорамным видом на город в 5 минутах пешком от м. Водный стадион. Для тех, кто за рулем, есть удобная парковка;   Достойную твоего профессионального уровня зарплату, размер обсудим на собеседовании.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Android|Веб-дизайн|iOS|Дизайн интерфейсов,3.0,118333.33333333331,1.0,98363.63636363637,дизайнер,Опыт работы в области дизайна и проектирования интерфейсов (UI/UX) от 3-х лет. Общее представление о технической стороне мобильной...,Создание и доработка дизайна финансовых мобильных приложений для различных платформ. Проектирование интерфейсов.,0.6,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1
Москва,Migel Agency,2019-11-18T19:48:10+0300,"  Коммуникационное агентство MIGEL AGENCY ищет Контент-менеджера/SMM дизайнера,  который будет   создавать ленты и stories, обрабатывать фото и видеоконтент для социальных сетей крупных брендов и реализовывать свои идеи.       Мы ведем социальные сети брендов, запускаем рекламные кампании любого масштаба, снимаем рекламу и имиджевое видео. Специализируемся на SMM, Digital PR и Event-маркетинге для смелых брендов, готовых задавать правила игры на своих рынках. Любим сферы HoReCa, FMCG, Beauty и Fashion.  ВАЖНО: контент-менеджер работает в команде с менеджером проектов, таргетологом, копирайтером, инфлюенс-маркетологом, продюсером съемок и фотографом/видеографом. Каждый в этой команде выполняет свои обязанности. Успешное ведение аккаунта бренда - это комплексная работа разноплановых специалистов!        Что должен будет уметь и делать контент-менеджер в рамках работы такой команды:      Придумывать цепляющие креативные идеи;   Уметь работать над несколькими проектами и планировать свое рабочее время;   Анализировать инфоповоды и вместе с менеджером проектов составлять контент-план;   Обрабатывать много разных фотографий, коротких видеороликов, слайдшоу для размещения постов и историй в Instagram, Facebook, Vkontakte;   Готовить креативы для таргетированной рекламы по ТЗ маркетолога и таргетолога;   Размещать посты и историй в Instagram в соответствии с контент-планом;   Модерировать комментарии от подписчиков.              Мы ожидаем, что вы:      Умеете работать с такими приложениями, как VSCO, Inshot, Mojo, Afterlight, Canva, Facetune, Cinemagraph, Unfold, Jane, Nichi и т.д.   Имеете хорошее чувство художественного вкуса и стиля;   Создаете крутые ленты инстаграм, знаете и умеете сочетать изображения по композиции и цветокоррекции;   Создавали баннеры и видеоролики и можете их показать;   Ответственно подходите к выполнению любых задач;   У Вас есть жажда сочной подачи информации, которая задевает человека &quot;за живое&quot;;   Вас утомляет и сильно расстраивает скучный и неинтересный контент;   Вы активно следите за современными тенденциями, трендами в области маркетинга и рекламы;   Вы ощущаете в себе готовность проявлять инициативу;   У Вас крайне трепетное отношение к дедлайнам;   Готовы выполнить тестовое задание;   Владение пакетом Adobe (Photoshop, Illustrator, Premiere, After Effects) будет преимуществом.      Условия:      Фиксированный оклад;   Официальное оформление по ТК;   Оплачиваемый испытательный срок 2 месяца;   Работа с сильной и быстрорастущей командой, постоянное обучение и рост;   Разнообразные и интересные рабочие дни. Работа в офисе, вместе ездим на образовательные ивенты, выезжаем на съемки(саму съемку проводят отдельные специалисты);   Мы вместе занимаемся спортом, учим английский и отдыхаем на ивентах, которые организовываем для себя или для digital-рынка;   Возможность реализовывать интересные кейсы и идеи с крупными брендами;   Классный уютный современный офис с панорамными окнами в 5 минутах от м. Дмитровская.         Хотите с нами работать? Мы тоже!   В сопроводительном письме расскажите о своем опыте и ссылками укажите проекты, с которыми работали. Что конкретно в них делали. ",Полная занятость,Полный день,Нет опыта,|Adobe Photoshop|Креативность|Фотография|Social Media Marketing|Обработка видео|Видеомонтаж|SMM|Реклама|Adobe After Effect|Обработка изображений|Копирайтинг|Наполнение контентом|Дизайн|Продвижение бренда|Фотомонтаж|Производство рекламных роликов|Цветокоррекция|Продюсирование|Интернет-реклама|Internet Marketing,,118333.33333333331,,45000.0,дизайнер,"Умеете работать с такими приложениями, как VSCO, Inshot, Mojo, Afterlight, Canva, Facetune, Cinemagraph, Unfold, Jane, Nichi и т.д. ",Придумывать цепляющие креативные идеи. Уметь работать над несколькими проектами и планировать свое рабочее время. Анализировать инфоповоды и вместе с менеджером...,0.8333333333333334,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
Москва,8bit group,2019-11-14T14:16:41+0300," Мы - дружная команда специалистов, которая умеет и любит делать свою работу. Никакого дресс-кода, навязчивой корпоративной культуры и бюрократии! Основной принцип работы - работа на результат!    Требования к скиллам и опыту:      Мы не ищем HR-Generalista. Мы ищем коллегу в HR-команду, готового активно подбирать по блоку DEV/IT, прокачивать скиллы в IT-рекрутинге и HR, сопровождать онбординг и корпоративную культуру, развитие бренда и делать трудовые будни разработчиков немного счастливее )       Ожидаем профильный опыт в ИТ-рекрутинге, именно по блоку WEB-разработки. Он может быть совсем небольшим от 3-6 месяцев, главное желание, сообразительность, активная позиция, желание делать жизнь работающих разработчиков немного счастливее :)   Опыт использования инструментов поиска в ИТ и DEV (HH.ru есть всегда, но это не покроет потребность. Вы должны уметь использовать другие инструменты поиска)   Проведение очных и скайп-интервью с разработчиками   Умение самостоятельно планировать время, нацеленность на результат, креативность и, конечно, проактивность.      Задачи:      Основной блок - закрывать вакансии для отдела разработки, тестирования собственных продуктов компании.   В работе от 5 до 15 вакансий, может быть от 2 до 5 стримов.   Стэк: PHP. Symfony, JS. Java, мобильные разработки, UI/UX. Предпочтение отдадим тем, кто подбирал Symfony и JAVA, но смотреть готовы с любым опытом подбора в ИТ от минимального   Поиск по всем возможным ресурсам - HH, МК, FB, TG-каналы, LinkedIn, Habr, рефералы, базы, форумы, GitHub, Stackover, AmazingHirig, Понятно, что не все ресурсы вы используете одинаково круто, но вы должны быть готовы юзать все и добавлять новые каналы. Если опыт маленькие, но желание и мотивация к самообучению высокая, тоже круто. Иное - не годится.   Сорсинг, реферальные сети и др источники   Формирование резервной базы - ATS, хантинг.   Посещение профильных митапов, помогать с организацией собственных митапов (не часто)   HR: помощь с онбордингом, контроль адаптации, активная коммуникация с сотрудниками WEB-разработки, получение обратной связи, организация внутренних мероприятий (праздники, квесты, тимблидинг), диагностика лояльности, игровые дни и активности 2 пятницы в месяц!   Закрытие смежных позиций - специалисты интернет-проектов, интернет-маркетологи (от возможности с учетом объема по основному ИТ - блоку)      Условия:      Гибкий рабочий график - начало рабочего дня с 9.00 до 11.00, планируете свой рабочий день самостоятельно, отталкиваясь от графика встреч. По блоку ИТ собеседование смещены в вечернее время чаще, готовность к ненормированному графику, по-необходимости. Выходные - суббота, вскр всегда за Вами, но связь с кандидатами поддерживается, если необходимо.   Оклад от опыта и скиллов в вилке 60 000 - 80 000 net обсуждаем от опыта + КПИ по задачам.   Действительно уютный офис с верандой на 7-м этаже в бизнес-центре рядом с м.Тульская, позитивные коллеги, кофе, чай, фрукты, зона отдыха, корпоративные мероприятия и активности   Возможность получить опыт работы с разными HR-задачами, участие в новых корпоративных проектах компании   Мы работаем на результат, у нас много интересных задач, возможность получить бесценный опыт     Ты молодец, если дочитал вакансию до конца, подружимся как минимум. Иногда мы работаем с фриланс ИТ-рекрутерами. Но сейчас ищем коллегу в офис!   Все отклики просматриваются, в положительном случае - связь. Вопросы можно написать напрямую тут на сервисе. ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,90000.0,1.0,80000.0,дизайнер,"Ожидаем профильный опыт в ИТ-рекрутинге, именно по блоку WEB-разработки. Он может быть совсем небольшим от 3-6 месяцев...","Основной блок - закрывать вакансии для отдела разработки, тестирования собственных продуктов компании. В работе от 5 до 15 вакансий, может быть...",0.9666666666666667,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
