city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,тестирование,sql,функциональное тестирование,atlassian jira,git,тестирование пользовательского интерфейса,linux,java,python,test case,other
Санкт-Петербург,Andersen,2019-11-26T12:13:00+0300," Международная IT- компания Andersen, один из лидеров рынка outsource production, ищет талантливого автоматизатора, готового взяться за решение интересных и нетривиальных задач.    Обязанности:      ​​​​​​Поддержка и развитие автоматизированного тестирования одного из крупнейших коммерческих банков стран СНГ.   Поддерживать существующий фреймворк и при необходимости развивать.      Требования:      Опыт работы в сфере тестирования от 3-х лет, опыт разработки, автоматизированных тестов от 2-х лет;   Понимание процесса разработки и тестирования ПО, опыт работы с баг-трекинговыми системами (Jira);   Знание языков и фреймворков: Java, Selenium (WebDriver), JUnit или TestNG, JDBC;   Опыт написания авто тестов для тестирования API;   Понимание процессов continuous integration/continuous delivery;   Опыт работы с TeamCity или Jenkins;   Желание перейти на Kotlin.      Для наших сотрудников мы предлагаем:      работу в новом, уютном офисе с лаундж зоной в центре города ;   возможность выбора нового проекта после окончания работы над текущим;   ДМС + стоматология;   корпоративные уроки английского языка с профессиональным педагогом;   корпоративные мероприятия и систему разнообразных скидок;   компенсация спортивных увлечений;   компенсация участия в конференциях;   возможность сертификации за счёт компании;   командировки и team-слёты.   ",Полная занятость,Полный день,От 1 года до 3 лет,|QA|Тестирование|Java|Kotlin,3.0,83823.5294117647,1.0,55000.0,тестировщик,"Опыт работы в сфере тестирования от 3-х лет, опыт разработки, автоматизированных тестов от 2-х лет. Понимание процесса разработки...",Поддержка и развитие автоматизированного тестирования одного из крупнейших коммерческих банков стран СНГ. Поддерживать существующий фреймворк и при необходимости развивать.,0.5666666666666667,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
Санкт-Петербург,iGooods,2019-12-10T10:26:40+0300,"     Ищем надежного инженера по тестированию, который будет следить за нашими сервисами.    Что нужно будет делать:    - Участвовать в планированиях   - Разрабатывать тестовые сценарии на основе требований   - Проводить функциональное и регрессионное тестирование   - Взаимодействовать с командой разработки   - Развивать процессы тестирования   - Поддерживать документацию   - Осваивать и изучать новые технологии    Что для этого нужно:    - Уверенные знания теории тестирования и успешный опыт применения её на практике   - Опыт работы с системами управления тестированием (Testrail)   - Опыт работы с багтрекинговыми системами (Jira)   - Наличие опыта функционального и регрессионного тестирования    Что мы предлагаем:    - Свободу в принятии решений и отсутствие бюрократии   - Небольшую команду разработки — у нас семейная атмосфера   - Работу в офисе, но с гибким началом рабочего дня. Мы remote-friendly и иногда можно работать из дома   - Уровень дохода обсудим с вами   - Удобный офис в центре города (ст.м. «Технологический институт»)   - Возможность участия в конференциях и обучения за счет компании.     ",Полная занятость,Полный день,От 1 года до 3 лет,|Регресионное тестирование|Функциональное тестирование|Test case|Тестирование|Тестирование пользовательского интерфейса|Проведение тестирований|Git|SOAP|Postman,3.0,83823.5294117647,1.0,55000.0,тестировщик,Уверенные знания теории тестирования и успешный опыт применения её на практике. - Опыт работы с системами управления тестированием (Testrail). - ,Участвовать в планированиях. - Разрабатывать тестовые сценарии на основе требований. - Проводить функциональное и регрессионное тестирование. - Взаимодействовать с командой разработки. - ,0.1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1
Санкт-Петербург,Дженстек,2019-11-21T11:35:54+0300," Компания Дженстек (Genestack) создаёт платформу для биоинформатиков, биологов, генетиков, врачей и всех, кто так или иначе связан с расшифровкой, изучением и систематизацией геномов. В нашей платформе можно хранить, обрабатывать, искать и визуализировать геномные данные. Благодаря Дженстеку исследователи работают, не волнуясь о проблемах преобразования форматов, обмена данными между биологами и биоинформатиками, защиты доступа, и контроля над бюджетом и ресурсами. Вы будете работать над платформой, с помощью которой ученые решают сложные задачи в области точной медицины, создают новые лекарства и проводят биоинформатические исследования.   Дженстек – британская компания с офисами в Кембридже и в Санкт-Петербурге. Со времени создания в 2012 году наша небольшая и дружная команда выросла. Появляются новые заказчики и новые проекты, поэтому мы открываем новые вакансии в Петербурге и, в том числе, расширяем отдел тестирования.   Мы ищем опытного тестировщика, который будет отвечать за ручное тестирование одного из проектов и, по мере ознакомления с продуктом, будет часть времени уделять технической поддержке пользователей.        Обязанности:      Ручное тестирование новой функциональности   Ручное регрессионное тестирование   Прояснение и ревью требований   Составление и поддержание в актуальном состоянии тестовой документации (чеклистов, тест-кейсов, тест-планов , тест-репортов)   Выявление и документирование ошибок   Участие в формировании процесса тестирования   Взаимодействие с командой разработчиков и архитекторов, совместное планирование работ и уточнение деталей реализации   Взаимодействие с командой авто-тестирования   Участие в технической поддержке первой линии          Обязательные требования:      Понимание тестовых процессов и процессов разработки ПО   Навыки тестирования спецификаций и тест-анализа   Опыт написания тест-кейсов и составления чек-листов   Опыт ручного функционального тестирования   Английский язык, достаточный для общения и переписки с коллегами и пользователями   Умение работать в режиме многозадачности      Желательные:      Опыт работы по agile методологиям   Опыт в построении процессов тестирования   Опыт тестирования веб-приложений   Опыт работы с Unix подобными системами          Условия:        Работа в международной компании среди сильных профессионалов     Эффективный процесс ознакомления новичков с предметной областью и направлениями работ в команде     Удобный просторный и тихий офис в центре Санкт-Петербурга, кухня с фруктами и печеньками, душ, спортзал, авто- и велопарковка       Конкурентная зарплата, ежегодно пересматривается       Официальное оформление, полная ставка, ДМС, 100% оплата больничного       Курсы английского языка спонсируются компанией       Познавательные лекции по биологии, генетике и т.п. Участие в конференциях       Гибкий график.            Что дальше:    Расскажите нам о себе в отклике на эту вакансию и заодно напишите название вашей любимой книги по тестированию. Если резюме и сопроводительное письмо нас заинтересуют, мы свяжемся с вами и пригласим на собеседование в офис. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,150000.0,1.0,90000.0,тестировщик,Понимание тестовых процессов и процессов разработки ПО. Навыки тестирования спецификаций и тест-анализа. Опыт написания тест-кейсов и составления чек...,Ручное тестирование новой функциональности. Ручное регрессионное тестирование. Прояснение и ревью требований. Составление и поддержание в актуальном состоянии тестовой документации (чеклистов...,0.7333333333333333,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,СКБ Контур,2019-11-18T15:41:14+0300,"  Кто мы и чем занимаемся    СКБ Контур разрабатывает веб-сервисы, которые автоматизируют сложные бизнес-задачи: документооборот, бухгалтерию, отчетность. Сердце нашей компании — управление разработки, в нем около 1 100 человек. Управление состоит из 70 команд, и каждая создает отдельный сервис. Головной офис находится в Екатеринбурге.   Чуть больше информации можно найти на нашем сайте: о компании (https://kontur.ru/about/info) и о жизни в Контуре (https://kontur.ru/career/life).    Вакансии в проектах    Сейчас мы ищем специалиста по тестированию в Санкт-Петербурге в проект  Контур.Экстерн  в подкоманду  Корп  (https://kontur.ru/extern).    Контур.Экстерн —  это сервис по отправке отчетности в контролирующие органы. У нас 500 000 пользователей, 1 200 000 организаций, высокие нагрузки, отказоустойчивость, сложные задачки.    Корп —  это Enterprise Edition Экстерна. Наши пользователи — Газпром, РЖД, Тинкофф, S7 и многие другие крупные компании. Их сценарии отличаются большими объемами данных и сложностью.    Стек технологий и инструменты:  C#, Git, TeamCity, Upsource, YouTrack, NUnit, Selenium, JavaScript, React.    Чем заниматься:        Ручное тестирование фронта, API       Участие в дизайн-ревью задач       Тестирование аналитики       Написание новых и рефакторинг существующих автотестов        Команда:        Распределенная: Санкт-Петербург, Екатеринбург, Беларусь — всего 10 человек       В Петербурге один аналитик, в Екатеринбурге большая часть команды       Офис команды: Большая Пушкарская, БЦ «Сенатор».    Нам нужен тот, кто:        Имеет опыт в тестировании от 1 года.       Знаком с C# или готов переходить на него. Мы готовы обучать :)       Пишет понятные и поддерживаемые тесты или хочет этому научиться.       Не видит проблем работать удаленно от коллег и периодически ездить в гости в Екатеринбург.        Условия        Кухни, зоны отдыха, вкусности — всё это в наличии.       Гибкий график работы. Команды сами выстраивают свои процессы.       Расширенный соцпакет: ДМС, компенсация расходов на обеды, подарки детям на праздники.       Скидки для контуровцев: квесты, настольные игры, спортзалы и т. д.       Поездки на IT-конференции, митапы, учебные курсы, в том числе спикером.       Раз в год проходит большая внутренняя конференция разработки, где можно и технические доклады послушать, и познакомиться с коллегами, и потусить.       Зарплата белая, стабильная, без задержек.        Кроме того    Контур активно двигается в сторону opensource-проектов: на сайте tech.kontur.ru выложены первые из них. А еще там собраны полезные доклады от контуровцев и статьи. ",Полная занятость,Полный день,От 1 года до 3 лет,|Git|Контур-Экстерн|TeamCity|YouTrack|Selenium IDE|JavaScript|React,3.0,83823.5294117647,1.0,55000.0,тестировщик,Имеет опыт в тестировании от 1 года. Знаком с C# или готов переходить на него. Мы готовы обучать :). ,"Ручное тестирование фронта, API. Участие в дизайн-ревью задач. Тестирование аналитики. Написание новых и рефакторинг существующих автотестов. Распределенная: Санкт-Петербург...",0.8333333333333334,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
Санкт-Петербург,RuNetSoft,2019-12-12T11:55:19+0300,"  Компания RuNetSoft – IT компания, успешно существующая на рынке Санкт-Петербурга 11 лет – в связи с расширением приглашает на работу    СПЕЦИАЛИСТА ПО ТЕСТИРОВАНИЮ.      Основные направления деятельности компании: разработка заказного ПО (преимущественно гос.сектор), внедрение готовых программных продуктов в том числе и собственного продукта по автоматизации деятельности предприятия RNSWEB, разработка интернет - решений.         Обязанности:       Ручное тестирование ПО   Проведение функционального тестирования   Ручное кроссбраузерное тестирование (IE, FF, Safari, Chrome) продукта   Отслеживание ошибок   Написание тест-кейсов, методик испытаний   Взаимодействие с группой разработки   Нагрузочное тестирование, в перспективе- автоматизированное тестирование          Требования:      Опыт ручного тестирования ПО, web приложений от 1 года   Уверенные знания теории тестирования   Умение грамотно формулировать свои мысли и выделять главное   Понимание процессов разработки ПО   Навыки составления документации по тестированию (тест-планы‚ тест-кейсы)   Готовность к самообучению и желание улучшить рабочий процесс   Оконченное высшее образование (техническое или математическое)   Знание методов тестирования   Базовое знание английского языка           Вашим преимуществом будет:       Знание SQL (на уровне пользователя: работа с базами‚ составление несложных запросов)   Приветствуется опыт работы с системой контроля версий (Git)          Почему стоит идти к нам работать?      Оформление по ТК РФ   Конкурентоспособный уровень заработной платы, который мы готовы обсудить с успешными кандидатами на собеседовании   Полный рабочий день в современном офисе в центре города   Оплачиваемые переработки, бонусы и премии по результатам работы   Льготные программы для сотрудников (английский язык, корпоративная связь)   Возможность обучения (семинары, курсы, программы, сертификация)   Корпоративные и семейные мероприятия   ",Полная занятость,Полный день,От 1 года до 3 лет,|Тестирование|Функциональное тестирование|кроссбраузерное тестирование|SQL|Git|bitrix- администрирование,3.0,83823.5294117647,1.0,55000.0,тестировщик,"Опыт ручного тестирования ПО, web приложений от 1 года. Уверенные знания теории тестирования. Умение грамотно формулировать свои мысли и выделять...","Ручное тестирование ПО. Проведение функционального тестирования. Ручное кроссбраузерное тестирование (IE, FF, Safari, Chrome) продукта. Отслеживание ошибок. Написание тест-кейсов, методик...",0.03333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
Санкт-Петербург,СКБ Контур,2019-11-18T15:34:59+0300,"  Кто мы и чем занимаемся    СКБ Контур разрабатывает веб-сервисы, которые автоматизируют сложные бизнес-задачи: документооборот, бухгалтерию, отчетность. Сердце нашей компании — управление разработки, в нем около 1 100 человек. Управление состоит из 70 команд, и каждая создает отдельный сервис. Головной офис находится в Екатеринбурге.   Чуть больше информации можно найти на нашем сайте: о компании (https://kontur.ru/about/info) и о жизни в Контуре (https://kontur.ru/career/life).    Вакансии в проектах    Сейчас мы ищем специалиста по тестированию в Санкт-Петербурге в проект Диадок (https://www.diadoc.ru/).    Диадок  — это сервис, в котором организации отправляют друг другу документы. Мы спасаем деревья и ускоряем бизнес.   У Диадока сложное приложение с микросервисной архитектурой и интересной предметной областью. Мы делаем удобный и надежный сервис для организаций, которые обмениваются через него юридически значимыми документами. Ежедневно мы доставляем около 1 500 000 документов. Разработчики вместе с тестировщиками следят за качеством продукта, покрывая его unit-тестами.   Стек технологий и инструменты: C#, JavaScript, Selenium, Git, Jira, React, NUnit, TeamCity.    Чем заниматься:        Ручное тестирование новой функциональности       Ревью постановок для разработки       Тестирование мобильного приложения       Написание новых и рефакторинг существующих автотестов        Команда:        Распределенная: Екатеринбург, Санкт-Петербург и Иннополис       В Петербурге четыре разработчика и аналитик       Основная часть команды в Екатеринбурге, более 20 человек       Офис команды: Большая Пушкарская, БЦ «Сенатор».    Нам нужен тот, кто:        Имеет опыт в тестировании от 2 лет.       Имеет опыт написания автотестов на C# или готов переходить на него. Мы готовы обучать :)       Не видит проблем работать удаленно от коллег и периодически ездить в гости в Екатеринбург.        Условия        Кухни, зоны отдыха, вкусности — всё это в наличии.       Гибкий график работы. Команды сами выстраивают свои процессы.       Расширенный соцпакет: ДМС, компенсация расходов на обеды, подарки детям на праздники.       Скидки для контуровцев: квесты, настольные игры, спортзалы и т. д.       Поездки на IT-конференции, митапы, учебные курсы, в том числе спикером.       Раз в год проходит большая внутренняя конференция разработки, где можно и технические доклады послушать, и познакомиться с коллегами, и потусить.       Зарплата белая, стабильная, без задержек.        Кроме того    Контур активно двигается в сторону opensource-проектов: на сайте tech.kontur.ru выложены первые из них. А еще там собраны полезные доклады от контуровцев и статьи. ",Полная занятость,Полный день,От 1 года до 3 лет,|Git|Atlassian Jira|JavaScript|Функциональное тестирование|Selenium IDE|TeamCity,3.0,83823.5294117647,1.0,55000.0,тестировщик,Имеет опыт в тестировании от 2 лет. Имеет опыт написания автотестов на C# или готов переходить на него. ,"Ручное тестирование новой функциональности. Ревью постановок для разработки. Тестирование мобильного приложения. Написание новых и рефакторинг существующих автотестов. Распределенная: Екатеринбург, Санкт...",0.8333333333333334,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1
Санкт-Петербург,Сбербанк,2019-11-19T19:50:43+0300, ,Полная занятость,Полный день,Нет опыта,,,83823.5294117647,,55000.0,тестировщик,"Высшим техническим образованием. Уверенными знаниями одного любого ЯП, желательно Java. Must have - понимание ООП. Уверенными знаниями SQL, желательно PostgreSQL. ",Создавать аналитические витрины на одном из самых больших в России BigData хранилищ на базе Hadoop для сбора данных обо всех...,0.8,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,ИЦ Буревестник,2019-12-12T09:56:05+0300," Обязанности:   - Разработка методик тестировании   - Построение плана тестирования, чек-листа (checklist) и согласование его с разработчиками.   - Составление сценариев тестирования, тест-кейсов (test case).   - Проведение ручного и автоматического, функционального и не функционального тестирования ПО с фиксацией результатов.   - Регистрация и контроль исправления дефектов ПО в   баг-трекинг системе.   - Обеспечение контроля готовности ПО к помещению в архив.    Требования:    - Знание и понимание основных процессов тестирования ПО.   - Умение составлять тестовую документацию всех уровней.   - Знание ОС Linux на уровне опытного пользователя.   - Умение корректировать bash или python скрипты.   - Базовые знания сетевых технологий.   - Навыки работы с технической документацией.   - Работа с тикет-системами (баг-трекинга и т.д.).   - Умение грамотно формулировать мысли, коротко и ясно описывать проблему.   - Будет плюсом знание системы контроля версий git.    Условия:      Оформление в строгом соответствии с Трудовым кодексом РФ с первого дня работы, полный соц. пакет.   График: 9.00-17.50, в пятницу - до 16.35    Официальная конкурентоспособная заработная плата    Годовые бонусы    Бесплатное питание  в столовой предприятия,   Повышение квалификации за счет работодателя   Развозка от м. пр. Просвещения и м. Комендантский пр.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Test case|Python|Bash|Linux|TCP/IP,3.0,83823.5294117647,1.0,55000.0,тестировщик,Знание и понимание основных процессов тестирования ПО. - Умение составлять тестовую документацию всех уровней. - Знание ОС Linux на уровне опытного пользователя. - ,"Разработка методик тестировании. - Построение плана тестирования, чек-листа (checklist) и согласование его с разработчиками. - Составление сценариев тестирования, тест-кейсов (test...",0.03333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
Санкт-Петербург,Сбербанк,2019-12-04T18:20:59+0300," Сбербанк - крупнейший банк в России (88 млн активных клиентов), один из ведущих международных финансовых институтов. Самый дорогой российский бренд, входящий в топ - 25 брендов мира.  Ищем тестировщика для участия во внутреннем проекте мобильного приложения «Друг» на платформах iOS и Android      Обязанности:   - написание новых ручных сценариев в соответсвии с требованиями;  - актуализация существующих ручных сценариев;  - проведение тестирования;  - подготовка отчета по тестированию;  - подготовка тестовых данных;  - работа с дефектами;  - анализ инцидентов/дефектов ПСИ/дефектов ПРОМ;  - настройка инструментов тестирования.      Требования:   - понимание основ разработки ПО;  - знание методологии процесса тестирования;  - навыки работы с bug-tracking системами (Jira);   - четкое понимание видов тестирования и необходимости их применения на различных этапах реализации проекта;  - опыт подготовки тестовой документации (чек-листы, тест-кейсы, тест-план);  - опыт проведение различных видов тестирования ПО (функциональное, регрессионное, интеграционное).  - будет плюсом: опыт работы с rest API; знание SQL на уровне простых запросов.  ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,83823.5294117647,3.0,55000.0,тестировщик,понимание основ разработки ПО. - знание методологии процесса тестирования. - навыки работы с bug-tracking системами (Jira). - четкое понимание видов тестирования и...,написание новых ручных сценариев в соответсвии с требованиями. - актуализация существующих ручных сценариев. - проведение тестирования. - подготовка отчета по тестированию. - ,0.3,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,the_covert,2019-12-11T14:58:40+0300,"  The_covert –  одна из лидирующих компаний на международном ИТ рынке, создающая собственные продукты уже более 10 лет.   На один из наших проектов, занимающийся развитием крупного финансового сервиса, состоящего из нескольких, в том числе и внутренних продуктов, ищем  тестировщика backend-а.    Мы предлагаем:      Быстрорастущий проект: вырос в 2 раза за последний год;   Современный стэк (проект состоит из нескольких продуктов с разным стеком: Java, Ruby, C++, Go, PHP, JS);   Востребованный на рынке продукт c многомиллионной аудиторией;   Все делаем сами, отсутствует заказная разработка;   Возможность быстрого роста в команде при хороших результатах;   Команда из молодых и скиловых коллег;   Быстрые коммуникации и отсутствие бюрократии;   Гибкий график;   Оплачиваемые отпуска и отгулы.      Основная задача:        разработка и поддержка сценариев автоматизированного тестирования.        Задачи:         Проводить функциональное, интеграционное и регрессионное тестирование back-end систем;       Покрывать API автоматическими тестами;       Работать с системами мониторинга, идентифицировать проблемы, регрессы;       Оформлять дефекты в bug tracking системе, контролировать их исправление;       Разрабатывать тестовое окружение;       Составлять тест-планы, вести тестовую документацию.        Требования:        Знание и понимание процесса разработки и жизненного цикла ПО;       Опыт программирования на Python или других языках;       Опыт тестирования REST API, Websocket;       Опыт работы с СУБД (PostgreSQL, redis);       Опыт работы с Linux;       Понимание принципов работы локальных сетей;       Технический английский язык.        Дополнительные плюсы:      Опыт работы с таск-/баг-трекерами (Jira, Redmine и т.д.);   Опыт работы с системами контроля (Git, Mercurial и т.д.);   Опыт работы c системами непрерывной интеграции (Jenkins и т.д.);   Опыт тестирования микросервисной архитектуры;   Опыт работы в финансовом секторе.      [Soft skills]        Понимание применимости различных видов и методологий тестирования;       Способность четко формулировать и излагать свои мысли, обосновывать решения;       Умение и желание идентифицировать проблемы, определять их причины;       Умение грамотно описывать проблемы, самостоятельно ставить задачи на   доработку.     ",Полная занятость,Гибкий график,От 1 года до 3 лет,|Git|PostgreSQL|Linux|Ruby|Redmine|Python|Jira,3.0,83823.5294117647,1.0,55000.0,тестировщик,Знание и понимание процесса разработки и жизненного цикла ПО. Опыт программирования на Python или других языках. Опыт тестирования REST API...,"Разработка и поддержка сценариев автоматизированного тестирования. Проводить функциональное, интеграционное и регрессионное тестирование back-end систем. Покрывать API автоматическими тестами. ",0.06666666666666667,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
Санкт-Петербург,Инфосистемы Джет,2019-12-09T10:37:39+0300,"  Компания «Инфосистемы Джет» — одна из крупнейших ИТ-компаний в России и СНГ.    Подразделение консалтинга, разработки и внедрения ПО за год выполняет более 300 проектов в области CRM, лояльности, клиентского опыта, интеграционных решений, ускорения Time to Market (QA/CI/CD/DevOps), Big Data, Data Lake и машинного обучения.   Мы сотрудничаем с такими компаниями, как Группа «М.Видео-Эльдорадо», НСПК, Сбербанк, Вымпелком, Ак Барс Банк, УРАЛСИБ Банк, Банк СОЮЗ, Рив Гош, НЛМК, Контрол Лизинг, Век Живи, Сбербанк, Утконос, Мультикарта и другими.    Мы   приглашаем на работу квалифицированных специалистов по тестированию банковских систем.     Обязанности      Тестирование банковских систем (функциональное, интеграционное, приёмочное);   Разработка тестовых сценариев и их дальнейшая поддержка;   Оформление дефектов;   Отслеживание и контроль метрик по тестированию;   Предоставление отчётности о проделанной работе;   Наполнение базы знаний QA в Confluence.      Требования       Обязательно:     опыт в тестировании от двух лет;   опыт тестирования Siebel CRM от 4 месяцев (понимание ключевых банковских бизнес процессов и как они ложатся на архитектуру Siebel, умение работать со списками заданий и функциями моделирования, опыт использования Query, умение анализировать логи системы)   опыт использования Postman, SoapUI;   навыки использования SQL на уровне простых запросов выборки (объединение таблиц, группировка, сортировка);   чёткое понимание процессов тестирования;   навыки тест дизайна (умение обеспечивать максимальное тестовое покрытие с минимальными тратами);   коммуникабельность        Желательно:     опыт работы в Agile командах   опыт работы с Linux   опыт работы с Siebel Tool              Что мы предлагаем      Работу в команде профессионалов с возможностью карьерного роста;   Дружелюбную атмосферу внутри компании;   Оформление по ТК РФ;   Оклад + бонусы по проектам;   Возможности для профессионального роста (внешнее и внутреннее обучение, сертификация);   Возможность изучать английский язык   Корпоративные скидки на фитнес;   Оформляется ДМС для сотрудников;   ",Полная занятость,Полный день,От 1 года до 3 лет,|SQL|Agile Project Management|Oracle Siebel CRM|Linux,3.0,83823.5294117647,1.0,55000.0,тестировщик,Обязательно: Опыт в тестировании от двух лет. Опыт тестирования Siebel CRM от 4 месяцев (понимание ключевых банковских бизнес процессов и...,"Тестирование банковских систем (функциональное, интеграционное, приёмочное). Разработка тестовых сценариев и их дальнейшая поддержка. Оформление дефектов. Отслеживание и контроль метрик по...",0.13333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
Санкт-Петербург,GlazzAR,2019-11-28T10:44:38+0300," Мы - динамично развивающаяся компания, участвующая в реализации крупных западных и отечественных проектов объявляет конкурс на позицию тестировщик ПО.  Мы ищем талантливых, креативных, амбициозных сотрудников.    Обязанности:      автоматизация процесса тестирования   тестирование серверных и клиентских кроссплатформенных приложений под Windows/Linux   учет ошибок в bugtracking системе   составление тест-планов и тестовых сценариев     Мы ждем от Вас:     понимание принципов построения многоуровневых систем   обязательность, исполнительность   аналитический склад ума   самостоятельность, системность   желание и возможность быстро обучаться и осваивать новые инструменты и технологии      Желательно:      опыт работы на аналогичной позиции не менее 1 года   опыт использования инструментов автоматизированного тестирования   знакомство с *nix системами   понимание тестирования по принципам «белого» и «черного» ящиков   навыки программирования   опыт написания unit-тестов и интеграционных тестов     Условия:     участие в международных и крупных федеральных проектах   профессиональный и карьерный рост   обучение   дружный коллектив   интересные задачи   свобода принятия решений   оформление по ТК РФ   ",Полная занятость,Полный день,Нет опыта,|Linux|Тестирование|Функциональное тестирование|Windows 7,,60000.0,,55000.0,тестировщик,"Понимание принципов построения многоуровневых систем. Обязательность, исполнительность. Аналитический склад ума. Самостоятельность, системность. Желание и возможность быстро обучаться и осваивать новые...",Автоматизация процесса тестирования. Тестирование серверных и клиентских кроссплатформенных приложений под Windows/Linux. Учет ошибок в bugtracking системе. Составление тест-планов...,0.5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
