city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,linux,sql,пользователь пк,python,настройка сетевых подключений,английский язык,настройка пк,ремонт пк,tcp/ip,autocad,other
Санкт-Петербург,Diamond Personnel R&C,2019-11-15T13:14:20+0300," Развитие и поддержка корпоративной АБС крупнейшего банка, реализованной на основе ЦФТ IBSO    Обязанности:      Разработка новых и доработка существующих бизнес-приложений по требованиям заказчиков в рамках проектов развития банковского программного обеспечения   Разработка прикладного функционала, хранимых процедур, отчетов   Поддержка пользователей по проблемам 3-ей линии   Участие в поиске оптимальных путей решений на автоматизацию бизнес-процессов   Оптимизация существующего кода и SQL-запросов   Активное взаимодействие с аналитиками, разработчиками и тестировщиками, работа в Agile-команде      Требования:      Высшее техническое образование   Опыт работы на аналогичной должности не менее двух лет   Опыт работы с продуктом ЦФТ IBSO   Опыт работы с СУБД Oracle (транзакции, индексы, представления, пакеты, хранимые процедуры, триггеры)   Навыки проектирования структуры БД и программирования запросов SQL и хранимых процедур PL\SQL   Умение формализовать требования заказчиков и формировать техническое задание на разработку/доработку программного продукта   Коммуникабельность, внимание к деталям, умение работать в режиме многозадачности, хорошо развитые аналитические навыки, обязательность, ответственность, самостоятельность.      Условия:      Работа в крупной и надежной компании   Интересные, сложные и амбициозные задачи, используя современные технологии и актуальные подходы к разработке   Реальные возможность профессионального и карьерного развития   Белая зарплата, оклад и премии   Расширенный социальный пакет: скидки на спортивные абонементы, льготное кредитование, ДМС   Офис на пл Карла Фаберже.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Oracle Pl/SQL|SQL|MS SQL|XML|ООП,3.0,71061.53846153848,1.0,51750.0,ведущий инженер по разработке банковского по цфт ibso,Высшее техническое образование. Опыт работы на аналогичной должности не менее двух лет. Опыт работы с продуктом ЦФТ IBSO. ,Разработка новых и доработка существующих бизнес-приложений по требованиям заказчиков в рамках проектов развития банковского программного обеспечения. Разработка прикладного функционала...,0.9333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Санкт-Петербург,GloBAS Group,2019-12-13T12:07:07+0300,"  Компания ГлоБАС Групп приглашает   менеджера по продажам инженерного программного обеспечения в сфере САПР.      Обязанности :     Поиск потенциальных клиентов для внедрения инженерных технологий на территории России и стран СНГ   Определение потребностей промышленных и машиностроительных предприятий в сфере программного обеспечения   Формирование технико-коммерческих предложений   Организация и контроль процесса внедрения программного комплекса на предприятии   Заключение долгосрочных соглашений о сотрудничестве и поддержание партнерских отношений после первичной продажи      Требования:      Образование высшее техническое   Опыт работы в сфере продаж дорогостоящих продуктов, проектов или услуг   Навыки ведения переговоров с ЛПР, а также с инженерами – пользователями систем      Вашими преимуществами будут:      Общее понимание рынка САПР систем, поверхностное знание расчетных систем (ANSYS, NASTRAN, KISSsoft, NX).   Опыт работы в сфере продаж дорогостоящих продуктов, проектов или услуг   Знание английского языка для коммуникаций с партнерами за рубежом      Условия :     Оклад по результатам собеседования + % от продаж + премии   Компенсация связи и проезда   Оформление согласно ТК РФ   Офис в Центральном районе г. Санкт-Петербурга   График работы: Пн-Пт с 9-00 до 18-00         Мы гарантируем работу с  перспективными  программными продуктами, привлекательные условия продаж (эксклюзив на рынке РФ и СНГ, востребованность данных решений, отсутствие верхней планки по комиссионному вознаграждению), адекватное руководство и молодой амбициозный коллектив, перспективы самостоятельного построения отдела продаж, хорошие возможности карьерного и финансового роста.   Ждем Ваших резюме и будем рады видеть Вас в нашей команде. ",Полная занятость,Полный день,От 1 года до 3 лет,|Навыки продаж|B2B Продажи|Развитие продаж|Ведение переговоров|ANSYS|САПР|Инжиниринг,3.0,120000.0,1.0,35000.0,менеджер по продажам инженерного программного обеспечения,"Образование высшее техническое. Опыт работы в сфере продаж дорогостоящих продуктов, проектов или услуг. Навыки ведения переговоров с ЛПР, а также...",Поиск потенциальных клиентов для внедрения инженерных технологий на территории России и стран СНГ. Определение потребностей промышленных и машиностроительных предприятий в...,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,КОРУС Консалтинг СНГ,2019-12-09T12:55:51+0300,"  В связи с ростом проектов мы открываем вакансию инженер DevOps:    Обязанности:   развитие и сопровождение CI/CD пайплайна. (TeamCity, Octopus Deploy, GitLabCI);   сопровождение серверов приложений dev/test/staging/production – контуров;   сопровождение и развитие инфраструктурных сервисов. (Zabbix, Nginx, RabbitMQ, TeamCity, Octopus, Nexus, GrayLog );   написание сценариев автоматизации (PowerShell|Python|Shell);   ведение внутренней документации (Confluence).       Требования:   опыт работы с CI/CD системами (TeamCity, Jenkins, GitLabCI);   глубинное понимание принципов работы ОС и сетей, широкий технический кругозор;   опыт работы с системами мониторинга (Zabbix) и анализа логов (GrayLog);   Сильные скилы администратора Windows и Linux;   Знание основ C#, ООП, сборки.       Будет преимуществом:   опыт работы с Docker-контейнерами;   опыт работы с Kubernetes;   опыт работы с OctopusDeploy;   какие-либо знания языка C#;   опыт администрирования PostgreSQL, MSSQL, Oracle;   опыт работы с VMware;       Технологический стек (для справки):   Backend: .Net Framework,.Net Core   Frontend: ReactJS   СУБД: MS SQL Server, PostgreSQL, Oracle.   SCM: Git   CI/CD: Teamcity, Octopus, GitlabCI   Monitoring: Zabbix, Grafana    С нас:      Работа в проектной команде по гибким методологиям. TeamCity, Octopus, GitLab — это про нас.   Возможность прокачать скиллы и поднять свой уровень;   Крупная компания (более 600 сотрудников), оформление по ТК, «белая» зарплата ,ДМС,частичная компенсация английского,зал для футбола и волейбола,йоги.   Молодой, дружный коллектив (средний возраст – 27 лет)   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71061.53846153848,1.0,51750.0,инженер администратор,"Опыт работы с CI/CD системами (TeamCity, Jenkins, GitLabCI). Глубинное понимание принципов работы ОС и сетей, широкий технический кругозор. ","Развитие и сопровождение CI/CD пайплайна. (TeamCity, Octopus Deploy, GitLabCI). Сопровождение серверов приложений dev/test/staging/production – контуров. ",0.13333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"Император, Группа компаний",2019-12-09T08:28:41+0300,"  Император Техно входит ГК ИМПЕРАТОР, которая является одним из лидеров рынка охранных услуг в России.    Компания Император Техно проектирует, поставляет и устанавливает технические системы безопасности и автоматизации объектов разного профиля.  В связи с расширением бизнеса открыта вакансия Сервисного инженера.     Обязанности:       Техническое обслуживание систем видеонаблюдения, СКУД, ОПС.      Требования:      Уверенный пользователь ПК, СКС (удаленные рабочие места);   Знание оборудования Bolid, Trassir, Аналоговое видео, IP видео;   Знания построения систем ОС, СКУД, СВН, АПС.   Умение работать с проектной документацией;   Высшее образование;   Готовность к краткосрочным командировкам;   Ответственность, пунктуальность,  стрессоустойчивость !      Условия:       Оформление по ТК РФ;   Удобный график: 5/2  (доплата за переработки);    Испытательный срок 2 месяца;   Корпоративная мобильная связь , компенсация ГСМ (6 000 руб);    Интересные задачи, профессиональная самореализация и  перспективы карьерного роста!    ",Полная занятость,Полный день,От 1 года до 3 лет,|Системы видеонаблюдения|Системы охранно-тревожной сигнализации|Технические системы и средства безопасности|Проектная документация|Системы безопасности,3.0,71061.53846153848,1.0,60000.0,инженер слаботочных систем,"Уверенный пользователь ПК, СКС (удаленные рабочие места). Знание оборудования Bolid, Trassir, Аналоговое видео, IP видео. Знания построения систем ОС, СКУД...","Техническое обслуживание систем видеонаблюдения, СКУД, ОПС.",0.13333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Жилкомсервис №2 Кировского района,2019-12-13T11:33:54+0300, Обязанности:     осуществление контроля эксплуатации слаботочных сетей интернет-провайдерами   выявление несогласованных подключений к сетям   взаимодействие с интернет-провайдерами на предмет заключения договоров с ЖКС     Требования:     опыт работы с слаботочными сетями   уверенный пользователь ПК   умение вести переговоры     Условия:     офис м. Нарвская   разъездной характер работы (в пределах Кировского района)   официальное оформление   полностью &quot;белая&quot; зарплата без задержек   ,Полная занятость,Полный день,От 1 года до 3 лет,|Заключение договоров|Пользователь ПК|MS Internet Explorer|Поиск информации в интернет,3.0,71061.53846153848,1.0,51750.0,инженер по эксплуатации слаботочных сетей,Опыт работы с слаботочными сетями. Уверенный пользователь ПК. Умение вести переговоры.,Осуществление контроля эксплуатации слаботочных сетей интернет-провайдерами. Выявление несогласованных подключений к сетям. Взаимодействие с интернет-провайдерами на предмет заключения договоров...,0.0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Санкт-Петербург,ГАЗИНФОРМСЕРВИС,2019-12-03T17:25:19+0300,"  Обязанности:      Проведение предпроектных обследований информационных систем предприятия   Разработка проектной и рабочей документации      Требования:      Высшее техническое образование   Знание сетевых технологий, принципов построения структурированных кабельных систем (СКС), линий связи для передачи данных, систем распределения электропитания   Навыки разработки и (или) проектирования АИС (по ГОСТ-34 и 19 серий)   Навыки разработки и (или) проектирования ЛВС, СКС предприятий, знание международных стандартов   Знание средств инженерной ИТ инфраструктуры и умение применять их в проектных решениях   Навыки работы с офисными приложениями и приложениями для проектирования (Visio, AutoCAD, Компас)   Умение работать в команде, желание развиваться и получать новые знания, готовность к командировкам      Мы предлагаем:      Стабильная зарплата, официальное трудоустройство   Премии   Внутреннее и внешнее обучение   ДМС со стоматологией   Гибкий график работы   Компенсируем расходы на спорт и иностранные языки   В пятницу мы работаем на час короче   Офис расположен в пешей доступности от метро   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71061.53846153848,1.0,51750.0,инженер проектировщик скс,"Высшее техническое образование. Знание сетевых технологий, принципов построения структурированных кабельных систем (СКС), линий связи для передачи данных, систем распределения электропитания. ",Проведение предпроектных обследований информационных систем предприятия. Разработка проектной и рабочей документации.,0.3333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Центр финансовых технологий,2019-12-02T11:51:05+0300,"  Обязанности:      проектирование и разработка функционала в системе ЦФТ-Банк по продуктам (кредиты/ депозиты/ РКО/ УЯ / расчеты или др);   разработка проектной документации;   участие во внедрении;   участие в приемо-сдаточных испытаниях;   сопровождение разработанного функционала.      Требования:      высшее образование;   опыт работы в банковской сфере, ИТ желателен;   отличные знания PL/SQL или PL PLUS;   желателен опыт работы с IBSO, опыт решения интеграционных задач, опыт работы с бизнес-заказчиком, знание банковского бизнеса и продуктовых направлений (кредиты/ депозиты/ РКО/ УЯ / расчеты или др);   знания форматов XSD, XML будут дополнительным плюсом.      Мы предлагаем:      официальное трудоустройство, соцпакет, &quot;белую&quot; зарплату;   корпоративное обучение;   ДМС;   работу в команде профессионалов, живое общение и обмен опытом и мнениями;   вдохновляющую корпоративную культуру: общение во внутренней социальной сети, корпоративные мероприятия.           ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,71061.53846153848,3.0,51750.0,инженер проектировщик oraсle,"Высшее образование. Опыт работы в банковской сфере, ИТ желателен. Отличные знания PL/SQL или PL PLUS. Желателен опыт работы с...",Проектирование и разработка функционала в системе ЦФТ-Банк по продуктам (кредиты/ депозиты/ РКО/ УЯ / расчеты или др). Разработка проектной документации. ,0.36666666666666664,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Группа ЛАДОГА,2019-11-20T14:17:03+0300,"  Обязанности :     Разработка и реализация задач по программированию в типовых и нетиповых конфигурациях 1С   Доработка программы 1С:8 под требования компании   Разработка аналитических отчетов          Требования :     Высшее образование   Опыт доработки 1С   Опыт интеграции 1С и Битрикс   Личностные качества: аналитический склад ума, умение работать в команде, ориентация на результат      Условия :     Оформление по ТК РФ   График работы: Пн-Пт с 9:00 до 18:00   Заработная плата: от 70 000 в зависимости от задач   Перспективы роста и развития   Рабочее место: ст.м. Звездная, Московское шоссе   Льготное питание   Бесплатная охраняемая парковка или служебная развозка       ",Полная занятость,Полный день,От 1 года до 3 лет,|1С программирование|1С: Комплексная автоматизация|1С: Предприятие 8|1С: Управление Производственным Предприятием,3.0,71061.53846153848,1.0,70000.0,инженер разработчик 1с,"Высшее образование. Опыт доработки 1С. Опыт интеграции 1С и Битрикс. Личностные качества: аналитический склад ума, умение работать в...",Разработка и реализация задач по программированию в типовых и нетиповых конфигурациях 1С. Доработка программы 1С:8 под требования...,0.7666666666666667,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Строительная Энергетическая Компания,2019-12-05T11:21:31+0300," Инновационная компания, специализирующаяся на разработке и внедрении высоконагруженных телекоммуникационных решений ищет в свою команду RND инженера-программиста IoT решений (С/С++).   Мы предлагаем Вам стабильную работу и развитие Вас как специалиста.   Мы разрабатываем аппаратно-программные комплексы с 2005г. и поставляем с 2007г.   В активе компании большое количество крупных проектов для таких компаний как РАО ЕЭС, Петроэлектросбыт, Ленэнерго, Мосэнергосбыт, МОЭСК и многих других, в каждом из которых в режиме 24х7 обрабатываются показания с более чем 900 тыс. устройств. За эти годы нами разработано много различных внутренних информационных систем. Особенность нашей разработки - это собственная сложная предметная область.   Требуемый опыт работы: 1–3 года Полная занятость, полный день    Обязанности:    Разработка ПО для микроконтроллеров; Изучение и использование новых технологий передачи данных; В составе команды инженеров-электронщиков, программистов и тестировщиков, разработка и внедрение новых устройств IoT; Участие в работе проектной команды; Технологическая экспертиза проектов, выбор технологии реализации;        Требования:    Высшее техническое образование; Ответственность, самостоятельность, организованность; Опыт разработки ПО для микроконтроллеров и микропроцессоров; Опыт работы с LInux/Debian; Навыки отладки программного обеспечения, чтение и понимание чужого кода; Понимание принципов работы интерфейсов UART, CAN, RS; Опыт работы в команде и/или участия в крупных проектах будет плюсом; Понимание работы сетей ZigBee, LoRa и т.д приветствуется; Знание английского языка на уровне чтения технической документации;    Условия:    Гибкий график. Присутственные часы с 11 до 17.00, пятидневная рабочая неделя. Оклад по договоренности с кандидатом. Оформление на работу согласно ТК РФ. ДМС. ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71061.53846153848,1.0,51750.0,инженер разработчик iot решений,"Требуемый опыт работы: 1–3 года. Высшее техническое образование. Ответственность, самостоятельность, организованность. Опыт разработки ПО для микроконтроллеров и микропроцессоров. ","Разработка ПО для микроконтроллеров. Изучение и использование новых технологий передачи данных. В составе команды инженеров-электронщиков, программистов и тестировщиков, разработка...",0.26666666666666666,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,МТС,2019-12-12T11:22:33+0300," МТС - ведущий телекоммуникационный оператор России и стран СНГ. Компания предоставляет широкий спектр услуг и продуктов более чем 100 миллионам абонентов.   В сегодняшнем Digital-мире IT становится конкурентным преимуществом. IT направление в нашей компании стремительно развивается.   Мы создаем инновационные решения для клиентов и сотрудников компании.   Мы применяем современные framework’и и практики разработки.   Мы даем возможности для роста и раскрытия потенциала.   Мы делаем МТС Digital компанией.        В ваши обязанности будет входить:       Монтаж и настройка Телекоммуникационного оборудования и сопутствующих сервисов;   Подготовка документации;   Участие в рабочих проектах подразделения;   Мониторинг сети, устранение аварий;   Готовность строить проекты и решения, не имеющие аналогов.          От Вас мы ждем:       Опыт администрирования сети на базе оборудования Cisco;   Опыт работы с коммутаторами Cisco.          Мы, в свою очередь гарантируем:      Стабильная белая заработная плата, премии;   Скучно не будет - множество интересных и сложных проектов;   Саморазвитие - мы сделали обучение доступным. Вы можете проходить тренинги очно, дистанционно, в Корпоративном университете, у провайдеров, у наставников;   Развитие в компании - Вы сами выбираете: стать экспертом или руководителем;   Здоровье своих сотрудников - ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж;   Спорт - корпоративные соревнования по футболу, баскетболу и волейболу, различные спорт-программы или компенсация вашего фитнес-абонемента;   Хороший отдых- отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно, а также различные скидки на путешествия от наших партнеров;   Возможности раскрыть талант - мы поддерживаем хобби сотрудников, у нас есть корпоративный театр и кукольный театр;   Социальную ответственность - мы помогаем детям из детских домов, обучаем пенсионеров безопасному поведению в сети, сдаем кровь, очищаем парки от мусора на волонтерских субботниках и многое другое.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71061.53846153848,1.0,51750.0,сетевой инженер,Опыт администрирования сети на базе оборудования Cisco. Опыт работы с коммутаторами Cisco.,"Монтаж и настройка Телекоммуникационного оборудования и сопутствующих сервисов. Подготовка документации. Участие в рабочих проектах подразделения. Мониторинг сети, устранение аварий. ",0.03333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Стройпромтехмаш,2019-12-05T10:52:53+0300," Обязанности:     Проведение обслуживания ОПС по объектам РЖД.     Требования:     Желателен опыт работы с ОАО &quot;РЖД&quot;.   Опыт работы 3 года.   Понимание принципов и логики работы слаботочных систем (Болид и .т .д).      Условия:      Оплата высокая, сдельная, обсуждается индивидуально.     Гибкий график. Частичная занятость.       Перспектива долгосрочного сотрудничества.       Группа Компаний СЛУЖБА ПОЖАРНОЙ БЕЗОПАСНОСТИ осуществляет противопожарные работы по всей России на протяжении 13 лет. В спектр осуществляемой деятельности входит монтаж и обслуживание систем пожарной автоматики, видеонаблюдения, огнезащита деревянных и металлических конструкций. антикоррозийная защита.. ",Частичная занятость,Гибкий график,От 3 до 6 лет,|Техническое обслуживание|Капитальный ремонт|Мобильность|Исполнительность|Электрические системы и слаботочные системы|Системы охранно-тревожной сигнализации|Ремонтные работы|Монтаж оборудования,6.0,71061.53846153848,3.0,51750.0,техник инженер опс,Желателен опыт работы с ОАО &quot;РЖД&quot;. Опыт работы 3 года. Понимание принципов и логики работы слаботочных систем (Болид и .т...,Проведение обслуживания ОПС по объектам РЖД.,0.26666666666666666,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,ЭЛТЕХ,2019-12-12T17:54:49+0300," Компания ЭЛТЕХ Компонент - один из крупнейших поставщиков электронных компонентов на российском рынке - приглашает в свою команду на постоянную работу сервисного инженера    Требования:      Опыт диагностики и ремонта источников питания.      Обязанности:      Диагностика неисправностей и техническая экспертиза продукции производителей источников тока, питания;   Работа с претензиями клиентов по возвратам источников питания, формирование технического заключения по продукции.      Условия:      Оформление согласно ТК РФ, белая компания, белая ЗП;   График работы: пятидневка с 8:30 до 17:30 (в пятницу до 17.00);   Работа в комфортабельном бизнес-центре на пл. Конституции, недалеко от метро Ленинский пр или Московская;   Расширенный социальный пакет: страховка добровольного медицинского страхования или компенсация занятий спортом.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Источники тока|Источники питания|Диагностика неисправностей|Техническая экспертиза источников питания,3.0,71061.53846153848,1.0,51750.0,сервисный инженер,Опыт диагностики и ремонта источников питания.,"Диагностика неисправностей и техническая экспертиза продукции производителей источников тока, питания. Работа с претензиями клиентов по возвратам источников питания, формирование технического...",0.03333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Корпорация Оборонные технологии,2019-12-09T11:31:57+0300," Обязанности:     Разработка программного обеспечения под ОС Astra Linux;   Разработка клиент-серверных программных модулей;   Разработка приложений для работы с цифровыми картами;   Моделирование робототехнических систем в ROS.     Требования:     Высшее техническое образование;   Опыт разработки программного обеспечения на С/С++ в GNU Linux;   Хорошее знание qt, boost;   Понимание принципов устройства LAN сетей;   Опыт работы с протоколом ETHERNET;   Опыт работы с ROS;   Готовность к командировкам (Москва и область).     Условия:       Оформление в соответствии с ТК РФ, предоставление всех социальных гарантий, выплата зп без задержек;       ЗП по результатам собеседования;       График работы: понедельник-пятница с 9.00 до 17.30;       Местоположение - ул. Маршала Говорова (территория завода &quot;Волна&quot;);       Развозка от ст. м. &quot;Кировский завод&quot;;       Стоянка для личного автомобиля на территории завода.     ",Полная занятость,Полный день,От 1 года до 3 лет,|Qt|C++|Знание устройства автомобиля|Мобильность|ethernet|C/C++|LAN|робототехника,3.0,71061.53846153848,1.0,51750.0,инженер разработчик с++,"Высшее техническое образование. Опыт разработки программного обеспечения на С/С++ в GNU Linux. Хорошее знание qt, boost. Понимание принципов устройства...",Разработка программного обеспечения под ОС Astra Linux. Разработка клиент-серверных программных модулей. Разработка приложений для работы с цифровыми картами. ,0.13333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,НИИ Вектор,2019-12-02T14:00:05+0300," Обязанности:     Реализация и верификация в аппаратуре (на бале ПЛИС, БМК) устройств цифровой обработки сигналов.   Интеграция модулей ЦОС и интерфейсных модулей.   Поддержка и модернизация существующих проектов.     Требования:     Знание VHDL (предпочтительнее) и/или Verilog.   Умение работать в симуляторах.   Знание интерфейсов UART, I2C, SPI, Ethernet, SerDes (в ПЛИС последних поколений).   Понимание основ ЦОС.   Опыт работы с ПЛИС Xilinx/Altera(Intel) последних поколений.   Владение САПР разработки под ПЛИС Xilinx/Altera(Intel).   Владение системами контроля версий Git.     Условия:     Заработная плата от 70 000 рублей.   Официальное трудоустройство.   График работы 5/2.   ДМС.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,71061.53846153848,1.0,70000.0,инженер разработчик vhdl verilog,"Знание VHDL (предпочтительнее) и/или Verilog. Умение работать в симуляторах. Знание интерфейсов UART, I2C, SPI, Ethernet, SerDes (в...","Реализация и верификация в аппаратуре (на бале ПЛИС, БМК) устройств цифровой обработки сигналов. Интеграция модулей ЦОС и интерфейсных модулей. ",0.36666666666666664,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Специальный Технологический Центр,2019-11-29T08:53:57+0300,"  Обязанности:      Разработка электроники на микроконтроллерах   Сопровождение разработанной электроники   Работа со схемотехникой, прошивками   Настройка и испытания устройств   Оформление необходимой документации.      Требования:      Знание основ цифровой и аналоговой техники   Владение Keil uVision, Altium Designer   Базовые знания STM32   Знание языка C (Си)      Условия:      График работы: пятидневка, полная занятость   Оформление по ТК РФ   &quot;Белая&quot; заработная плата 2 раза в месяц без задержек   13-я зарплата   Современное оснащение рабочего места   Профессиональное развитие   Премиальные выплаты по результатам работы   ",Полная занятость,Полный день,От 1 года до 3 лет,|STM32,3.0,71061.53846153848,1.0,50000.0,инженер разработчик,"Знание основ цифровой и аналоговой техники. Владение Keil uVision, Altium Designer. Базовые знания STM32. Знание языка C (Си).","Разработка электроники на микроконтроллерах. Сопровождение разработанной электроники. Работа со схемотехникой, прошивками. Настройка и испытания устройств. Оформление необходимой документации.",0.4666666666666667,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Ростелеком,2019-11-20T10:27:36+0300,"  Обязанности:      Проведение профилактических мероприятий на оборудовании сети передачи данных, станционном оборудовании xDSL,PON.   Решение технических проблем (тестирование и диагностика оборудования) на элементах сети передачи данных.   Обеспечение технической эксплуатации, технического обслуживания и ремонтно-настроечных работ оборудования.   Оперативное устранение аварийных ситуаций.      Требования:      Высшее образование (телекоммуникации).   Знание протоколов TCP/IP.   Опыт работы с сетями передачи данных.      Условия:      Работа в крупнейшем в России провайдере цифровых услуг и решений.   Официальное оформление по ТК РФ.   Белая заработная плата + бонусы.   ДМС после испытательного срока.   Возможность карьерного и профессионального роста.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Пользователь ПК|Проведение тестирований|Планирование карьеры|Организационные навыки,3.0,71061.53846153848,1.0,30000.0,инженер электросвязи,Высшее образование (телекоммуникации). Знание протоколов TCP/IP. Опыт работы с сетями передачи данных.,"Проведение профилактических мероприятий на оборудовании сети передачи данных, станционном оборудовании xDSL,PON. Решение технических проблем (тестирование и диагностика оборудования) на...",0.7666666666666667,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
