city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,контекстная реклама,google analytics,интернет-реклама,яндекс.метрика,smm,internet marketing,яндекс.директ,google adwords,лидогенерация,seo,other
Москва,Современные Решения,2019-12-10T14:17:42+0300,"РАБОТА в ОФИСЕ Администрирование сайтов компании; Выведение сайтов в ТОП 10 Yandex, Google; Написание SEO текстов для сайтов и публикаций в соц. Сетях; Контроль и информационное наполнение сайтов компании; Продвижение в Google Adwords, Яндекс Директ, Instagram, рекламных площадках; Разработка и запуск рекламных кампаний; Размещение и заполнение профилей компании на сторонних ресурсах; Пиар в интернете (Управление репутацией: отзывы, обсуждения на форумах; Создание, развитие и ведение групп в социальных сетях; Разработка плана публикаций, подготовка материалов (тексты, фото, видео) для сайтов и соц.сетей (Вконтакте, Facebook, Instagram, YouTube); Знание основ SMM продвижения; Работа с графическими редакторами; Ведение отчетности; Мониторинг конкурентов и нововведений в сфере компании.Условия: 5/2",Полная занятость,Полный день,От 3 до 6 лет,|SMM|Ведение групп в социальных сетях|SEO оптимизация|Google AdWords|Яндекс.Директ,6.0,93636.36363636363,3.0,100000.0,маркетолог,Знание основ SMM продвижения.,"РАБОТА в ОФИСЕ Администрирование сайтов компании. Выведение сайтов в ТОП 10 Yandex, Google. Написание SEO текстов для сайтов и публикаций...",0.1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
Москва,OZON.ru,2019-11-22T11:03:11+0300,"   Ozon.ru приглашает Трейд-маркетолога!      Основные задачи:      Общение с поставщиками по вопросам маркетинговых бюджетов   Согласование рекламных кампаний с поставщиками   Реализация маркетинговых акций, промо, баннеров, рассылок   Взаимодействие с отделом маркетинга   Анализ эффективности маркетинговых акций   Анализ продаж, траффика, конверсии   Анализ и подбор маркетингового ассортимента      Требования:      Высшее образование   Опыт работы трейд-маркетологом от 2х лет   Знание английского языка на уровне не ниже upper-intermediate   Знание маркетинговых механик   Понимание потребительсокого поведения      Мы предлагаем:      Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce!   Свободу действий в принятии решений   Достойный уровень заработной платы   Прозрачную систему бонусов с возможностью влиять на свой совокупный доход   Профессиональную команду, которой мы гордимся   Возможность развиваться вместе с нашим бизнесом      А еще:       Офис в Москва-Сити:  просторный open-space с панорамными видами; социальная инфраструктура, автомобильная парковка  частично компенсируется компанией; в елопарковка    Здоровье:  объёмный пакет ДМС + страхование от несчастных случаев + полис выезжающих за рубеж + стоматология; подарочный сертификат при рождении ребенка; консультации onsite психолога    Спорт:  беговой и футбольный клубы, йога в офисе; скидки на клубные карты фитнес-сетей World Class, X-fit, 5 элемент, Sodexo Sport Pass, FIT-N-GO, Onefit, Fitmost    Развлечения:  теннисные столы, балансборды, настольные игры    Образование:  регулярные семинары и тренинги, библиотека в офисе; внешние профессиональные мероприятия; участие в Meetups и Tech Talks, Школа аналитики    Корпоративные программы:  BelkaCar, Grow Food, City Pass, изучение английского языка с Skyeng, Обед Буфет, Domino&#39;s Pizza; зарплатный проект Райффайзенбанк (onsite мобильный банкир в офисе) и Сбербанк. Программа «Рекомендуй друга» и «Откликнись сам»    Ещё больше бонусов:  витаминные коктейли, свежие овощи и фрукты, сэндвичи, ароматный чай и кофе. Аппетитные ужины для тех, кто любит поработать подольше   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,93636.36363636363,1.0,67264.70588235294,маркетолог,Высшее образование. Опыт работы трейд-маркетологом от 2х лет. Знание английского языка на уровне не ниже upper-intermediate. ,"Общение с поставщиками по вопросам маркетинговых бюджетов. Согласование рекламных кампаний с поставщиками. Реализация маркетинговых акций, промо, баннеров, рассылок. ",0.7,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,НоваКом,2019-12-11T15:26:02+0300," Обязанности:       Администрирование и управление содержанием сайтов компании, редактирование и размещение информации на сайтах.       Продвижение в поисковых системах, контекстная реклама Яндекс Директ, Google Adwords, таргетированная и тизерная реклама.       SEO продвижение.       Работа с сервисами статистики (Яндекс Метрика, Google Analytics, Live Internet).       Разработка стратегии продвижения компании и её продуктов.       Подготовка шаблонов email для рассылок и анализ результатов маркетинговой рассылки.       Работа с графическими пакетами программ.       Работа с офисными пакетом программ MS Office.       Техническая поддержка и консультирование персонала в офисе в рамках своей компетенции.      Требования:    Опыт в SEO, желательно — вывод одного или нескольких сайтов на ТОПовые позиции в поисковой выдаче.   Опыт в SMM.   Опыт в настройке или контроле настройки разных типов рекламы — медийной, контекстной, ретаргетинга и других.   Опыт в комплексном продвижении одного или нескольких сайтов.     Условия:     Полная занятость с 9.00 до 18.00, 5 раб. дней.   Оформление по ТК РФ.   Тренинги и обучение.   ",Полная занятость,Полный день,От 3 до 6 лет,|Google Analytics|Яндекс.Директ|Google AdWords|HTML|Яндекс.Метрика|Управление проектами|Интернет-реклама|Управление продажами|SEO|Развитие продаж|Маркетинговый анализ|Internet Marketing,6.0,45000.0,3.0,45000.0,маркетолог,"Опыт в SEO, желательно — вывод одного или нескольких сайтов на ТОПовые позиции в поисковой выдаче. Опыт в SMM. ","Администрирование и управление содержанием сайтов компании, редактирование и размещение информации на сайтах. Продвижение в поисковых системах, контекстная реклама Яндекс Директ...",0.06666666666666667,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1
Москва,Мартинес Имидж,2019-12-12T17:11:23+0300," Обязанности:   · Увеличение email базы   · Управление активностями в direct-каналах (Email; SMS; PUSH; Колл-центр; и т.д.);   · Вести email кампании: готовить шаблоны, отправлять письма, работать с сервисными рассылками;   · Автоматизация рассылок, путём создания триггерных рассылок   · Реактивация базы подписчиков;   · Создание продающих и контентных писем (копирайтинг, визуал, верстка)   · Сегментация клиентов для разных видов рассылок, подбор соответствующего контента;   · Проведение AB тестов; Построение и тестирование гипотез;   · Улучшение показателей рассылок: OR, CTR, DR, LT и др.;   · Взаимодействие с другими отделами для наполнения рассылок контентом: контент отдел, отдел и т.д.;   · Ведение документооборота с подрядчиками   · Участие в разработке стратегии каналов   Требования:   · Опыт работы с Sendsay, Bitrix24, Senpulse, TargetSMS;   · Опыт работы на аналогичной должности от двух лет;   · Опытный пользователь Google.Analytics и Яндекс.Метрики;   · Внимание к деталям, аккуратность, инициативность;   · Аналитические способности и большое желание расти и развиваться;   · Уверенный пользователь Excel, Power Point, Word;   Условия:   · Фиксированный оклад (обсуждается с успешным кандидатом);   · Молодой коллектив, адекватное руководство, позитивная атмосфера;   Ключевые навыки   E-Mail MarketingАналитическое мышление     ",Полная занятость,Полный день,От 1 года до 3 лет,|E-Mail Marketing|Аналитическое мышление|Стратегическое мышление|Внутренняя документация|Проведение тестирований,3.0,93636.36363636363,1.0,67264.70588235294,маркетолог,"Опыт работы с Sendsay, Bitrix24, Senpulse, TargetSMS. Опыт работы на аналогичной должности от двух лет. Опытный пользователь Google.Analytics и...",Увеличение email базы. Управление активностями в direct-каналах (Email; SMS; PUSH; Колл-центр; и т.д.). Вести email кампании: готовить...,0.03333333333333333,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Москва,DigitalHR,2019-12-11T17:22:47+0300," Команда маркетплейса стройматериалов ищет кандидата с опытом в B2B-маркетинге и growth hacking.   Идеальный кандидат ориентирован на результат, готов развиваться в самом быстрорастущем сегменте онлайн-ритейла и помогать в этом своей команде.    Что нужно будет делать:       Настроить аудиторный маркетинг с целью активации лида: подогреть до пользования сервисом или общения с менеджером по продажам.   Работать активно с системами аналитики: стандартные трекеры, сквозная аналитика.   Постоянно тестировать новые каналы привлечения целевых лидов. Целевая аудитория — прорабы и стройфирмы.   Работать в тесной связке с отделами продаж и разработки.      Команда предлагает:       Возможность поработать в технологической компании, которая разрабатывает собственный продукт в стремительно растущем в России DIY-рынке, на который вы сможете влиять напрямую.   Вознаграждение выше рыночного с прозрачной системой мотивации и возможностью влиять на свой доход.   Команду сильных и мотивированных сотрудников, ориентированных на результат и качественную работу с партнерами.      Требования:      Опыт работы в контекстной и таргетированной рекламе от 3-х лет в B2B-проекте.   Важно иметь хороший бэкграунд в CRM-маркетинге.   Важно иметь хорошие аналитические способности, системное мышление и быть проактивным, работая на столь динамичном рынке.      Идеальный кандидат:      Понимает, что такое growth hacking и имеет успешный опыт кратного прироста.   Умеет работать с целевой аудиторией: собирать, сегментировать и тестировать.   Знает трекинг-механизмы и умеет выстраивать модели атрибуции.   Мыслит метриками и умеет это правильно применить.   Может сформировать грамотное ТЗ дизайнеру для создания продающих рекламных креативов.   ",Полная занятость,Полный день,От 3 до 6 лет,|Управление командой|CRM|Маркетинговый анализ|Развитие продаж|Контекстная реклама|Разработка маркетинговой стратегии|Лидогенерация|WEB аналитика,6.0,93636.36363636363,3.0,67264.70588235294,маркетолог,Опыт работы в контекстной и таргетированной рекламе от 3-х лет в B2B-проекте. Важно иметь хороший бэкграунд...,Настроить аудиторный маркетинг с целью активации лида: подогреть до пользования сервисом или общения с менеджером по продажам. Работать активно с...,0.06666666666666667,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
Москва,ARAHIS,2019-11-14T13:20:38+0300," Привет ! Меня зовут Антон Романенко, я руководитель компании ARAHIS.   Уже  6 лет  мы занимается маркетингом, продажами, моделированием бизнес-процессов, аналитикой, помогая нашим клиентам быть эффективными и увеличивать прибыль.   Наши сотрудники являются самой главной составляющей нашего бизнеса, именно благодаря небольшой слаженной команде, нам удалось: Реализовать более  300  проектов; Создать  сервисы генерации заявок  для турфирм, школ английского языка, мебельных производств; Запустить и развивать свой интернет-магазин текстиля; И даже  продюсировать  победителя Битвы Экстрасенсов; А сейчас мы запускаем онлайн-школу и поэтому  нам нужен еще один участник команды , который будет помогать нам достигать новых вершин и обладает жгучим желанием стать профессиональным маркетологом.    Если Вы :      Обладаете самым главным – ответственностью и трудолюбием,  умеете выполнять задачи в срок ;   Внимательны к мелочам и терпеливы;   Обладаете математическим складом ума;   Владеете базовыми навыками  Adobe Photoshop  и не обделены чувством прекрасного;   Понимаете принцип настройки контекстной рекламы, ведения соц.сетей, написания продающих текстов.     Оставьте свой отклик, мы ищем Вас !    Чем предстоит заниматься  (от нас помощь на каждом этапе) :      Проводить конкурентную разведку (поиск слабых/сильных сторон конкурентов);   Настраивать прибыльную контекстную рекламу в Яндексе и Google;   Нанимать и контролировать фрилансеров;   Развивать социальные сети, проводить конкурсы и распродажи;   Работать с ассортиментной матрицей интернет-магазина;   Развивать блог и e-mail рассылки с полезным контентом;   Анализировать и отслеживать результат всей работы;   И делать много других важных задач.      Минусы работы с нами:      Халявы не будет, придется очень много работать и много рутинной работы;   Работа постоянно за компьютером с ежедневными подробными отчётами.      Мы предлагаем:      Практический опыт увеличения продаж компании и запуска новых направлений;   Перспективы карьерного роста в компании (до руководителя отдела);   Команду единомышленников нацеленных на результат;   Удаленную работу с привычным вам комфортом и удобным графиком;   Обязательное тестовое задание и испытательный срок;   Оплату зависящую от ваших возможностей и навыков (выплата дважды в месяц);   Постоянное обучение и &quot;прокачку скилла&quot;.     если вы дочитали до конца, просьба начать сопроводительное письмо, со слов &quot;хочу стать джедаем маркетинга&quot;. ",Полная занятость,Удаленная работа,Нет опыта,|Лидогенерация|Adobe Photoshop|Контекстная реклама|Интернет-реклама|Креативность,,30000.0,,15000.0,маркетолог,"Обладаете самым главным – ответственностью и трудолюбием, умеете выполнять задачи в срок. Внимательны к мелочам и терпеливы. Обладаете математическим складом ума. ",Проводить конкурентную разведку (поиск слабых/сильных сторон конкурентов). Настраивать прибыльную контекстную рекламу в Яндексе и Google. Нанимать и контролировать фрилансеров. ,0.9666666666666667,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
Москва,Цифровой Платеж,2019-11-27T16:45:21+0300," Компания &quot;Цифровой платеж&quot;, разрабатывающая и поддерживающая собственную платежную систему Sendy, предлагает Вам реализовать свой потенциал. Работа в компании для тех, кто не боится амбициозных задач и готов развиваться вместе с нами!    Обязанности:      Участие в формировании маркетинговой стратегии;   Работа с партнерами по совместному продвижению продукта Компании;   Подготовка пресс-релизов, интервью, статей, продвижение в СМИ и т.д.;   Ведение сайта Компании: предложения по оформлению и содержанию, разработка ТЗ и т.д.;   Участие в подготовке рекламных материалов.      Требования:      Активная жизненная позиция;   Умение работать в программах Adobe Photoshop, Adobe Illustrator, Powerpoint;   Нацеленность на результат, стрессоустойчивость, клиентоориентированность.      Условия:      оформление с соблюдением законодательства;   уровень заработной платы по договоренности в зависимости от опыта;   молодой коллектив с адекватным руководством, готовый помочь и поддержать, в решении интересных задач;   возможности профессионального развития и роста;   место работы в шаговой доступности от м.Серпуховская   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,65000.0,1.0,67264.70588235294,маркетолог,"Активная жизненная позиция. Умение работать в программах Adobe Photoshop, Adobe Illustrator, Powerpoint. Нацеленность на результат, стрессоустойчивость, клиентоориентированность.","Участие в формировании маркетинговой стратегии. Работа с партнерами по совместному продвижению продукта Компании. Подготовка пресс-релизов, интервью, статей, продвижение в...",0.5333333333333333,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Камский кабель,2019-12-11T08:40:56+0300," Обязанности:       Участие в разработке digital-стратегии и ее реализация.       Формирование информационной архитектуры и функционального наполнения веб-сайтов компании.       Построение системы мониторинга эффективности во всех онлайн каналах присутствия.       Поиск внешних подрядчиков и взаимодействие с ними.       Построение системы KPI для цифровых каналов продвижения и отслеживание их эффективности.       Разработка новых каналов и инструментов взаимодействия с потребителями, дилерами; Увеличение конверсии сайтов.       Требования:       Образование высшее.       Опыт работы в digital сфере не менее 3-х лет.       Знание принципов разработки и запуска веб-сайтов, интернет-магазинов и многофункциональных интернет-порталов.       Знание Яндекс.Метрики, Яндекс.Аудитории, Вордстат и Google Analytic.       Знание принципов SEO, web-аналитики, принципов омниканального маркетинга.       Условия:       График работы с 8.30 до 17.00.       Соц. пакет, трудоустройство в соответствии с трудовым законодательством.       В резюме укажите уровень ваших зарплатных ожиданий.     ",Полная занятость,Полный день,От 3 до 6 лет,|WEB аналитика|Google Analytics|SEO|Яндекс.Метрика,6.0,93636.36363636363,3.0,67264.70588235294,маркетолог,"Образование высшее. Опыт работы в digital сфере не менее 3-х лет. Знание принципов разработки и запуска веб-сайтов, интернет...",Участие в разработке digital-стратегии и ее реализация. Формирование информационной архитектуры и функционального наполнения веб-сайтов компании. Построение системы мониторинга...,0.06666666666666667,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
Москва,Полпудников Максим Юрьевич,2019-11-18T10:22:11+0300," Ищем специалиста в команду для работы с платным трафиком.    Немного о нас:    Мы - digital-агентство. Развиваем проекты своих клиентов, находим новые. Преимущественно занимаемся performance кампаниями.    Требования к кандидату:    — Системное мышление, техническое образование и опыт работы в области интернет-маркетинга.   — Самостоятельность, ответственность, грамотный русский язык и хороший тайм-менеджмент.   — Владение инструментами для работы с контекстной и таргетированной рекламой на экспертном уровне или близком к нему; владение системами веб-аналитики на экспертном уровне или близком к нему; умение работать с данными, правильно их визуализировать и интерпретировать.   — Вы должны уметь самостоятельно проводить анализ, находить идеи для развития проекта, подбирать правильные инструменты и каналы, тестировать эти идеи и добиваться результата.    Как будем работать:    — Работа удаленная. Проекты будем вести в Bitrix 24, Trello, общаться через Telegram и Skype. Работать можно, когда вам удобно, но в дневное время (по МСК) нужно быть на связи, чтобы была возможность оперативно обсудить задачи.    Условия:    — Договоримся на фиксированную ежемесячную оплату. ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|Google AdWords|Яндекс.Директ|Яндекс.Метрика|Контекстная реклама|Google Analytics|Internet Marketing|Таргетинг|Аналитика,3.0,93636.36363636363,1.0,67264.70588235294,маркетолог,"Системное мышление, техническое образование и опыт работы в области интернет-маркетинга. — Самостоятельность, ответственность, грамотный русский язык и хороший тайм-менеджмент. — ",Без обязанностей,0.8333333333333334,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1
Москва,OZON.ru,2019-12-02T11:52:22+0300,"   Команда Ozon.ru приглашает в департамент FMCG Менеджера, основной задачей которого будет создание контента для главной страницы сайта (креативный и запоминающийся контент для социальных сетей, блогеров, внешней рекламы) по категориям: Детство, Продукты питания, Зоо и Бытовая химия.      Основные задачи:      Создание контента для соцсетей.    Продюсирование съемок.   Ресурсное планирование (фото, видео, моушн, etc).   Анализ SMM кампаний.          Наши ожидания от кандидатов:      Опыт работы в ecommerce, digital-проектах или агентстве.   Базовое знание рекламных инструментов.   Базовые навыки копирайта.   Способность организовать небольшую фото/видео-съемку.   Внимательность к SMM-трендам.   Проактивность в разработке новых форматов и форматной сетки.   Открытость к другим отделам Ozon.ru, нешаблонный подход ко входящим задачам.   Знание метрик социальных сетей и понимание, как повлиять на ту или другую метрику.      Условия :        Здоровье:  ДМС со стоматологией, страхование от несчастных случаев, полис выезжающих за рубеж. В офисе ведут прием врач-терапевт и психолог.    Спорт:  йога в офисе, беговой, футбольный, волейбольный клубы с тренером. Скидки на клубные карты различных фитнес-сетей.    Развитие:  наши сотрудники участвуют в конференциях, мы оплачиваем обучение. У нас есть корпоративная офлайн библиотека, доступ к онлайн-библиотеке MyBook и к онлайн-платформе обучения Eduson.    Корпоративные программы:  скидки и привилегии от компаний-партнёров для наших сотрудников.    Социальная ответственность:  материальная помощь, подарочные сертификат при рождении ребенка.    Питание:  можно перекусить на оборудованных кухнях (завтраки, фрукты, овощи, сэндвичи), в офисе расположены вендинговые аппараты здоровой еды. Вечером вас ждут аппетитные ужины.    Офис в Москва-Сити:  просторный open-space с панорамными видами и местами для отдыха, социальная инфраструктура.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Интернет-реклама|Креативность|Социальные сети|Cоциальная реклама,3.0,93636.36363636363,1.0,67264.70588235294,маркетолог,"Опыт работы в ecommerce, digital-проектах или агентстве. Базовое знание рекламных инструментов. Базовые навыки копирайта. Способность организовать небольшую фото/видео...","Создание контента для соцсетей. Продюсирование съемок. Ресурсное планирование (фото, видео, моушн, etc). Анализ SMM кампаний.",0.36666666666666664,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Москва,Логдок,2019-11-26T14:08:32+0300,"  Транспортная компания Логдок  - лидер на рынке доставки грузов из России в Казахстан, открывает вакансию на должность &quot;интернет-маркетолог&quot; в свой офис в Москве.   Мы ищем опытного интернет-маркетолога, который способен создать успешную и эффективно работающую систему привлечения целевых клиентов, используя все доступные источники: контекст, таргет, smm, контент-маркетинг, тематические ресурсы, сервисы рекомендаций и т.д.   У вас будет главная задача – это разработка и реализация digital-стратегии для нашей компании.    Требования к соискателю:        Опыт в сфере интернет-маркетинга обязателен;       Понимание online-каналов привлечения (SEO, контекстная реклама, медийно-баннерная реклама, SERM, объявления на тематических площадках, RTB и т.п.);       Наличие своих завершенных и успешных проектов. Был это фриланс, или работа в компании, нам совершенно не важно;       Высшее образование;       Наличие опыта в контекстной и таргетированной рекламе (Yandex Direct, Google Adwords, Facebook, VKontakte, MyTarget) от 1 года;       Опыт работы с Google Analytics и Яндекс.Метрика;       Аналитический склад ума, системность;       Грамотность‚ креативность, умение работать быстро и без ошибок;       Опыт в рассылках E-mail;       Приветствуется базовое знание графических программ (Photoshop);       Приоритет больше отдаем успешным кейсам, технологиям и принесенной прибыли, чем наличию дипломов и сертификатов;     У нас веселый и дружный коллектив, но одновременно серьезный и профессиональный, поэтому наша вакансия для тех, кто хочет найти вторую семью, где можно доверять друг другу, кто хочет приходить на работу с удовольствием, кто готов брать на себя ответственность, принимать самостоятельные решения, серьезно относится к работе и развиваться в профессиональном направлении;       Обязанности:        Создание, настройка, оптимизация и управление рекламными кампаниями (Yandex Direct, Google Ads, Facebook/Instagram, VKontakte, MyTarget);       Поиск новых источников и инструментов получения конверсионного трафика;       Разработка и внедрение рекомендаций по улучшению рекламных кампаний;       Увеличение количества лидов и снижение стоимости привлечения клиента;       Аналитика, A/B тесты, Отчетность;       Создание плана E-mail рассылок и запуск;       Взаимодействие с программистами, копирайтерами, дизайнерами;       Участие в разработке посадочных страниц (идеи, рекомендации);     80% B2B, 20% B2C;       Условия:      Доход складывается из фиксированной заработной платы (60 000 рублей на руки) + премии за перевыполнение плана по новым клиентам;   Испытательный срок 3 месяца. Зарплата на испытательный срок фиксированная (60 000 рублей на руки);   Официальное трудоустройство, оплата отпуска;   Своевременная выплата зарплаты без задержек;   Оплата мобильного телефона;   Молодой и дружный коллектив (средний возраст коллег 30 лет);   Комфортный офис — м. Марксистская (5 мин. от метро), кондиционер, новые компьютеры, кофе и печенье;   Часы работы: 5/2 с 9:00 до 18:00 без задержек, пятница короткий день до 17:00;   ",Полная занятость,Полный день,От 3 до 6 лет,|Контекстная реклама|Лидогенерация|SMM|Email маркетинг|WEB аналитика|Аудит SMM|Ведение групп в социальных сетях|Интернет-реклама|Adobe Photoshop|Google AdWords|Яндекс.Директ|Яндекс.Метрика|Google Analytics|Составление семантического ядра|Ведение мобильных рекламных кампаний,6.0,93636.36363636363,3.0,60000.0,маркетолог,"Опыт в сфере интернет-маркетинга обязателен. Понимание online-каналов привлечения (SEO, контекстная реклама, медийно-баннерная реклама, SERM, объявления на тематических...","Создание, настройка, оптимизация и управление рекламными кампаниями (Yandex Direct, Google Ads, Facebook/Instagram, VKontakte, MyTarget). Поиск новых источников и инструментов...",0.5666666666666667,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1
Москва,Косметикапроф,2019-12-12T16:24:13+0300,"  О компании    Мы - компания &quot;Косметика-профф&quot; более 6 лет продаем профессиональную косметику.   Компания активно развивается, и мы будем рады видеть среди своих сотрудников позитивных и активных людей, которые будут идти вперед вместе с нами.    Кого мы ищем?    Мы ждем в команду  интернет-маркетолога , который в перспективе сможет возглавить отдел. Компания развивается, и вакансия подразумевает рост до позиции директора по маркетингу. На начальном этапе основная часть работы будет связана с интернет-маркетингом, поэтому глубокие знания в этой области и опыт в e-commerce - это обязательное условие.    Нам нужен тот, кто:    - хочет заработать денег своим умом и навыками   - хочет развивать управленческие компетенции, совершенствоваться в организации процессов, создавать грамотную структуру   - понимает важность планирования   - умеет работать с цифрами   - умеет анализировать и структурировать информацию, широко мыслить   - готов достигнуть высоких результатов уже в следующем году   - умеет учиться и применять полученные знания.   - не боится трудных задач, умеет брать на себя ответственность   - умеет работать в команде, слышать свою команду    У нас не получится работать    - с тем, кто «все знает»   - с реактивной личностью, который, считает, что в отсутствии результата виноваты внешние обстоятельства    Обязанности:    - Разработка стратегии on-line развития и продвижения проекта.   - Постановка и контроль выполнения задач в направлениях: дизайн, разработка, usability, контент, продвижение по проекту компании.   - Работа с каналами (SEO, SEM, SMM, SMO, СРА, e-mail и другие инструменты): тестирование, работа над качеством трафика, конверсионность.   - Оптимизация существующих, подключение новых каналов привлечения трафика, оценка эффективности по каждому и принятие решений по дальнейшим действиям.   - Подготовка медиапланов по каналам продвижения, контроль расходов, отчетность об эффективности.   - Планирование маркетинговых активностей, акций, новых механик по привлечению пользователей, внедрение, контроль, А/В тестирование, снижение стоимости привлечения лида и клиента.   - Глобальная и точечная аналитика.    Требования:    - Опыт работы в  e-commerce  от 3-х лет.   - Знание классического маркетинга, маркетингового анализа, основ построения бизнеса и экономики.   - Глубокое понимание инструментов digital-маркетинга. Владение Яндекс Метрикой, Google Analytics, Roistat: планирование аналитики и метрик эффективности, выгрузка и обработка данных, принятие бизнес-решений на основе веб-аналитики.   - Умение работать с email-маркетингом, медийной рекламой и ретаргетингом.   - Умение анализировать конкурентов: с точки зрения как бизнес-аспектов, так и интернет-маркетинга.   - Опыт в разработке стратегии интернет-маркетинга и детальный контроль ее реализации.   - Знания дизайна и юзабилити   - Широкий кругозор в профессиональной области: отслеживание новинок в области сервисов рекламы, аналитики и смежных инструментов.   - Опыт взаимодействия с подрядчиками, навыки управления и контроля.   - Веб-программирование на базовом уровне (сайт 1с - битрикс, все специалисты есть в штате, нужно уметь совместно разрабатывать функционал, ставить тз)   - Опыт развития интернет-магазинов с большим количеством SKU.   - Опыт внедрения и работы с CRM-системой.    Условия:    - График пн-пт 09.00-18.00 или с 10.00 - 19.00   - З/П - обсуждается на собеседовании. Оклад + процент в зависимости от опыта и компетенций.   - Профессиональная рабочая команда с которой можно быстро достигнуть высоких показателей   - Чистый уютный офис в 5 минутах от мцк Дубровка   - Адекватное руководство     ",Полная занятость,Полный день,От 3 до 6 лет,|SMM|SMO|SEO|Internet Marketing|Управление интернет-проектами|Системный подход|Веб-аналитика|E-Commerce|Google Analytics|Яндекс.Метрика|Разработка маркетинговой стратегии|Интернет маркетинг|Маркетинговое планирование|Аналитическое мышление|Постановка задач разработчикам|Анализ данных|Лидогенерация|Управление бюджетом|Email маркетинг|Формирование технического задания для разработки|Управление командой|внешний аудит сайта,6.0,180000.0,3.0,80000.0,маркетолог,"хочет заработать денег своим умом и навыками. - хочет развивать управленческие компетенции, совершенствоваться в организации процессов, создавать грамотную структуру. - ","Разработка стратегии on-line развития и продвижения проекта. - Постановка и контроль выполнения задач в направлениях: дизайн, разработка, usability, контент, продвижение...",0.03333333333333333,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1
