city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,javascript,git,php,mysql,sql,c#,html,ооп,css,linux,other
Санкт-Петербург,Digift,2019-12-13T13:59:37+0300,"  Digift       – omni-channel платформа для обработки всех виртуальных неденежных активов (подарочных карт, баллов лояльности, бонусных программ и т.д.).   В основе платформы лежат инновационные технологии и подходы.   Мы работаем с распределенным реестром, решаем вопросы, относящиеся к области искусственного интеллекта, в проектах- применяем современные языки программирования и фреймворки.   Мы решаем задачи, которые до нас никто не решал, создаем крутой продукт, который бы был действительно полезен как людям, так и бизнесу.   Мы в поиске талантливых, амбициозных специалистов, которые бы вместе с нами создавали этот продукт.   Давайте создадим будущее вместе!        Мы ищем кандидатов с:      Опытом работы в компании, занимающейся Web-проектами, от 3-х лет;   Отличными знаниями: PHP 7.1+, MySQL, JavaScript (AJAX, jQuery,vue.js);   Опытом работы с Yii 1, Bug-Tracking системами (Redmine), системами контроля кода (Git);   Опытом работы с *nix системами и опыт командной разработки являются большим плюсом;   Знание PgSQL является преимуществом кандидата;   Знание NoSQL хранилищ (mongo/redis), полнотекстовых индексов (elasticsearch/sphinx) является преимуществом кандидата;          Вам предстоит заниматься:      Разработкой данной платформы (PHP + MySQL + memcache + rabbitmq) на Yii;          Мы предлагаем:      Оформление и социальный пакет в соответствии с ТК РФ;   График работы пн.- пятн. (9-18 или 10-19);   Уровень дохода обсуждается на собеседовании;   Профессиональный и дружный коллектив с амбициозными планами;   Атмосфера стартапа;   Уютная оборудованная кухня: чай, кофе, молоко, печенье. Киккер и настолки;   Бизнес-центр в 7 минутах ходьбы от ст. м. &quot;Старая Деревня&quot;.   ",Полная занятость,Полный день,От 3 до 6 лет,|Программы лояльности|Yii|MySQL|JavaScript|Git,6.0,150000.0,3.0,100000.0,php разработчик php разработчик на yii,"Опытом работы в компании, занимающейся Web-проектами, от 3-х лет. Отличными знаниями: PHP 7.1+, MySQL, JavaScript (AJAX...","Digift – omni-channel платформа для обработки всех виртуальных неденежных активов (подарочных карт, баллов лояльности, бонусных программ и т.д.).",0.0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1
Санкт-Петербург,Luxoft,2019-12-04T15:16:15+0300," PROJECT DESCRIPTION   Our Client is a US multinational investment bank and financial services corporation. The application landscape at Custody executes post trading for Equities and Fixed Income. This is a brand-new back-end system development for full cycle of messages processing (life-cycle management, capture instructions, validation and processing, enrichment of messages, etc). The project is on early stage now - BRD is already in place and architecture is being developed. Thus the team has a good chance to impact the choice of technologies. Project is long term, the first release is planned in 2021. The team consists of 8 people working in a Scrum-like mode. Client team is based in Tampa, so some business trips to US are might be expected.   RESPONSIBILITIES   - Development of backend application components in time and quality; - Participation in architecture discussions; - Adherence to agreed coding conventions; - Ensuring clean and reusable code; - Proactive involvement in the global development process.   SKILLS   MUST   - Strong knowledge and experience in the full life-cycle of software development processes including analysis, design, coding and testing; - Strong knowledge of SQL (T-SQL); - Upper-intermediate English, good communication skills;   NICE TO HAVE   - Java; - Microservices experience; - SWIFT messaging knowledge (cat 5 and 3);   LANGUAGES     English: Upper-intermediate   ",Полная занятость,Полный день,От 1 года до 3 лет,|Transact-SQL,3.0,128157.8947368421,1.0,79795.91836734694,t sql разработчик,"SKILLS. MUST. - Strong knowledge and experience in the full life-cycle of software development processes including analysis, design, coding and...",Our Client is a US multinational investment bank and financial services corporation. The application landscape at Custody executes post trading...,0.3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Санкт-Петербург,Группа компаний Конрос,2019-12-10T18:10:31+0300," Сотрудник IT-отдела/программист PHP/Web-мастер   Конрос – один из наиболее значительных игроков на нумизматическом рынке России. Фирма успешно работает с 1996 года, развивая нумизматику и культуру коллекционирования в России. Направления деятельности: аукционы, продажи коллекционного материала и сопутствующих товаров, издательство, экспертиза, музей.   Для участия в поддержке и развитии корпоративных сайтов требуется программист.        Обязанности:      Участие в развитии и поддержка сайтов компании.   Участие в поддержке пользователей и вычислительной техники офиса.   Участие в различных программных проектах.      Требования:      Знание PHP, MySql, HTML, CSS, JavaScript, jQuery   Желательно знание программно-аппаратной части для типового офисного ПК   Приветствуется опыт SEO-оптимизации   Приветствуются знание других языков и технологий      Условия:      Оформление по ТК, ежегодный оплачиваемый отпуск, работа в офисе ПН-ПТ с 10:30 до 19:00.   ",Полная занятость,Полный день,Нет опыта,|PHP|JavaScript|jQuery|HTML|MySQL|CSS|SQL,,128157.8947368421,,40000.0,сотрудник it отдела разработчик php,"Знание PHP, MySql, HTML, CSS, JavaScript, jQuery. Желательно знание программно-аппаратной части для типового офисного ПК. Приветствуется опыт SEO-оптимизации. ",Участие в развитии и поддержка сайтов компании. Участие в поддержке пользователей и вычислительной техники офиса. Участие в различных программных проектах.,0.1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1
Санкт-Петербург,i-FREE,2019-12-10T13:38:59+0300," В  «Just AI»  мы создаем продукты, которые изменят мир к лучшему. Искусственный интеллект, интеллектуальные голосовые чат-боты, natural language processing – это про нас. Мы начинаем разработку новых продуктов для глобального рынка на базе наших технологий, расширяем команду и ищем лингвиста-разработчика.     Задачи:      Составление и проработка сценариев, тем, структуры диалогов для чат-ботов крупных компаний;   Написание небольших скриптов для обработки данных;   Анализ логов диалогов «клиент-оператор» и «клиент-бот», выделение структуры и разметка.          Требования:      Письменная, стилистическая‚ орфографическая, техническая грамотность, внимательность к деталям;   Навыки программирования на любом из языков (предпочтительно - Python, JavaScript).          Будет плюсом:      Очень приветствуется практический опыт работы с системами обработки естественного языка;   Знание современных методов компьютерной лингвистики, основных задач NLP и методов их решения;   Опыт работы с системами контроля версий Git или Mercurial;   Наличие профильного образования по обработке естественного языка;   Опыт работы с NLP: MyStem, NLTK.          Условия:      Возможность обучения внутри компании;   Профессиональный дружный молодой коллектив;   Оформление по ТК РФ с первого дня работы, гибкий график;   Офис в центре города (м. Чкаловская - Петроградская).   ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,128157.8947368421,1.0,79795.91836734694,лингвист разработчик,"Письменная, стилистическая‚ орфографическая, техническая грамотность, внимательность к деталям. Навыки программирования на любом из языков (предпочтительно - Python, JavaScript). Очень приветствуется практический...","Составление и проработка сценариев, тем, структуры диалогов для чат-ботов крупных компаний. Написание небольших скриптов для обработки данных. ",0.1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,ePayments,2019-12-09T10:23:52+0300," Основные задачи:     Разработка и построение отчетов на TSQL   Сбор и обработка требований от внутренних заказчиков   Доработка существующих отчетов   Оптимизация кода   Поддержание системы отчетности в работоспособном состоянии   Участие во внедрении и адаптации BI системы, обучение команды правилам работы с системой   Проектирование отчетов в BI системе     Необходимые навыки и опыт:     Уверенное владение SQL (будет плюсом Transact-SQL)     Опыт разработки в SQL от 1 года       Приветствуются навыки оптимизации плана выполнения запросов, создания хранимых процедур, триггеров, индексов       Желателен опыт работы с инструментами построения отчетов       Знание английского языка от intermediate и выше       Нашим сотрудникам мы предлагаем:     Работу над крупным международным проектом   Оформление по ТК РФ и заработную плату, соответствующую рынку и вашим навыкам   Команду единомышленников, нацеленную на качество продукта и результат   Атмосферу стартапа с выстроенными процессами, отсутствием бюрократии и дресс-кода   Большое количество интересных задач (приветствуем инициативу и новые идеи)   Возможность горизонтального и вертикального роста   Участие в конференциях и митапах   Комфортный офис в центре города с парковкой, комнатой отдыха, кухней (конечно же, чай/кофе/печенье/фрукты)   Удобный график работы, гибкое начало рабочего дня   ДМС со стоматологией   ",Полная занятость,Полный день,От 1 года до 3 лет,|Transact-SQL|MS SQL|SQL|Английский язык|Delphi,3.0,128157.8947368421,1.0,79795.91836734694,разработчик sql,Уверенное владение SQL (будет плюсом Transact-SQL). Опыт разработки в SQL от 1 года. Приветствуются навыки оптимизации плана выполнения запросов...,Разработка и построение отчетов на TSQL. Сбор и обработка требований от внутренних заказчиков. Доработка существующих отчетов. Оптимизация кода. ,0.13333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Санкт-Петербург,АйТи Эдвайсер,2019-12-05T18:52:53+0300," Наша команда занимается разработкой продуктов для коммерческих и государственных организаций. Также мы занимаемся разработкой собственных IT сервисов и приложений.   Мы ищем разработчиков на Flutter под Android и iOS в новые проекты. Наша цель - накопить экспертизу для быстрой разработки гибридных приложений под разнообразные требования наших заказчиков. Требуются увлеченные разработчики, которые сделают ставку на Flutter... как и мы...за наш счет. (; Знание языка Dart приветствуется, как и опыт работы с Flutter, но это не требование: мы готовы учиться вместе.    Чем вы будете заниматься:      разрабатывать новые фичи и новые продукты;   работать в духе Agile с другими разработчиками, дизайнерами (в основном в Jira);   заботится о качестве выпускаемых продуктов, с учетом их максимальной производительности, эффективности и комфорта в поддержке заказчика.   фиксить баги и помогать при внедрении и поддержке;     Необходимые и полезные знания и умения:     опыт в web/мобильной разработке более 2 лет;   привычка писать unit- и интеграционные тесты;     умение оценивать сроки выполнения задач.        Будет огромным плюсом:      опыт разработки нативных приложений для Android/iPhone;   опыт full-stack разработки;   опыт создания open-source библиотек;   хорошее знание React, React Native;   наличие завершенных работ в публичном доступе.     Что мы предлагаем:     работу над интересными продуктами в амбициозной команде;   возможность принимать ключевые технические решения, которые приведут продукт к успеху;   поддержку при переезде из других городов;   китайский пуэр и итальянский кофе (;   гибкий график;   возможность удаленной работы.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Flutter|Git|Atlassian Jira|Android|iOS,3.0,140000.0,1.0,80000.0,flutter разработчик,Опыт в web/мобильной разработке более 2 лет. Привычка писать unit- и интеграционные тесты. Умение оценивать сроки выполнения задач. ,"Разрабатывать новые фичи и новые продукты. Работать в духе Agile с другими разработчиками, дизайнерами (в основном в Jira). ",0.26666666666666666,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Санкт-Петербург,BUIDL LLC,2019-11-29T11:53:36+0300," Компания  BUIDL  - это   # современные стек технологии;   # интересная предметная область, финансы и блокчейн;   # современные архитектурные подходы;   # гибкие условия по графику, нет лишнего формализма; свободный подход в общении в коллективе;   # разработка технически сложных систем.   # разнообразные направления проектов от более близких к “железу” до высоконагруженных и высокодоступных финансовых и информационных сервисов.   # крутая и дружная команда, стремительно мчим в будущее , ищем сильных и проактивных игроков, скучно не будет )   Приглашаем разработчиков для участия в построении высоконагруженных Web-сервисов (блокчейн и ФинТех стартапов).    Задачи:      Участие в разработке высоконагруженных .NET Core сервисов   Работа с базой данных PostgreSQL   Участие в командной разработке     Требования:     Опыт разработки на .NET core   Опыт написания SQL запросов   Опыт командной разработки   Желание учиться и развиваться   Самостоятельность     Условия:       Трудоустройство по ТК РФ       Участие в интересных проектах       Обеспечение всей необходимой техникой       Комфортный офис напротив метро Петроградская       Кухня, завтраки, кофе\чай\сладости\фрукты.       Рост и бонусы       Молодой и дружелюбный коллектив           /Будем благодарны за подробную информацию о себе в отклике/ ",Полная занятость,Полный день,От 1 года до 3 лет,|.Net Core|SQL|REST|JSON API|XML|C#|k8s|ELK|PostgreSQL|CI/CD|API|WebSockets|SOA,3.0,100000.0,1.0,50000.0,разработчик с#,Опыт разработки на .NET core. Опыт написания SQL запросов. Опыт командной разработки. Желание учиться и развиваться. Самостоятельность.,Участие в разработке высоконагруженных .NET Core сервисов. Работа с базой данных PostgreSQL. Участие в командной разработке.,0.4666666666666667,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Санкт-Петербург,ОУВИ ГЛОБАЛ РУС,2019-11-20T15:30:16+0300," Привет! Мы расширяем штат и на данный момент ищем PHP разработчика для разработки нового функционала и поддержки текущих сервисов компании.    Обязанности:      разработка и поддержание сервисов компании (рекламная сеть, rest api)      От кандидата мы ждем:        уверенное знание PHP (7.x), фреймворка Symfony 4;       уверенные знания реляционных баз данных (MySQL);       опыт работы с Git, понимание Git Flow;       опыт работы с NoSQL базами (Redis, MongoDB);       понимание REST;       умение работать в команде, планировать свое время и соблюдать сроки;        Вашим преимуществом будет:        уверенное владение Linux;       умение работать с Docker;       знание основных паттернов проектирования;       опыт работы с highload (кэширование, оптимизация, репликация, шардинг);            Условия:        просторный, современный офис;       оформление по ТК РФ, соц. пакет, оплачиваемый отпуск;       график 5/2, начало работы свободное с 9 до 11 утра;       оборудованная кухня, завтраки, печеньки, кофе-машина;       испытательный срок 3 месяца;       молодой дружный коллектив, демократичное руководство;       возможность профессионального и карьерного роста;       работа на Mac OS     ",Полная занятость,Полный день,Нет опыта,|Redis|MySQL|Git|Symfony|Yii,,150000.0,,79795.91836734694,php разработчик,"Уверенное знание PHP (7.x), фреймворка Symfony 4. Уверенные знания реляционных баз данных (MySQL). Опыт работы с Git, понимание Git...","Разработка и поддержание сервисов компании (рекламная сеть, rest api).",0.7666666666666667,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
Санкт-Петербург,ЭкоНива-АПК Холдинг,2019-11-27T11:38:15+0300,"  ЭкоНива в поиске разработчиков, готовых стать неотъемлемыми участниками проекта по созданию мобильного и WEB-приложений   в отрасли растениеводства, которые позволят:     - автоматизировать большое количество рутинных процессов, происходящих на всех стадиях производственного цикла     - визуализировать более 650 000 га земельных ресурсов с многочисленными объемами сельскохозяйственной техники     - работать над реализацией различных алгоритмов, помогающих агрономам и руководителям делать свою работу более эффективно и оперативно     Необходимо создать не просто инструмент, который положат на полку и забудут, а продукт, приносящий пользу, удобный и интуитивно понятный даже человеку, никогда не бравшему в руки смартфон     Основные задачи:      Проектирование архитектуры сервиса   Создание ядра сайта   Разработка платформы и основного функционала   Работа с архитектурой кода   Разработка приложений, поддерживающих пользовательский интерфейс и безопасность   Контроль за состоянием серверов   Контроль версий, базы данных      Ожидания от соискателя:      Знание языков программирования (одного или нескольких) / технологий: Python, Java, Script, Node.js, Qt, HTML, CSS, OData services, ASP.Net Web Forms, ASP.Net MVC, WCF, SOAP, Flask, Django   Знание современных методологий и стандартов разработки программного обеспечения   Умение пользоваться инструментальными средствами разработки (в том числе совместной), контроля версий и качества кода, средств проектирования и документирования информационных систем (Jira, GitHUB, Confluence).   Умение объектно-ориентированного проектирования ПО   Будет приветствоваться знание стека ГИС-технологий (ESRI ArcGIS, QGIS, MapInfo и аналоги)   Знание технологий и платформ интеграции информационных систем (шины данных, web-сервисы, прочие технологии интеграции): REST API, OGC   Знание нескольких библиотек из: GDAL/OGR, Mapnik, proj4, ArcPy, OpenGL, GLSL, OpenCL, OpenCV, NumPy, PyQt&quot;          Мы предлагаем:      Работу в российско-германском Холдинге с численностью сотрудников более 13 000 человек   Заработную плату, обсуждаемую с успешным кандидатом по результатам собеседования   Официальное трудоустройство в соответствии с ТК РФ   Стажировки, мастер-классы, тренинги от ведущих экспертов бизнес-сферы (IT, экономика, финансы, юриспруденция и т.д.)   Горизонтальный и вертикальный карьерный рост   Работу в команде единомышленников и профессионалов своего дела   Систему корпоративных бонусов и льгот (выплаты в День рождения, бракосочетания и т.д)   Рассматриваем вариант удаленного сотрудничества   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,128157.8947368421,3.0,79795.91836734694,baсk end разработчик,"Знание языков программирования (одного или нескольких) / технологий: Python, Java, Script, Node.js, Qt, HTML, CSS, OData services, ASP.Net Web Forms, ASP.Net...","Проектирование архитектуры сервиса. Создание ядра сайта. Разработка платформы и основного функционала. Работа с архитектурой кода. Разработка приложений, поддерживающих пользовательский интерфейс...",0.5333333333333333,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Andersen,2019-11-25T13:31:31+0300," Международная аутсорсинговая компания  Andersen  приглашает к сотрудничеству  React  разработчика для работы над высоконагруженным проектом ведущего банка России, который признан вторым по величине активов и первым по размеру уставного капитала.  Стек: React, Redux, Redux-thunk, Flow, Webpack, Sass, Typescript     Требования:      Опыт работы с JS от 2х лет;   Опыт работы с React ,  Redux   от 1 года;   Опыт работы c GIT, Jira   Английский - на уровне чтения документации.      Сотрудничество с нами - это:    - работа в настоящих scrum командах, с налаженными процессами и проведением всех важных событий (планирование, дэйли, дэмо, ретроспектива);   - использование современного стека (у нас самые свежие версии продукта - держим руку на пульсе и своевременно обновляемся);   - чистота кода (регулярные code review, которые проводят лиды);   - налаженный процесс тестирования, шаблонизированная документация всего кода;   - возможность принимать участие в создании архитектурных решений.    А также:         профессиональное развитие: митапы, тренинги, мастер-классы, огромная tech-библиотека;       участие в конференциях, обучающих курсах, cофинансирование обучения, публикация статей на популярных ресурсах;       возможность удаленной работы / гибкого планирования своего времени;       интересные и нетривиальные задачи; отличный дружный коллектив профессионалов, у которых есть чему поучиться;       система профессионального роста (каждого сотрудника сопровождает ментор) и регулярные ассессменты;       возможность ротаций между проектами заказчика.       Мы топим за качество, поэтому рефакторинг, покрытие кода тестами, исследование новых технологий - неотъемлемая часть нашей работы. При этом мы не перегружены, ценим своё время и умеем планировать. Присоединяйся к нам!     ",Полная занятость,Полный день,От 1 года до 3 лет,|Git|Atlassian Jira|Английский язык|React|JavaScript,3.0,128157.8947368421,1.0,79795.91836734694,middle reaсt разработчик,"Опыт работы с JS от 2х лет. Опыт работы с React, Redux от 1 года. Опыт работы c GIT...","чистота кода (регулярные code review, которые проводят лиды). - налаженный процесс тестирования, шаблонизированная документация всего кода. - возможность принимать участие в создании...",0.6,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Клевер Солюшнс,2019-11-29T09:58:12+0300," Компания Qlever Solutions занимается разработкой решений в области корпоративных аналитических систем (Business Intelligence) и оказанием услуг в области работы с данными. Наши основные клиенты — ведущие компании в секторах: фуд-ритейл, энергетика, нефтегазовая отрасль. Компания обладает лидирующей на рынке экспертизой в области BI. Приглашаем на работу разработчика BI-систем.        Обязанности:      Анализ источников данных, структуры данных и построение оптимальных моделей данных;   Проектирование, разработка и внедрение аналитических систем для бизнеса на основе Qlik (QlikView, Qlik Sense);   Участие в проектной деятельности, взаимодействие с архитектором BI, аналитиками, разработчиками ПО и бизнес-аналитиками в рамках проектных задач;   Подготовка технической и пользовательской документации;          Требования:      Высшее техническое образование   Навыки написания и оптимизации SQL-запросов;   Опыт работы с одной или несколькими СУБД: MS SQL, Oracle и др.;   Аналитический склад ума, высокий уровень самоорганизации, хорошие коммуникативные навыки;   Интерес к бизнес-аналитике, желание развиваться в области Data Science.          Вашим преимуществом будет:      Знание одного или нескольких языков программирования - HTML, CSS и JavaScript, JQuery, Python;   Способность работать с большим объемом цифровой информации, строить взаимосвязи и делать на её основании выводы;   Знание корпоративных стандартов разработки проектных документов и описания бизнес-процессов;   Знание хотя бы одного из таких продуктов, как Qlik, Tableau, MS Power BI, Cognos, Microstrategy, SPSS;   Понимание, как работает бизнес в одной из отраслей - финансы, продажи, логистика, производство;          Условия:      Молодая и динамично-развивающаяся компания.   Современный офис, Mac-friendly;   Интересные проекты с Заказчиками мирового уровня;   Профессиональный и карьерный рост. Обучение за счет компании;   Белая заработная плата, оформление в соответствии с ТК РФ. Премии.   Уровень заработной платы обсуждается по итогам собеседования   ",Полная занятость,Полный день,От 1 года до 3 лет,|SQL|HTML|JavaScript|ООП|Оптимизация запросов|Анализ данных|C#|C++|PHP|CSS|Qlik|QlikView|jQuery|Управление проектами|MS SQL Server|Big Data|Qlik Sense|Python|Работа с базами данных|Cognos BI,3.0,110000.0,1.0,30000.0,разработчик bi,"Высшее техническое образование. Навыки написания и оптимизации SQL-запросов. Опыт работы с одной или несколькими СУБД: MS SQL, Oracle и...","Анализ источников данных, структуры данных и построение оптимальных моделей данных. Проектирование, разработка и внедрение аналитических систем для бизнеса на основе...",0.4666666666666667,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1
Санкт-Петербург,its.agency,2019-12-10T12:19:52+0300," Нашей команде очень не хватает еще одного умного и самостоятельного PHP-разработчика, имеющего опыт работы с Битриксом.    Необходимые знания:      PHP 5 (ООП, MVC)   MySQL 5   JavaScript, jQuery, Ajax   Знание 1С-Bitrix   GIT      Дополнительным плюсом будет:      Базовые навыки работы в Linux   Опыт использования LESS/SASS   Опыт работы с нагруженными проектами   PHP-фреймворки      Условия :     В команде сильные frontend разработчики, верстать не придется   Интересные и нестандартные проекты   8-часовой рабочий день   5-дневная рабочая неделя   Оплачиваемый отпуск и больничный   Офис в центре города   Оклад по результатам собеседования   ",Полная занятость,Полный день,От 1 года до 3 лет,|1С-Битрикс|PHP|Git|MySQL,3.0,100000.0,1.0,70000.0,php разработчик,"Необходимые знания: PHP 5 (ООП, MVC). MySQL 5. JavaScript, jQuery, Ajax. Знание 1С-Bitrix. Базовые навыки работы в Linux. ","PHP-фреймворки. В команде сильные frontend разработчики, верстать не придется.",0.1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1
Екатеринбург,АйТиЭм Холдинг,2019-12-13T11:59:53+0300," Мы создаем наши продукты уже более 20 лет для того, чтобы сделать жизнь наших пользователей интереснее, комфортнее, лучше.   Работаем в направлениях:     Производство программного обеспечения;   Предоставление телекоммуникационных услуг широкого спектра;   Предоставление услуг системной интеграции;   Производство интеллектуальных сервисов для дома и бизнеса;   Исследование и практическое применение технологий искусственного интеллекта.     Нас больше 750. Мы постоянно развиваемся, получаем новые знания, внедряем новые технологии, формируем инновационные решения и продукты. Мы видим тренды, мы знаем, что будет завтра и как реализовать это уже сегодня.    Мы ищем  в свою команду Программиста C#.        Твои задачи:      Реализация техзаданий на разработку ПО;   Развитие и поддержка информационной системы компании, которая включает в себя: учёт и расчёт услуг, разработка ПО для автоматизации бизнес-процессов, развитие CRM системы, разработка ПО для взаимодействия с сетевыми устройствами.      Для нас важно:      Знание платформы Microsoft .Net Framework 4.5: среда CLR, система типов CTS, принципы управления памятью;   Знание языка программирования C#: синтаксис, структуры, типы данных, пакетный менеджер NuGET;   Опыт работы в IDE Microsoft Visual Studio;   Понимание теории реляционных СУБД и их объектов: сущности, отношения, ключи, транзакции, процедуры, функции и уровни изоляции, умение читать и конструировать запросы, функции и процедуры в СУБД MSSQL;   Умение работать с системой контроля версий Git;   Базовые знания языков разметки HTML, языка стилевых страниц CSS, языка javascript;   Личные качества: ответственность, стремление к профессиональному развитию, ориентированность на результат, умение работать в команде.      Мы предлагаем:      Четкую и прозрачную систему мотивации: оклад + KPI;   Участие в профессиональных конференциях и обучение в Корпоративном учебном центре;   Возможности для карьерного роста: ты будешь понимать, что нужно сделать для перехода на другой уровень;   Увлекательную корпоративную жизнь: конкурсы, спортивные мероприятия и многое другое;   Возможность предлагать рационализаторские идеи. Результатами твоей работы ежедневно будут пользоваться все сотрудники холдинга;   Комфортные современные офисы;   Автоматизированные рабочие места, современные информационные системы;   Гарантированный социальный пакет: оплачиваемый ежегодный, учебный отпуск, отпуск по беременности и родам, отпуск по уходу за ребенком,оплачиваемый больничный, оплачиваемые часы работы сверхурочно, ночные смены, работа в праздничные и выходные дни;   Дополнительный соц.пакет: 100% оплата доступа в Интернет для сотрудников, абонентов &quot;Планеты&quot;, поддержка в сложных жизненных ситуациях;   Дружный, молодой, талантливый коллектив. Уникальная атмосфера доверия, взаимопонимания, открытости и сотрудничества. Честное исполнение обязательств руководства перед сотрудниками и сотрудников перед компанией;   Возможности для реализации своего творческого потенциала в разных профессиональных сферах.     Присоединяйся к команде свободных и талантливых!   Узнать больше о нас можно на сайте ",Полная занятость,Полный день,От 1 года до 3 лет,|C#|Microsoft.Net|Microsoft .Net Framework 4.5|Git|HTML|СУБД MSSQL|NuGET|JavaScript,3.0,118787.17948717947,1.0,60000.0,разработчик с#,"Знание платформы Microsoft .Net Framework 4.5: среда CLR, система типов CTS, принципы управления памятью. Знание языка программирования C#: синтаксис...",Производство программного обеспечения. Предоставление телекоммуникационных услуг широкого спектра. Предоставление услуг системной интеграции. Производство интеллектуальных сервисов для дома и бизнеса. ,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1
