city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,sql,бизнес-анализ,разработка технических заданий,ms visio,системный анализ,uml,ms sql,управление проектами,ms powerpoint,оптимизация бизнес-процессов,other
Москва,Факторинговая компания НФК,2019-12-13T09:04:08+0300,"  Обязанности:        Участие в крупном интеграционном проекте в качестве бизнес-аналитика со стороны заказчика;       Сбор, анализ и структурирование бизнес-требований совместно с технической командой подрядчиков;       Согласование требований с бизнес-заказчиком;       Ведение бэклога поступающих бизнес-задач, их проработка совместно с проектной командой;       Формирование проверочных тест-кейсов;       Участие в приемочных испытаниях реализованного продукта;       Демонстрация готового функционала бизнес-заказчику, сбор и анализ обратной связи;       Консультация по особенностям работы реализованного IT-продукта.       Требования:     Высшее экономическое, финансовое или техническое образование;   Успешный опыт работы в части автоматизации бизнес-процессов в финансовой компании от 3 лет;   Опыт взаимодействия с бизнес- и IT-подразделениями разных уровней;   Опыт разработки бизнес-требований, умение структурированно излагать мысли;   Системное, аналитическое мышление;   Готовность к самостоятельной работе и личной ответственности за результат;   Владение пакетом MS Office на продвинутом уровне (Word, Excel, PowerPoint, Visio).     Условия:     Участие в создании новой бизнес-модели Банка;   Работа по гибким методологиям;   Фиксированный оклад (обсуждается индивидуально с успешным кандидатом);   Оформление согласно ТК РФ;   ДМС (включая стоматологию и страховку для выезжающих за границу) после испытательного срока;   Каждую неделю врач в офисе;   Корпоративная библиотека;   График работы 5/2 с 9:00 до 18:00;   Офис в центре Москвы - м. Павелецкая (в 5 минутах от метро);   Профессиональное обучение и возможности для развития;   Дружная команда единомышленников;   Баланс личной жизни и работы.   ",Полная занятость,Полный день,От 3 до 6 лет,|Управление проектами|MS Visio|MS PowerPoint|Бизнес-анализ|MS Project,6.0,150000.0,3.0,112000.0,бизнес аналитик на проект автоматизации процессов,"Высшее экономическое, финансовое или техническое образование. Успешный опыт работы в части автоматизации бизнес-процессов в финансовой компании от 3 лет. ","Участие в крупном интеграционном проекте в качестве бизнес-аналитика со стороны заказчика. Сбор, анализ и структурирование бизнес-требований совместно с...",0.0,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1
Москва,AT Consulting,2019-12-10T16:34:04+0300,"  AT Consulting  - крупнейший поставщик услуг в сфере информационных технологий. Компания основана в 2001 году и сегодня занимает лидирующие позиции на рынке ИТ-услуг в России и странах СНГ.   Наш профиль: внедрение и сервисная поддержка сложных информационных систем, управленческий и операционный бизнес-консалтинг, разработка ПО на заказ и ИТ-аутсорсинг.   Сейчас мы в поиске сотрудника на позицию   Бизнес-аналитик.   Проект по развитию информационной системы крупного государственного заказчика (класс CRM системы)    Основные задачи:      Коммуникация с заказчиком (сбор, анализ, согласование требований к ИС)   Декомпозиция требований, моделирование БП   Постановка задач разработчикам   Разработка проектной и рабочей документации, аналитических отчетов   Участие в проведение тестирования функционала ПО, анализ результатов, формализация замечаний и их обсуждение с командой разработки   Взаимодействие с командой проекта      Наши ожидания:      Опыт работы аналитиком от полугода   Владение CASE средствами   Знакомство с ГОСТ 19, 34   Коммуникабельность, открытость   нацеленность на свой профессиональный рост, и умение строить причинно-следственные связи     Желателен опыт работы в консалтинговых компаниях по направлениям CRM, ERP, крупные проекты в госсекторе.        Наше предложение:      Бессрочный трудовой договор (независимо от периода проекта)   Трудоустройство согласно ТК, белая заработная плата (уровень оклада обсуждается индивидуально)   ДМС со стоматологией, оплата мобильной связи, корпоративные скидки 50% на фитнес и уроки английского языка   Возможность профессионального развития и карьерного роста, а также реализации своих идей (внутренние профессиональные сообщества и внешнее обучение)   Гибкий график работы (возможность выбора начала рабочего дня)   Локация в г. Москва в шаговой доступности от ст.м. Савеловская       ",Полная занятость,Полный день,От 1 года до 3 лет,|Бизнес-анализ|Разработка технических заданий|Оптимизация бизнес-процессов|UML|BPMN|ARIS|IDEF|Постановка задач разработчикам|Моделирование бизнес процессов,3.0,111500.0,1.0,112000.0,бизнес аналитик,"Опыт работы аналитиком от полугода. Владение CASE средствами. Знакомство с ГОСТ 19, 34. Коммуникабельность, открытость. Нацеленность на свой профессиональный рост...","Коммуникация с заказчиком (сбор, анализ, согласование требований к ИС). Декомпозиция требований, моделирование БП. Постановка задач разработчикам. Разработка проектной и рабочей...",0.1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1
Москва,ДИДЖИ ТЕХ,2019-12-12T11:17:26+0300,"   Крутая айти Компания реальных профессионалов, практиков рынка, приглашает в свою команду Системного аналитика. У нас высокий ритм и быстрое принятие решений. Широкие полномочия. Неограниченные возможности роста.     Обязанности:     Выявление и анализ требований к ИС;   Документирование требований к ИС;   Согласование требований с заинтересованными лицами;   Консультирование архитектора\ разработчика на этапе проектирования ;   Подготовка задач для разработки;   Консультирование разработчиков на этапе разработки;   Консультирование инженеров по качеству на этапе тестирования;   Управление изменениями требований к ИС;   Поддержание требований к ИС в актуальном состоянии;   Участие в опытно-промышленной эксплуатации реализованных решений.     Требования:     Высшее образование (желательно в сфере информационных технологий);   Опыт работы на аналогичной позиции от 1 года;   Базовые знания методологий разработки Waterfall, Agile;   Опыт использования CASE-средств;   Опыт работы с реляционными БД;   Базовые знания SQL;   Базовые знания UML;   Опыт работы в роли разработчика будет плюсом;   Умение слушать и слышать;   Умение четко и ясно излагать свои мысли;   Системное мышление;   Ответственность;   Стрессоустойчивость;   Инициативность;   Организационные навыки;   Умение работать в команде.     Условия:       Достижение результатов, приносящих видимую всем реальную пользу;       Работу в доброжелательном и дружном коллективе профессионалов;       Достойную оплату вашего труда, плюс премии по результатам реализации проектов;       Интересные и сложные задачи и проекты;       Офис в центре Москвы (ст.метро «Парк Культуры»).            Присылайте ваше резюме!      Готовы обсуждать условия с успешными кандидатами.  ",Полная занятость,Полный день,От 1 года до 3 лет,|Системный анализ|CASE-|Agile|Waterfall|SQL;|UML,3.0,111500.0,1.0,170000.0,системный аналитик,Высшее образование (желательно в сфере информационных технологий). Опыт работы на аналогичной позиции от 1 года. Базовые знания методологий разработки Waterfall...,Выявление и анализ требований к ИС. Документирование требований к ИС. Согласование требований с заинтересованными лицами. Консультирование архитектора\ разработчика на этапе...,0.03333333333333333,3,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
Москва,Лудинг,2019-12-12T10:43:17+0300," Обязанности:     Участие в проектах автоматизации группы компаний;   Анализ бизнес-процессов компании и проектирование системы под их решение;   Сбор и формализация требований бизнес-подразделений;   Постановка задач разработчикам с последующим проведением тестирования разработанного функционала и передачи доработок в эксплуатацию заказчику и поддержку;   Разработка пользовательских инструкций и консультирование;   Разработка технических заданий на доработку;   Настройка программных продуктов 1С.     Требования:     Высшее образование в области IT/экономическое/техническое;   Практические навыки в предметных областях: производство, закупки, продажи, склад, планирование;   Опыт работы консультантом со следующими конфигурациями 1С: УТ, ERP-обязательно;   Знание типовых конфигураций 1С на 8-й платформе;   Опыт внедрения программных продуктов 1С на средних и крупных предприятиях;   Наличие сертификатов 1С приветствуется;   Желательно знание бизнес-процессов алкогольной отрасли, включая производство. Опыт работы в компаниях, осуществляющих трудовую деятельность полного цикла: импорт, дистрибуция, розничная торговля;   Клиентоориентированность, нацеленность на результат, отличные навыки работы в команде.     Условия:       Достойный уровень дохода (обсуждается при личной встречи);     Работа в сильной команде, заряженной на результат;   Льготные или бесплатные билеты на концерты, спектакли, шоу, новогодние представления для детишек и взрослых, включая предпремьерные показы, премьеры и популярные постановки;   Гарантированная льготная парковка на обширной офисной территории в шаговой доступности от рабочего места;   Стильное кафе с разнообразной кухней и широким меню, и классическая столовая на офисной территории в нескольких минут ходьбы от рабочего места (ароматный кофе, завтраки, обеды, широкий ассортимент на вынос);   Корпоративный магазин с продукцией компании на территории, значительные скидки и минимальные цены на алкоголь, пиво и безалкогольные напитки;   Корпоративные бесплатные автобусы от ст. м. «Славянский бульвар», ж/д пл. «Кунцево» и «Мещерская» с промежуточными остановками как на офисной территории, так и в процессе движения по городу;   Офис – ул. Рябиновая (Очаково), удобный подъезд на автомобиле с МКАД;   График работы – 9.30 – 18.00, оформление по ТК РФ, стабильная своевременная выплата заработной платы.      Уважаемые кандидаты, мы ценим Ваше время, уделенное изучению вакансии в ГК «ЛУДИНГ», и рады, что Вы рассматриваете нашу Компанию как потенциального работодателя.     При положительном рассмотрении вашего резюме мы свяжемся с Вами в течение трёх рабочих дней. В ином случае Ваше резюме будет зачислено в резерв, мы вернемся к нему при появлении вакансии, соответствующей вашим компетенциям и ожиданиям.     Желаем Вам успехов!      ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,111500.0,3.0,112000.0,ведущий бизнес аналитик 1с erp,"Высшее образование в области IT/экономическое/техническое. Практические навыки в предметных областях: производство, закупки, продажи, склад, планирование. Опыт работы консультантом...",Участие в проектах автоматизации группы компаний. Анализ бизнес-процессов компании и проектирование системы под их решение. Сбор и формализация требований...,0.03333333333333333,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Простор,2019-11-26T14:20:51+0300,"  Требуемый опыт работы: 1–3 года    Полная занятость, полный день   Торговая компания ищет бизнес-аналитика для систематизации, развития и документирования бизнес-процессов. Человека, который хочет искать ответы для решения задачи, которому нравиться развиваться и обучаться, формировать задачи, выяснять узкие места в системе и маленькими шагами решать большую задачу.   ProStore - предоставляет услуги по обслуживанию бэкофиса интернет магазинов, управление складом, управление магазинами розничной торговли.    В компании несколько участков деятельности:      Услуги контакт-центра для интернет-магазинов   Фулфилмент для розничных оффлайн и интернет-магазинов   Логистика заказов для интернет-магазинов   Розничная торговля в монобрендовых магазинах и корнерах      Миссия:    Обеспечивать актуальное отражение хозяйственной деятельности организации в системах 1С за счет систематизации существующих, новых бизнес-процессов и их документирования, контроля за работой сотрудников и контроля за работой подрядчиков по программированию 1С    Задачи:    · разработка и внедрение бизнес-процессов   · прием, обработка предложений, замечаний, вопросов от сотрудников по процессам в 1С   · предложение собственных идей по изменению процессов и улучшению   · составление ТЗ на доработку программных продуктов 1С для подрядных организация и контроль доработки   · документирование процессов, написание регламентов, описание доработок и новых алгоритмов работы   · ведение базы знаний и истории хода выполнения проектов   · обучение сотрудников   · обучение/консультация сотрудников по документообороту по работе в системе 1С   · контроль соблюдения работы сотрудниками по инструкции, выяснения причин   · контроль корректности ключевых отчетов (по результатам - либо исправление ошибок сотрудниками, либо исправление ошибок в 1С, либо изменение регламентов процессов)   · первичное администрирование 1С (заведение новых пользователей, паролей, копии баз 1С)    Требования:    · Опыт работы в должности бизнес-аналитика, операционного директора, системного интегратора от 1 года, менеджера по внедрению 1С   · Опыт внедрения бизнес-процессов, разработка регламентов. Обучение сотрудников новым бизнес-процессам, переговорная позиция в поддержку внедрения новых процессов   · Опыт интеграции 1С со сторонними программами (сайт, CRM, CMS (Insales, Bitrix и др.))   · Опыт разработки процессов и внедрения процессов в 1С (УТ, УНФ, УПП, др.)   · Умение разрабатывать инструкции (простые, доступные)   · Знание MS Visio, MS Project и умение с ними работать (либо с аналогами)   · Умение пользоваться поиском, способность и желание к развитию, обучению   · Последовательный, системный подход   · Высшее математическое/техническое/финансово-экономическое образование   · Опыт внедрения 1С в розничной сети (магазины и интернет-магазин в одной системе) будет преимуществом    Мы предлагаем:    · Действительно интересные и сложные проекты (уровень автоматизации в компании соответствует высокий)   · Компетентная молодая команда, четкая система планирования, задач   · Возможность роста (компания растет темпами 2 раза в год)   · Чай/кофе/печеньки   · Для сильных кандидатов возможна частично/удаленная работа   · Стабильная, белая зарплата 2 раза в месяц, с премиями по результатам   · График 5/2, 10.00-19.00, возможно сдвинуть     Уровень дохода будет предложен в зависимости от Ваших компетенций и опыта   ",Полная занятость,Полный день,От 1 года до 3 лет,|MS Visio|MS Project|E-Commerce|Управление проектами|Оптимизация бизнес-процессов|Разработка технических заданий|1С: Торговля и склад|Моделирование бизнес процессов|1С: Управление Торговлей|Системная интеграция|Разработка регламентов,3.0,150000.0,1.0,100000.0,бизнес аналитик,"Требуемый опыт работы: 1–3 года. Опыт работы в должности бизнес-аналитика, операционного директора, системного интегратора от 1 года, менеджера...","ProStore - предоставляет услуги по обслуживанию бэкофиса интернет магазинов, управление складом, управление магазинами розничной торговли. В компании несколько участков деятельности: Услуги...",0.5666666666666667,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
Москва,Центр программ лояльности,2019-12-09T12:13:55+0300," Вакансия бизнес-аналитика &quot;Спасибо от Сбербанка&quot; - крупнейшая банковская программа лояльности, созданная для клиентов ПАО Сбербанк.    Обязанности:        Сбор, анализ и подготовка функциональных и нефункциональных требований (пользовательских требований, технических заданий, системных требований, бизнес-правил);       тестирование и приемка обновленного функционала;       участие во внедрении автоматизированных процессов;       взаимодействие с бизнесом, разработчиками, архитектором и техническими специалистами.       Требования:       опыт работы бизнес-аналитиком не менее 1 года;       знания по подготовке нотаций и составлении требований с описанием бизнес-процессов (например, UML, BPMN);       опыт в написании Use Case.       Условия:       оформление по ТК РФ;       офис: ст. метро Павелецкая;       график работы: 5/2;       конкурентная заработная плата, премии.     ",Полная занятость,Полный день,От 1 года до 3 лет,|UML|BPMN,3.0,111500.0,1.0,112000.0,бизнес аналитик,Опыт работы бизнес-аналитиком не менее 1 года. Знания по подготовке нотаций и составлении требований с описанием бизнес-процессов (например...,"Сбор, анализ и подготовка функциональных и нефункциональных требований (пользовательских требований, технических заданий, системных требований, бизнес-правил). Тестирование и приемка обновленного...",0.13333333333333333,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Москва,Национальный исследовательский университет «Высшая школа экономики»,2019-12-03T15:55:09+0300,"  Обязанности:    Аналитическая поддержка разработки продукта:     Аналитическая экспертиза поставляемых подрядчиком решений, приёмка продукта, review документации;   Проработка сценариев, user story - с заказчиками, пользователями продукта;   Согласование сценариев с безопасностью, смежными командами, сопровождением;   Согласование требований к разработке (на основе сценариев);   Сбор требований, сбор статистики инцидентов;   Разработка запросов на изменение;   Отслеживание реализации запросов на изменение;   Участие в тестировании, отслеживание внедрения в эксплуатацию;   Контроль качества данных.      Требования:      Высшее образование;   Опыт работы на схожей должности от 5и лет;   Английский на уровне не ниже Upper-intermediate;   Продвинутое пользование MS Visio, MS Office;   Знание SPARX, PowerDesigner, Jira, Confluence, Trello, git будет преимуществом;   Знание технологий и интеграционных сервисов, XSD, XML, JMS, XPATH, XSLT, сетевых протоколов, REST, SOAP;   Понимание технических основ сбора данных, агрегаций данных, опыт написания ТЗ на интеграцию и опыт проведения интеграционного тестирования;   Знание основных нотаций описания бизнес-процессов (BPMN, IDEF, eEPC);   Знание методологий разработки программных продуктов, знание методологий структурного и сущностного анализа: ER-проектирование, UML-проектирование;   Уверенное владение основными принципами интеграции корпоративных приложений (например, интеграция посредствам ESB);   Знание принципов REST, SOAP и Message Queue;   Знание основ реляционных баз данных;   Хорошее представление об основных подходах к проектированию микросервисов;   Знания про интеграцию сервисов: синхронная и асинхронная интеграция, протоколы интеграции, удаленный вызов процедур, событийная модель интеграции, транзакционность в событийных моделях.      Условия:      Оформление по ТК РФ;   График работы 5/2 с 9:30 до 18:00;   Возможны редкие командировки.   ",Полная занятость,Полный день,От 3 до 6 лет,|UML|XML|MS Visio|Atlassian Confluence|Разработка технических заданий,6.0,111500.0,3.0,112000.0,аналитик,Высшее образование. Опыт работы на схожей должности от 5и лет. Английский на уровне не ниже Upper-intermediate. ,"Аналитическая экспертиза поставляемых подрядчиком решений, приёмка продукта, review документации. Проработка сценариев, user story - с заказчиками, пользователями продукта. Согласование сценариев с...",0.3333333333333333,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
Москва,Colvir Software Solutions,2019-12-12T15:24:24+0300,"  Кто нужен:  Системный аналитик в ColvirSoftwareSolutions   Colvir Software Solutions разрабатывает комплексные решения для автоматизации бизнеса клиентов. Занимает лидирующие позиции на рынке СНГ по внедрению и поддержке автоматизированных систем для банков, почт и других крупных предприятий. Офисы компании есть в России, Беларуси, Казахстане и Великобритании.     Описание позиции:     Системный аналитик занимается автоматизацией бизнес-процессов и рассматривает их с точки непротиворечивости IT структуры. При этом он может погрузиться в любую предметную область, может в итоге стать владельцем (Product owner ) любого модуля.   Системный аналитик должен уметь задавать &quot;правильные&quot; вопросы и получать &quot;нужные&quot; ответы.   Системный аналитик понимает, что нужно бизнесу и что мы можем ему дать, видит, откуда что берётся и как в итоге может реализоваться, ищет разные пути решения, при этом не всегда должен знать каким образом программист может это выразить в коде.   Результат работы - комплекс документов, позволяющих начать процесс автоматизации.   Таким образом, для системного аналитика в первую очередь важны такие личностные качества:     умение выделить главное   системность мышления   гибкость ума   ориентация на результат      Требования:      Высшее образование (желательно системный анализ, прикладная математика).   Опыт работы не менее 5-ти лет в сфере ИТ (желательно в должности системного аналитика).   Опыт участия в проектах разработки и внедрения ПО.   Опыт разработки функциональных требований.   Навыки системного анализа и формализации результатов обследования предметной области.   Знания основ теории алгоритмов, теории баз данных, теории систем и системного анализа.   Приветствуются общие знания в области банковского дела.   Приветствуется опыт программирования (в том числе объектно-ориентированного), проектирования, разработки, документирования программного обеспечения.      Обязанности:      Разработка функциональных требований по развитию системы.   Изучение и анализ действующей системы в Компании, инициативы по её оптимизации и доработке.   Изучение и систематизация документации по проекту в части выделения процессов, подлежащих автоматизации.   Анализ рисков и причин возникновения ошибок при разработке систем.   Участие в обучении пользователей системы.      Что предлагаем взамен:       Возможность карьерного роста   Опыт работы в распределенной команде   Опыт совместной работы в крупном коллективе   Работа в офисе с возможностью гибко подстраивать график   Конкурентная з/п с перспективой роста (по результатам собеседования)   Внутреннее обучение   Оплачиваемый больничный и отпуск   Материальную поддержку от компании в трудных ситуациях   Корпоративные скидки на изучение английского языка   Бесплатное пользование сервисом профессиональных медицинских онлайн-консультаций &quot;Онлайн Доктор&quot;   ",Полная занятость,Полный день,Более 6 лет,|Системный анализ|Системное мышление,,111500.0,6.0,112000.0,системный аналитик,"Умение выделить главное. Системность мышления. Гибкость ума. Ориентация на результат. Требования: Высшее образование (желательно системный анализ, прикладная математика). ","Разработка функциональных требований по развитию системы. Изучение и анализ действующей системы в Компании, инициативы по её оптимизации и доработке. ",0.03333333333333333,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Москва,ПРОГРЕСС,2019-11-28T09:26:38+0300," Обязанности:     Разработка новых форм регулярной и ad-hoc отчетности   Актуализация и поддержка работоспособности регулярной аналитической отчетности   Подготовка презентаций и графических материалов   Процессинг данных (вторичные продажи, затраты на мерчандайзинг и т.д), необходимых для формирования отчетов   Расчет KPI менеджеров коммерческой службы     Требования:       Высшее образование (экономическое, математическое, техническое)       Опыт работы: 1–2 года на аналогичной должности       MS Office, Olap, SQL (желательно), Excel - эксперт       Навыки работы с большими массивами данных       Анализ данных       Визуализация данных       Условия:     Работа в компании – лидере на отечественном рынке детского питания;   ДМС (развитая сеть клиник по Москве и ближайшем Подмосковье + стоматология);   Корпоративные тарифы на программы ДМС для Ваших родственников;   Страхование во время путешествий (по всему миру);   Оплачиваемая мобильная связь;   Подарки на новый год для детей сотрудников;   Размер материальной компенсации обсуждается индивидуально с финальным кандидатом.   ",Полная занятость,Полный день,От 1 года до 3 лет,|MS SQL|MS PowerPoint|Подготовка презентаций|Управленческая отчетность,3.0,111500.0,1.0,112000.0,аналитик по продажам,"Высшее образование (экономическое, математическое, техническое). Опыт работы: 1–2 года на аналогичной должности. MS Office, Olap, SQL (желательно), Excel - эксперт. ",Разработка новых форм регулярной и ad-hoc отчетности. Актуализация и поддержка работоспособности регулярной аналитической отчетности. Подготовка презентаций и графических материалов. ,0.5,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
Москва,CUSTIS,2019-12-02T14:29:03+0300," Мы ищем  консультанта-аналитика по организационным изменениям  на флагманский проект трансформации высшего образования в российских вузах. Цель проекта — изменить модель работы университетов с устаревшей плановой на модель индивидуальных образовательных траекторий, когда студенты могут сами выбирать курсы, которые они будут изучать.   Сегодня мы работаем над несколькими проектами по трансформации бизнес-процессов ведущих вузов страны: консультируем руководителей, проектируем изменения в бизнес-процессах и внедряем в них нашу платформу, рассчитанную на несколько десятков тысяч пользователей: студентов, преподавателей, сотрудников администрации. Проект реализуется совместно с партнерами и экспертами из области высшего образования. C 2017 года в нашей системе работает свыше 5000 пользователей.   В рамках трансформации бизнес-процессов мы организуем и проводим проектные сессии с командой вуза по всем областям, которые затрагивают изменения модели образования: от разработки учебных курсов и образовательных программ до контрактования с преподавателями. Мы ищем консультанта-аналитика, который будет :      проводить обследование университета: бизнес-процессов и ИТ-ландшафта;   управлять групповой работой на проектной сессии по разработке новых бизнес-процессов;   помогать рабочей группе университета в содержательном проектировании новых бизнес-процессов в ходе всего проекта трансформации;   анализировать нормативную документацию как федеральную (ФЗ об образовании, ФГОС-ы и т.д.), так и локальную конкретного университета;   описывать спроектированные процессы в понятной для простого человека нотации;   готовить отчеты о проведенных проектных сессиях с целью фиксации принятых решений;   совершенствовать и развивать наши практики работы с университетами.     Опыт работы в сфере образования не является обязательным. Нам важнее умение быстро освоить новую предметную область. Мы ожидаем, что у вас уже есть опыт работы с:     проектированием и реализацией организационных изменений;   или проектированием и моделированием бизнес-процессов в организации;   или организацией и проведением проектных сессий;   или организацией и ведением групповой работы.     Специфика проведения наших проектных сессий связана с обязательным пребыванием на территории университета. Одна проектная сессия длится 4-5 дней. В среднем нагрузка на команду консультантов-аналитиков 1-2 проектных сессии в месяц. Поэтому кандидат должен быть готов проводить в среднем 1-2 недели в месяц в командировках.   В ходе работы вам придется постоянно осваивать новые области и погружаться в новые предметные темы. Поэтому мы ожидаем, что кандидат сможет заранее погрузиться в область высшего образования и ответить на вопрос «какие основные тренды и сдвиги происходят сейчас в высшем образовании в России?», который мы обязательно зададим на собеседовании.    Мы предлагаем:      официальное трудоустройство по ТК РФ;   достойную заработную плату (размер обсуждаем индивидуально по итогам собеседования);   возможность гибко планировать свой график работы (рекомендуемое время прихода ориентировочно с 8.00 до 11.00, а ухода с 17.00 до 20.00);   хорошую медицинскую страховку с возможностью выбора дополнительных услуг;   комфортное рабочее место, современное оборудование и лицензионное ПО;   интересные задачи, работу в команде опытных профессионалов и возможности для собственного роста и развития;   возможность обмена знаниями и мнениями в профессиональном сообществе компании, также есть возможность приобретения интересующей вас профессиональной литературы;   офис в центре Москвы (5 минут пешком от ст.м. Белорусская кольцевая или ст.м. Менделеевская).           ",Полная занятость,Полный день,От 3 до 6 лет,|Управление проектами|Бизнес-моделирование|MS Visio|UML|Обучение и развитие,6.0,111500.0,3.0,112000.0,консультант аналитик по организационным изменениям,"Анализировать нормативную документацию как федеральную (ФЗ об образовании, ФГОС-ы и т.д.), так и локальную конкретного университета. ",Проводить обследование университета: бизнес-процессов и ИТ-ландшафта. Управлять групповой работой на проектной сессии по разработке новых бизнес-процессов. ,0.36666666666666664,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
