city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,управление проектами,управление командой,работа в команде,ms project,английский язык,ведение переговоров,управление персоналом,организаторские навыки,руководство коллективом,управление продажами,other
Москва,Сбербанк,2019-12-10T15:49:47+0300," Обязанности: • Лидирует повестку взаимодействия со СМИ, пресс-службой по всем продуктовым запускам и отвечает за подготовку пресс-релизов • Разрабатывает и регулярно актуализирует коммуникационную политику подразделения. Генерация инфоповодов по внутренним и внешним коммуникациям. • Лидирует повестку и организует участие в инвестиционных и финтех форумах, фестивалях, международных рейтингах (markswebb, usability lab) • Разрабатывает стратегию присутствия, обеспечивает участие, и направляет финальные заявки подразделения во всевозможные премии, награды (globalfinance, reddot, efma, cannes lions, the banker и другие) • Лидирует повестку всех внутрибанковских событий (подготовка к ГОСА, прямая линия с президентом, сбербанкиада, и другие)   Требования: • Опыт работы в PR от 3-х лет в крупных компаниях • Знание английского языка на уровне upper-intermediate / advanced • Образование высшее (Экономика/бухгалтерия/управление)           Условия: • IT-офис вблизи Москва-Сити, спорт-зал, подземный паркинг, кикер, пинг-понг, бильярд и PS; • Участие в создании контента для аудитории в несколько миллионов человек; • Возможность профильного обучения и сертификации за счет компании; • Стабильная, конкурентная «белая» заработная плата (оклад + премии); • Льготные условия по ипотеке Сбербанка; • ДМС, страхование, корпоративные мероприятия. ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,170956.52173913046,3.0,106268.29268292684,руководитель,Опыт работы в PR от 3-х лет в крупных компаниях. Знание английского языка на уровне upper-intermediate / advanced. ,"Лидирует повестку взаимодействия со СМИ, пресс-службой по всем продуктовым запускам и отвечает за подготовку пресс-релизов. Разрабатывает и регулярно...",0.1,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Русфинанс Банк (Societe Generale Group),2019-12-02T11:28:00+0300,"  Приглашаем присоединиться к команде в Департамент информационных технологий Руководителя IT- проектов      Основные обязанности:      Ведение IT - проектов (бизнесовые и инфраструктурные) в полном объеме: формализация целей, задач, содержания и результатов, планирование, принятие оперативных решений, контроль выполнения задач по проектам   Подготовка проектной документации и отчетности о статусе проектов   Организация предпроектной деятельности (в т.ч. организация работ по разработке и согласованию архитектуры решения). Участие в тендерных процедурах   Проведение комитетов по проектам, согласование стратегических решений по проектам со Спонсором и Заказчиком, оценка стоимости проекта   Ведение проектов как по методологии waterfall, так и по Agile   Взаимодействие с Product Owner и помощь в организации работ над продуктом: поддержка бэклога в актуальном состоянии, помощь во взаимодействии с другими подразделениями   Развитие команд: поддержание атмосферы доверия, обучение современным практикам, взаимодействие с другими Agile командами     Должность согласно штатному расписанию - Руководитель проектов отдела управления проектами    Основные требования:      Высшее образование (техническое/экономическое)    Релевантный опыт работы в области управления IT-проектами (банковское ПО, инфраструктурные)  в финансовой отрасли или в интеграторе с опытом работы в банках    Понимание современных фреймворков разработки  ПО:  Scrum , Kanban, Lean   Релевантный опыт работы от 2-х лет   Знание различных стандартов и методологий управления проектами (PMBok-PMI, PRINCE, etc)   Понимание методологий разработки ПО (классические, гибкие)   Развитые организаторские способности и лидерские качества   Английский язык на уровне не ниже Pre-Intermediate      Мы предлагаем:      Возможность работать над ключевыми бизнес задачами в рамках международной группы компаний   Конкурентную заработную плату (полностью &quot;белую&quot;) и полугодовые премии   Расширенный соц.пакет: программа ДМС доступна с первого месяца работы, дополнительно оплачиваемые больничные (10 календарных дней/год), включая страхование на льготных условиях ближайших родственников   Внутренние и внешние тренинги   Льготы по кредитованию для сотрудников Банка по всем продуктам группы   Систему скидок от партнеров Банка (спорт/магазины/рестораны/туризм)   График работы 5/2   Офис в башне Федерация (Москва-Сити), в 2020 году переезд в Agile-офис   ",Полная занятость,Полный день,От 1 года до 3 лет,|Agile Project Management|Управление проектами|Управление командой|Scrum,3.0,170956.52173913046,1.0,106268.29268292684,руководитель,"Высшее образование (техническое/экономическое). Релевантный опыт работы в области управления IT-проектами (банковское ПО, инфраструктурные) в финансовой отрасли или в...","Ведение IT - проектов (бизнесовые и инфраструктурные) в полном объеме: формализация целей, задач, содержания и результатов, планирование, принятие оперативных решений, контроль...",0.36666666666666664,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Москва,Ингосстрах,2019-12-10T15:45:39+0300,"  Приглашаем в команду грамотного и увлеченного Руководителя проектов В Отдел стратегических и тактических проектов.     Что нужно делать:      Анализировать исходные проблемы проекта, формулировать цели проекта;   Концептуальную разработку решений, позволяющую достичь целей проекта, согласовывать это концептуальное решение с бизнес-заказчиком;   Декомпозицию концептуального решения до необходимых к реализации блоков работ;   Выявлять предпосылки к получению эффекта от проекта, анализировать ресурсы необходимые на проекте;   Модерировать процесс реализации задач по всем этапам;   Отслеживать и контролировать достижения на проекте актуальных целей, корректировать планы мероприятий проектов/сути задач при необходимости;   Участвовать в ключевых встречах по проектам, вкл. «защиту» запуска проекта, изменения проекта и закрытия проекта перед топ-менеджментом;   Контролировать ресурсы и риски проекта, организовывать работу по предотвращению/ минимизации рисков;   Решать спорные вопросы по проекту, вкл. вопросы сути задач, ресурсов, актуальности целей проекта, ИТ-решений по проекту и пр., при необходимости эскалировать проблемы на Куратора и Спонсора проекта;   Участвовать в организации и координации кросс-функциональных групп для проведения анализа сквозных процессов;   Прорабатывать варианты решения задач или альтернативных вариантов решения задачи. Подготавливать описание задачи, согласовывать и вырабатывать решения, учитывающие требования заинтересованных сторон;   Обеспечивать реализацию мероприятий по внедрению проектного решения. Ставить цели и метрики на работу с результатом проекта;   Подготавливать и представлять отчетные и презентационные материалы, вкл. промежуточные отчеты;   Анализировать работу по своему направлению и предлагать дополнительные инициативы к внедрению.      Что нужно знать и уметь:      Высшее образование (желательно экономическое, финансовое, математическое, техническое);   Основы экономики и страхования;   Основы методов финансового и экономического анализа;   Современные IT-технологии, основы принципов организации ИТ-систем и баз данных;   Иностранные языки (вкл. средний уровень разговорного английского языка);   Навыки проектного управления по методу Waterfall (Каскадная модель), основы PMBOK;   Принципы Agile, навыки работы с командой проекта по Scrum;   Основы бережливого производства и инструментов производственной системы (желательно);   Владение ПК (Word, Excel, Power Point, Visio, Project);   Навыки поиска решений сложных задач;   Навыки презентации и защиты результатов проектов на уровне руководства компании;     Опыт работы бизнес-аналитиком в финансовой сфере (страховые компании, банки, консалтинг) или в телекоме не менее 2 лет;       Опыт участия не менее чем в трех бизнесах-проектах, опыт управления проектами от года.       Что мы предлагаем:     Работу в ТОП-10 страховых компаний РФ;   Стабильный оклад + ежеквартальные премии + годовой бонус;   Стабильную заработную плату + ежеквартальные премии;   График 5/2,с 9:00-18:00;   ДМС сразу после испытательного срока ;   Возможность совершенствовать себя в одном из лучших Корпоративных университетов + бесплатный корпоративный доступ к электронной библиотеке Альпина;   Предложения от партнёров: уникальные скидки на приобретение недвижимости, фитнес и изучение языков(Skyeng), каршеринг и покупку авто, и пр.;   Активную спортивную жизнь внутри компании: бассейн, бег, волейбол, йога и многое другое;   Льготные условия на страховые продукты (страхование имущества, автотранспорта, ВЗР);   Сильную команду вовлеченных профессионалов;   Место работы: м. ул.1905г.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,170956.52173913046,3.0,106268.29268292684,руководитель,"Высшее образование (желательно экономическое, финансовое, математическое, техническое). Основы экономики и страхования. Основы методов финансового и экономического анализа. Современные IT-технологии...","Анализировать исходные проблемы проекта, формулировать цели проекта. Концептуальную разработку решений, позволяющую достичь целей проекта, согласовывать это концептуальное решение с бизнес...",0.1,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Аполло 8,2019-12-02T12:46:14+0300," В связи с расширением аккаунт-отдела, в Digital агентство Аполло-8 требуется:  Руководитель проектов, менеджер проектов, руководитель интернет-проектов, менеджер проектов, project manager, проджект менеджер, интернет маркетолог, digital marketing manager   .  Основное направление компании: комплексный интернет-маркетинг (SEO, SMO, SMM, SERM, создание сайтов и т.п.).    Профильный опыт работы ОБЯЗАТЕЛЬНО!         ВАЖНО!  Один из контрольных вопросов собеседования: «Как Вы предложили бы улучшить наш сайт?»        Сотрудник компании Apollo-8:      Пунктуален, помнит день и точное время собеседования и приходит вовремя.   Не боится общаться с людьми.   Хочет учиться и развиваться.   При наличии опыта работы с проектами интернет-маркетинга имеет возможность его продемонстрировать.              Ваши задачи в Apollo-8:      Обучение, много обучения, будьте заранее к этому готовы.   Общение с клиентами по проектам.   Ведение интернет-проектов.   Постановка задач по проектам.   Внешняя и внутренняя оптимизация сайтов.   Постановка задач SMM специалистам.   Контроль и постановка задач разработчикам сайтов.   Анализ поисковой выдачи и конкурентов.   Составление отчетности.   Бизнес-анализ существующих проектов.   Выполнение творческих заданий.   Поиск новых подходов к решению сложных задач.   Развиваться и быть лучшим вместе с нами!          Условия :     Постоянное интенсивное обучение по материалам компании. Лодырей не берем!   Работа под руководством лучших специалистов отрасли интернет-индустрии.   Заработная плата на испытательный срок по результатам собеседования.   Карьерный рост до руководителя группы.   Рассматриваем сотрудников  с опытом работы в маркетинге.     Рассматриваем кандидатов на полную занятость .   Офис находится в 5 минутах пешком от метро Водный Стадион.          Требования к кандидатам:      Хорошие знания html и сss желательно.   Опыт работы с различными CMS.   Опыт в SMM.   Аналитический склад ума.   Высокий уровень ответственности.   Грамотный устный и письменный русский язык.   Понимание общих принципов работы поисковых систем.   Огромный интерес, желание учиться и развиваться в области Digital маркетинга.              Компания Apollo 8 - это:      Лидер в отрасли Digital маркетинга, компания в которой работают лучшие эксперты и веб-аналитики Рунета.   Огромный опыт в любых отраслях бизнеса - 12 лет на рынке.   Молодой и дружелюбный коллектив.   Отсутствие текучки кадров - берем специалистов для карьерного и зарплатного роста.   Постоянный поток клиентов, которые приходят по рекомендации и хотят работать только с нами.          Обязательно к прочтению:      Мы ищем ответственных кандидатов, настроенных на долгое и плодотворное сотрудничество.   Мы заботимся о своих сотрудниках.   Мы рассматриваем все резюме, наберитесь терпения и мы Вас обязательно пригласим.   Уважаемый соискатель, надеемся, что Вы внимательно читаете вакансии, на которые Вы откликаетесь.    Мы не рассматриваем резюме без сопроводительного письма!        ",Полная занятость,Полный день,От 3 до 6 лет,|SEO|HTML|Интернет-реклама|Яндекс.Директ|Управление проектами|Яндекс.Метрика|Internet Marketing|Поисковая оптимизация сайтов|Управление интернет-проектами|Руководитель проектов|Project Manager|Менеджер проектов|проджект менеджер|group head|интернет маркетолог|Интернет маркетинг|digital агентство|performance маркетинг|Digital Marketing|smm специалист,6.0,70000.0,3.0,40000.0,руководитель,"Пунктуален, помнит день и точное время собеседования и приходит вовремя. Не боится общаться с людьми. Хочет учиться и развиваться. ","Обучение, много обучения, будьте заранее к этому готовы. Общение с клиентами по проектам. Ведение интернет-проектов. Постановка задач по проектам. ",0.36666666666666664,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Москва,OZON.ru,2019-12-02T11:52:27+0300,"  Основные задачи:      Самостоятельное ведение вверенных категорий товаров с целью обеспечения роста продаж;   Изучение специфики, потребностей локального рынка;   Разработка путей достижения плановых показателей и их реализация;   Контроль оборачиваемости товара, управление ассортиментом, ротация (отбор и введение новинок);   Коммуникация с текущими и поиск новых поставщиков направления, формирование ассортимента, ценообразование, улучшение контрактных условий;   Мониторинг и анализ рынка конкурентов (ассортимент, цены, маркетинговая активность);      Наши ожидания:      Навыки работы с большим количеством поставщиков/товарных позиций;   Опыт ведения переговоров;   Сильные аналитические способности, умение систематизировать большой объем информации;   Готовность к высокой степени многозадачности, работа исключительно на результат;   Знание excel на высоком уровне.   Хорошо развитые коммуникативные навыки;   Драйв, проактивность, инициативность и энергия!      Условия :        Здоровье:  ДМС со стоматологией, страхование от несчастных случаев, полис выезжающих за рубеж. В офисе ведут прием врач-терапевт и психолог.    Спорт:  йога в офисе, беговой, футбольный, волейбольный клубы с тренером. Скидки на клубные карты различных фитнес-сетей.    Развитие:  наши сотрудники участвуют в конференциях, мы оплачиваем обучение. У нас есть корпоративная офлайн библиотека, доступ к онлайн-библиотеке MyBook и к онлайн-платформе обучения Eduson.    Корпоративные программы:  скидки и привилегии от компаний-партнёров для наших сотрудников    Социальная ответственность:  материальная помощь, подарочные сертификат при рождении ребенка    Питание:  можно перекусить на оборудованных кухнях (завтраки, фрукты, овощи, сэндвичи), в офисе расположены вендинговые аппараты здоровой еды. Вечером вас ждут аппетитные ужины    Офис в Москва-Сити:  просторный open-space с панорамными видами и местами для отдыха, социальная инфраструктура, автомобильная парковка  частично компенсируется компанией;  велопарковка   ",Полная занятость,Полный день,От 1 года до 3 лет,|Ценообразование|Ведение переговоров|Обучение и развитие|Деловая коммуникация|Навыки переговоров,3.0,170956.52173913046,1.0,106268.29268292684,руководитель,"Навыки работы с большим количеством поставщиков/товарных позиций. Опыт ведения переговоров. Сильные аналитические способности, умение систематизировать большой объем информации. ","Самостоятельное ведение вверенных категорий товаров с целью обеспечения роста продаж. Изучение специфики, потребностей локального рынка. Разработка путей достижения плановых показателей...",0.36666666666666664,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Москва,LATOKEN,2019-12-10T16:47:52+0300," LATOKEN is a top 10 digital assets exchange (according to Coinmarketcap) and a leader in tokenization.   We are looking for Head of Customer Support.        Responsibilities      Develop scalable Customer success operations   Decrease response and resolution time to the best industry levels   Grow customer satisfaction and positive referrals   Generate customer development ideas around customers complaints and unexpected user-cases   Coordinate issues resolution with product, marketing &amp; technical departments          Requirements      Experience in building and managing support teams in fast-paced international companies   Initiative, multi-tasking, able to work in a fast-paced international environment, result-oriented   Fluent English          Why join      Be a part of the team transforming the financial system   Competitive salary and exceptional bonuses   Rapid growth and trainee program (option to try multiple roles to grow as the T person)   Top 10 exchange, leading in security tokens   International team (ex McKinsey, hedge funds etc)          Feel a great fit - apply now  ",Полная занятость,Полный день,Более 6 лет,,,170956.52173913046,6.0,106268.29268292684,руководитель,"Experience in building and managing support teams in fast-paced international companies. Initiative, multi-tasking, able to work in a...",Develop scalable Customer success operations. Decrease response and resolution time to the best industry levels. Grow customer satisfaction and positive...,0.1,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,ЦИАН ГРУПП,2019-12-09T10:26:14+0300,"  ЦИАН  – лидирующий на рынке маркетплейс по недвижимости России (по данным LiveInternet за январь 2018 года). Мы помогаем найти жилье более чем 14 миллионам посетителей ежемесячно. ЦИАН пятый год подряд входит в двадцатку самых дорогих компаний Рунета по версии журнала Forbes.   Мы каждый день работаем над тем, чтобы наш сервис был полезен, удобен и надежен для любого сегмента наших пользователей.   Ищем Технического руководителя направления «Вторичный рынок недвижимости», который будет заниматься качеством архитектуры проекта и развитием команды.   Продуктовое направление «Вторичный рынок недвижимости» отвечает за разработку инструментария для B2B пользователей, собственников и монетизации продуктов.    Наш стек:  Python, C#, JS, Swift, Kotlin, RabbitMQ, PostgreSQL, ElasticSearch    Вам предстоит:      Краткосрочное и долгосрочное планирование (полгода, квартал, спринт)   Контроль и исполнение этих планов   Обеспечение технического качества и качества продукта   Формирование и соблюдение нефункциональных метрик продукта   Формирование и соблюдение процессных метрик (ttm проекта, delivery time задач, lead time и тп)   Выстраивание архитектуры компонентов направления и SLA компонента   Работа над снижением стоимости разработки   Формирование матрицы компетенций направления, обучение команды, ресурсное планирование   Выстраивание прозрачного и эффективного взаимодействия команды разработки с внутренними и внешними стейкхолдерами      Мы ожидаем от кандидата:      Опыт управление командой от 10 человек не менее 2 лет   Экспертные знания и опыт:     -проектирование распределенных приложений   -высокие нагрузки   -построение web-систем   -архитектура баз данных   -архитектура микросервисов   -работа с очередями   -архитектурные паттерны   -сетевые протоколы   -знание возможностей и ограничений железа     Широкий IT-кругозор, знание трендов в IT сфере   Представление о том, как работает back, front, ios, android      Работа в Циан-это:      Современный БЦ с фитнес-центром   All inclusive - завтраки/обеды/ужины, напитки   5 day off в год, 7 дней в год работы из дома   Помогаем с переездом в Москву (мы оплачиваем билеты, перевоз багажа, услуги риэлтора для поиска жилья, первый месяц арендной платы и залог)   ДМС с первого рабочего дня (со стоматологией, госпитализацией, страховкой выезжающего за пределы нашей страны)   Профессиональный рост (ЛПР, оплачиваемое обучение, посещение конференций, корпоративная библиотека)   Компенсация 80% за занятия спортом   Корпоративный врач в офисе   Корпоративный психолог за пределами офиса (полная анонимность)   Бесплатная авто и вело парковка   Офисный транспорт (самокаты)   Комнаты, где можно поработать в полной тишине   Мы любим веселиться (2 больших корпоратива в год + квартальные вечеринки в офисе)       ",Полная занятость,Полный день,Более 6 лет,|Teamleading|Python|C#|Node.js|RabbitMQ|PostgreSQL|ElasticSearch|Kotlin|Swift|JS,,170956.52173913046,6.0,106268.29268292684,руководитель,"Опыт управление командой от 10 человек не менее 2 лет. Экспертные знания и опыт: Широкий IT-кругозор, знание трендов в...","Краткосрочное и долгосрочное планирование (полгода, квартал, спринт). Контроль и исполнение этих планов. Обеспечение технического качества и качества продукта. ",0.13333333333333333,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Москва,Центр международной торговли,2019-11-29T15:40:08+0300," Обязанности:     Организация доступа в интернет для арендаторов;   Устранение инцидентов сети передачи данных;   Участие в проектах по развитию и модернизации сети передачи данных     Требования:     В/о (профильное);   Опыт работы от 3-х лет сетевым инженером в крупной компании с развитой сетевой инфраструктурой;   Уверенное знание оборудования Cisco (коммутаторы, маршрутизаторы, WI-FI контроллеры), протокола BGP;   Знание настройки и диагностики сети на устройствах Windows, IOS, Android;   Опыт работы с межсетевым экраном Cisco ASA, Cisco Prime, Cisco WSA, знание протоколов STP;   Опыт администрирования серверов с OC Linux     Условия:       Оклад + ежеквартальные премии + годовая премия;       Оформление по ТК РФ;       График работы 5/2;       ДМС, компенсация питания;     Офис м. ул.1905 года.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,170956.52173913046,3.0,106268.29268292684,руководитель,В/о (профильное). Опыт работы от 3-х лет сетевым инженером в крупной компании с развитой сетевой инфраструктурой. ,Организация доступа в интернет для арендаторов. Устранение инцидентов сети передачи данных. Участие в проектах по развитию и модернизации сети передачи...,0.4666666666666667,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,МИР ИНСТРУМЕНТА,2019-11-27T11:30:51+0300," Обязанности:   - Формирование стратегии и развитие направления электронной коммерции Компании (marketplace), реализация программ развития клиентов, продвижение продукции; - Оптимизация существующих, подключение и тестирование новых каналов привлечения трафика, улучшение качества трафика, увеличение конверсии; - Развитие товарных категорий внутри партнеров (анализ продаж в разрезе категорий, реализация и анализ маркетинговых мероприятий и акций, направленных на продвижение бренда); - Управление командой продаж (планирование, мотивация, постановка задач, обучение, наставничество, обратная связь); - Управление показателями продаж (объем продаж, маржинальность, оборачиваемость ДЗ, оборачиваемость продукции у партнеров, затраты); - Привлечение новых партнеров; - Управление ценообразованием; - Управление контентом.   Требования:   - ОБЯЗАТЕЛЬНО наличие опыта работы с маркетплейсами по направлению E-commerce от 1 года: «WILDBERRIES», «OZON», «BERU», «Tmall», «Goods», «Joom», «AMAZON» и т.д. - высокие коммуникативные навыки, нацеленность на результат; - глубокое владение спецификой рынка электронной торговли; - опыт управления отделом из не менее чем 3-х человек; - хороший уровень самоорганизации, нацеленность на результат, готовность к интенсивной работе.; - желание расти и развиваться в рамках компании.    Условия:      График работы: 5-дневная рабочая неделя с 9.00 до 18.00   Заработная плата обсуждается по результатам собеседования   Место работы: м. Ясенево (рядом с метро)   ",Полная занятость,Полный день,От 1 года до 3 лет,|Развитие продаж|Планирование продаж|Маркетинговый анализ|Ценообразование|E-Commerce,3.0,170956.52173913046,1.0,106268.29268292684,руководитель,"ОБЯЗАТЕЛЬНО наличие опыта работы с маркетплейсами по направлению E-commerce от 1 года: «WILDBERRIES», «OZON», «BERU», «Tmall», «Goods», «Joom», «AMAZON...","Формирование стратегии и развитие направления электронной коммерции Компании (marketplace), реализация программ развития клиентов, продвижение продукции. - Оптимизация существующих, подключение и тестирование...",0.5333333333333333,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Москва,ТрансКонтейнер,2019-12-09T17:07:46+0300,"  ТрансКонтейнер  – это крупнейшая публичная логистическая компания,  оператор контейнерных перевозок  №1 в России.   Компания предлагает клиентам  комплексные транспортно-логистические решения , которые позволяют доставить контейнерный груз в любой пункт назначения России, стран СНГ, Европы и Азии.   Для реализации таких решений компания использует  собственные транспортные активы  (фитинговые платформы, контейнеры, автомобили, погрузочную технику)  и  привлекает  партнеров .   Компания располагает  крупнейшим парком  контейнеров и фитинговых платформ в России.   У Компании есть уникальный опыт эффективного управления этим парком на более чем  300 000 маршрутов  в России и за рубежом   В компании работает больше  3500 человек     Задачи:      Управление проектом внедрения электронного документооборота на базе 1С для всей компании;   Управление проектом в соответствии с внутренней методологией компании;   Взаимодействие с подрядчиками и внутренней командой;   Взаимодействие со всеми функциями компании;   Управление бюджетом, сроками, ожиданиями Клиента, управление качеством внедряемых решений, управление рисками, проектной командой;   Мотивация команды на достижение KPI проектов      Ожидания от кандидатов:      Высшее образование;    Опыт  управления проектами  внедрения электронного документооборота  в крупных, территориально распределенных компаниях (предпочтительно 1С, но можно и на других платформах);   Наличие в опыте успешно завершенных проектов в роли руководителя;   Понимание и опыт использования методологий управления проектами как Waterfall, так и гибких - Scrum, Kanban;   Знание и использование в работе общепринятых стандартов управления проектами;   Умение аргументированно отстаивать свою точку зрения;   Высокая ориентация на результат;   Отличные коммуникативные навыки;   Умение действовать в активно меняющейся среде с высокой долей неопределенности      Компания предлагает:      Участие в ИТ трансформации логистического бизнеса федерального уровня;   Интересные задачи в активно меняющейся среде с большим количеством масштабных проектов, возможность работать с современными продуктами и подходами;   Мы даем сотрудникам возможность развиваться внутри компании – предлагать свои идеи, участвовать в их реализации, даем возможность решать смежные задачи, перемещаться внутри структуры ИТ;   Конкурентную полностью официальную заработную плату, которая обсуждается с успешными кандидатами индивидуально;   Ежегодную индексацию заработной платы;   Добровольное медицинское страхование со стоматологией с первого дня работы;   Возмещение ж/д проезда к месту работы и к месту отдыха;   Спортивные и корпоративные мероприятия;   Современный комфортный офис в пяти минутах ходьбы от м. Маяковская (Оружейный переулок);   Внутренние и внешние программы обучения;   Бесплатный доступ к корпоративной библиотеке МИФ;   График работы: с 09-18:00       ",Полная занятость,Полный день,От 1 года до 3 лет,|Управление проектами|Управление рисками|1С ЭДО|ЭДО|Электронный документооборот|PMBOK|Agile|Управление ресурсами|Управление подрядчиками,3.0,170956.52173913046,1.0,106268.29268292684,руководитель,"Высшее образование. Опыт управления проектами внедрения электронного документооборота в крупных, территориально распределенных компаниях (предпочтительно 1С, но можно и на...",Управление проектом внедрения электронного документооборота на базе 1С для всей компании. Управление проектом в соответствии с внутренней методологией компании. ,0.13333333333333333,2,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
