city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,javascript,css,html,git,html5,php,css3,jquery,mysql,react,other
Санкт-Петербург,Милтайм,2019-12-03T14:50:46+0300," Мы IT-компания, занимающаяся разработкой сервисов для ресторанного бизнеса.   Наши продукты позволяют сделать работу любого заведения автоматизированной, простой и понятной, как для сотрудников, так и для собственников бизнеса.    Задачи:      разработка и адаптивная верстка single page application (SPA) на Vue.js;   отладка и документирование кода.      Что мы ждём от вас:      Опыт работы по фронтенду от 3 лет;   Опыт разработки Vue.js;   JS, HTML, CSS;   Опыт разработки one SPA;   MV* (MVC, MVVM, MVP);   Работа с API.      Условия:      Белая зарплата;   Комфортный офис в центре города;   График работы с 10:00 до 19:00 (возможно с 9:00 до 18:00);   Размер заработной платы обсуждается с каждым кандидатом индивидуально;   Молодой и дружный коллектив, нацеленный на результат;   Рассматриваем кандидатов на удалённое сотрудничество.   ",Полная занятость,Полный день,От 3 до 6 лет,|MVC,6.0,98857.14285714287,3.0,120000.0,web,"Опыт работы по фронтенду от 3 лет. Опыт разработки Vue.js. JS, HTML, CSS. Опыт разработки one SPA. MV* (MVC, MVVM...",Разработка и адаптивная верстка single page application (SPA) на Vue.js. Отладка и документирование кода.,0.3333333333333333,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,"СевенТест, НТЦ",2019-12-04T18:32:09+0300," Обязанности:   - Разработка ПО на языке PHP   - Поддержка текущих версий ПО   - Участие в тестировании и сопровождении ПО        Требования:    - Опыт работы с PHP от 2-х лет   - Опыт работы с СУБД MuSQL   - Умение профилировать SQL-запросы   - Знание способов профилирования и поиска узких мест исполнения приложения   - Понимание структур данных и алгоритмов работы с ними   - Английский на уровне чтения технической документации   - Опыт работы с Git   - Опыт работы в Linux, написание скриптов   - Высшее техническое образование        Дополнительно приветствуется:    - Опыт создания Debian пакетов        Условия:    * полное оформление по ТК РФ   * возможности Вашей самореализации в наших проектах   * полная официальная занятость   * различные дополнительные обучения сотрудников за счет компании   * гибкий график работы   * ДМС   * реальные возможности профессионального и карьерного роста   * разнообразные интересные корпоративные мероприятия   * окончательный оклад определяется по результатам собеседования, возможны персональные надбавки   * современный офис в Петроградском районе, 10 мин. от ст.м. «Чкаловская» ",Полная занятость,Гибкий график,От 3 до 6 лет,,6.0,130000.0,3.0,80000.0,web,Опыт работы с PHP от 2-х лет. - Опыт работы с СУБД MuSQL. - Умение профилировать SQL-запросы. - Знание способов профилирования...,Разработка ПО на языке PHP. - Поддержка текущих версий ПО. - Участие в тестировании и сопровождении ПО.,0.3,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Nexign (АО «Нэксайн»),2019-12-09T16:05:08+0300,"  Мы начинаем большой проект по переработке приложения CMS_ADMIN, предназначенного для настройки и администрирования продукта CPM (Система управления обращениями и проблемами клиента) .     Приложение с богатой историей промышленного использования будет перепроектировано в новый WEB-интерфейс согласно актуальным требованиям по технологиям и дизайну.     Более 30 форм и 200 страниц документации, сложные конфигурации бизнес-процессов (атрибуты, графы процессов и переходов, обработка событий и т.п.)     Основные задачи:      Проработка и создание инфраструктуры разработки;   Разработка пользовательского интерфейса на React;   Управление распределенной командой разработки из четырех специалистов-аутсорсеров;   Принятие решений по внутренней архитектуре и техническим подходам для web-части;   Непрерывный контроль качества кода специалистов-аутсорсеров;   Коммуникации с дизайнерами\backend-командой\клиентами;      Наши ожидания:      Опыт в сфере разработки веб-приложений в команде от 2 лет;   Опыт разработки пользовательских интерфейсов на React;   Глубокие знания JavaScript, HTML, CSS;   Понимание REST-архитектуры;   Опыт unit-тестирования web-приложений;   Опыт использования Ant Design;   Понимание и опыт работы CI\CD;   Понимание принципов работы браузера.          Что у нас внутри:     N exign academy, где каждый может прокачивать свои hard/soft skills, участвовать в конференциях и митапах. И конечно учить языки!    E xclusive conditions: Мы заботимся о здоровье сотрудников – у нас есть офисный врач, массажный кабинет, ДМС, страхование от несчастных случаев, тренажерный зал, йога;   fle X ible working hours: Гибкий график работы, возможно иногда работать из дома;    I ndividual approach – это реально! Высокий уровень дохода, годовые премии и бенефиты с возможностью выбора компенсации: путевки в отпуск, обучение, IT-Access, спорт;    G lobal experience в IT и телекоме. Наши задачи – это проекты международного масштаба, а наши сотрудники – специалисты с уникальной экспертизой;    N ew office - стоит увидеть! Массажные кресла на каждом этаже, панорамная терраса с потрясающим видом на Петербург, зоны отдыха, вело парковка, душ, настольные игры. ",Полная занятость,Гибкий график,От 3 до 6 лет,|React|JavaScript,6.0,98857.14285714287,3.0,67017.54385964911,web,Опыт в сфере разработки веб-приложений в команде от 2 лет. Опыт разработки пользовательских интерфейсов на React. Глубокие знания JavaScript...,"Мы начинаем большой проект по переработке приложения CMS_ADMIN, предназначенного для настройки и администрирования продукта CPM (Система управления обращениями и проблемами...",0.13333333333333333,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Санкт-Петербург,SVM Профессиональный крепеж и инструмент,2019-12-03T12:54:44+0300," Приглашаем на работу  «Web-разработчика   (Bitrix)  »      Группа компаний СВМ (&quot;SVM Профессиональный крепеж и инструмент&quot;)    специализируется на оптовых и розничных продажах всех видов крепежных изделий, промышленной химии, инструментов для монтажа и обслуживания оборудования.      Компания работает с 2007 года.      На данный момент группа СВМ объединяет в себе:     • собственную розничную сеть &quot;SVM Профессиональный крепеж и инструмент&quot;     • подразделение оптовых продаж в Санкт- Петербурге и представительства в других городах СЗФО     • интернет- магазина  https://svm24.ru/      • собственный склад в Санкт- Петербурге         Обязанности:      Доработка интернет-магазина https://svm24.ru/ на платформе 1С- Bitrix (изменение стандартных модулей, синхронизация с 1С, доработка поисковой машины, синхронизация с CRM), администрирование, тестирование;      Требования:      Знание CMS Bitrix, D7, PHP, HTML, CSS, MySQL, Javascript, jQuery, AJAX;   Опыт успешно реализованных проектов (интернет- магазины) на CMS Bitrix;   Умение кастомизировать типовые компоненты/ модули и разрабатывать собственные «с нуля»   Умение анализировать и оптимизировать SQL- запросы для максимальной производительности;   Приветствуется опыт работы с Sphinks и др.;   Умение читать чужой код, оптимизировать код и грамотно писать свой;   Способность самостоятельно искать решения для новых задач      Условия:      Работа в стабильной компании;   Заработная плата: (обсуждается, зависит от опыта и объема выполняемой работы);   Корпоративная мобильная связь;   График работы – 5/2, гибкое начало рабочего дня (обсуждается);   Оформление в соответствии с ТК РФ.     Адрес: Головной офис: Санкт-Петербург, пр. Обуховской Обороны, 271, БЦ «Обухов»         ",Полная занятость,Полный день,От 1 года до 3 лет,|JavaScript|MySQL|CSS|PHP5|PHP|HTML|1С-Битрикс|D7|jQuery|Ajax|SQL,3.0,98857.14285714287,1.0,67017.54385964911,web,"Знание CMS Bitrix, D7, PHP, HTML, CSS, MySQL, Javascript, jQuery, AJAX. Опыт успешно реализованных проектов (интернет- магазины) на CMS...","Доработка интернет-магазина https://svm24.ru/ на платформе 1С- Bitrix (изменение стандартных модулей, синхронизация с 1С, доработка поисковой машины...",0.3333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1
Санкт-Петербург,Distillery,2019-12-03T15:17:25+0300,"  Requirements:      3+ years of professional development experience in a commercial environment;     Working experience with TypeScript, Node.js, React.js;     Experience integrating with cloud services, RESTful APIs, GraphQL;   Ability to work effectively in a distributed team;   Enough seniority to act as tech leads;   At least some domain expertise in the space we are in: data or analytics;   Full stack ability, or at least deep frontend or backend ability;   Fluent in English.      We offer:      A friendly team of first-class professionals you’ll find easy to work and communicate with;   Transparency in processes and liberal atmosphere across the company;   Modern technology stack on all projects;   Professional and personal growth as well as the ability to change your area of expertise;   Attendance sponsorship of IT events, professional conferences as well as financial cover of online and offline courses;   Internal hackathons and meetups where each employee can act as a speaker;   Salary corresponding to your work experience and skills. We are open for payment negotiation;   A cosy office in the historic center of the city. Fruits, coffee, tea, biscuits, cereal, bicycle and car parking spaces, lounge areas with cosy armchairs, bean-bags and sofas, PS4, guitars, balalaika and a library with professional and fiction literature;   Flexible working schedule and the ability to work remotely;   All the necessary equipment;   Compensation of sport and medical expenses;   English language courses at the office.       See you at   the Distillery  !   ",Полная занятость,Удаленная работа,От 3 до 6 лет,|Node.js|react|Typescript|GraphQL|PostgreSQL,6.0,98857.14285714287,3.0,67017.54385964911,web,"3+ years of professional development experience in a commercial environment. Working experience with TypeScript, Node.js, React.js. Experience integrating with...","Modern technology stack on all projects. Attendance sponsorship of IT events, professional conferences as well as financial cover of online...",0.3333333333333333,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Санкт-Петербург,ДЕЛАЙ ХОРОШО,2019-11-20T18:45:50+0300,"  Убедительная просьба, не звонить и не писать на email. Рассматриваем только отклики на вакансию! Спасибо :)   Требуется ответственный, трудолюбивый начинающий веб-программист на подработку или полный день.   Если Вы начинающий веб-программист или студент, изучающий веб-программирование, и желаете получить опыт в небольшой, но развивающейся компании, то смело откликайтесь на наше объявление.    Обязанности:      Разработка сайтов.   Верстка страниц сайтов по макетам.   Тестирование и отладка.   Администрирование сайтов.      Требования:      Образование: любое;   Желание учиться и развиваться;   Начальные знания и умения HTML-вёрстки, PHP и JavaScript;   Продвинутые знания этих языков будут преимуществом.     Условия:     График: Гибкий график, если у вас учёба в университете или колледже, то есть возможность подстроить ваш рабочий график или же полный рабочий день;   В дальнейшем возможно увеличение заработной платы, в зависимости от ваших успехов в работе.   ",Стажировка,Гибкий график,Нет опыта,|CSS3|HTML5|PHP|JavaScript|jQuery|ООП|Ajax|Адаптивная верстка,,20000.0,,20000.0,web,"Образование: любое. Желание учиться и развиваться. Начальные знания и умения HTML-вёрстки, PHP и JavaScript. Продвинутые знания этих языков будут...",Разработка сайтов. Верстка страниц сайтов по макетам. Тестирование и отладка. Администрирование сайтов.,0.7666666666666667,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1
Санкт-Петербург,ДЕЛАЙ ХОРОШО,2019-11-20T18:49:47+0300," Требуется ответственный дизайнер на удаленную работу.    Обязанности:      Создание пользовательских интерфейсов и визуальное наполнение веб-ресурсов;   Дизайн логотипов, фирменного стиля, открыток, буклетов, визиток;   Изготовление баннеров и материалов для соц.сетей.     Требования:     Образование: любое;   Умение работать в Adobe Photoshop, Adobe Illustrator, Adobe After Effects;   Знания Sketch, Adobe XD и Figma будут серьезным преимуществом.     Условия:     График: полный рабочий день с 10 до 19 с перерывом на обед с 13 до 14.   Работа удалённо      Важно:  Мы предлагаем полный рабочий день, такой же, как при работе в офисе, но вы работаете удаленно, в Питере, другом городе или другой стране - это не важно. Фрилансеров как кандидатов мы не рассматриваем, нам нужен человек, который в рабочее время будет думать над проектами только нашей компании, а в свободное от работы время будет отдыхать.     Важно2:  Заявки принимаются только через сайт HeadHunter. После того, как вы отправили заявку, звонить не нужно. Мы сами свяжемся с наиболее подходящими кандидатами.     ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|Графический дизайн|Adobe Illustrator|Adobe Photoshop|Дизайн|Web-дизайн|Веб-дизайн|Adobe InDesign|Adobe After Effect|Adobe XD,3.0,30000.0,1.0,20000.0,web,"Образование: любое. Умение работать в Adobe Photoshop, Adobe Illustrator, Adobe After Effects. Знания Sketch, Adobe XD и Figma будут серьезным...","Создание пользовательских интерфейсов и визуальное наполнение веб-ресурсов. Дизайн логотипов, фирменного стиля, открыток, буклетов, визиток. Изготовление баннеров и материалов для...",0.7666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,OCS distribution,2019-11-21T17:34:52+0300," Более 250 мировых производителей, обширная партнерская сеть, офисы в 27 городах России – это важные сведения, но вовсе не основная гордость нашей компании.   Более 2000 человек по всей стране работают в OCS, и мы гордимся каждым из них!    Для внедрения и развития системы управления корпоративным обучением WebTutor приглашаем в команду опытного разработчика, готового делиться знаниями и развиваться вместе с командой!      Задачи:      -разработка и доработка функционала системы WebTutor: программные агенты, веб-шаблоны,матрицы назначений, документооборот, заявки и т. п;   разработка решений (в т.ч. кастомных) в системе Webtutor;   интеграция систем WebTutor и E-Staff между собой и с другими ИС;   разработка новых и настраиваемых отчетов в системах;   техническая поддержка администратора системы/заказчика на этапе внедрения и выкладки обновлений;   изменение дизайна системы WebTutor, обеспечение адаптивности, разработка новых и доработка существующих шаблонов, оптимизация юзабилити;   участие в проектах по автоматизации HR процессов.      Чего мы ждем от тебя:      опыт работы с WebTutor от 2 лет;   знание архитектуры WebTutor;   понимание модели данных Webtutor;   опыт интеграции WebTutor с другими ИС, понимание работы API Webtutor;   уверенное знание HTML5, CSS, jQuery, навыки разработки адаптивной верстки flex\bootstrap;   понимание принципов UX/UI, знание основ композиции, типографики;   наличие в портфолио завершенных проектов, соответствующих требованиям вакансии.       Мы готовы предложить успешным кандидатам:      стать частью яркой команды увлеченных и целеустремленных людей;   гибкий подход к графику работы, в идеале - работа из офиса, но все обсуждается;   конкурентоспособную &quot;белую&quot; заработную плату, уровень дохода обсуждаем индивидуально при встрече (все зависит от компетенций:));   комфортные условия работы;   много разнообразных интересных и креативных программ для сотрудников.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Webtutor|LMS|HTML5|CSS|jQuery|API|Bootstrap|UI|UX,3.0,98857.14285714287,1.0,67017.54385964911,web,Опыт работы с WebTutor от 2 лет. Знание архитектуры WebTutor. Понимание модели данных Webtutor. Опыт интеграции WebTutor с другими ИС...,"разработка и доработка функционала системы WebTutor: программные агенты, веб-шаблоны,матрицы назначений, документооборот, заявки и т. п. Разработка решений (в...",0.7333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1
Санкт-Петербург,АВАНГАРД,2019-11-27T16:26:26+0300," Группе компании &quot;АВАНГАРД&quot;, официальному дилеру по продажам и сервисному обслуживанию автомобилей различных марок требуется на постоянную работу в офис веб - разработчик с опытом работы.        С чем мы работаем:      Пишем на PHP 7.3;   Используем Laravel 6.x + VueJs;   За тесты отвечает phpunit;   Настроен CI/CD, тестируем каждый pull request на своем сервере Gitlab;   Код пишем по сформированному командой codestyle, основанным на PSR-2 и PSR-12 стандартах;   Ведем задачи в Jira;   Приветствуем новые идеи, прислушиваемся к мнению каждого!      Обязанности:      Разработка и сопровождение портала по оптовой продаже автозапчастей с нуля.      С чем будете работать:      На бэкенде Laravel 6;   На фронте VueJs.      Требования:      Опыт коммерческой разработки на PHP от 3-х лет и  уровень опыта не ниже middle .   Уверенный опыт работы с PHP 7.x;   Опыт работы с &quot;голыми&quot; запросами MySQL (для понимания принципов);   Уверенное знание фреймворка Laravel 5+ (мы работаем с 6.x);   Уверенное знание фреймворка VueJs;   Отличные знания HTML, CSS3, JS;   Умение работать с GIT;   Писать чистый и красивый код;   Желание расти вместе с нами и повышать свой скилл.      Будет плюсом,если у вас есть:      Понимание принципа сервисов по продаже автозапчастей со стороны продавца и/или покупаетеля;   Опыт разработки API;   Понимание и следование SOLID;   Опыт написания юнит-тестов;   Опыт работы с очередями.      Мы предлагаем:      Стабильную заработную плату по результатам собеседования;   Возможность профессионально развиваться, работать с интересным проектом;   Современная, стабильная, развивающаяся компания,   Выполнение социальных гарантий,   Профессиональный коллектив,   Офис в Приморском районе в здании Мерседес-Бенц,   График работы - пятидневка   ",Полная занятость,Полный день,От 3 до 6 лет,|PHP|Laravel|VueJS,6.0,98857.14285714287,3.0,67017.54385964911,web,Опыт коммерческой разработки на PHP от 3-х лет и уровень опыта не ниже middle. Уверенный опыт работы с PHP...,Разработка и сопровождение портала по оптовой продаже автозапчастей с нуля. На бэкенде Laravel 6. На фронте VueJs.,0.5333333333333333,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Санкт-Петербург,Saber Interactive,2019-12-03T14:34:33+0300,"  Привет! Мы американская игровая студия  Saber Interactive ! Мы занимаемся разработкой видеоигр на различные платформы уже более 18 лет, скорее всего, вы знакомы с нашими проектами: Quake Champions, Inversion, Timeshift, Halo, NBA Playgrounds, MudRunner и, конечно, World War Z!     Мы продолжаем развиваться и, на настоящий момент, находимся в поиске специалиста, который поможет усилиться нашему IT-отделу!      Обязанности:      Разработка и поддержка внутренних ресурсов компании;      Требования:      Опыт разработки SPA приложений с использованием реактивных фреймворков от года;   Владение фреймворком Vue.js (router, store);   Владение WebPack обязательно;   Опыт использования ci/cd систем желателен.      Мы предлагаем:      Интересную работу в динамично развивающейся международной компании;   Участие в амбициозных проектах;   Профессиональный рост и развитие;   Дружный молодой коллектив;   Оформление по ТК РФ;   Корпоративную скидку в фитнес-клуб/бассейн;   Бесплатное обучение английскому языку;   Демократичный дресс-код;   Оплата больничных в 100% размере.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,98857.14285714287,1.0,67017.54385964911,web,"Опыт разработки SPA приложений с использованием реактивных фреймворков от года. Владение фреймворком Vue.js (router, store). Владение WebPack обязательно. ",Разработка и поддержка внутренних ресурсов компании.,0.3333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,ДиСтэйт,2019-11-28T17:28:08+0300,"     Ищем в свою команду дизайнера ( работа в офисе в СПБ или удаленно с приездом в офис 1-2 раза в неделю)    Чем будет заниматься наш долгожданный дизайнер:        Редизайном сайта компании;       Инфографикой;       Разработкой печатных материалов;       Версткой презентаций;       Обработкой изображений для СМИ;       Оформлением аккаунтов в соцсетях;       Созданием графических интерфейсов;       Что хотелось бы видеть у кандидата:       Опыт работы по профилю от 3-х лет;       Креативность и чувство стиля;       Хорошие знания графических редакторов (Adobe Photoshop, Adobe Illustrator,   InDesign, Figma, Sketch и т.д.);       Понимание принципов и специфики современной верстки сайтов;       Знание принципов композиции, типографики, графических стилей и умение их   применять;       Умение работать как самостоятельно, так и в команде       Желательно художественное образование и навыки        Немного о нас:    Компания ДиСтэйт разрабатывает веб-приложение для электронного документооборота, которое помогает не только упростить людям жизнь , но и сделать ее чуточку экологичнее:)     Работаем над серьезным и полезным продуктом;   Вместе ходим на обед;   Решаем все вопросы быстро и сообща , никакой бюрократии;   Соблюдаем ТК РФ;   Не забываем о пересмотре заработной платы;   Следим за здоровьем сотрудников (ДМС после 6 месяцев);   Поддерживаем теорию о здоровом духе в здоровом теле ( компенсируя половину стоимости абонемента в любой фитнес-клуб нашего города).     Ждем резюме и ссылку на портфолио:) ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,98857.14285714287,1.0,67017.54385964911,web,"Опыт работы по профилю от 3-х лет. Креативность и чувство стиля. Хорошие знания графических редакторов (Adobe Photoshop, Adobe Illustrator. ",Редизайном сайта компании. Инфографикой. Разработкой печатных материалов. Версткой презентаций. Обработкой изображений для СМИ. Оформлением аккаунтов в соцсетях. Созданием графических интерфейсов.,0.5,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,ТаймВэб,2019-12-13T12:25:58+0300," Мы занимаемся  хостингом . Сейчас у нас более 150 000 активных пользователей, примерно каждый десятый сайт в рунете размещается у нас.   Наши основные программные продукты: панели управления хостингом, выделенными серверами и VDS, регистрации доменов и заказа SSL, внутренняя CRM, почтовый сервис.   Клиенты  Timeweb  считают панель управления одной из самых удобных на рынке, но мы не останавливаемся в её развитии, и поэтому ищем  Fullstack   программиста РНР/JS.          Как мы работаем:        Пишем добротный код на PHP 7.3 / JS ES6       Используем Yii 2 и Backbone/Marionette       Развиваем сервис-ориентированную архитектуру, общаемся по REST API       Покрываем код тестами при помощи Codeception и Jest       Применяем Code Review и работаем по Git Flow       Для автоматизации цепочки CI/CD по полной используем GitLab       В разработке активно используем Docker и Kubernetes       SCRUM, спринт — 1 неделя       Проводим совместное техническое проектирование и планирование задач спринта        Задачи для вас:        Участие в развитии существующих продуктов       Разработка новых продуктов       Взаимодействие с сервисной инфраструктурой       Разработка сервисов и API       Построение и улучшение архитектуры системы       Анализ требований, проектирование решений, оценка технических задач        Мы ждем от вас:        Знание и опыт PHP 7+, JS ES2015+       Уверенные знания любого из основных PHP-фреймворков       Общие представления о JS-фреймворках и библиотеках       Опыт использования MySQL / PostgreSQL / Redis / RabbitMQ       Знание основных принципов API (REST API, JSON API, SOAP)       Чистый код, уважение к TDD       Опыт enterprise/продуктовой разработки       Умение работать в команде, делиться своим мнением и прислушиваться к мнению других        У нас вы сможете получить знания и навыки:        использования и разработки сложной архитектуры корпоративных приложений;       совместного эффективного поиска оптимального решения;       построения процессов разработки;       применения Docker и Kubernetes;       автоматизации GitLab CI/CD;       fullstack-разработки на PHP, Go, Python, Javascript       а также удовольствие от работы в сильной самостоятельной команде.            Также мы предлагаем:      Гибкое начало рабочего дня;   Официальное трудоустройство и белую заработную плату.     Мы всячески приветствуем  Здоровый образ жизни  и предоставим Вам: оплачиваемые обеды; компенсацию Ваших спортивных занятий; ДМС; уютную кухню с вкусными сортами чая и ароматным кофе, молоком и фруктами; комнату отдыха с настольным теннисом и турником. ",Полная занятость,Гибкий график,От 3 до 6 лет,|PHP|Linux|MySQL|JavaScript|CSS|Backbone,6.0,180000.0,3.0,67017.54385964911,web,"Знание и опыт PHP 7+, JS ES2015+. Уверенные знания любого из основных PHP-фреймворков. Общие представления о...",Пишем добротный код на PHP 7.3 / JS ES6. Используем Yii 2 и Backbone/Marionette. Развиваем сервис-ориентированную архитектуру...,0.0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
Санкт-Петербург,ROCKSTONE,2019-12-13T16:00:06+0300," ROCKSTONE — компания в которой работают молодые, талантливые и целеустремленные люди.   Наши проекты и игры входят в топ популярных приложений РФ. В работе над проектами наши сотрудники проявляют самостоятельность, творческий подход и трудолюбие.   Мы ищем Web-разработчика для участия в командной разработке больших и интересных продуктов.   Локация: Удалённое размещение        Задачи, которые предстоит решать:        Программирование игровой логики;       Разработка и оперирование front end;       Отладка, профилирование, оптимизация кода;       Проверка и тестирование разработанного функционала;       Отслеживание и контроль качества после релиза функционала;       Поддержание и улучшение архитектуры.            Требования к опыту:      Опыт работы с JavaScript/TypeScript от 2-х лет;   Знание HTML/CSS и адаптивной вёрстки;   Приветствуется опыт разработки SPA приложений, и мобильных приложений.          Будет плюсом:      Знание C#;   Опыт работы в команде;   Умение быстро обучаться и делиться накопленным опытом с коллегами;   Страстное увлечение играми и желание их разрабатывать;   Способность самостоятельно решать сложные задачи.          Мы предлагаем:        Работа с успешным высокодоходным проектом       Официальное оформление;       Возможность работать удалённо с удобным для вас графиком;       Корпоративное обучение: курсы, семинары, тренинги, конференции;       Дополнительные бенефиты для сотрудников (корп. обучение, ДМС, страховка от укусов клещей, витаминизация и тд);       Работа над уникальными задачами;       Возможность самореализации.           Если Ваше резюме нас заинтересовало, HR свяжется с Вами в течение 5 рабочих дней, если звонка не последовало, то в настоящее время компания не готова сделать Вам предложение. ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|HTML5|JavaScript|Git|Less|Sass|SPA|C#|CSS|HTML,3.0,98857.14285714287,1.0,67017.54385964911,web,Опыт работы с JavaScript/TypeScript от 2-х лет. Знание HTML/CSS и адаптивной вёрстки. Приветствуется опыт разработки SPA приложений...,"Программирование игровой логики. Разработка и оперирование front end. Отладка, профилирование, оптимизация кода. Проверка и тестирование разработанного функционала. Отслеживание и контроль...",0.0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
Санкт-Петербург,РосДеньги,2019-12-12T13:43:30+0300,"  Должностные обязанности:      Разработка новых и поддержка имеющихся сервисов          Требования:      Уверенное знание JS (ES6/ES7)   Опыт работы с Node.js более года   Умение писать тесты (Mocha), навыки отладки и профилирования   Навыки работы с системами контроля версий (Git)   Опыт работы c MongoDB, Redis, РСУБД   Опыт работы с Docker   Плюсом будет опыт работы RabbitMQ, Kafka      Условия:      Оформление в соответствии с Трудовым Кодексом РФ;   Возможности профессионального и карьерного роста в крупной федеральной компании;   Работа в центре города, график работы: пн-пт, с 9.00-18.00;   Дружный молодой коллектив.       ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,98857.14285714287,3.0,67017.54385964911,web,"Уверенное знание JS (ES6/ES7). Опыт работы с Node.js более года. Умение писать тесты (Mocha), навыки отладки и...",Разработка новых и поддержка имеющихся сервисов.,0.03333333333333333,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
