city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,ios,objective-c,swift,git,ооп,английский язык,ios sdk,xcode,mac os,atlassian jira,other
Санкт-Петербург,Tango Me,2019-12-12T09:39:46+0300," Наша компания - ведущий разработчик мобильной платформы для прямых трансляций с аудиторией более 400 миллионов пользователей по всему миру. Благодаря нашему сервису тысячи талантливых людей по всему миру находят своих поклонников, зарабатывая при этом деньги. Мы собрали команду высококвалифицированных профессионалов и продолжаем расширяться. Присоединяйтесь к нашей команде профессионалов!   Мы ищем опытного iOS разработчика для усиления команды, способного самостоятельно решать как поставленные задачи в срок и «под ключ», так и работать в команде когда это необходимо.    Требования:      Опыт коммерческой разработки под iOS от 3-х лет;   Уверенное знание Objective-C;   Знание принципов ООП и шаблонов проектирования;   Реализовывать нестандартные элементы UI;   Уметь верстать iOS интерфейсы и создавать интерфейсные анимации;   Умение пользоваться инструментами профилирования кода, заниматься поиском и исправлением узких мест;   Знание английского языка не ниже pre-intermediate   Умение и желание работать самостоятельно;      Обязанности:      Улучшение и поддержка мобильного приложения под iOS на Objective-C;   Внедрение новых функций;   Контроль качества реализации и качества кода;      Мы предлагаем:      Высокую белую зарплату (привязана к курсу доллара)   Опционы на акции компании для сотрудников   ДМС для сотрудников (и 75% оплата для супругов и детей)   Бесплатные обеды   Комфортный офис в историческом центре города с оборудованной кухней, разнообразными снеками, чаем, кофе, кикером   ",Полная занятость,Полный день,От 3 до 6 лет,|Objective-C|iOS|ООП|Английский язык,6.0,350000.0,3.0,300000.0,senior ios разработчик,Опыт коммерческой разработки под iOS от 3-х лет. Уверенное знание Objective-C. Знание принципов ООП и шаблонов проектирования. ,Улучшение и поддержка мобильного приложения под iOS на Objective-C. Внедрение новых функций. Контроль качества реализации и качества кода.,0.03333333333333333,5,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1
Санкт-Петербург,KUPIBILET.RU,2019-11-20T10:40:08+0300,"  KUPIBILET.RU  — улётный онлайн-сервис для поиска авиабилетов по всему миру. В 2016 году нас выбрали 5 000 000 путешественников. Мы стремительно растем и ищем в нашу команду IOS-разработчика. Нам необходимо быстро двигаться вперед, улучшать текущую функциональность и реализовывать новые фичи. Чтобы добиться еще больших успехов,возможно, нам нужны именно вы.     Задачи:      Разработка и поддержка нашего iOS приложения          Что для нас важно:      Опыт разработки под iOS от 3-х лет;   Хорошее знание Objective-C и Swift;   Знание iOS SDK, Xcode, Instruments;   Опыт разработки клиент-серверных приложений;   Опыт разработки кастомных UI компонентов;   Владение английским языком на уровне, достаточном для чтения технической документации;   Хотя бы одно запущенное в App store приложение;   Высокая производительность, хорошая обучаемость;   Желание создавать качественный продукт, которым можно гордиться.       Мы предлагаем:      Офис в 5-х шагах от метро, в уютном, светлом и просторном офисе в бизнес-центре A класса;   Полностью &quot;белая&quot; ЗП;   Корпоративный полис ДМС;   Современное железо для рабочего места;   Рабочие столы с подъемными механизмами;   Отличная команда профессионалов, готовая всегда прийти на помощь;   Зерновой кофе, фрукты, печеньки;   Своя атмосфера - это уютные посиделки, вкусняшки и, конечно, традиционная для нас «пятничная» пицца.   ",Полная занятость,Полный день,От 3 до 6 лет,|IOS SDK|Swift|Objective-C|iOS,6.0,250000.0,3.0,154000.0,ios разработчик,"Опыт разработки под iOS от 3-х лет. Хорошее знание Objective-C и Swift. Знание iOS SDK, Xcode, Instruments. ",Разработка и поддержка нашего iOS приложения.,0.7666666666666667,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
Санкт-Петербург,First Line Software,2019-11-26T12:34:46+0300," Мы работаем над проектом по дальнейшему развитию мобильного приложения для крупнейшего логистического оператора РФ. На текущий момент мы расширяем команду и с радостью примем еще одного iOS разработчика. Главной нашей задачей является разработка удобных и понятных интерфейсов для пользователя, имплементация инновационных бизнес-фич, позволяющих эффективно работать с сервисами заказчика.   Официальное приложение делает общение с компанией заказчика удобным и эффективным: возможность отслеживания отправлений, поиск отделений, вызов курьера, получение обратной связи, а также многое другое.   Работаем по SCRUM-у (предполагается общение с представителями заказчика и другими командами).    Что нужно будет делать:      Анализ требований и оценка трудоемкости;   Разработка нативных приложений под iOS;   Создание клиентских и клиент-серверных приложений;   Согласование серверного API;   Участие в отладке и тестировании приложений.      Что мы ждем от кандидата:      Опыт написания клиент-серверных приложений;   Использование принципов ООП;   Знание на базовом уровне XML, JSON, HTTP;   Хорошее знание архитектуры и принципов разработки приложений под iOS (бизнес логика, разработка UI);   Хорошее знание Objective-C, Swift, iOS SDK;   Опыт разработки под iOS от одного года;   Опыт работы с системой контроля версий (GIT);   Технический английский.      Мы предлагаем:      Участие в разработке высокотехнологичных продуктов, которые используются на всех континентах, кроме Антарктиды   Большую команду профессиональных и творческих инженеров, которые готовы делиться своим опытом и знаниями   Курсы английского языка с носителями и русскоязычными преподавателями в офисе (большое количество наших заказчиков находится за рубежом, мы всегда за то, чтобы вы прокачивали свои скиллы владения английским)   Официальная зарплата и оформление по ТК РФ   Полис ДМС, в том числе стоматология, гибкий график, удобные рабочие места, офис в историческом центре в 10 минутах от ст.м. Петроградская   Cкидки на питание в кафе нашего бизнес-центра, а на каждом этаже офиса есть уютные кухни с плюшками, вкусным кофе и какао   Участие в футбольной команде, турнирах по кикеру, теннису и еще много корпоративных движух :)   ",Полная занятость,Полный день,От 1 года до 3 лет,|Swift|Objective-C|iOS,3.0,250000.0,1.0,154000.0,разработчик мобильных приложений для ios,"Опыт написания клиент-серверных приложений. Использование принципов ООП. Знание на базовом уровне XML, JSON, HTTP. Хорошее знание архитектуры и принципов...",Анализ требований и оценка трудоемкости. Разработка нативных приложений под iOS. Создание клиентских и клиент-серверных приложений. Согласование серверного API. ,0.5666666666666667,3,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Санкт-Петербург,Сити лайф,2019-12-12T15:08:45+0300,"  CITYLIFE  — крупная международная компания, разработчик IT-продуктов.   Мы развиваем кэшбэк-сервис, который дает возможность получать баллы за покупки в интернет-магазинах. Этими баллами можно оплачивать такси, сотовую связь, общественный транспорт или просто выводить на карту в рублях.   Наш второй продукт — платформа для бизнеса. Помогаем торговым точкам внедрять программы лояльности для привлечения и удержания клиентов. Создаем инструменты для аналитики и статистики.    Мы ищем в нашу команду специалиста, который поможет нам улучшить качество нашего продукта     Что мы хотим, в целом:        Разработка модулей для мобильных приложений компании на iOS       Участие в формировании спецификации и документации по продукту        Более детально:        Опыт разработки мобильных приложений от 3 лет       Знание языка Swift (работа с RxSwift была бы плюсом)       Знание Objective-C (будет плюсом)       Знание принципов ООП, структур данных и паттернов проектирования       Умение работать с Coredata       Умение писать Unit-тесты       Понимание работы распределенных систем контроля версий (Git)        Будет плюсом, если вы      Знаете, что такое webSocket и работали с ними   Умеете писать на React Native      Что предлагаем :        Работа в офисе, плавающий график       Офисы в шаговой доступности от метро       Оформление по ТК РФ       Действительно дружный коллектив.       Все офисные плюшки (фитнес, английский, еда на кухне и пр)       Динамика и возможность расти горизонтально и вертикально.       Компания занимается исследовательской деятельностью в Сколково, в качестве партнера.        У нас есть офисы:        в Сколково в МСК;       в СПБ на Ладожской;       в СПБ на Озерках         ",Полная занятость,Гибкий график,От 3 до 6 лет,|Git|Coredata|RxSwift|Multithreading|Objective-C|swift,6.0,250000.0,3.0,154000.0,senior ios разработчик,Опыт разработки мобильных приложений от 3 лет. Знание языка Swift (работа с RxSwift была бы плюсом). Знание Objective-C (будет...,Разработка модулей для мобильных приложений компании на iOS. Участие в формировании спецификации и документации по продукту.,0.03333333333333333,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Екатеринбург,Сбербанк,2019-12-02T08:43:18+0300,"  Главное о Сбербанке:  Сотни тысяч наших сотрудников одновременно создают тот эффект, который ощущает почти каждый взрослый житель России, открывая приложение или заходя в отделение банка. Масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении и с любым уровнем амбиций.    Наша новая цель  — создать вокруг клиентов дружелюбную и надежную платформу сервисов, открывающую новый опыт потребления финансовых (и не только) услуг. У нас огромные возможности, большое желание меняться. Мы готовы принять талантливых и энергичных коллег для воплощения всех наших планов.       Приглашаем IOS разработчика на новый проект Корпоративно - инвестиционного бизнеса. Команда будет заниматься разработкой внутренней платформы Сбербанка, которая обеспечивает сопровождение и мониторинг деятельности застройщиков, а также дольщиков. Данная система предназначена для: сбора, анализа и отслеживания операций по кредитуемым объектам.        Вам предстоит:  • Проектирование модулей ПО • Участие в командной разработке, тестировании, оптимизации новых и существующих мобильных приложений на платформе iOS • Участие в формирование DevOps-практик        Команда ожидает, что Вы:  • Знаете Objective-C, Swift; • Имеете опыт коммерческой разработки iOS-приложений не менее года; • Имеете опыт параллельного и многопоточного программирования; • Имеете опыт разработки сетевых приложений как на уровне сокетов, так и на уровне HTTP; • Имеете опыт работы с Core Data; • Имеете опыт работы с Core Graphics; • Имеете опыт работы с XML-парсером в iOS SDK; • Умеете разбираться в чужом коде и работать с ним; • Последний год работали в аналогичной должности.       Будет плюсом: • Опыт работы в Agile; • Appium или другие фреймворки тестирования • GraphQL • Знакомство с инструментарием создания и проведения тестов; • Знание распределенных систем контроля версий (Git); • Опыт работы с bug tracking system; • Опыт работы в команде        Мы предлагаем:     Условия работы:  бессрочный трудовой договор, офис в центре города, гибкий график работы пн-пт, отсутствие строгого дресс-кода;    Уровень заработной платы , который зависит от ваших технических знаний и навыков, состоит из оклада и годового премирования;    Заботу о здоровье:  корпоративную программу ДМС (включает стоматологию, обследования, лечение заболеваний и т.д.), бесплатный тренажерный зал, страхование жизни, посещение корпоративного санатория в Крыму одному или с семьей;    Знания:  индивидуальный план обучения с учебными курсами и поездками на конференции за счет работодателя, а еще у Вас будет возможность попробовать себя в роли спикера или ментора;    Корпоративные мероприятия:  Новый год, командные выезды, участие в интеллектуальных играх. Еще мы помним о Ваших детях и дарим подарки на новый год;    Особые условия для сотрудников:  льготные условия кредитования, специальные курсы обмена валюты, дисконт-программы от партнеров банка.       Если вам нравится идея превратить «главный» банк России в передовую сервисную экосистему, будем  рады увидеть вас в команде ! ",Полная занятость,Полный день,От 1 года до 3 лет,|Objective-C|Swift|iOS|Core Data|Core Graphics,3.0,208000.0,1.0,110000.0,ios разработчик,"Знаете Objective-C, Swift. Имеете опыт коммерческой разработки iOS-приложений не менее года. Имеете опыт параллельного и многопоточного программирования. ","Проектирование модулей ПО. Участие в командной разработке, тестировании, оптимизации новых и существующих мобильных приложений на платформе iOS. Участие в формирование...",0.36666666666666664,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Екатеринбург,СКБ ЛАБ,2019-12-11T08:01:22+0300," SKB_Lab - это передовой IT-проект. Он создан для разработки абсолютно нового интернет-банка и мобильных приложений для него, как для физических, так и для юридических лиц.   Если говорить про философию работы, то мы применяем agile подходы. Исходя из этого, можно сказать, что мы гибкие - у каждого есть возможность влиять на принятие решений в проектах! Вся команда, вместе с руководством, находится в офисе в Екатеринбурге, что, несомненно, влияет на скорость принятия решений, и отсутствие бюрократии.    Мы ждем от вас:      Опыт разработки под IOS от года   Уверенное знание Swift, iOS SDK, XCode   Знание форматов XML, JSON   Умение работать с системой контроля версий   Знание классических алгоритмов и структур данных   Желателен опыт реализации собственных проектов под IOS   Стремление повышать собственный уровень профессиональной квалификации   Знание технического английского языка      Что делать:      Писать на Swift (никакого Objective-C)   Руководить командой   Разрабатывать новый функционал приложений   Дорабатывать и поддерживать существующий функционал приложений      Что предлагаем:      Уровень дохода зависит от ваших навыков и технических знаний;   Премии, не только по итогам года;   Возможность развить &quot;профессиональную мускулатуру&quot;, работая вместе с профессионалами. Познакомиться с лучшими практиками;   Возможность участвовать в развитии, предлагать идеи и технологии;   Участие в мероприятиях для профессионального развития. Тренинги, учебные курсы;   Удобное рабочее место с современной техникой;   Компенсация занятий спортом;   Оплата паркинга для автолюбителей, и Е-карта для пешеходов;   Отличный офис с великолепным панорамным видом на город, кухней (фрукты, плюшки, чай, кофе прилагаются - как без глюкозы?;)) и зонами релакса;   Велопарковка, душ, кикер, аэрохоккей, боксёрская груша и гимнастический станок;   Отлаженные процессы. Минимум бюрократии;   Лояльный график рабочего дня.      Мы ценим:       Тех, кто не боится ответственности   Тех, кто работает на результат   Тех, кто не требует микроменеджмента и постоянного менторства   Тех, кто сказал, что все будет готово в пятницу, и финишировал в четверг вечером   Тех, кто готов делиться своим опытом   Красивый код   Чувство юмора     Ждем Вас в нашем офисе! Обсудим больше подробностей.   При любых вопросах не стесняйтесь звонить или писать. ",Полная занятость,Гибкий график,От 1 года до 3 лет,|iOS|Xcode|SWIFT Alliance,3.0,208000.0,1.0,110000.0,ios разработчик,"Опыт разработки под IOS от года. Уверенное знание Swift, iOS SDK, XCode. Знание форматов XML, JSON. Умение работать с системой...",Писать на Swift (никакого Objective-C). Руководить командой. Разрабатывать новый функционал приложений. Дорабатывать и поддерживать существующий функционал приложений.,0.06666666666666667,2,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
Екатеринбург,Эксклюзив-процессинг,2019-12-10T14:58:19+0300," Обязанности:      Разработка/доработка сложных мобильных приложений на базе iOS. Мобильные приложения в различных сферах: мобильный банкинг, корпоративные приложения, картографические приложения.      Требования:      Высшее техническое образование (в сфере ИТ очень приветствуется).   Знание и опыт iOS SDK, SWIFT, Objective C, REST, JSON, Git.   Знание английского на уровне чтения и написания документации.      Условия:      Офис с удобной транспортной доступностью. Новый офисный центр в 2х минутах ходьбы от метро Уралмаш.   Хорошая заработная плата + премии по выполнению этапов проекта.   Работа в небольшой динамичной компании.   Возможна частично удаленная работа, плавающий график.   ",Полная занятость,Полный день,От 3 до 6 лет,|iOS|Objective-C,6.0,150000.0,3.0,90000.0,ios разработчик,"Высшее техническое образование (в сфере ИТ очень приветствуется). Знание и опыт iOS SDK, SWIFT, Objective C, REST, JSON, Git. ","Разработка/доработка сложных мобильных приложений на базе iOS. Мобильные приложения в различных сферах: мобильный банкинг, корпоративные приложения, картографические приложения.",0.1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Екатеринбург,DigitalHR,2019-11-20T13:20:08+0300," Компания, которая разрабатывает финансовый помощник для предпринимателей, ищет сильного и инициативного специалиста в команду iOS разработчиков.   Предстоит развивать продукт в составе кросс-функциональной команды, участвовать в проектировании API.   Cтек технологий:  Xcode, Swift, iOS 11+, Auto Layout, Alamofire, XCTest, Instruments, Cocoapods, DI (Dependency Injection), CI (fastlane).   Требования к кандидату:      Опыт разработки iOS от 3-х лет.   Наличие завершенных проектов в App Store.   Опыт анимационного дизайна.   Знание и практический опыт использования Swift.   Практический опыт разработки приложений с многопоточностью (GCD, NSOperationQueue).   Опыт работы с Git/Git-flow.   Понимание принципов SOLID, шаблонов проектирования MVC/MVVM, сетевого взаимодействия, принципов управления памятью в iOS.      Будет плюсом:      Опыт написания юнит и интеграционных тестов.   Знание английского языка.      Условия работы:      Гибкое начало дня.   Отсутствие legacy кода и бюрократии.   Курсы английского и выезды в главный офис в Англию.   Желательно присутствие в офисе на командных мероприятиях (демо, ретроспектива, планирование).   Комфортный офис в Екатеринбурге или в Москве (м. Октябрьская).      Этапы интервью:      Общение с рекрутером DigitalHR.   Техническое интервью с Team Lead.   Знакомство с CTO и командой.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,200000.0,3.0,110000.0,ios разработчик,"Cтек технологий: Xcode, Swift, iOS 11+, Auto Layout, Alamofire, XCTest, Instruments, Cocoapods, DI (Dependency Injection), CI (fastlane). ","Предстоит развивать продукт в составе кросс-функциональной команды, участвовать в проектировании API. Желательно присутствие в офисе на командных мероприятиях (демо...",0.7666666666666667,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Тензор,2019-11-18T12:19:36+0300," Мы разрабатываем и поддерживаем собственные мобильные приложения для B2B и B2C, которыми пользуемся мы сами, а также большое число наших клиентов и обычных пользователей: через приложения СБИС можно совершать видео-звонки, обмениваться сообщениями и файлами, вести календарь, работать с задачами, заказывать еду в ресторанах и бронировать столики, записываться к мастерам салонов красоты и многое другое. Примеры приложений в App Store доступны в поиске по запросу СБИС.   У нас четко выстроены процессы разработки, настроены CI/CD, пишутся UI и unit-тесты, применяется многомодульная архитектура, современный и проверенный стек технологий, вся разработка ведется на Swift 5.    Вам предстоит:      разрабатывать мобильные приложения на базе iOS для продуктов компании;   проектировать и разрабатывать большие функциональные части приложения с привлечением других программистов;   руководить командой разработчиков.      Вы наш идеальный кандидат, если вы:      отлично знакомы с языком Swift;   отлично владеете базовыми iOS фреймворками (UIKit, Foundation, CoreGraphics, CoreLocation);   умеете верстать UI как из кода, так и с помощью XIB, StoryBoards;   хорошо знакомы с GCD, NSOperation;   имеете опыт работы и четкое понимание архитектурных паттернов MVP, MVVM и VIPER;   понимаете принципы SOLID, DI и основные паттерны проектирования;   имеете опыт написания unit-тестов;   имеете опыт работы с Git;   можете читать техническую документацию на английском языке;   хотите профессионально развиваться.      С нашей стороны мы предлагаем:      возможность получить опыт профессиональной разработки;   интересную работу в квалифицированном коллективе и стабильной IT-компании;   мощный iMac или Mac Mini последних поколений;   официальное оформление;   ежемесячные премии до 20%;   вкусное и разнообразное питание по низким ценам;   ДМС, компенсация спорта/курсов английского языка;   желающие смогут повысить и/или получить навыки работы с С++.   ",Полная занятость,Гибкий график,От 3 до 6 лет,,6.0,290000.0,3.0,200000.0,senior ios разработчик,"Отлично знакомы с языком Swift. Отлично владеете базовыми iOS фреймворками (UIKit, Foundation, CoreGraphics, CoreLocation). Умеете верстать UI как из кода...",Разрабатывать мобильные приложения на базе iOS для продуктов компании. Проектировать и разрабатывать большие функциональные части приложения с привлечением других программистов. ,0.8333333333333334,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,ДартИТ,2019-12-04T13:44:16+0300," Компания    DartIT    входит в IT- кластер группы компаний ПАО &quot;Ростелеком&quot;, специализируется на создании комплексных решений для телекоммуникационного бизнеса и не только.   Мы ищем iOS-разработчика для участия в разработке мобильных личных кабинетов, приложений для торговых агентов, приложений, делающих проще коммуникации сотрудников компании и др.   Сейчас наша команда мобильной разработки состоит из разработчиков iOS и Android, системных аналитиков и тестировщиков. Всего 15 человек. И мы продолжаем расти.   У нас много планов по развитию мобильной разработки, и мы ищем людей, которым это тоже интересно. Откликайтесь на вакансию, и мы подробно расскажем и о текущих проектах и о том, что ждёт команду в дальнейшем.   Наши нынешние проекты написаны на Objective-C и Swift. Мы используем iOS SDK, различные фреймворки и сторонние библиотеки (POD), среда разработки XCode (Storyboard, Autolayout, Adaptive layout). Придерживаемся принципов SOLID, VIPER.    Нам нужен человек, который:        имеет опыт разработки мобильных приложений под iOS (Objective-C/Swift);       в курсе современных тенденций мобильной разработки;       не боится принимать решения, внедрять в работе новые подходы и технологии;       готов делиться своими знаниями и с коллегами, и с профессиональным сообществом, участвовать в конференциях и митапах,       плюсом будет наличие законченных проектов.        Мы готовы предложить:        Участие в нескольких проектах разработки мобильных приложений с разным набором задач:       есть уже существующие продукты с задачами поддержки и развития,       есть существующие проекты, с задачами редизайна, изменения архитектуры приложения,       есть новые проекты.           Хорошую команду.       Возможность влиять на развитие проектов компании.       Высокий уровень заработной платы.       Возможность участвовать в профессиональных конференциях, проходить обучение за счет компании.       Расширенный социальный пакет с возможностью выбора «плюшек».       Офис в центре города.       Гибкий график работы.     ",Полная занятость,Полный день,От 3 до 6 лет,|Objective-C|iOS|Swift,6.0,208000.0,3.0,110000.0,senior ios разработчик,Имеет опыт разработки мобильных приложений под iOS (Objective-C/Swift). В курсе современных тенденций мобильной разработки. Не боится принимать решения...,Участие в нескольких проектах разработки мобильных приложений с разным набором задач: Есть уже существующие продукты с задачами поддержки и развития. ,0.3,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Екатеринбург,Сервис заказа такси Максим,2019-12-13T14:26:36+0300,"  &quot;Максим&quot; ищет разработчиков в Екатеринбурге, Челябинске, Тюмени, Кургане и Набережных Челнах.     Кто мы:    - IT-компания, предоставляющая облачные решения в сфере такси. К нашим сервисам подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия.    Что у нас есть:    - сложный высоконагруженный сервис с миллионами пользователей по всему миру и более 5 миллионов установок в App Store.    Мы хотим найти человека, который:    - знает ООП и шаблоны проектирования, понимает принципы SOLID;   - знает iOS SDK (UIKit, Foundation, CoreGraphics, CoreLocation и др.);   - хорошо понимает клиент-серверные модели взаимодействия приложений;   - знает основные сетевые технологии;   - понимает Multithreading/GCD/NSOperationQueue;   - отлично знает Interface Builder, Storyboard, AutoLayout;   - имеет опыт работы с системами контроля версий Git;    Будем большим плюсом, если:    - есть опыт коммерческой разработки на Objective-C (Swift будем плюсом) для iOS;   - есть опубликованные IOS-приложения (AppStore).    Что мы предлагаем:    - множество интересных задач, в решении которых вы можете принять полноправное участие;   - дружелюбный коллектив профессионалов;   - корпоративное обучение;   - поездки на it-конференции;   - комфортное рабочее место;   - компенсацию питания;   - бесплатные корпоративные мероприятия (Новый Год, командные выезды и движухи);   - уровень заработной платы, который зависит от технических знаний и навыков (регулярные пересмотры при повышении результатов и качества работы). ",Полная занятость,Полный день,От 1 года до 3 лет,|Objective-C|iOS|Git,3.0,200000.0,1.0,50000.0,ios разработчик,"Мы хотим найти человека, который: - знает ООП и шаблоны проектирования, понимает принципы SOLID. - знает iOS SDK (UIKit, Foundation, CoreGraphics, CoreLocation...",хорошо понимает клиент-серверные модели взаимодействия приложений.,0.0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
Екатеринбург,Удобные Решения,2019-11-26T08:19:11+0300," Мы – компания «Удобные решения». Мы являемся разработчиком программных продуктов и мобильных приложений, а также оказываем услуги диспетчерского обслуживания. Наша миссия – создавать для людей уютный быт. Мы растем и развиваемся уже более шести лет, с 2018 года являемся частью финской компании YIT.   У нас есть два продукта:   •  OICO мобильный бытовой помощник , который помогает людям просто и быстро решать свои ежедневные задачи, связанные с домом, а управляющим компаниям развиваться и увеличивать доход;   •  Диспетчер 24  - контактный центр и электронные сервисы для управляющих компаний.   В настоящее время мы ищем талантливого  разработчика  для решения интереснейших задач стоящих перед нашей молодой и дружной командой.    Задачи, которые предстоит выполнять:      разработка и сопровождение приложения на iOS      Мы ожидаем от вас:      знание Swift 4;   понимание принципов работы Swift Optional;   умения использовать основные структуры данных;   знание AutoLayout и Storyboard;   знание Multithreading/GCD/NSOperationQueue;   понимание архитектур VIPER, MVVM, MVP, Redux;   знание и опыт применения принципов проектирования SOLID;   знание основных шаблонов проектирования и опыт их применения;   опыт работы c RxSwift, CoreData, Git;   желателен, но необязателен опыт работы с фреймворками Swinject, SwinjectStoryboard, LightRoute.      Мы предлагаем:      конкурентоспособную заработную плату по результатам собеседования, мы рассматриваем ожидания успешных кандидатов;   100% белую заработную плату, с выплатами 2 раза в месяц;   официальное трудоустройство по ТК РФ, полный соц пакет;   уютный офис в центре города: ул. Розы Люксембург 69/2;   молодой и дружелюбный коллектив, поддержку коллег и обучение за счет компании.      Наши преимущества:      минимум бюрократии;   максимум демократии;   работа над продуктом в стадии активного развития;   постоянное взаимодействие с командой;   возможность влиять на приоритеты задач;   достойный оклад.      Что будет, после того, как мы получим Ваш отклик:      организационный телефонный разговор с HR;   знакомство с кем-то из нашей команды разработчиков hangouts;   тестовое задание на дом (на 1-2 дня, в удобное время);   личная встреча с нашим CEO и TeamLead и решение в течение дня.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,208000.0,1.0,100000.0,ios разработчик,Знание Swift 4. Понимание принципов работы Swift Optional. Умения использовать основные структуры данных. Знание AutoLayout и Storyboard. Знание Multithreading/GCD...,Разработка и сопровождение приложения на iOS.,0.5666666666666667,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
