city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,ведение переговоров,b2b продажи,управление проектами,работа в команде,активные продажи,грамотная речь,телефонные переговоры,развитие продаж,навыки продаж,поиск и привлечение клиентов,other
Москва,"Русские базовые информационные технологии, Научно-производственное объединение",2019-12-03T09:25:04+0300,"  В ГК Astra Linux, одну из компаний холдинга Русбитех, требуется менеджер по продажам.     Компания Astra Linux — лидер российского рынка информационных технологий в области разработки программного обеспечения, в том числе операционных систем семейства Astra Linux и платформ виртуализации. Мы на рынке с 2008 года и уверенно опережаем конкурентов в части успешных внедрений Российских операционных систем на рынке B2B и B2G.   В нашем активе сегодня:   - заслуженная репутация лидера импортозамещения в сфере IT   - более 100 успешных кейсов замещения западного ПО нашими продуктами   - первое место на рынке российских операционных систем   - более 500 000 проданных лицензий   - пул заказчиков, среди которых ведущие российские корпорации, а также министерства и ведомства РФ   - более 200 человек, включая разработчиков, специалистов техподдержки и сотрудников коммерческого блока   - членство и совместная работа в международной некоммерческой организации The LinuxFoundation и Document Foundation   - собственные запатентованные технологии защиты информации, не имеющие мировых аналогов   Наша цель – стать Национальной операционной системой и одним из лидеров разработчиков программных продуктов в России, и мы уже перестраиваем российский IT-рынок, вытесняя западных вендоров и создавая собственную инфраструктуру информационных систем. Мы прирастаем не менее чем на 200% в год и не собираемся останавливаться на достигнутом. Наши продукты востребованы на международной арене: страны СНГ, Индия, ряд европейских государств и стран Азии уже проводят пилотные тестирования решений Astra Linux. Мы амбициозны, мы постоянно поднимаем планку для себя и для всего рынка, завышаем планы и перевыполняем их! Если ваша жизненная позиция совпадает с нашей – добро пожаловать в команду Astra Linux!    Обязанности:      Обработка входящих запросов;   Налаживание стратегических партнерских отношений с государственными и коммерческими организациями, дальнейшее сопровождение;   Развитие и поддержание отношений с существующими и новыми клиентами;   Полный цикл продаж: общение по телефону, входящие запросы, проведение встреч, отправление коммерческих предложений;   Планирование и прогнозирование собственной работы и продаж;   Участие в профильных выставках и конференциях;   Взаимодействие с отделами компании;   Предоставление отчетности руководителю отдела;   Представление интересов Компании в рамках своих полномочий;   Выполнение распоряжений руководителя.     Требования:     Высшее образование;   Знание и применение на практике принципов тайм-менеджмента;   Системное мышление;   Высокие коммуникативные навыки;   Грамотная устная и письменная речь;   Готовность к работе с режиме overload;   Стрессоустойчивость;   Широкий кругозор, понимание бизнес-процессов, общие представления о сфере IT технологий;   Навыки делового общения по телефону;   Ответственность, быстрая обучаемость, гибкость и адаптивность, нацеленность на результат, желание расти и развиваться в команде;   Преимуществами будут: успешный опыт продаж в сфере B2B/B2G, навыки проведения деловых переговоров, знание IT рынка.     Условия:     Работа в крупной, динамично развивающейся IT-компании;   Работа на растущем формирующемся рынке;   Дружный коллектив;   Оформление по ТК РФ, оплачиваемый отпуск и больничный лист ;   Офис в 2 минутах ходьбы от станции метро Нагатинская;   Конкурентная заработная плата, обсуждается с успешным кандидатом (система премирования);   Интересные задачи и возможности для карьерного и профессионального роста ;   Обучение за счет компании;   Бесплатная парковка рядом с метро;   Оплачиваемая мобильная связь.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,108205.1724137931,1.0,79913.68421052633,менеджер по продажам,Высшее образование. Знание и применение на практике принципов тайм-менеджмента. Системное мышление. Высокие коммуникативные навыки. Грамотная устная и письменная речь. ,"Обработка входящих запросов. Налаживание стратегических партнерских отношений с государственными и коммерческими организациями, дальнейшее сопровождение. Развитие и поддержание отношений с существующими...",0.3333333333333333,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,Сбербанк,2019-11-27T15:49:02+0300,"  Функции:      Управление и координация команды аудиторов;   Проверка стратегических проектов банка.      Сфера деятельности :     Аудит/проверки вопросов деятельности цифровых и технологических (в сфере ИТ, телекома, медиа, агрегаторы, стартапы и т.д.) дочерних компаний Банка в части ИТ, проектной деятельности и кибербезопасности.      Требования:      Полное высшее техническое (прикладная математика) или финансово-экономическое образование;   Наличие специализированного образования в области информационной безопасности;   Знания организации и специфики бизнес - среды Банка;   Знания национальных и международных стандартов/требований в области ИТ, а также по обеспечению информационной безопасности/ кибербезопасности;   Опыт работы в области организации и обеспечения информационной безопасности/ кибербезопасности;   Знание ИТ-технологий, архитектуры прикладных систем, ИТ-инфраструктуры;   Опыт работы в аудите ИТ или архитектуры ИТ-систем;   Навыки решения нестандартных задач и выработка инновационных методов их решения. Навыки презентации результатов перед руководством Банка;   Навыки продажи аудиторского продукта;   Навыки проведения переговоров и деловых встреч;   Умение ставить задачи и отвечать за получение конечного результата;   Знание английского языка на уровне B2;   Опыт руководящей работы от 1 года (как плюс);   Навыки работы с MS Office, MS Project.      Личностные характеристики      Ответственность, открытость, стрессоустойчивость, коммуникабельность, лидерство в команде, умение взаимодействовать с трудными клиентами.      Условия:      Карьерный рост и профессиональное развитие;   Насыщенная корпоративная жизнь и развитая корпоративная культура;   Свободный доступ в спорт-зал в пределах офиса;   Конкурентная зп (оклад плюс премия: квартальная/годовая) обсуждаются на финальном интервью.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,108205.1724137931,1.0,79913.68421052633,менеджер направления отдела аудита информационных технологий,Полное высшее техническое (прикладная математика) или финансово-экономическое образование. Наличие специализированного образования в области информационной безопасности. Знания организации и специфики...,"Управление и координация команды аудиторов. Проверка стратегических проектов банка. Аудит/проверки вопросов деятельности цифровых и технологических (в сфере ИТ, телекома...",0.5333333333333333,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,WILDBERRIES,2019-12-09T13:55:58+0300,"  Пожелания к вашему опыту:      Опыт работы на аналогичной должности от 2 лет.   Технический кругозор (понимание в сферах маркетинга, UI/UX, web, mobile, в процессах аналитики и тестирования, знание методологий разработки).   Опыт анализа данных и обработки информации (Firebase).   Умение оценивать и декомпозировать задачи, распределять их на команды внутри отдела и внешние отделы.      Обязанности:      Составление и ведение roadmap команды.   Планирование и ведение задач.   Описание ТЗ задач в Confluence.   Ведение доски и задач в YouTrack.   Участие в составлении контрактов/спецификаций на api.   Опыт ведения крупных проектов.   Опыт работы в больших командах от 10 человек.   Умение работать с большим потоком задач.      Мы предлагаем:      Сложные и интересные проекты (участие также и с нуля).   Возможности для профессионального развития и роста.   Участие в конференциях, Meetups и Tech Talks.   Позитивная атмосфера и дружный коллектив.      Офис в БЦ «Куликовский»      Просторный open-space с панорамными окнами в 5 минутах от метро.   Социальная инфраструктура, прекрасный парк в пешей доступности.   Современное «Железо» на выбор для эффективной работы.   Мягкие зоны на этажах, релакс-зона на мансарде.      Корпоративные бонусы      Скидки на продукцию компании и подарки на день рождения, пункт самовывоза в офисе.   Футбольный и волейбольные клубы.   Утренние практики вместе с клубом WBYoga.   Корпоративные скидки в фитнес-клубы рядом с офисом.   Возможность гибкого начала рабочего дня.   Компенсация обедов, фрукты и снеки, ароматный чай и кофе.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Разработка технических заданий|Аналитическое мышление|Анализ данных,3.0,108205.1724137931,1.0,79913.68421052633,менеджер,"Пожелания к вашему опыту: Опыт работы на аналогичной должности от 2 лет. Технический кругозор (понимание в сферах маркетинга, UI/UX...",Составление и ведение roadmap команды. Планирование и ведение задач. Описание ТЗ задач в Confluence. Ведение доски и задач в YouTrack. ,0.13333333333333333,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Москва,EY (Эрнст энд Янг),2019-12-11T12:48:30+0300," Группа улучшения бизнес-технологий и ИТ занимается оптимизацией бизнес-процессов различного рода, специализации и масштаба, автоматизацией процессов, которые требуют кропотливой работы многочисленного персонала. EY является признанным мировым лидером по внедрению SAP-решений*, и это звание мы заслужили благодаря индивидуальному подходу к каждой новой проблеме или ситуации клиента. Мы находим наилучшие решения с учетом современных средств ИТ, используя качественный анализ данных и экспертную оценку специалистов EY различного профиля и уровня.    Что вас ждет на данной позиции:      Реализация масштабного полнофункционального проекта бизнес-трансформации и внедрения SAP S\4 в роли Лидера направления процессов SCM:    Закупки и управление запасами;   Сбыт;   Управление техническим обслуживанием и ремонтом оборудования;       Формирование целевых процессов, проработка Дизайна системы и Проектных решений:    Работа с Владельцами Процессов Компании по разработке целевых процессов, управление ожиданиями, проработка и контроль бизнес-кейса;   Организация работ проектных команд в рамках Направления SCM;   Проработка архитектуры решения;       Проведение Интеграционного тестирования;   Организация работ по миграции данных, контроль Cut-over плана;   Организация Hyper Care поддержки на период продуктивного старта;      Требования:      Высшее техническое или экономическое образование;   Не менее трех лет опыта работы в сфере внедрения SAP SCM в роли руководителя (team lead), опыт проектов полного цикла, желательно участие в проектах нового внедрения и в ролл-аутах;   Уверенное знание бизнес-процессов и опыт участия в проектах цифровой и процессной трансформации;   Знание принципов интеграции с другими модулями SAP;   Опыт работы с программами управления проектами и документации: SAP Solution Manager, HP ALM, IBM Clear Quest;   Знание методологии и стандартов по разработке и внедрению информационных систем;   Опыт написания проектной документации: функциональных спецификаций, пользовательских инструкций, сценариев тестирования;   Владение английским языком на уровне не ниже Intermediate, способность общаться в англоязычной команде, знание английских терминов SAP;      Условия:      Возможность работать на одном из крупнейших проектов по внедрению SAP на российском рынке - проект гринфилд;   Работа в международной компании;   Конкурентоспособная заработная плата и полное оформление по ТК;   Прозрачные возможности карьерного и профессионального роста, профессиональных сертификаций;      Ваши возможности в EY:    Работа в EY — это мотивирующий и важный опыт в вашей карьере: на крупных инновационных проектах российских и международных клиентов вы действительно узнаете свои возможности и найдете достойное применение своим профессиональным навыкам и опыту. Вас ждет все, чего вы могли ожидать от работы в международной компании: возможности профессионального роста, конкурентоспособная заработная плата, сложные и интересные задачи, свобода в принятии решений, клиенты мирового уровня, качественная техническая поддержка, команда настоящих специалистов и свобода в определении собственного карьерного пути.   В EY вы сможете совместить идеальную карьеру и действительно важную роль — каждый день вы сможете совершенствовать мир бизнеса, предоставляя услуги высшего качества, не жертвуя личными приоритетами и развиваясь лично и профессионально.    *IDC’s MarketScape Worldwide SAP Implementation Services Ecosystem 2018 Vendor Assessment  ",Полная занятость,Полный день,Более 6 лет,|SAP ERP|SAP MM|Android SDK|SCM,,108205.1724137931,6.0,79913.68421052633,старший менеджер \ директор группа улучшения бизнес технологий и ит,Высшее техническое или экономическое образование. Не менее трех лет опыта работы в сфере внедрения SAP SCM в роли руководителя (team...,Реализация масштабного полнофункционального проекта бизнес-трансформации и внедрения SAP S\4 в роли Лидера направления процессов SCM: Закупки и управление...,0.06666666666666667,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Москва,Нетвелл,2019-12-10T12:04:48+0300," Компания  NETWELL  является официальным дистрибутором высокотехнологичного оборудования на территории России и стран СНГ. Уже более 16 лет мы занимаемся продвижением на российский рынок самых современных и передовых решений от всемирно известных производителей ИТ оборудования. В связи с расширением, мы открываем новую вакансию:  Менеджер по развитию бизнеса NetApp/ Менеджер по продукту         Задачи:    ∙ Развитие бизнеса по направлению Системы хранения данных NetApp (в выделенном пуле партнеров).   ∙ Работа с партнерами: инициация проектов, проработка спецификаций, расценка, мониторинг и поддержка сделок.   ∙ Выстраивание отношений с партнерами и коммуникация с вендором.   ∙ Повышение компетенций в компаниях-партнерах по продуктам NetApp.   ∙ Участие в маркетинговых активностях.                Требования:    ∙ Опыт работы в ИТ-сфере от 3 лет.   ∙ Технические знания в области продуктов Системы Хранения Данных и ИТ-рынка в целом.   ∙ Желательно понимание дистрибьюторского бизнеса.   ∙ Навык чтения презентаций, как плюс.   ∙ Главное – желание развиваться и интерес к работе.   ∙ Нам важны: Ваша вовлеченность в деятельность направления, нацеленность на результат и способность к самоорганизации.                Условия работы:    ∙ Теплая атмосфера в дружном молодом коллективе;   ∙ Уровень оплаты обсуждается с успешным кандидатом;   ∙ Оформление согласно ТК РФ;   ∙ Медицинская страховка (оформляется после прохождения испытательного срока);   ∙ Мобильная корпоративная связь;   ∙ Комфортабельный офис рядом с м. Павелецкая, Пролетарская (15 минут пешком).     ",Полная занятость,Полный день,От 3 до 6 лет,|СХД|Netapp|Дистрибуция|развитие партнеров,6.0,108205.1724137931,3.0,79913.68421052633,менеджер по развитию бизнеса netapp менеджер по продукту,Опыт работы в ИТ-сфере от 3 лет. ∙ Технические знания в области продуктов Системы Хранения Данных и ИТ-рынка в...,"Развитие бизнеса по направлению Системы хранения данных NetApp (в выделенном пуле партнеров). ∙ Работа с партнерами: инициация проектов, проработка спецификаций, расценка...",0.1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Москва,ПАЛ,2019-12-13T09:10:16+0300," Компания PAL является официальным сервисным партнером B2C площадки Aliexpress.com и Tmall на территории России. Осуществляет подключение продавцов к торговой площадке.   В связи с открытием нового направления, приглашает на постоянную работу:Оператора Call-center / менеджера по продажам / менеджера по работе с клиентами.        Обязанности:      Регистрация поставщиков на площадке.   Работа с действующей клиентской базой.   Увеличение существующей базы.   Знание компьютера.   Ведение переговоров.   Ответственность     Требования:     Образование не ниже среднего.   рассматриваются кандидаты на неполный рабочий день.   Желание зарабатывать.   Отличные коммуникативные навыки, умение работать в высоком темпе.   Стремление расти и развиваться.   Грамотная письменная и устная речь.   Опыт работы в должности: не требуется.     Условия:     Молодой, позитивный, развивающийся коллектив.   Выплаты 2 раза в месяц   Офис в пешей доступности от ст.м. Пролетарская, Крестьянская застава, Волгоградский проспект.   Прогнозируемый карьерный рост.   Заработная плата: от 25000 рублей.   компенсация питания.   испытательный срок 2 дня   График 5/2‚ с 09.00 до 18:00 ; (ст.м. Пролетарская, Крестьянская застава, Волгоградский проспект).   ",Полная занятость,Полный день,Нет опыта,|Поиск и привлечение клиентов|Холодные продажи|исходящие звонки|Консультирование клиентов по телефону|B2B Продажи|B2C продажи|Грамотная речь|Активные продажи|Навыки работы с возражениями|телефонные продажи|Телефонные переговоры|Холодные звонки|работа с текущей базой клиентов|Ведение клиентской базы|Навыки продаж|Навыки телефонных продаж|Работа с людьми|Консультативные продажи,,70000.0,,25000.0,оператор сall центра менеджер по работе с клиентами,"Образование не ниже среднего. Рассматриваются кандидаты на неполный рабочий день. Желание зарабатывать. Отличные коммуникативные навыки, умение работать в высоком темпе. ",Регистрация поставщиков на площадке. Работа с действующей клиентской базой. Увеличение существующей базы. Знание компьютера. Ведение переговоров. Ответственность.,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1
Москва,Маркет Мьюзик,2019-12-12T10:42:38+0300," Market Music - международная компания, специализирующаяся в области аудиомаркетинга и систем Digital Signage. Мы разрабатываем уникальное решение для рынка, которое объединяет в себе технологии Computer Vision, BigData analysis, AI и Media Streaming. Работаем с крупнейшими мировыми и российскими брендами (McDonalds, KFC, Л’этуаль, Татнефть, Альфа Банк и др.), экспортируем продукты в страны ближнего и дальнего зарубежья. Являемся резидентами некоммерческих организаций Skolkovo и RusSoft.   Наш самый ценный ресурс — это наша команда.  Мы ищем  еще одного аккаунт менеджера, основная роль которого будет заключаться в полном цикле обслуживания клиентов компании.   Если у вас есть непреодолимое желание участвовать в интересных проектах на стыке аудиомаркетинга и информационных технологий, получить бесценный опыт ведения крупных многолетних проектов, познакомиться с огромным количеством профессионалов, добро пожаловать в нашу команду.    Обязанности:        работа с клиентами компании (отсутствие холодных звонков и поиска новых клиентов),       построение и поддержание долгосрочных отношений с менеджерами и лицами принимающими решения крупных сетевых клиентов по текущим контрактам,       развитие эффективных отношений с клиентами компании (up-sale),       участие, контроль во всех этапах реализации проектов, тесное сотрудничество с техническими и арт отделами компании,       самостоятельное ведение всех стадий договора: подготовка и согласование документов (договоры, счета, доп соглашения, акты), исполнение обязательств по договору,       контроль дебиторской задолженности,     работа в CRM системе .          Требования:      высшее образование,   опыт работы аккаунт менеджером от 2 лет. Понимание методов и специфики работы с крупным компаниями,   опыт работы с основными документами (Договор, доп соглашение, закрывающие акты),     уверенный пользователь MS Office (Word, Excel, PowerPoint),       навыки ведения деловой переписки,     умение выстраивать хорошие, доверительные отношения с клиентами,   отличные организаторские навыки: системность, гибкость, умение работать в команде, креативность,   умение грамотно и кратко излагать свои мысли в письменной и устной форме,   умение выставлять приоритеты при работе с большим количеством задач.          Условия:      наш офис находится в деловом квартале на берегу Москва-реки. Современный и уютный офис,   оформление по ТК РФ с первого дня работы,   испытательный срок до 3 месяцев,   график работы с 9-00 до 18-00,   стабильная заработная плата : оклад + премия за выполнение KPI,   профессиональное развитие, построение долгосрочной карьеры в компании.   ",Полная занятость,Полный день,От 1 года до 3 лет,|MS Word|MS Excel|MS PowerPoint|Офисная техника|Ведение переговоров|Деловая переписка|Организаторские навыки|Заключение договоров,3.0,100000.0,1.0,70000.0,менеджер,Высшее образование. Опыт работы аккаунт менеджером от 2 лет. Понимание методов и специфики работы с крупным компаниями. Опыт работы с...,Работа с клиентами компании (отсутствие холодных звонков и поиска новых клиентов). Построение и поддержание долгосрочных отношений с менеджерами и лицами...,0.03333333333333333,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Москва,АТБ,2019-12-13T12:40:10+0300," Обязанности:     Календарное планирование проектов;   Постановка задач исполнителям, контроль сроков выполнения и качества;   Участие в мозговых штурмах, предложение идей, принятие решений;   Коммуникация с заказчиком, ведение деловой переписки;   Ведение документооборота.     Требования:     Наличие опыта управления проектами и / или группами разработчиков;   Неравнодушие к работе, желание всему научиться и улучшать процессы;   Практический опыт работы в сфере создания и поддержки интернет-проектов не менее года;   Грамотная устная и письменная речь, умение просто и понятно формулировать мысли;   Техническая грамотность, коммуникабельность, ответственность;   Готовность постоянно развиваться и извлекать пользу из приобретенного опыта.     Условия:     Работа с крупным клиентом;   Возможность прокачаться у доброжелательных коллег с разными компетенциями;   Оплата профильных курсов;   Возможность расширить профессиональный кругозор, набраться опыта и поработать над highload проектами.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Деловая переписка|Грамотная речь|Деловая коммуникация|Работа в команде|Документооборот,3.0,108205.1724137931,1.0,79913.68421052633,менеджер интернет проектов,"Наличие опыта управления проектами и / или группами разработчиков. Неравнодушие к работе, желание всему научиться и улучшать процессы. Практический опыт работы...","Календарное планирование проектов. Постановка задач исполнителям, контроль сроков выполнения и качества. Участие в мозговых штурмах, предложение идей, принятие решений. ",0.0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Москва,"Орматек, ГК",2019-12-12T15:04:51+0300,"  Группа компаний «Орматек», лидер российского рынка товаров для сна и мебели для спальни, объявляет конкурс на должность младший бренд-менеджер (Private Label).     Обязанности:        Анализ продаж и маржинальности в разрезе каналов сбыта/категорий клиентов/брендов/товарных категорий и др.       Анализ конкурентов, формирование ответных тактик (в т.ч. ассортимента) на действия игроков рынка.       Анализ оптовых и розничных клиентов, выявление потребительских трендов, сегментация и разработка кастомизированных предложений.       Ведение ассортимента под маркой брендов партнерских компаний, взаимодействие с продакт-менеджерами и менеджерами продаж.       Разработка позиционирования брендов/коллекций.       Разработка маркетингового сопровождения по бренду/коллекции.       Координация и согласование подготовки и запуска ассортимента.       Координация и согласование подготовки рекламно-информационных материалов (оффлайн/онлайн).       Подготовка данных по брендам для отдела обучения/клиентов.       Подготовка отчетов по факту реализации маркетинговой стратегии.       Реагирование на текущие запросы менеджеров по продажам.       Контроль соблюдения внутренних профильных регламентных документов.        Требования:        Высокий уровень аналитических и коммуникативных навыков.       Умение работать с большим объемом информации.       Навык выявления потребности.       Навыки формирования презентаций.       Умение принимать взвешенное решение, отстаивать свою точку зрения.       Знание основных маркетинговых инструментов и умение их применять.       Опыт взаимодействия с сотрудниками отделов маркетинга, рекламы, отделов продаж.       Понимание структуры B2B продаж.           Условия:        Работа в компании федерального уровня.       Оформление согласно ТК РФ.       Официальная заработная плата: оклад + бонус (итоговый доход обсуждается с успешными кандидатами на собеседовании).       Профессиональный рост и реализация масштабных проектов.       График работы с 09.30 до 18.00.       Оплата мобильной связи.       Скидки на продукцию компании.     ",Полная занятость,Полный день,Нет опыта,|Маркетинговый анализ|B2B Продажи|MS PowerPoint|Торговый маркетинг|Планирование продаж,,90000.0,,70000.0,младший бренд менеджер,Высокий уровень аналитических и коммуникативных навыков. Умение работать с большим объемом информации. Навык выявления потребности. Навыки формирования презентаций. ,"Анализ продаж и маржинальности в разрезе каналов сбыта/категорий клиентов/брендов/товарных категорий и др. Анализ конкурентов, формирование ответных тактик...",0.03333333333333333,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Москва,АЛИБАБА.КОМ (РУ),2019-12-04T12:58:28+0300,"   Job description:       Cooperation with payment institutions and foreign exchange trading institutions, responsible for AliExpress payment Experience and payment success rate improvement;   Design a trading product that meets the local consumer and cross-border sales experience, and continue to improve the product;   Deep analysis of e-commerce business, from the perspective of customer experience, quickly find user pain points and propose effective solutions;   In-depth collection and analysis of the status quo of advanced cross-border payment and foreign exchange services in the industry, keeping up with industry trends, and producing product solutions and promoting their landing.       Requirements:        Experience in international payment institutions/foreign exchange institutions/e-commerce platforms, or experience in exchange and international funds settlement and settlement;   Familiar with the payment industry, with deep product planning, standard definition and data analysis skills;   Have a good overall concept, clear and agile thinking, good at cross-sectoral cross-regional communication, multi-task;   Excellent cross-culture coordination experience, and more cross-team project implementation experience;   Open minds and focus on user experience, identify market opportunities, build complete business.       What we offer:       A great environment and ability to learn;   Competitive salary;   Comfortable office in Moscow-city with great views, limitless coffee and fresh fruits;   Being a part of an international team of daydreamers.   ",Полная занятость,Полный день,От 3 до 6 лет,|Product Management|Presentation skills|Project management|Market Research|Customer Service,6.0,108205.1724137931,3.0,79913.68421052633,менеджер,"Experience in international payment institutions/foreign exchange institutions/e-commerce platforms, or experience in exchange and international funds settlement and...","Cooperation with payment institutions and foreign exchange trading institutions, responsible for AliExpress payment Experience and payment success rate improvement. ",0.3,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
