city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,seo,seo оптимизация,google analytics,html,яндекс.метрика,css,поисковая оптимизация сайтов,составление семантического ядра,внутренний аудит сайта,копирайтинг,other
Москва,Ануфриев Е.П.,2019-12-06T10:37:40+0300,"      Обязанности:     Продвижение сайтов компании по конкретным ключевым словоформам в ПС Яндекс и Google, оптимизация, поднятие и поддержание их в ТОП: 1-5.   Дополнение, изменение контента, модулей и функционала сайтов по требованию руководства и в рамках SEO-оптимизации.   Взаимодействие с соц. сетями и понимание серых схем продвижения.    Требования:    Опыт работы: от 2 лет, отличное знание и практическое применение методов SEO-продвижения сайтов по конкретным ключевым словоформам (портфолио обязательно), знание факторов ранжирования ПС; умение пользоваться Яндекс.Метрикой, Яндекс. Вебмастером, Google Search, Console, Google Analytics;     ",Полная занятость,Полный день,От 1 года до 3 лет,|Поисковая оптимизация сайтов|Социальные сети,3.0,111000.0,1.0,60000.0,seo специалист,"Опыт работы: от 2 лет, отличное знание и практическое применение методов SEO-продвижения сайтов по конкретным ключевым словоформам (портфолио обязательно...","Продвижение сайтов компании по конкретным ключевым словоформам в ПС Яндекс и Google, оптимизация, поднятие и поддержание их в ТОП: 1...",0.23333333333333334,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Москва,Пан Чемодан,2019-12-05T10:20:28+0300,"     О нас:   «Пан Чемодан» - это сеть современных бутиков, специализирующихся на продаже женских и мужских аксессуаров для повседневной жизни, работы и путешествий.   За годы работы мы сформировали крепкую команду профессионалов, которых объединяет одна цель, - предложение покупателям уникального выбора сумок, чемоданов, рюкзаков и других изделий известных брендов-производителей в сегментах middle и premium.        Обязанности:    - Составление рекомендаций по изменению сайта с целью улучшения индексации, привлечения трафика, оптимизации кода и внутренней структуры сайта;   - Составление рекомендаций по улучшению коммерческих факторов и юзабилити сайта;   - Сбор и расширение семантики. Постоянная актуализация;   - Кластеризация запросов и распределение по страницам;   - Контроль позиций и статистики сайта;   - Составление ТЗ для копирайтеров, дизайнеров и разработчиков;   - Регулярный анализ конкурентов        Чего мы ждем от кандидата:    - Опыт работы по продвижению онлайн-магазинов от 3 лет, наличие портфолио;   - Знание основных алгоритмов ранжирования и степени их влияния на сайт;   - Опыт работы с сервисами по кластеризации запросов и другими сервисами автоматизации;   - Навыки внутренней оптимизации (перелинковка‚ анализ контента, текстовый анализ с использованием текстового анализатора);   - Проведение комплексного SEO аудита сайтов компании самостоятельно, либо с помощью подрядчиков   - Составление рекомендаций по изменению сайта с целью улучшения индексации, привлечения трафика, оптимизации кода и внутренней структуры сайта, подготовка ТЗ для технических специалистов   - Оперативное реагирование на изменение алгоритмов поисковых систем   - Проведение конкурентного анализа и выработка рекомендаций   - Трекинг видимости сайта, анализ эффективности проведенных мероприятий   - Регулярный анализ данных систем веб-аналитики (Яндекс.Метрика, Google Analytics и другие)         Уважаемые соискатели, просим обратить внимание:     В сопроводительном письме необходимо указать URL проектов, которыми вы занимались.        Условия:     Уровень заработной платы обсуждается на интервью;   График работы 5/2 10:00 -18:00 - только полный рабочий день в офисе, фриланс не рассматриваем;   Оформление по ТК РФ; Возможность приобретать товар со скидками! Современный светлый офис в 12 минутах ходьбы от м. Динамо или м. Аэропорт или ЦСКА или 2 остановки на транспорте. (БЦ &quot;Аэродом&quot;). ",Полная занятость,Полный день,От 3 до 6 лет,|SEO оптимизация|Google Analytics|SEO|Яндекс.Метрика|Веб-аналитика,6.0,111000.0,3.0,73888.88888888889,seo оптимизатор,"Опыт работы по продвижению онлайн-магазинов от 3 лет, наличие портфолио. - Знание основных алгоритмов ранжирования и степени их влияния на...","Составление рекомендаций по изменению сайта с целью улучшения индексации, привлечения трафика, оптимизации кода и внутренней структуры сайта. - Составление рекомендаций по...",0.26666666666666666,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
Москва,Кадровое агентство Инны Стасилович,2019-12-04T10:30:27+0300,"  Кто мы:  «Маркетплэйс», онлайн платформа по продаже билетов на спортивные и культурные мероприятия. Резиденты «Сколково». Стартовали в 2016 г.   На нашей площадке зарегистрировано около 3,9 тыс. продавцов, ежемесячно ее посещает 90 тыс. пользователей. В 2018 году наш оборот превысил 145 млн руб.    Ищем в свою команду Специалиста по SEO.    Обязанности:      Глубокий аудит проекта и аналитика: выявление проблем, мешающих продвижению, а также потенциальные точки роста.   Разработка стратегии поискового продвижения;   Внутренняя и внешняя оптимизация сайтов. Повышение релевантности страниц.   Анализ поведения конкурентов в поисковых системах.   Взаимодействие с другими специалистами: постановка технических заданий копирайтерам, на бекэнд и фронтэнд и др.      Мы ищем человека:      Самостоятельного и уверенного в принятии правильных решений;   С аналитическим складом ума;   Отслеживающего все важные изменения в мире поисковых систем;      Мы предлагаем:      Конкурентную зарплату (обсуждаем с каждым кандидатом) фикс до 90 000 руб + KPI;   Бонусы и премии за результат;   Интересные и амбициозные задачи в крутых проектах;   Ресурсы на реализацию смелых идей, идущих на пользу маркетплейсу;   Работу в офисе в стиле &quot;лофт&quot; недалеко от метро &quot;Улица 1905 года&quot;.      Что мы ожидаем от Вас:      Высшее образование;   Опыт работы на должности специалиста SEO от двух лет;   Желателен опыт работы с аналогичными / конкурентными тематиками;   Понимание различий в способах продвижения в Яндекс и Google;   Знание и использование в работе профессиональных инструментов;   Умение эффективно работать с большими объемами данных.       ",Полная занятость,Полный день,От 1 года до 3 лет,|SEO оптимизация|Google Analytics|Яндекс.Метрика|СЯ|Составление семантического ядра|Продвижение сайтов,3.0,150000.0,1.0,73888.88888888889,seo специалист,Самостоятельного и уверенного в принятии правильных решений. С аналитическим складом ума. Отслеживающего все важные изменения в мире поисковых систем. ,"Глубокий аудит проекта и аналитика: выявление проблем, мешающих продвижению, а также потенциальные точки роста. Разработка стратегии поискового продвижения. ",0.3,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1
Москва,еАптека,2019-11-14T16:54:25+0300," Eapteka.ru — сервис для покупки лекарств и товаров для здоровья как онлайн, так и в собственной аптечной сети. Ежедневно сайтом и приложением пользуется более 300 000 пользователей, и наша главная цель — сделать процесс покупки максимально комфортным и прозрачным. Наши преимущества: демократичные цены, круглосуточная работа, срочная доставка, наличие редких препаратов и современные технологии.   Сервис работает с 2007 года — за 12 лет мы вошли в число лидеров рынка и по количеству заказов, и по качеству клиентского сервиса. Мы дорожим репутацией перед клиентами, поставщиками и производителями, непрерывно инвестируем в технологии и логистику, улучшаем условия для сотрудников, чтобы их работа была продуктивной и приносила удовольствие. Ищем в команду  SEO-специалиста.     Основные задачи на 3 месяца:      сформировать roadmap задач по внутренней оптимизации;   наладить процесс создания контента под нужды SEO;   найти новые точки роста в виде новых лендингов;   запустить 3 эксперимента по внутренней оптимизации отдельных страниц;   разработать ТЗ на запуск новых регионов на сайте.      Чем предстоит заниматься:      поисковой оптимизацией сайта с целью роста заказов из поисковых систем;   участвовать в продуктовой стратегии развития сайта;   курировать создание контента и категоризации товаров;   сбор семантического ядра;   управлением удаленными сотрудниками;   развитием внутренних инструментов.      Мы ждем от кандидата:      высокий уровень ответственности;   минимум 3 года в SEO;   опыт работы с крупными сайтами (от 1000 продвигаемых страниц) в портфолио;   знание seo-инструментария и сервисов;   знание инструментов веб-аналитики;   понимание принципов веб-разработки (чтобы корректней ставить задачи).      Плюсом будет:      опыт работы in-house;   опыт управления штатными сотрудниками или фрилансерами;   понимание принципов разработки продуктов;   знание аналитики (mysql/power bi/python)      Условия:      официальное трудоустройство;   минимум бюрократии;   интересная ниша;   собственная автоматизированная SEO-система;   ресурсы для SEO-задач;   хороший и известный продукт.​​​​​     В нашу растущую компанию мы ищем инициативных и ответственных специалистов, которые будут разделять наши ценности и корпоративную культуру, где на первом месте — улучшение качества жизни и забота о здоровье людей.   Работа в Eapteka.ru — это большая сплоченная команда, где каждый сотрудник, вне зависимости от должности и круга обязанностей, вносит вклад в общее дело и способствует достижению результатов. Мы предлагаем комфортный офис, белую зарплату и возможность профессионального и финансового роста внутри компании.     ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,111000.0,3.0,100000.0,seo специалист,Высокий уровень ответственности. Минимум 3 года в SEO. Опыт работы с крупными сайтами (от 1000 продвигаемых страниц) в портфолио. ,Сформировать roadmap задач по внутренней оптимизации. Наладить процесс создания контента под нужды SEO. Найти новые точки роста в виде новых...,0.9666666666666667,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Москва,SEO-Интеллект,2019-11-21T10:54:21+0300," Нравится работать с сайтами? Хочешь развиваться?    Тогда тебе к нам! Интересные проекты, собственные инструменты, хороший коллектив.     ТОЛЬКО В ОФИСЕ!!!        Вакансия: SEO-оптимизатор (Junior, Middle)    Требования:       Опыт работы в SEO - от 6 месяцев;   Опыт работы с сайтами в качестве вебмастера - приветствуется, но не обязателен;   Опыт продвижения сайтов самостоятельно - приветствуется, но не обязателен;   Навыки работы с EXCEL - обязательно;    ВАЖНО! Умение логически мыслить (понимать где причина, а где следствие);    Умение самостоятельно анализировать информацию;   Опытный пользователь интернет;     Мы ищем человека, который будет увлечен работой и процессом, а не отрабатывает 8 часовой рабочий день.        Обязанности:      Обучиться методологии продвижения (только для SEO-Junior);   Составление семантических ядер от 100 до 10000 запросов (может быть больше);   Составление и контроль стратегии продвижения сайтов;   Ведение от 3 до 10 клиентских сайтов (зависит от объема сайтов/работ по проектам);   Взаимодействие с клиентским отделом, техническим отделом и отделом продаж;   Составление заданий на оптимизацию сайта, аудит, написание текстов;   Проведение работ по: увеличению ссылочной массы, анализу трафика, индексации сайта, созданию внутренней структуре, написание рекомендаций по SEO;    Для Junior осуществляется контроль продвижения сайтов на всех этапах опытными специалистами;           Условия:      Испытательный срок - 1-2 месяца (по результатам работы);   Оплата труда Junior: оклад + KPI, общий доход 40000-70000 рублей;   Оплата труда Middle: оклад + KPI, общий доход 50000-95000 рублей;   Оформления по ТК РФ;   График: 5/2; с 10:00 до 19:00;   Комфортабельные условия труда;   Дружный молодой коллектив;   Офис в 10 мин. пешком от м. Сходненская или 2 минуты на общественном транспорте.   Чай, кофе, печеньки полагаются.       ",Полная занятость,Полный день,От 1 года до 3 лет,|SEO|Поисковая оптимизация сайтов|Продвижение сайтов|Google Analytics|Веб-аналитика|раскрутка сайтов|оптимизация сайтов|Яндекс.Метрика,3.0,95000.0,1.0,50000.0,seo оптимизатор специалист по продвижению сайтов,"Опыт работы в SEO - от 6 месяцев. Опыт работы с сайтами в качестве вебмастера - приветствуется, но не обязателен. ",Обучиться методологии продвижения (только для SEO-Junior). Составление семантических ядер от 100 до 10000 запросов (может быть больше). ,0.7333333333333333,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
Москва,Группа Компаний СПЕЦПРОДУКТ,2019-11-28T15:49:58+0300," Обязанности:     Запуск и контроль рекламных кампаний на поиске и в сетях (Яндекс.Директ и Google AdWords);   Оптимизация рекламы на основании веб-аналитики;   SEO-оптимизация сайтов;     Участие в контент-маркетинге: сбор семантических ядер, взаимодействие с   экспертами и авторами, размещение материалов на сайтах;       Проведение email-рассылок;       Подготовка квартальных и ежемесячных аналитических отчетов.       Требования:       Высшее образование/неоконченное высшее;     Опыт работы интернет-маркетологом от 1 года;   Опыт ведения, настройки и оптимизации контекстной рекламы;   Навыки копирайтинга и подбора/создания контента;   Знание SEO;   Опыт работы в Digital-агентстве – очень большой плюс.     Условия:     Оформление в соответствии с ТК РФ;   График работы 5/2 с 09.00 до 18.00;   Развитие в внутри компании;   Корпоративная мобильная связь.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Контекстная реклама|Копирайтинг|Составление семантического ядра|WEB аналитика|SEO оптимизация,3.0,50000.0,1.0,73888.88888888889,seo специалист,"Высшее образование/неоконченное высшее. Опыт работы интернет-маркетологом от 1 года. Опыт ведения, настройки и оптимизации контекстной рекламы. ",Запуск и контроль рекламных кампаний на поиске и в сетях (Яндекс.Директ и Google AdWords). Оптимизация рекламы на основании веб-аналитики. ,0.5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1
Санкт-Петербург,Цой Алексей Савельевич,2019-12-11T18:13:21+0300," Сеть Автотехцентров «Рулевой» - специализируется на ремонте рулевого управления: ремонт рулевых реек, насосов ГУР. Города охвата сети: г. г. Санкт-Петербург, Ростов-на-Дону, Краснодар.    Обязанности:      Подготовка‚ запуск и сопровождение рекламных кампаний в Яндекс Директ‚ Google AdWords и др. (планирование бюджета‚ подбор фраз‚ написание текстов‚ мониторинг и управление ставками);   Анализ и оптимизация существующих рекламных кампаний (выработка и реализация рекомендаций);   Составление отчетности по рекламным кампаниям (еженедельных, ежемесячных);   Аналитика трафика, конверсий;   Мониторинг РК конкурентов, взаимодействие с менеджерами Яндекс/Google и постоянная работа по оптимизации стоимости клика и увеличению конверсии.   Актуализация семантического ядра;   Работа над улучшением SEO показателей;   Тестировать, экспериментировать и постоянно улучшать результаты.      Требования:      Аналитический склад ума;       Опыт работы с контекстной рекламой (Яндекс.Директ‚ Google AdWords и др.);   Навыки работы с инструментами web-аналитики (Google Analytics‚ Яндекс Метрика);   Понимание принципов SEO, знание основ веб-аналитики;   Знание типов и функций ссылок‚ принципов эффективного построения ссылок‚ навыки работы со ссылочным окружением сайта;   Знание основ внутренней оптимизации сайтов‚ написание SEO-текстов‚ подбор и расстановка ключевых фраз;   Обучаемость‚ исполнительность;   Свежие и актуальные знания в своей сфере.    ! От Вас: примеры работ и рекомендации.       Условия:       Готовы обсуждать высокий уровень дохода;    Свободный график работы (офис 2 раза в неделю);   Ежедневный отчет по задачам;   Прозрачный KPI;   При необходимости введение в должность от коллег из Ростова и Ярославля;   Возможности профессионального развития;   Стабильная и вовремя выплачиваемая З/П;   Мы ценим работу на результат и заботимся о своих продуктивных сотрудниках.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Google Analytics|Google AdWords|Яндекс.Директ|Контекстная реклама|Яндекс.Метрика,3.0,88500.0,1.0,100000.0,директолог seo специалист,Аналитический склад ума. Опыт работы с контекстной рекламой (Яндекс.Директ‚ Google AdWords и др.). Навыки работы с инструментами web-аналитики (Google...,Подготовка‚ запуск и сопровождение рекламных кампаний в Яндекс Директ‚ Google AdWords и др. (планирование бюджета‚ подбор фраз‚ написание текстов‚ мониторинг...,0.06666666666666667,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
Санкт-Петербург,Гранд,2019-12-09T18:25:41+0300," Ищем самого лучшего SEO-специалиста с навыками верстки и просто Своего человека!   Требования:     Продвижение сайтов в поисковых системах   Анализ текстов, ссылок конкурентов;   Сбор семантического ядра;   Верстка     Условия:     График работы: 5\2 по 8 часов, выходные: сб,вс   Зарплата: по результатам собеседования от 60т.р. Выплаты дважды в месяц (14 и 29 числа) равными частями без задержек, переработки оплачиваются   Двухэтажный офис у м.Звенигородская\Лиговский проспект. На втором этаже lounge-зона с настольным теннисом, телевизором, playstation и пуфами, спорт уголок: шведская стенка, турник, брусья, боксерская груша.   Своя кухня и ништяки: чай, кофе, сладости, фрукты, иногда заказываем еду за счет компании.   При успешной работе и выполнении поставленных задач и планов - корпоративные поездки на отдых, в том числе заграницу.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,60000.0,1.0,60000.0,seo специалист верстальщик,Без требований,"Продвижение сайтов в поисковых системах. Анализ текстов, ссылок конкурентов. Сбор семантического ядра. Верстка.",0.13333333333333333,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"IT Media Group, Компания",2019-11-27T19:11:08+0300,"  Обязанности:      Внутренняя оптимизация сайта;   Техническая оптимизация сайта;   Локальная перелинковка;   Внешняя оптимизация страниц сайта;   Составление т/з под контент, размещение контента;   Работа с биржами ссылок, статей, блогов;       Требования:      Возрастных ограничений нет.       Условия:      Дружный коллектив, стабильная оплата, карьерный рост (в дальнейшем имеется возможность стать руководителем отдела), премирование по результатам работы          Что мы предлагаем:      испытательный срок 1-2 месяца, зависит от результатов работы   полный рабочий день с 9:00 до 17:30, 5/2, Лифляндская / м. Нарвская   отличный коллектив   лояльное руководство   своевременные выплаты     При отсутствии достаточного опыта, но при наличии большого желания, достаточной теоретической и практической базы по SEO, Вы можете попробовать себя на позиции младшего специалиста (обозначьте желаемую должность в сопроводительном письме). ",Полная занятость,Полный день,От 1 года до 3 лет,|SEO оптимизация|SEO|Администрирование сайтов|HTML|Google Analytics|Поисковая оптимизация сайтов|Яндекс.Метрика|CMS Wordpress|Копирайтинг|Наполнение контентом|Внутренняя оптимизация сайта|внешний аудит сайта|внутренний аудит сайта|Технический аудит сайта|Поисковая оптимизация мобильной версии сайта|Формирование технического задания для разработки|Составление семантического ядра,3.0,50000.0,1.0,35000.0,seo специалист,Возрастных ограничений нет.,"Внутренняя оптимизация сайта. Техническая оптимизация сайта. Локальная перелинковка. Внешняя оптимизация страниц сайта. Составление т/з под контент, размещение контента. ",0.5333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
Санкт-Петербург,Абруков Никита Андреевич,2019-12-12T13:39:09+0300,"  В связи с расширением штата, начинаем поиски крутого SEO-специалиста     Что мы предлагаем : - Молодой и дружный коллектив; - Уютный, светлый офис в центре города с вкусным кофе и сладостями; - Корпоративы, праздники и прочее веселье вне работы мы обещаем ! - Комфортное рабочее место; - Быстрый профессиональный рост (зависит от результата работы ) - Постоянная прокачка от экспертов по SEO.    Что входит в обязанности:  - Проведение технического аудита с исправлением ошибок; - Сбор семантического ядра с использованием Кей Коллектора; - Кластеризация семантики; - Составление ТЗ для копирайтеров; - Проведение работ по внутренней SEO-оптимизации.    Ожидания от кандидата:  - Опыт работы с программами Screaming Frog или Netpeak ; - Опыт работы с Key Assort или другими программами для группировки запросов; - Опыт работы с текстовыми анализаторами (Раш Аналитикс или Джаст Мэджик); - Базовые знания в области поисковой оптимизации сайтов и понимание, как их применять на практике - Знания основ: html, css; - Опыт успешного продвижения сайтов (клиентские, информационные или свой блог); -Ответственность и пунктуальность.   Условия работы : - Оклад 40 000 +KPI ; - Оформление по ТК РФ; - График работы 5/2 с 9-30 до 18:00 пт короткий день.   Интересно??? Тогда дело за малым – жми «откликнуться», приходи к нам на собеседование и давай уже работать вместе!     ",Полная занятость,Полный день,От 1 года до 3 лет,|SEO оптимизация|HTML|SEO|Поисковые системы|Составление семантического ядра,3.0,60000.0,1.0,45000.0,seo специалист,Опыт работы с программами Screaming Frog или Netpeak . - Опыт работы с Key Assort или другими программами для группировки запросов. - ,Проведение технического аудита с исправлением ошибок. - Сбор семантического ядра с использованием Кей Коллектора. - Кластеризация семантики. - Составление ТЗ для копирайтеров. - ,0.03333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
Санкт-Петербург,Группа Компаний ГаражТулс,2019-12-13T15:07:47+0300,"  Крупная российская компания по розничной и оптовой продаже инструмента ГаражТулс объявляет об открытии вакансии &quot;Seo-специалист&quot;. Мы на рынке с 1995 г. и охватываем более 10 регионов РФ. Мы являемся эксклюзивным дистрибьютором торговых марок Garwin, Licota и ТЕХРИМ.      Мы точно сработаемся, если вы:       Имеете опыт работы от 3-х лет, опыт Seo интернет-магазинов с 1 тысячей и более товаров;   Владеете современными методами поисковой оптимизации под Yandex и Google;   Умеете работать с большими объемами данных, находить зависимости и закономерности;   Обладаете уверенным знанием Excel - текстовые и логические функции, сводные таблицы;   Знаете HTML, CSS, Консоли браузера;   Владеете грамотной устной и письменной речью;   Имеете опыт постановки детальных ТЗ по микрозадачам, багам для программистов;   Способны быстро погружаться в сложные технические темы;       Вашими     задачами будет:       Поисковая оптимизация интернет проектов компании;   Увеличение видимости сайта в поисковых системах, повышение уровня кликабельности в поисковой выдаче, ответственность за объем и качество привлекаемого трафика из поисковых систем;   Составление и расширение семантического ядра проекта (KeyCollector);   Аудит технических ошибок сайта,мешающих корректной индексации страниц, постановка ТЗ программисту на исправление ошибок;   Постраничная оптимизация посадочных страниц - товары, разделы, инфо-страницы;   Аудит отклика поисковых систем на вносимые изменения на сайте;   Проработка внешних факторов.       Условия:       График работы 5/2 с гибким началом рабочего дня в комфортабельном видовом офисе на 17-м этаже;   Оформление по ТК РФ с первого дня;   Бесплатное питание;   Свой кафетерий с настольным футболом, бесплатными напитками, сладостями и выпечкой в течение рабочего дня;   Много интересных проектов и задач, огромное поле для развития и обучения;   Активный, молодой и дружелюбный коллектив профессионалов;   Корпоративные мероприятия;   Уровень заработной платы обсуждается по итогам собеседования.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,80000.0,3.0,60000.0,seo специалист,"Имеете опыт работы от 3-х лет, опыт Seo интернет-магазинов с 1 тысячей и более товаров. Владеете современными методами...","Поисковая оптимизация интернет проектов компании. Увеличение видимости сайта в поисковых системах, повышение уровня кликабельности в поисковой выдаче, ответственность за объем...",0.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Спутник,2019-12-06T18:39:19+0300," Путешествие — это не отель или билет на самолет. Путешествие — это впечатления, которые вы получаете на месте.        Sputnik8.com  — онлайн сервис бронирования экскурсий по всему миру.   Мы каждый год растем в 2.5 раза, но хотим расти еще быстрее.   Поэтому в команду Спутника требуется еще один  старший SEO специалист .       У нас интересные задачи, дружный коллектив и возможность влиять на развитие компании.       — Мы международны — 4000 экскурсий в 400 городах и 100 странах мира на русском и английском языках.   — Мы инструмент, помогающий зарабатывать гидам деньги, продавая через нас свои экскурсии.   — Мы e-commerce, а это много аналитики.   — Мы делаем бронирование экскурсий в 1 клик и это позволяет туристам путешествовать качественнее.   — Мы travel, а значит любим путешествовать и делаем это вместе с командой.   — Мы амбициозны и перспективны. Мы работаем на новом быстрорастущем для интернета рынке размером в 70 млрд рублей.    Цель    — Вырастить органический трафик со 200 тыс/мес до 1 млн/мес за 2 года.    Задачи    — Вывести в  топ 1  запросы по тематике экскурсий и путешествий в  Яндексе  и  Google ;   — Разрабатывать и рассчитывать стратегию SEO-продвижения;   — Анализировать трафик, строить прогнозы и математические модели;   — Работать с большим семантическим ядром и системами веб аналитики;   — Ставить ТЗ и контролировать разработчиков;   — Ставить ТЗ на написание статей и создание контента;   — Обучать младшего SEO специалиста.        Требования    — Более 3 лет работы в SEO;   — Эффективный менеджмент своих задач и задач младшего специалиста;   — Опыт вывода в топ 1 на конкурентных запросах в  Яндексе  и  Google ;   — Отличные знания принципов работы поисковых систем, их факторов ранжирования и алгоритмов;   — Глубокое знание Excel, Google Docs, умение работать с большим объемом данных;   — Знание, что такое ROI, CRO, SERM, CTA, МFA, CPA, LTV, CPO, RTB, Programmatic buying и арбитраж трафика;   — Успешный опыт работы с сайтами от 10000 посетителей в день, опыт продвижения большой группы товаров - 4 тысячи экскурсий;   — Белые методы продвижения;   — Знание основ HTML/CSS;        Предложение    — Заработная плата от 80 000 до 140 000 руб +- обсуждаемо;  — Возможность иногда работать удаленно;   — Молодая, умная и очень дружная команда из 32 человек;   — Карьерный рост и развитие! Мы очень ценим наших сотрудников и стараемся, чтобы каждый мог реализовать весь свой потенциал по максимуму;   — У нас проходят совместные вечеринки и другие командные мероприятия (зимой мы выезжаем всей командой работать в тёплые страны);   — Офис на Васильевском острове (500/800 м. от метро Спортивная/Василеостровская) с панорамными окнами с видом на Неву.    Присоединяйся!  ",Полная занятость,Полный день,От 3 до 6 лет,|SEO|SEO оптимизация|Internet Marketing|Яндекс.Метрика|Google Analytics|Поисковая оптимизация сайтов|Интернет-реклама|HTML|CSS|Копирайтинг|WEB аналитика|Веб-аналитика|Продвижение сайтов|SEO-копирайтинг|Маркетинговый анализ,6.0,140000.0,3.0,80000.0,старший seo специалист в travel teсh,"Опыт вывода в топ 1 на конкурентных запросах в Яндексе и Google. — Отличные знания принципов работы поисковых систем, их факторов...",Вывести в топ 1 запросы по тематике экскурсий и путешествий в Яндексе и Google. — Разрабатывать и рассчитывать стратегию SEO-продвижения. — ,0.23333333333333334,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1
