city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,c++,linux,git,qt,c/c++,ооп,stl,python,tcp/ip,boost,other
Санкт-Петербург,Luxoft,2019-11-27T10:34:59+0300,"  Project Description:    Luxoft is an industry-leading software integrator and solution house for automakers and automotive suppliers. There are millions of cars on the road today with solutions designed by Luxoft. We are working on the development of modern and future technologies such as Driver Assistance Systems (DAS) with the highest demands in safety and reliability. The successful candidates will enjoy the opportunity to enhance and develop their career with the following benefits: • Join a highly competent and motivated international team • Apply your talent into figuring the shape of future car • Personal growth and promotion options    Responsibilities:    - Develop and maintain the automotive simulation tool - Integrate new product version to the simulation tool for verification - Optimize code for runtime performance, improve stability and consistency - Provide support for the simulation tool users, provide tasks analysis and solutions proposals - Develop unit tests, document the code and participate in code review Be proactive and highly motivated    Mandatory Skills:    - Fluent in C++ - Good understanding of algorithms and data structures - Understanding of code optimization and readiness to follow its principles in practice    Nice-to-Have Skills:    - Familiar with the Qt framework - Comfortable in Git (incl. submodules, branching strategies, etc.) - Engineering Degree - Knowledge and practical experience in: * Python * CMake * Modern C++ (11/14/17) * OpenGL * UML diagrams and documenting code  - Work in large and complex projects - Experience with physics simulation (movement, ultrasonic sensors, geometry ...) - Experience with embedded/RTOS/Automotive/safety-critical - Experience working in Automotive SPICE    Languages:    English: Upper-intermediate ",Полная занятость,Полный день,Нет опыта,,,157000.0,,74000.0,senior с++ разработчик,Be proactive and highly motivated. Mandatory Skills: - Fluent in C++. - Good understanding of algorithms and data structures. - Understanding of code...,Luxoft is an industry-leading software integrator and solution house for automakers and automotive suppliers. There are millions of cars...,0.5333333333333333,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"СтарЛайн, Научно-производственное объединение",2019-12-10T12:02:57+0300,"  Задачи:      Разработка прикладного ПО с использованием Qt      Требования:      Теоретические знания и практический опыт C/С++, ООП, шаблоны программирования   Опыт разработки кроссплатформенных GUI приложений (Windows, Linux, MAC OS X) c использованием Qt   Уверенное знание многопоточности   Опыт работы с QML   Понимание основных принципов UI/UX   Использование в повседневной работе SVN или git   Технический английский   Коммуникабельность, умение работать в команде       Преимуществом будут:       Создание коммерческих приложений с использованием связки C++ / QML   Опыт мобильной разработки (Android, iOS)   Знание форматов XML, JSON   Базовые знания Python, JavaScript   Базовые знания об интерфейсах и протоколах RS-232, USB, Bluetooth   Опыт разработки прикладного ПО, взаимодействующего с «железом»   Опыт разработки приложений с клиент-серверной архитектурой   Опыт работы с БД (SQLite)      Условия:      Комфортный, современный офис в 7 минутах от ст.м. &quot;Площадь Ленина&quot;. Для велосипедистов есть велопарковка   Достойная оплата труда по результатам собеседования   Официальное оформление с первого рабочего дня (отпуск, больничный по ТК РФ)   Работа в команде профессионалов над интересными и сложными проектами   Отлично оборудованное рабочее место   Отдых в Семейно-дружественном санатории СтарЛайн в Черногории   Завтрак, обед и ужин во вкусном кафе на территории офиса   Корпоративные мероприятия, спорт (волейбол, футбол, яхтенный спорт, йога).       ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,157000.0,1.0,74000.0,разработчик с++,"Теоретические знания и практический опыт C/С++, ООП, шаблоны программирования. Опыт разработки кроссплатформенных GUI приложений (Windows, Linux, MAC OS X...",Разработка прикладного ПО с использованием Qt.,0.1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Специальный Технологический Центр,2019-11-18T09:32:11+0300," В нашу команду требуется специалист, готовый решать задачи в области первичной обработки сигналов. От вас потребуется предлагать алгоритмы и реализовывать программы для получения данных и их последующей обработки. Работа подразумевает широкий спектр интересных задач, от сбора данных с БЛА по каналам связи в централизованной системе, до разработки полностью автономных систем. Для нас важна способность самостоятельно предлагать решения задач и реализовывать их с учетом перспектив развития системы.    Должностные обязанности:      Разработка программ ЦОС по следующим направлениям: обнаружение, измерение параметров, классификация, демодуляция, пространственная обработка сигналов. Реализация программ на ti tci6614, arm, pc, jetson с учетом особенностей платформы.   Реализация программ ЦОС в общем приложении, взаимодействие с другими программами.   Разработка и реализация ABI для программ ЦОС.   Проектирование программ ЦОС   Участие в испытаниях техники, показах.      Требуемые навыки и знания:      Опыт разработки и реализации алгоритмов ЦОС по нескольким темам: обнаружение, измерение параметров, классификация, демодуляция, пространственная обработка сигналов   Уверенное знание языка C++(C++11, STL)   Опыт разработки многопоточных приложений   Опыт разработки в matlab       Предпочтительно, чтобы имел опыт работы:      Опыт использования статистической радиотехники для получения алгоритмов   Опыт оптимизации алгоритмов под процессоры ti c6000   Опыт разработки кроссплатформенных приложений   Опыт использования opencl/cuda   Опыт разработки приложений на основе обмена сообщениями   Знание стека tcp/ip      Дополнительные требования:      Желание работать, ответственность, коммуникабельность.   Желание и способность изучать новые технологии   Знание английского языка на уровне чтения технической литературы      Условия:      Оформление по ТК РФ с первого дня работы   &quot;Белая&quot; заработная плата (оклад + премия)   Молодой позитивный коллектив   Возможны командировки   График работы ПН - ПЯТ с 9.00 до 18.00   ",Полная занятость,Полный день,От 1 года до 3 лет,|DSP|ЦОС|STL,3.0,140000.0,1.0,70000.0,разработчик с++,"Опыт разработки и реализации алгоритмов ЦОС по нескольким темам: обнаружение, измерение параметров, классификация, демодуляция, пространственная обработка сигналов. Уверенное знание языка...","Разработка программ ЦОС по следующим направлениям: обнаружение, измерение параметров, классификация, демодуляция, пространственная обработка сигналов. Реализация программ на ti tci6614...",0.8333333333333334,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Санкт-Петербург,Доктор Веб,2019-11-20T10:57:58+0300," Мы ищем опытного разработчика, который поможет нам в развитии группы проектов, отвечающих за безопасность почтовой инфраструктуры и систем документооборота.   Наши проекты - отказоустойчивые распределённые low-latency системы, работающие под высокой нагрузкой.   Разработка ведётся на С++ 14/17 под Windows и *nix.   Мы пишем unit-тесты, использем PVS-Studio, весь код проходит обязательное code-review.   Вам предстоит заниматься развитием новых и поддержкой уже существующих проектов.    Мы ожидаем от Вас:       отличного знания С++, в том числе новых стандартов;   умения писать чистый и понятный код;   способности доводить задачи до конца.      Желательны:       опыт многопоточной асинхронной разработки,   опыт разработки высоконагруженных систем,   опыт написания unit-тестов.      Мы предлагаем:      Официальное трудоустройство;   Современный офис на Петроградской стороне;   Гибкий график работы;   Конкурентоспособную заработную плату (обсуждается индивидуально, зависит от вашего опыта и квалификации);   ДМС, включая стоматологию;   Горячие обеды, фрукты, напитки;   Зону отдыха, тренажеры, полезные для работы книги;   Обучение (уроки английского).   ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,157000.0,1.0,74000.0,разработчик с++,"Отличного знания С++, в том числе новых стандартов. Умения писать чистый и понятный код. Способности доводить задачи до конца. ",Без обязанностей,0.7666666666666667,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,ИСТ,2019-11-15T18:34:08+0300," ИСТ — Институт Сетевых Технологий – ведущая российская компания-разработчик инфокоммуникационных продуктов и защищенных систем.   В течение более чем 20 лет ИСТ является пионером разработки и внедрения инновационных продуктов и решений и неизменным проводником передовых инфокоммуникационных технологий в интересах государственных органов и частных корпораций.   Для создания востребованных Продуктов на технологичном рынке с высоким уровнем конкуренции ИСТ работает на опережение, четко понимая текущие и будущие тенденции в сфере информационных технологий.    Наши принципы:      Инновационность   Защищенность   Кастомизация   Превосходство   Масштабируемость   Комплексность     В настоящее время открыта вакансия инженера-программиста в Команду разработки современного отечественного сетевого оборудования – маршрутизаторов, коммутаторов, межсетевых экранов.       Основные задачи – модернизация существующей архитектуры продукта, реализация стека сетевых протоколов для IP-маршрутизаторов/коммутаторов, реализация компонентов управления (CLI/SNMP/WEB).        Требования к Кандидату:      Хорошее владение С/С++, опыт коммерческой разработки от 3 лет;   Владение инструментальными средствами разработки на Linux   Опыт разработки под RTOS (на уровне ядра)   Общее представление о функционировании и устройстве сетевых протоколов стека TCP/IP   Опыт реализации сетевых протоколов для систем реального времени   Опыт использования и сопровождения чужого программного кода   Опыт кроссплатформенной разработки   Технический английский          Будет большим плюсом:      Опыт работы с RTOS eCos   Опыт программирования многоядерных систем   Опыт работы с процессорами архитектуры PowerPC (MPC8xxx, QorIQ), а также Cortex   Опыт конфигурирования сетевых устройств (Cisco, Juniper, …)   Работа по Scrum методологии управления разработкой (работа по спринтам в jira, требования и база знаний в confluence, стендап-митинги с проектными командами, демонстрации по результатам работ, регулярный codereview, поддержка code-style, git);     Мы предлагаем:     Дополнительное профессиональное обучение, участие в тренингах и семинарах;   Отличные условия для работы;   Заботу о Вашем здоровье (ДМС);   Спорт по Вашему выбору (футбол, волейбол, плавание, фитнесс);   Интересные корпоративные мероприятия;     Мы готовы вести конструктивный диалог по обсуждению деталей и условий настоящего предложения.   Мы уверены, что сотрудничество именно с нашей Командой позволит Вам гарантированно достигнуть высоких профессиональных результатов! ",Полная занятость,Гибкий график,От 3 до 6 лет,|Git|Linux|Atlassian Jira|C/C++|TCP/IP|LAN|WAN|RTOS|Embedded,6.0,157000.0,3.0,74000.0,разработчик с++,"Хорошее владение С/С++, опыт коммерческой разработки от 3 лет. Владение инструментальными средствами разработки на Linux. Опыт разработки под RTOS...","Кастомизация. Основные задачи – модернизация существующей архитектуры продукта, реализация стека сетевых протоколов для IP-маршрутизаторов/коммутаторов, реализация компонентов управления (CLI/SNMP...",0.9333333333333333,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
Санкт-Петербург,ITGLOBAL.COM,2019-11-27T16:43:22+0300,"  Группа компаний ITGLOBALCOM,   существующая на рынке более 10 лет, в связи с расширением команды ищет разработчика.         Динамично развивающаяся международная группа компаний - глобальный поставщик комплексных технологических ИТ-услуг, решений и сервисов с головным офисом в Нидерландах.   Мы предоставляем услуги комплексного IT обслуживания (Cloud services, Managed it) во многих странах мира, а также разрабатываем собственные сервисы и программные продукты.    Одним из собственных продуктов группы компаний ITGLOBALCOM является гиперконвергентная платформа vStack, уже используемая в наших B2C решениях на 2 площадках. В связи с расширением команды этого долгосрочного проекта мы ищем   разработчика C/C++ в unix-среде.     Вам предстоит проектировать и реализовывать модули, из которых состоит наша гиперконвергентная платформа, определять свойства их функциональной части и модель взаимодействия, взаимодействовать с другими членами команды для поиска оптимальных решений. В целом это почти обычное прикладное программирование.     Ключевые навыки   :      Опыт разработки на языке C/C++           Будет плюсом наличие опыта или знаний в следующих направлениях (необязательно все сразу):       development-инфраструктура FreeBSD   Опыт разработки в среде FreeBSD   Событийно-ориентированное программирование; libev, kqueue   IPC, сетевое программирование   libzfs     Мы прекрасно понимаем, насколько специфичны навыки специалиста, которого мы ищем, поэтому вакансия не имеет строгого бюджета и рамок месячного дохода: мы готовы обсуждать его индивидуально с каждым кандидатом исходя из его опыта и области компетенций.         Что Вы получите от компании:       Работу в стабильной и динамично развивающейся IT-компании, лидирующей на рынке облачных технологий;   Полностью официальное оформление по ТК РФ, с полностью белой заработной платой и отпуском 28 дней;   Бонусы и премии по результатам работы;   Конкурентный уровень заработной платы, который мы готовы обсудить на собеседовании индивидуально;   График работы – с гибким подходом; возможна удалённая работа из любой локации   Высокопрофессиональную, молодую и дружную команду ИТ-специалистов, увлеченных своим делом;   Профессиональный рост и развитие вместе с проектами компании;   Корпоративные мероприятия;   Обучение за счет компании, в том числе и профессиональная сертификация;   ",Полная занятость,Полный день,От 3 до 6 лет,|Серверное программирование|C/C++|STL|Boost|libev|C++|Git|ООП,6.0,157000.0,3.0,74000.0,разработчик с с++ в unix среде,Ключевые навыки: Опыт разработки на языке C/C++. Будет плюсом наличие опыта или знаний в следующих направлениях (необязательно все сразу...,"Вам предстоит проектировать и реализовывать модули, из которых состоит наша гиперконвергентная платформа, определять свойства их функциональной части и модель взаимодействия...",0.5333333333333333,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1
Санкт-Петербург,"СтарЛайн, Научно-производственное объединение",2019-12-13T11:42:01+0300,"  Задачи:    Проектирование и разработка высоконагруженных отказоустойчивых систем и сопутствующих сервисов     Требования:      Знание C/C++, STL, ООП, шаблоны программирования   Знание основных алгоритмов и скорости их работы   Опыт разработки многопоточных приложений   Хорошее базовое знание библиотек Python   Опыт работы с очередями RabbitMQ   Понимание принципов RESTful при проектировании API , опыт создания RESTful-сервисов   Опыт работы с базами данных : MySQL, Redis, PostgreSQL   Опыт разработки под Unix/Linux   Знание стека протоколов TCP/IP (понимание модели OSI)   Знание английского языка на уровне чтения технической документации      Условия:      Комфортный, современный офис в 7 минутах от ст.м. &quot;Площадь Ленина&quot;. Для велосипедистов есть велопарковка   Достойная оплата труда по результатам собеседования   Официальное оформление с первого рабочего дня (отпуск, больничный по ТК РФ)   Гибкий график работы   Возможность проходить обучение, посещать тематические конференции и семинары в России и за рубежом   Работа в команде профессионалов над интересными и сложными проектами   Отлично оборудованное рабочее место   Отдых в Семейно-дружественном санатории СтарЛайн в Черногории   Завтрак, обед и ужин во вкусном кафе на территории офиса   Корпоративные мероприятия, спорт (волейбол, футбол, яхтенный спорт, йога,массаж)                   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,157000.0,3.0,74000.0,разработчик с++,"Знание C/C++, STL, ООП, шаблоны программирования. Знание основных алгоритмов и скорости их работы. Опыт разработки многопоточных приложений. ",Проектирование и разработка высоконагруженных отказоустойчивых систем и сопутствующих сервисов.,0.0,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Solvo,2019-12-09T17:48:39+0300,"  Мы - ИТ Компания , занимаемся разработкой собственного ПО, продажей и внедрением своей системы (B2B). На рынке более 24 лет. Территориально наш офис находится в Приморском районе, ст.м. &quot;Пионерская&quot;    Обязанности:       Разработка клиентских GUI- приложений        Обязательные требования:       Уверенное владение С++ и STL    Опыт разработки  и понимание принципов построения  GUI-приложения    Опыт работы с библиотекой Qt 5 (Widgets, GraphicsScene)   Опыт разработки на Linux / Windows   Способность и готовность понимать чужой код   Умение работать в команде   Опыт работы с системами контроля версий       Желательные требования:       Знание стандартов C++11/14   Работа с Git   Знание SQL на уровне запросов   Знание JavaScript   Знание Qml   Опыт разработки 3D приложений с использованием OpenGL      Условия:      Уровень заработной платы обсуждает индивидуально с успешными кандидатами   Компания расположена в комфортном бизнес-центре, между ст.м. &quot;Пионерская&quot; и &quot;Удельная&quot;   Пятидневка, 40 часовая неделя, время начала рабочего дня обсуждается   Возможность профессионального роста   Дружный коллектив   Совместные корпоративные праздники       ",Полная занятость,Полный день,От 1 года до 3 лет,|C++|Git|JavaScript,3.0,157000.0,1.0,74000.0,разработчик с++ qt,Уверенное владение С++ и STL. Опыт разработки и понимание принципов построения GUI-приложения. Опыт работы с библиотекой Qt 5 (Widgets...,Разработка клиентских GUI- приложений.,0.13333333333333333,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
Санкт-Петербург,КНС ГРУПП,2019-12-02T18:26:51+0300," YADRO (ООО КНС ГРУПП) – российская технологическая компания, разрабатывающая и производящая серверы VESNIN и семейство СХД TATLIN. У нас 2 офиса в Москве и Петербурге, 300+ сотрудников и собственная производственная площадка в Московской Области. Наши сотрудники являются авторами десятков патентов, научных статей, участниками и спикерами на ведущих мировых научно-практических конференциях, в том числе, спонсируемых компанией YADRO. С помощью нового специалиста мы хотим усилить команду, ведущую разработку СХД. В зависимости от вашего опыта и предпочтений, возможна работа над core функционалом системы, а также над вышестоящими сервисами (репликация, дедупликация и т.д.).        Инженер на этой позиции будет заниматься:      Разработкой высокопроизводительных data path, control/management path, уровня data protection.   Разработкой высокопроизводительных алгоритмов преобразования данных и алгоритмов уменьшения избыточности данных.   Разработкой механизмов репликации данных.      Что еще имеет значение:      Знание C++11/14/17.   Умение тестировать собственный код.   Надо отлично понимать, как устроен Linux.   Здорово, если у вас есть опыт разработки модулей ядра, либо опыт системного программирования.   Ждём, что у вас есть опыт написания многопоточных и/или асинхронных программ.   Необходимо быть знакомым с классическими алгоритмами и структурами данных.   Важно знать английский на уровне чтения и написания технической документации.   Хорошо понимать устройство современных компьютеров и операционных систем в целом.          Что мы готовы предложить:      Полностью белую ЗП.   Систему премирования за научные достижения, публикацию статей, регистрацию патентов и выступления на конференциях.   «Лекторий», в рамках которого приглашенные эксперты и наши специалисты на регулярной основе делятся профессиональным опытом из различных областей науки.   Внутреннюю программу поддержки инноваций.   Колоссальную экспертизу в области СХД.   Медицинскую страховку, включающую стоматологию, госпитализации, международные путешествия.   Хорошую кофемашину и всё, что нужно для комфортной и продуктивной работы.   ",Полная занятость,Полный день,От 3 до 6 лет,|rust|Python|C \ C++|golang|Java|PowerPC|MIPS|Linux|TCP/IP|Storage,6.0,157000.0,3.0,74000.0,senior с++ разработчик,"Знание C++11/14/17. Умение тестировать собственный код. Надо отлично понимать, как устроен Linux. Здорово, если у вас есть...","Разработкой высокопроизводительных data path, control/management path, уровня data protection. Разработкой высокопроизводительных алгоритмов преобразования данных и алгоритмов уменьшения избыточности данных. ",0.36666666666666664,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
Санкт-Петербург,INCOEL,2019-12-11T18:06:40+0300,"  «INCOEL»  - динамично развивающаяся, технологичная, многопрофильная группа IT-компаний. Наша команда состоит из специалистов, объединенных идеей создания лучших цифровых продуктов.        Деятельность компании  сосредоточена на разработке и внедрении инновационных продуктов, направленных на оптимизацию управления городскими процессами. Да-да, мы создаем системы для «Умных городов» :)        Заказчиками компании «INCOEL»  являются города и субъекты, федеральные / региональные / местные органы власти, крупные-бизнес структуры.        Наша компания быстро растет и развивается , поэтому мы активно формируем команду профессионалов, в которой уникальные компетенции каждого сотрудника помогают достигать поставленных целей по проектам, а амбиции компании и международные перспективы открывают широкое поле возможностей для каждого человека в команде.       Сейчас мы находимся в поиске  Программиста С++ .        Задачи, которые будут стоять перед Вами в течение первого времени работы в Компании:      Сопровождение и оптимизация существующего кода;   Добавление нового функционала;   Рефакторинг кода;   Написание unittest;   Работа в связке с computer vision &amp; deep learning engineer.     Готовы рассмотреть на эту вакансию толковых junior-программистов    Требования:      ООП, STL, структуры данных;   С++11, С++14, С++17;   Многопоточность;   Unittest.          Будет плюсом:      Знание Python, Qt, MySQL, Boost;   Понимание computer vision &amp; deep learning проблематики;   Опыт промышленной разработки от 1 года в области высоконагруженных приложений 24/7/365.          Мы предлагаем:      Работу в инновационной IT-компании (компаний с подобными технологическими продуктами единицы на всю страну);   Реальную возможность для быстрого карьерного роста (возможность получить в управление проекты по внедрению систем «Умного города» в рамках крупных субъектов РФ);   Официальное оформление;   Заработную плату = оклад + премии (зависят от результатов работы);   Оплачиваемый испытательный срок - 1-3 месяца (в зависимости от результатов);   График работы - 40-часовая рабочая неделя;   Множество действительно интересных задач.         У нас молодой и дружный коллектив, теплая и открытая атмосфера, каждый делает свое дело наилучшим образом, мы обсуждаем рабочие вопросы открыто и конструктивно, всегда готовы помочь друг другу.      Если готовы решать амбициозные задачи, отправляйте нам свое резюме, мы свяжемся с Вами в течение двух дней!    ",Полная занятость,Полный день,От 1 года до 3 лет,|C++|Qt|ООП|computer vision|deep learning|SQL|Boost,3.0,157000.0,1.0,74000.0,с++ разработчик,"Знание Python, Qt, MySQL, Boost. Понимание computer vision &amp; deep learning проблематики. Опыт промышленной разработки от 1 года в области высоконагруженных...",Сопровождение и оптимизация существующего кода. Добавление нового функционала. Рефакторинг кода. Написание unittest. Работа в связке с computer vision &amp; deep learning...,0.06666666666666667,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
Санкт-Петербург,Доктор Веб,2019-11-18T18:11:28+0300," Облако Dr.Web позволяет антивирусной защите использовать свежую информацию об угрозах, обновляемую на серверах компании «Доктор Веб» в режиме реального времени. Сейчас мы ищем опытного программиста С++, которому предстоит участвовать в развитии нашего облака.   Основные обязанности:      Разработка серверной и клиентской части облачных сервисов.       Требования:      Отличное знание C++ (не менее 3 лет опыта коммерческой разработки);   Знание классических алгоритмов и структур данных.        Желательно:       Знание ОС Linux на уровне опытного пользователя      Мы предлагаем:      Официальное трудоустройство;   Современный офис на Петроградской стороне;   Гибкий график работы;   Конкурентоспособную заработную плату (обсуждается индивидуально, зависит от вашего опыта и квалификации);   ДМС, включая стоматологию;   Горячие обеды, фрукты, напитки;   Зону отдыха, тренажеры, полезные для работы книги;   Обучение (уроки английского).   ",Полная занятость,Гибкий график,От 3 до 6 лет,,6.0,157000.0,3.0,74000.0,разработчик с++,Отличное знание C++ (не менее 3 лет опыта коммерческой разработки). Знание классических алгоритмов и структур данных. Знание ОС Linux на...,Разработка серверной и клиентской части облачных сервисов.,0.8333333333333334,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Специальный Технологический Центр,2019-11-18T09:31:53+0300,"  Должностные обязанности:      Проектирование программ первичной цифровой обработки сигналов (ЦОС)   Разработка программ ЦОС (обнаружение, демодуляция, цифровая фильтрация, банки фильтров анализа/синтеза) на DSP.   Реализация цифровой приемной части стандартов связи.   Передача данных клиентам по имеющимся каналам связи в т.ч. Ethernet., Uart, CAN, I2C.   Участие в испытаниях техники, показах.      Требуемые навыки и знания:      Опыт разработки и реализации алгоритмов цифровой обработки сигналов (цифровая фильтрация, демодуляция, обнаружение) – не менее года   Опыт разработки с использованием C++ - не менее года   Знание стека TCP/IP   Опыт разработки многопоточных приложений, в том числе в многопроцессорных системах   Опыт разработки в MatLab      Предпочтительно, чтобы имел опыт работы:      Опыт разработки для сигнальных процессоров TMS320C6455, TCI6614   Знание и опыт разработки для ОС Linux   Опыт pipeline-оптимизации   Умение работать с GIT   Умение проектировать программы. Знание языка моделирования программ UML.   Знание языка BASH   Опыт работы с интерфесами UART, CAN, I2C, SPI.   Опыт разработки на QT.      Дополнительные требования:      Желание работать, ответственность, коммуникабельность.   Желание и способность изучать новые технологии   Знание английского языка на уровне чтения технической литературы      Условия:      Оформление по ТК РФ с первого дня работы   &quot;Белая&quot; заработная плата (оклад + премия)   13-я ЗП в 100% + доп. премии по итогу сдачи проектов   Молодой позитивный коллектив   Возможны командировки   График работы ПН - ПЯТ с 9.00 до 18.00   ",Полная занятость,Полный день,От 1 года до 3 лет,|DSP|ЦОС|C++|Git|Bash,3.0,140000.0,1.0,70000.0,разработчик с++,"Опыт разработки и реализации алгоритмов цифровой обработки сигналов (цифровая фильтрация, демодуляция, обнаружение) – не менее года. Опыт разработки с использованием C++...","Проектирование программ первичной цифровой обработки сигналов (ЦОС). Разработка программ ЦОС (обнаружение, демодуляция, цифровая фильтрация, банки фильтров анализа/синтеза) на DSP. ",0.8333333333333334,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
