city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,администрирование серверов windows,администрирование сетевого оборудования,linux,настройка сетевых подключений,windows 7,active directory,настройка пк,tcp/ip,настройка по,dhcp,other
Санкт-Петербург,Газпром нефть,2019-11-27T09:20:42+0300," В дочерней компании АО Газпромнефть открыта позиция Администратора программ:    Обязанности:       Жизнеобеспечение офиса, закупка необходимых материалов;   Координирование процессов согласования и выхода на работ новых сотрудников;   Ведение табелей учета рабочего времени проектной команды;   Подготовка отчетов, презентаций по проектам, в том числе для топ-менеджмента компании   Координация и организация коммуникаций проектной команды;   Документационное сопровождение внутренних процессов;   Ведение проекта в информационной системе управления проектами;   Исполнение подготовки календарных планов проектов;   Мониторинг хода реализации проектов;   Сбор и внесение информации о фактическом выполнении работ;   Организация процесса согласования и подписания документов по проекту;   Организация совещаний с функциональными руководителями, руководителями проектов и представителями заказчика, ведение протокола.      Требования:      Высшее образование;   Релевантный опыт;   Опыт создания презентаций и готовность показать примеры;   Грамотная и четкая устная речь, грамотное письмо;   Понимание сферы ИТ и желание развиваться внутри;   Владение пакетом MS Office (Visio, Word, Excel, Power Point);   Исполнительность;   Умение работать над несколькими задачами, организовывать свою работу с учетом приоритетов.      Условия:      Работа в стабильной, развивающейся компании;   Перспектива профессионального роста, возможность обучения;   Интересные проекты в сфере ИТ;   Премирование по итогам года;   ДМС, страхование жизни;   Уровень заработной платы обсуждается по итогам собеседования.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,53276.190476190466,1.0,49185.18518518518,администратор программ проектного офиса [id 15028],"Высшее образование. Релевантный опыт. Опыт создания презентаций и готовность показать примеры. Грамотная и четкая устная речь, грамотное письмо. ","Жизнеобеспечение офиса, закупка необходимых материалов. Координирование процессов согласования и выхода на работ новых сотрудников. Ведение табелей учета рабочего времени проектной...",0.5333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"МАГНИТ, Розничная сеть",2019-11-25T17:51:50+0300,"   Мультиформатная розничная сеть «Магнит»- крупнейший работодатель России.        Мы приглашаем к сотрудничеству профессионалов, готовых развиваться с Компанией. Вместе мы ставим амбициозные цели и достигаем успеха!       В нашу команду в городе Санкт-Петербург требуется Системотехник.              Функционал:      монтаж, ремонт, обслуживание локальных сетей, ПК, оргтехники и торгового оборудования в офисе и магазинах компании;   техническая поддержка пользователей;   разъездной характер работы (в пределах г. Санкт-Петербург и Колпино)      Нами приветствуется:      опыт администрирования сетей под управлением MS Windows (установка, настройка, администрирование);   опыт настройки почтовых и офисных программ, умение консультировать в телефонном режиме;   опыт монтажа локально-вычислительных сетей;   знание Linux будет Вашим преимуществом.      Мы предлагаем:        официальное трудоустройство с первого рабочего дня, все гарантии ТК РФ;       официальная заработная плата;       обучение и повышение квалификации за счет компании;       достойные задачи; возможность проявления инициативы;       возможность карьерного роста;       возможность перевода внутри страны;       компенсация ГСМ;       компенсация мобильной связи;       удобное расположение офиса (в шаговой доступности от метро);       возможность участия в корпоративных пенсионных программах.         Большая компания – большие возможности!       Расти вместе с нами!   ",Полная занятость,Полный день,От 1 года до 3 лет,|Ремонт ПК|Настройка ПК|Выездное обслуживание|Техническое обслуживание,3.0,58800.0,1.0,49000.0,системный администратор,"Опыт администрирования сетей под управлением MS Windows (установка, настройка, администрирование). Опыт настройки почтовых и офисных программ, умение консультировать в телефонном...","Монтаж, ремонт, обслуживание локальных сетей, ПК, оргтехники и торгового оборудования в офисе и магазинах компании. Техническая поддержка пользователей. ",0.6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Санкт-Петербург,Selectel,2019-12-11T12:01:46+0300,"  Приглашаем младшего системного администратора в команду проекта CDN.    Selectel — надежный провайдер ИТ-инфраструктуры в России. За свою 11-летнюю историю Selectel заслужил доверие более 15 тысяч клиентов — от индивидуальных предпринимателей до крупных международных корпораций.   Selectel предоставляет широкую линейку инфраструктурных продуктов и услуг, как собственной разработки, так и в партнерстве с мировыми технологическими лидерами. Наша сеть насчитывает 6 современных дата-центров в Москве, Санкт-Петербурге и Ленинградской области.    На этой позиции вы будете:        Развивать и поддерживать инфраструктуру услуги CDN (Сеть доставки контента)       Улучшать системы мониторинга компонентов инфраструктуры       Использовать инструменты Puppet и Ansible для написания и инфраструктурного кода       Строить CI pipelines для разработчиков и проповедовать DevOps       Работать третьей линией техподдержки пользователей       Взаимодействовать с партнёрами CDN по тестированию новых фич, решению проблем        От вас мы ожидаем:        Продвинутые навыки работы с Linux системами: мониторинг, администрирование, обновление, резервное копирование и т.д.       Понимание идеологии CI/CD и современного жизненного цикла разработки программного обеспечения       Базовые навыки работы с Infrastructure as Code (Puppet, Ansible, Chef)       Умение работать с технической документацией на английском языке        Вашими плюсами будет:        Общие понимание принципов работы современных сетей доставки контента (CDN)       Хорошее знакомство с современными сетевыми технологиями: оверлейные сети, виртуализация сетевых функций, программная балансировка нагрузки разных уровней       Навыки программирования на Python/Go для написания патчей и поиска проблем       Участие в Open Source проектах        На собеседовании мы обсудим:        Особенности сопровождения систем, работающих в режиме 24/7       Системы управления конфигурациями       Понимание и опыт применения современных методологий разработки инфраструктурного кода, технологий CI/CD        Основные условия:        Официальное оформление, белая зарплата       Заработная плата обсуждается индивидуально с успешными кандидатами       Гибкое начало рабочего дня       Ежемесячная надбавка за некурение       Бесплатные обеды и кофе-брейки       ДМС + стоматология + офисный врач       От 50% до 100% оплаты обучения английскому (в офисе)       Бесплатные разговорные клубы с носителями       50% оплата абонемента в фитнес-клуб     Офис в 10 минутах пешком от ст. м. Московские ворота, своя авто- и велопарковка      А еще:        Полный доступ в онлайн-библиотеку       Возможность участия в конференциях по всему миру       Аренда зала для игры в баскетбол, пляжный волейбол, футбол на газоне и йога в офисе       Активные корпоративы (сноуборд, веревочный парк, квесты)       Регулярные спортивные мероприятия (турниры по пейнтболу, картингу, гонка героев и т.д.)       Походы в кино на фильмы про динозавров       Кикер и настольный теннис       Регулярные просмотры фильмов на английском языке в собственном конференц зале       Настольные игры в офисе     ",Полная занятость,Гибкий график,От 1 года до 3 лет,|Linux|Puppet|Ansible|CI/CD,3.0,53276.190476190466,1.0,49185.18518518518,junior администратор младший системный администратор в отдел сdn,"Продвинутые навыки работы с Linux системами: мониторинг, администрирование, обновление, резервное копирование и т.д. Понимание идеологии CI/CD и современного...",Развивать и поддерживать инфраструктуру услуги CDN (Сеть доставки контента). Улучшать системы мониторинга компонентов инфраструктуры. Использовать инструменты Puppet и Ansible для...,0.06666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Санкт-Петербург,MINE,2019-12-11T19:35:51+0300," В связи с постоянным ростом криптокорпорация MINE открывает вакансию:    Системный администратор      Рассматриваем как специалиста, так и руководителя отдела с перспективой роста в DevOps (у нас есть куда расти и развиваться в команде)     Мы предлагаем:      работу в команде молодых и амбициозных профессионалов;   возможность применения и развития своих профессиональных навыков, перспективы роста ;   офис-мансарду в уникальном здании в историческом центре Санкт-Петербурга в бизнес-центре класса &quot;А&quot;;   зоны отдыха с диванами и кофе-корнером;   пешую доступность от метро Адмиралтейская;   оплату половины стоимости паркинга &quot;У красного моста&quot;;   возможность обучения английскому и немецкому языкам в офисе на льготных условиях;   интересную и активную корпоративную жизнь (спортивные и интеллектуальные мероприятия, праздники, многие из которых уже стали традиционными);   перспективу переезда в Европу;   поддержку команды на всех этапах работы.      Мы ожидаем, что Вы:      Опыт администрирования базовых сетевых служб – Active Directory, DNS, DHCP, GPO, WSUS;   Знание и понимание основ сетей (TCP/IP, NAT, VLAN, DHCP, VPN, proxy, FireWall и прочее);   Опыт работы с виртуализацией (желательно Proxmox);   Плюсом будет являться опыт работы с почтовой системой Kerio, опыт работы с openVPN, опыт работы с почтовой системой Lotus, опыт работы с Asterisk, опыт работы с сервером 1C и Б24 также приветствуется.     В настоящее время в компании развёрнуто 6 гипервизоров ProxMox в облаке с различными виртуальными машинами, 35 рабочих мест, телефония на базе Astersk,    Что нужно будет делать :      Администрирование Windows-серверов;   Настройка VPN;   Настройка оборудования Microtic.     Возможность участвовать в интересных проектах команды, профессионально развиваться. ",Полная занятость,Полный день,От 1 года до 3 лет,|Asterisk|CRM|VPN|1С-Битрикс|Lotus|Active Directory|Настройка DNS|DHCP|GPO|WSUS|PROXMOX|FIrewall|Администрирование Kerio Winroute Firewall|Администрирование серверов Windows|Devops,3.0,53276.190476190466,1.0,80000.0,системный администратор,"Опыт администрирования базовых сетевых служб – Active Directory, DNS, DHCP, GPO, WSUS. Знание и понимание основ сетей (TCP/IP, NAT, VLAN...",Администрирование Windows-серверов. Настройка VPN. Настройка оборудования Microtic.,0.06666666666666667,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
Санкт-Петербург,Минимакс,2019-12-03T09:34:44+0300,"  Минимакс  - крупная компания федерального уровня по продаже электротехнических товаров. Уже более 25 лет мы входим в ТОП рейтинга по поставкам электротехнической продукции в России и СНГ! Приглашаем в нашу команду  Системного Администратора !   Чем нужно заниматься:      Обслуживание и развитие ЛВС   Настройка сетевого оборудования   Поддержание каналов передачи данных   Поддержка пользователей и парка ПК (ок. 200 мест)   Работа в системе Help Desk (SD).   Настройка торгового оборудования и оргтехники.      Что нужно уметь, для работы у нас:      Наличие профильного образования и опыта работы на аналогичной должности  не менее 2 лет.    Грамотно работать с КПД и IP-телефонией   Уровень владения ПК - ЭКСПЕРТ   Обязательно: знание серверов семейства Windows (XP/7/8/10),WServ/ 2008R2/2012R2   Понимание и владение адресацией, маршрутизацией, службами AD, DNS, DHCP,IIS Hyper-V и тд.   Умение профессионально работать с серверами б/д MS SQL   Обладать такими Soft Skills, как: доброжелательность в общении с пользователями; стремление понять проблему и помочь в ее решении; находчивость, нетривиальность в решении задач; высокая самоорганизованность и самообучаемость.      Что мы предлагаем Вам:      Полностью официальное оформление по ТК РФ в стабильной и уверенной компании (работаем с 1993 года!)   График работы - 5/2 (ПН.-ЧТ. с 09.00 до 17.30, ПТ. укороченный день - с 09.00 до 17.00)   Выплаты зарплаты на банковскую карту, 2 раза в месяц, точно в срок.   Месторасположение - в 10 минутах ходьбы от м. Московские ворота   Работа в сплоченном коллективе единомышленников и профессионалов.   Премии сотрудникам (по итогам работы за год)   Социальный пакет (оплата больничных, отпусков)   Предоставляется корпоративное питание.   Развитая корпоративная культура   ",Полная занятость,Полный день,От 1 года до 3 лет,|Настройка DNS|DHCP|Hyper-V|MS SQL|Helpdesk|Windows Server 2003|Windows Server 2008 R2|Windows Server 2012|Администрирование сетевого оборудования|Настройка сетевых подключений|Windows 7|Настройка ПО,3.0,53276.190476190466,1.0,49185.18518518518,системный администратор,Наличие профильного образования и опыта работы на аналогичной должности не менее 2 лет. Грамотно работать с КПД и IP-телефонией. ,Обслуживание и развитие ЛВС. Настройка сетевого оборудования. Поддержание каналов передачи данных. Поддержка пользователей и парка ПК (ок. 200 мест). ,0.3333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1
Санкт-Петербург,ПрофСостав,2019-11-28T13:14:28+0300,"   Работа с терминалами сбора данных.   Настройка и установка сетевого оборудования ( ноутбуки, ТСД, точки доступа, маршрутизаторов)      Требования :     Опыт работы с терминалами сбора данных (M3 green, M3T, MC3090)   Возможно без опыта. ( студенты)      Условия:      Трудоустройство по ТК.   Ночные смены   Редкие командировки.(оплачиваемые, жилье и дорога, за счет компании)   На территории работодателя.   Получение новых профессиональных навыков.   Без совмещения   в месяц около 10 ночных смен.   ",Полная занятость,Сменный график,Нет опыта,|Настройка ПК|Настройка ПО|Сборка ПК|Windows 7,,53276.190476190466,,40000.0,помощник системного администратора,"Опыт работы с терминалами сбора данных (M3 green, M3T, MC3090). Возможно без опыта. ( студенты).","Работа с терминалами сбора данных. Настройка и установка сетевого оборудования ( ноутбуки, ТСД, точки доступа, маршрутизаторов).",0.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
Санкт-Петербург,Газпром нефть,2019-11-18T07:01:41+0300,"  Обязанности:      Участие в предпроектной деятельности.   Подготовка, организация и сопровождение согласования договорной документации.   Ведение бюджета проекта, контроль его исполнения.   Контроль исполнения календарных планов проекта и поручений Руководителя проекта.   Формирование и согласование данных проектного учета.   Формирование регулярной отчетности по проекту.   Работа с информационной системой управления проектами: ведение архива, обновление информации, статусов.   Организация и протоколирование совещаний по проекту, селекторов, подготовка материалов.   Оформление рабочей документации по проекту.   Взаимодействие с Заказчиком, подрядными организациями.   Решение рабочих организационных вопросов.   Выполнение поручений РП; поддержание в актуальном состоянии документацию на сетевых ресурсах.     Требования:     высшее профильное образование;   опыт работы в ИТ-сфере от одного года;   знание способов, методов, технологий и принципов управления проектами;   желателен опыт участия в любых ИТ-проектах ;   опыт работы в офисных приложениях Microsoft (Word, Excel, Power Point, Visio, Outlook) и других приложений (Adobe Reader, СЭД, 1С);   грамотная устная и письменная речь;   ответственность, внимательность, коммуникабельность;   высокая работоспособность в изменяющейся обстановке     Условия:     Работа в стабильной, динамично развивающейся компании;   Перспектива профессионального роста, возможность обучения;   ДМС, страхование жизни;   Годовой бонус по результатам деятельности;   Уровень заработной платы обсуждается по итогам собеседования.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,53276.190476190466,1.0,49185.18518518518,администратор проектов [id16912],"Высшее профильное образование. Опыт работы в ИТ-сфере от одного года. Знание способов, методов, технологий и принципов управления проектами. ","Участие в предпроектной деятельности. Подготовка, организация и сопровождение согласования договорной документации. Ведение бюджета проекта, контроль его исполнения. Контроль исполнения календарных...",0.8333333333333334,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"МАГНИТ, Розничная сеть",2019-11-25T18:20:25+0300,"  Мультиформатная розничная сеть «Магнит»- крупнейший работодатель России .      Мы приглашаем к сотрудничеству профессионалов, готовых развиваться с Компанией.      Вместе мы ставим амбициозные цели и достигаем успеха!     Наш функционал :        монтаж, ремонт, обслуживание локальных сетей, ПК, оргтехники и торгового оборудования в магазинах и в офисе компании;       техническая поддержка пользователей;       диагностика неисправностей и настройка оборудования;       выезды на объекты по г.СПб и ЛО.       Нами приветствуется:       опыт администрирования сетей под управлением MS Windows (установка, настройка, администрирование);        Мы предлагаем:        официальное трудоустройство с первого рабочего дня, все гарантии ТК РФ;       официальная заработная плата;       обучение и повышение квалификации за счет компании;       достойные задачи; возможность проявления инициативы;       возможность карьерного роста;       возможность перевода внутри страны;       компенсация мобильной связи;       удобное расположение офиса (в шаговой доступности от метро).        Большая Компания-     Большие возможности!     Расти вместе с нами!  ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,60000.0,1.0,50000.0,системный администратор,"Опыт администрирования сетей под управлением MS Windows (установка, настройка, администрирование).","Монтаж, ремонт, обслуживание локальных сетей, ПК, оргтехники и торгового оборудования в магазинах и в офисе компании. Техническая поддержка пользователей. ",0.6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,РеалЪ ТД,2019-12-09T12:34:49+0300,"  Должностные обязанности:    - поддержка пользователей (HelpDesk);   - техническое обслуживание парка компьютеров;   - ведение базы заявок и компьютерной техники;   - плановые и внеплановые выезды на объекты.    Требования:    - опыт работы на аналогичной должности от 1 года;   - знание линейки ОС Windows (XP, 7) на уровне администратора;   - опыт в поддержке пользователей офисных пакетов Open Office, MS Office (2003, 2007, 2010);   - понимание стэка TCP/IP;   - понимание принципа работы службы каталогов;   - опыт быстрой и точной диагностики hardware;   - опыт удаленной диагностики по телефону;   - умение четко следовать инструкциям;   - желание обучаться в области IT;   - хорошо развитые коммуникационные навыки.    Условия:    - Официальное оформление по ТК РФ, оплата отпусков и больничных листов;   - График работы гибкий: смены по 9 часов (с 08.00 до 17.00, с 09.00 до 18.00, с 10.00 до 19.00 с 11.00 до 20.00);   - Возможность профессионального и карьерного роста;   - Корпоративные мероприятия и конкурсы для сотрудников.       Благодарим Вас за интерес, проявленный к нашей Компании. Ваше резюме будет просмотрено не более чем за 14 дней с момента его получения. Если Ваш опыт работы и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным контактам.   Отсутствие ответа в течении двух недель означает, что, к сожалению, на сегодня у нас нет подходящих вакансий. При этом Ваше резюме будет сохранено в нашей базе данных и если подходящая вакансия появится в последующем, мы предложим ее Вам для рассмотрения. ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,53276.190476190466,1.0,30000.0,помощник системного администратора,"опыт работы на аналогичной должности от 1 года. - знание линейки ОС Windows (XP, 7) на уровне администратора. - опыт в поддержке...",поддержка пользователей (HelpDesk). - техническое обслуживание парка компьютеров. - ведение базы заявок и компьютерной техники. - плановые и внеплановые выезды на объекты.,0.13333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,РЕГИОНАЛЬНАЯ ГАЗОВАЯ КОМПАНИЯ,2019-11-18T11:04:31+0300," Обязанности     Оптимизация страниц сайта   Предоставление отчетов и анализа результатов   Работа с текущими сайтами компании - редактирование и размещение информации, работы по изменению структуры и дизайна сайта (по необходимости).   Заведение и редактирование новостных материалов;   Наполнение контента в рамках новых проектов.   Продвижение сайта и ответственность за рост аудитории. SEO, работа с внешними площадками     Требования     Знание инструментов продвижения;   Уверенный пользователь ПК, знание программ MC Office   Пунктуальность, уравновешенность, стрессоустойчивость, умение работать в режиме многозадачности;   знания SEO-оптимизации      Условия:      Работа в стабильной компании;   ЗП: 45000 руб;   Выплаты 2 раза в месяц;   График работы – 5/2 с 9 до 18;   Оформление по ТК РФ;   Оплачиваемый отпуск, больничный;   Молодой дружный коллектив;   Уютный офис (15 мин. от м. Бухарестская), чай, кофе, молоко - бесплатно   ",Полная занятость,Полный день,Нет опыта,|Adobe Photoshop|Наполнение контентом|CMS Wordpress|Joomla CMS|CorelDRAW,,53276.190476190466,,45000.0,seo специалист администратор сайта,"Знание инструментов продвижения. Уверенный пользователь ПК, знание программ MC Office. Пунктуальность, уравновешенность, стрессоустойчивость, умение работать в режиме многозадачности. ","Оптимизация страниц сайта. Предоставление отчетов и анализа результатов. Работа с текущими сайтами компании - редактирование и размещение информации, работы по изменению...",0.8333333333333334,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Saber Interactive,2019-12-04T14:44:29+0300,"  Привет! Мы американская игровая студия  Saber Interactive ! Мы занимаемся разработкой видеоигр на различные платформы уже более 18 лет, скорее всего, вы знакомы с нашими проектами: Quake Champions, Inversion, Timeshift, Halo, NBA Playgrounds, MudRunner и, конечно, World War Z!     Мы продолжаем развиваться и, на настоящий момент, находимся в поиске  Администратора Helpdesk , который поможет усилиться нашему IT-отделу!         Обязанности:      Устранение неполадок в работе средств вычислительной техники на рабочем месте пользователя;   Поддержка рабочих мест пользователей (установка и настройка ОС, стандартного офисного ПО, решение проблем пользователей);   Работа по заявкам пользователей;   Создание и поддержка в актуальном состоянии инструкций пользователей.      Требования:      Опыт работы на аналогичной должности от 5 лет;   Хорошее понимание сетей и принципов их работы;   Желательно знание какого-либо скриптового языка;   Способность к быстрому освоению специфического софта;   Желание помогать людям;   Исполнительность и аккуратность;   Неконфликтность.      Мы предлагаем:      Интересную работу в динамично развивающейся международной компании;   Достойную заработную плату;   Профессиональный рост и развитие;   Дружный молодой коллектив;   Оформление по ТК РФ;   Корпоративную скидку в фитнес-клуб/бассейн;   Бесплатное обучение английскому языку;   Отсутствие дресс-кода;   Оплата больничных в 100% размере.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,53276.190476190466,3.0,49185.18518518518,администратор helpdesk,Опыт работы на аналогичной должности от 5 лет. Хорошее понимание сетей и принципов их работы. Желательно знание какого-либо скриптового...,"Устранение неполадок в работе средств вычислительной техники на рабочем месте пользователя. Поддержка рабочих мест пользователей (установка и настройка ОС, стандартного...",0.3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Рик-Авто,2019-12-12T10:22:05+0300," Обязанности:     Техническая поддержка и консультирование пользователей.   Работы на серверах (MS) поддержке пользователей.   Установка, настройка, обновление ПО на рабочих станциях.   Диагностика и решение проблем с программным и аппаратным обеспечением.   Монтаж СКС и видеонаблюдения.   Поддержка Active Directory, Exchange, ESX, Банк-клиентов, пользователей 1С     Требования:        Уверенное знание:      Windows 7/10 Windows Server 2008(R2)/2012(R2);   Active Directory / GPO / DHCP / DNS / Terminal Server /MS SQL (администрирование).   ESX.   Образование любое   Опыт работы не менее года      Опыт работы:    по настройке и установке оргтехники;   по администрированию 1С;   по настройке активного оборудования (желательно mikrotik).       Условия:       Дружный коллектив профессионалов своего дела.     Возможность профессионального роста и развития.   Стабильные выплаты заработной платы.   График работы: 5/2 с 09.30 до 18.00.      Что мы предлагаем:  - интересную работу по управлению распределенной информационной инфраструктурой; - Возможность повышать свою квалификацию; - Стабильную заработную плату и оформление по всем нормам законодательства;     Компенсация затрат на мобильную связь   Рабочий день в основном с 9-30 до 18   Испытательный срок 2 месяца   ",Полная занятость,Полный день,От 1 года до 3 лет,|Active Directory|DHCP|Настройка DNS|Администрирование серверов Windows|Windows Server 2003,3.0,53276.190476190466,1.0,49185.18518518518,системный администратор it специалист,Уверенное знание: Windows 7/10 Windows Server 2008(R2)/2012(R2). Active Directory / GPO / DHCP / DNS / Terminal Server...,"Техническая поддержка и консультирование пользователей. Работы на серверах (MS) поддержке пользователей. Установка, настройка, обновление ПО на рабочих станциях. ",0.03333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
Санкт-Петербург,Газпром нефть,2019-11-29T07:01:15+0300," В дочерней компании ПАО Газпромнефть открыта позиция Администратора ИТ проектов:    Обязанности:       Координация и организация коммуникаций проектной команды;   Документационное обеспечение проектов;   Ведение проекта в информационной системе управления проектами.   Исполнение подготовки календарных планов проектов.   Мониторинг хода реализации проектов.   Сбор и внесение информации о фактическом выполнении работ.   Организация процесса согласования и подписания документов по проекту.   Организация совещаний с функциональными руководителями, руководителями проектов и представителями заказчика, ведение протокола.   Подготовка отчетов, презентаций по проектам, в том числе для топ-менеджмента компании.      Требования:      Высшее образование   Грамотная и четкая устная речь, грамотное письмо   Владение пакетом MS Office (Visio, Word, Excel, Power Point)   Исполнительность   Умение работать над несколькими задачами, организовывать свою работу с учетом приоритетов     Условия:     работа в стабильной, развивающейся компании   перспектива профессионального роста, возможность обучения   интересные проекты в сфере ИТ   ДМС, страхование жизни   уровень заработной платы обсуждаем по итогам собеседования.   ",Полная занятость,Полный день,От 1 года до 3 лет,|MS PowerPoint|MS Outlook|Организаторские навыки|MS Office|Управление проектами|Деловая переписка,3.0,53276.190476190466,1.0,49185.18518518518,администратор it проектов [id 17204],"Высшее образование. Грамотная и четкая устная речь, грамотное письмо. Владение пакетом MS Office (Visio, Word, Excel, Power Point). Исполнительность. ",Координация и организация коммуникаций проектной команды. Документационное обеспечение проектов. Ведение проекта в информационной системе управления проектами. Исполнение подготовки календарных планов...,0.4666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
