city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,английский язык,работа в команде,консультирование,1с: предприятие 8,sap,sql,sap erp,erp-системы на базе 1с,1с программирование,sap bw,other
Санкт-Петербург,Петербургский тракторный завод,2019-11-18T09:46:54+0300,"  Обязанности:     На испытательный срок:       Изучение конфигурации системы.   Актуализация пользовательской и проектной документации   Поддержка конечных пользователей.   Проведение обучений      На первый год работы:      Поддержка пользователей, проведение обучений.   Участие в проекте развития (под началом ведущего консультанта) в рамках своего направления     Текущая поддержка и участие в проектах развития проекта SAP ERP по направлениям ММ/SD (управление материальными потоками/сбыт):   Решение инцидентов по работе в SAP ERP     Проведение периодических обучений по работе в SAP   Составление/обновлений инструкций пользователя.   Подготовка технической документации по разработкам начального уровня.     Тестирование выполненных разработок.   Требования:     Высшее образование (IT/Экономическое)     Опыт работы на аналогичной должности не менее 3-х лет.  Преимуществом будет являться наличие опыта работы на проектах машиностроения.   Продвинутый пользователь ПК, пакета MS Office   Английский – чтение технической документации без словаря     Условия:     Ст. метро &quot;Кировский завод&quot;   Бессрочный трудовой договор     Нормированный рабочий день с 08:15 до 16:45       Оклад (индивидуально)       ДМС, дотация на питание, мобильная связь     ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,133333.33333333337,3.0,64166.66666666666,консультант sap мм sd,Высшее образование (IT/Экономическое). Опыт работы на аналогичной должности не менее 3-х лет. Преимуществом будет являться наличие опыта работы...,"Изучение конфигурации системы. Актуализация пользовательской и проектной документации. Поддержка конечных пользователей. Проведение обучений. Поддержка пользователей, проведение обучений. Участие в проекте...",0.8333333333333334,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Петербургский тракторный завод,2019-11-26T08:54:31+0300,"  Обязанности:     На первый год работы:      Составление, согласование и реализация программы развития в рамках зоны своей ответственности. Участие в существующих проектах развития SAP ERP.       Обязанности:         Текущая поддержка и развитие проекта SAP ERP по направлению FI (Финансы):     Выполнение настроек системы (повышенной сложности).   Проведение обследования существующих бизнес-процессов для последующей оптимизации.   Составление спецификаций на разработку, протоколов настроек.   Тестирование выполненных разработок.   Анализ существующих ролей и присвоенных полномочий.   Проведение обучение консультантов первой линии поддержки/ключевых пользователей системы   Устранение инцидентов повышенной сложности в рамках сопровождения системы     Требования:     Высшее образование (экономическое, бухгалтерское) - обязательно     Опыт работы на аналогичной должности не менее 5-ти лет.  Участие не менее чем в 2х проектах полного цикла в качестве консультанта SAP FI.    Глубокое знание  функциональности и типовых настроек модуля FI-финансы:       ​​​​​​​FI-GL - Новая главная книга   FI-AR – Расчёты с дебиторами   FI-AP – Расчёты с кредиторами   FI-FM – Финансовый менеджмент          Желательно знание :           FI-SL- Налоговые регистры     FI-AA - Учёт основных средств          Хорошее знани е интеграционных аспектов с модулями SAP:         PP - управление производством.   SD – управление сбытом;   CO - контроллинг;   MM - управление материальными потоками;        Обязательно:  ​​​​​​​​​​​​​​       Наличие знаний в предметной области бухгалтерского/налогового учета   Опыт описания проектной документации, подготовки спецификаций на разработку.   Знание языка ABAP на уровне чтения кода, умение работать в отладчике.   Опыт самостоятельного закрытия периода в финансах       Английский – чтение технической литературы без словаря     Условия:       Ст. метро &quot;Кировский завод&quot;       Бессрочный трудовой договор       Ненормированный рабочий день (+ 3 дня к отпуску) с 08:15 до 16:45       ДМС, дотация на питание       Компенсация мобильной связи       Возможность карьерного роста до начальника бюро SAP       Заработная плата по результатам собеседования     ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,133333.33333333337,3.0,64166.66666666666,консультант sap fi,"Высшее образование (экономическое, бухгалтерское) - обязательно. Опыт работы на аналогичной должности не менее 5-ти лет. Участие не менее чем в...","Составление, согласование и реализация программы развития в рамках зоны своей ответственности. Участие в существующих проектах развития SAP ERP. ",0.5666666666666667,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,СКБ Контур,2019-12-11T17:14:45+0300," СКБ Контур известен в широких кругах своей историей становления и тем, что это уральская компания, с центром принятия решений в Екатеринбурге.   За 30 лет существования Контур стал ведущим игроком на рынке специализированного ПО в России. Мы по-прежнему сохраняем на Урале ядро компании с ее традициями, культурой и высокой экспертизой в профессиональных областях.   Продукты Контура мы продаем с помощью собственных отделов продаж и наших партнеров.   Партнеры помогают нам продвигать на региональных рынках крутое ПО и делать мир чуточку лучше и комфортнее. С ними у нас особые отношения:).   Сейчас в команду партнерской сети мы ищем  бизнес-консультанта , который будет помогать партнерам выстраивать продажи продуктов Контура.    Как будет выглядеть ваша работа:      Вы получаете заявку на решение задачи у нашего партнера. Это может быть и разработка оптимальной структуры продающего подразделения, и помощь в выстраивании бизнес-процессов, и внедрение системы оперативного планирования и управления продажами, и многое другое.   Проводите очный аудит бизнеса у наших партнеров.   Разрабатываете план действий для решения задачи.   Запускаете работу по проекту.     Работа ведется в рамках консалтинговых проектов. Один проект может длиться от 3 до 6 месяцев, и это тот срок, за который должны произойти ощутимые качественные и количественные изменения в продажах.    Кого мы ждем:      Нам важно, чтобы вы состоялись в роли руководителя отдела активных продаж в сегменте В2В. Вы должны уметь подобрать инструменты для выстраивания эффективной работы «машины продаж».   Работа бизнес-консультанта — это про систему. Важно, чтобы вы умели мыслить от общего к частному и выделять главное в большом объеме информации.   Вы умеете разговаривать с собственниками бизнеса на одном языке. Дипломатичны. Можете найти подход к разным людям.   Вы готовы к командировкам по России. Это не разъездной характер работы, но 1–2 раза в месяц консультанты выезжают на аудиты к нашим партнерам. Длительность командировки 2–3 дня.      Мы спросили у наших консультантов, за что они ценят свою работу       «За возможности. Нигде и никогда я бы не смогла получить столь глубокий опыт погружения в бизнес-процессы/проблемы/боли малого и среднего бизнеса».   «За пользу. Мы приносим пользу предпринимателям. В том числе финансовую:)».   «За разнообразие. У нас нет идентичных партнеров. Все кейсы разные и интересные».   «За понятный результат, которого нужно достичь».   «За нашу огонь-команду!»         Это все мы предложим и вам в дополнение ко всем социальным благам Контура:).   Если прочитали и поняли, что это про вас, отправляйте резюме, и нам будет интересно познакомиться с вами:).   До встречи в Контуре!     ",Полная занятость,Полный день,От 3 до 6 лет,|Управление продажами|Развитие продаж|Планирование продаж|Управление проектами|Активные продажи|B2B Продажи|Мотивация персонала|Руководство коллективом|Обучение и развитие|Обучение персонала|Поиск и привлечение клиентов,6.0,68600.0,3.0,49100.0,бизнес консультант по выстраиванию продаж,"Как будет выглядеть ваша работа: Работа бизнес-консультанта — это про систему. Важно, чтобы вы умели мыслить от общего к частному...",Продукты Контура мы продаем с помощью собственных отделов продаж и наших партнеров. Вы получаете заявку на решение задачи у нашего...,0.06666666666666667,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Екатеринбург,КОРУС Консалтинг СНГ,2019-12-09T12:04:15+0300," Компания &quot;КОРУС Консалтинг СНГ&quot; приглашает сотрудника на позицию « Консультант по внедрению » .    Если вы настойчивы и ответственны, способны преодолевать трудности и работать на результат – мы ждём вас! Мы – команда профессионалов своего дела и любителей получать удовольствие от работы и от жизни.        Обязанности :     Реализация проектов интеграции между учетными систем клиентов с сервисами электронного документооборота;   определение и согласование целей и основных этапов проектов с заказчиком и внутренними департаментами Компании;   подготовка документации по проектам, сбор требований;   оказание консультаций заказчикам;   деловая переписка с партнерами/клиентами, включая международные команды;   постановка задач на разработку в Jira, контроль выполнения;   работа со структурированными данными, xml файлами и спецификациями;   проведение функционального тестирования.          Требования :     профильное техническое образование – информационные системы/компьютерные технологии и т.п.;   опыт работы в IT области от 1 года;   знание основ проектного управления;   умение формулировать требования заказчика и фиксировать их письменно. Знание BPMN нотации будет преимуществом;   способность разбираться в технической документации;   знание форматов передачи данных, способность чтения XML файлов;   хорошие коммуникативные навыки и способность грамотно излагать свои мысли;   знание принципов работы FTP, AS2, VPN, Web-services будет преимуществом;   письменный и устный английский язык не ниже уровня intermediate;   готовность к редким непродолжительным командировкам.      Что вас ожидает:      мы применяем в работе проверенные технологии и подходы разработки, при этом следуем передовым тенденциям IT-мира (agile, CI/CD);   мы - компания-лидер коммерческого электронного документооборота в России;   заработная плата обсуждается индивидуально;   бонусы по результатам работы;   свободное начало рабочего дня (с 8 до 10), отсутствие дресс-кода;   кабинетная командная рассадка;   ДМС после окончания испытательного срока;   выгодные условия по продуктам Сбербанка;   полное соблюдение норм ТК РФ;   возможности профессионального и карьерного роста ограничиваются только желанием;   высокий внутренний и внешний темп жизни компании.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Atlassian Jira|Английский язык|Управление проектами|Работа в команде|XML,3.0,68600.0,1.0,49100.0,консультант по внедрению,Профильное техническое образование – информационные системы/компьютерные технологии и т.п.. Опыт работы в IT области от 1 года. ,Реализация проектов интеграции между учетными систем клиентов с сервисами электронного документооборота. Определение и согласование целей и основных этапов проектов с...,0.13333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Екатеринбург,Работут,2019-12-02T10:21:54+0300,"  Требуются промоутеры-консультант для продвижения бренда Хуавэй в магазинах:     М-ВИДЕО   ул. 8 Марта (ТЦ Гринвич)     ДНС ул. 8 Марта (ТЦ Мегаполис)     RABOTUT — ЭТО ФЕДЕРАЛЬНЫЙ КАДРОВЫЙ ЦЕНТР! Мы ежедневно предлагаем нашим соискателям 1000 различных вакансий, что позволяет каждому найти для себя подходящую работу в различных сферах на всей территории РФ. Приходите к нам, и мы гарантируем Вам , что вы найдете: надежных работодателей, стабильный доход и любимую работу в течение 24 часов . Наши супервайзеры, торговые представители, мерчандайзеры, уже трудятся в российских и международных компаниях во всех регионах страны. Почему мы? • Персональный менеджер подберет работу, согласно твоим ожиданиям. • Мы не берем деньги за трудоустройство. • У нас ты сможешь расти и развиваться как профессионал. В этом тебе будут помогать твой руководитель, платформа дистанционного обучения • Мы сотрудничаем с мировыми производителями и крупными федеральными сетями. • Твой персональный менеджер на связи 12 часов в сутки и, если тебя не устроит текущая работа, мы подберем другую вакансию. Тоже абсолютно бесплатно! Наши сотрудники это: • Исполнительные • Умеют работать в команде • Обладают высокой работоспособностью • Ответственные • Доброжелательность, внимательность, готовность к обучению. • Опыт работы не обязателен, но будет являться вашим преимуществом. • Наличие действующей мед книжки у Вас будет преимуществом, готовность оформить санитарную книжку. Помощь в оформлении мед книжки. Мы предлагаем: • Стабильный доход • Работу рядом с домом, • Быстрое трудоустройство (за 24). • Различные графики работы, возможность совмещения, дополнительные смены • Работа в дружном коллективе. • Карьерное развитие.   Обязанности:       Консультации и демонстрация работы мобильных устройств.       Совершение продаж, повышение узнаваемости бренда, завоевание конкурентного рынка.       Электронная форма отчетности, фото, и др.       Требования:       Опыт работы: продавцом - консультантом от 3 месяцев в области мобильной, компьютерной, mobile/TV/AV, бытовой техники.       Наличие мед. книжки или готовность её оформить (оказываем содействие в оформлении).       Консультант должен интересоваться рынком , цифровой мобильной техники, знать тенденции, очень приветствуются активное пользование техники и гаджетов. Приветствуется опыт работы в сети М. Видео, Эльдорадо. ДНС и т.п.       Хорошие коммуникационные навыки, грамотная речь, способность легко идти на контакт.       Условия:     Оформление по ТК.   Оклад + бонус от продаж: оклад 25000 net (складывается из почасовой оплаты труда), премиальная часть не ограничена.   График работы: график 4/3 пт 15:00-21:00; пн 15:00-21:00; сб-вс 12:00-21:00 (30 часов в неделю). Выходные вторник, среда, четверг.     Обязательно заполнено резюме с фото. ",Полная занятость,Сменный график,От 1 года до 3 лет,|Работа в команде|Консультирование|Навыки продаж|Проведение промо акций,3.0,45000.0,1.0,40000.0,промоутер консультант,"Опыт работы: продавцом - консультантом от 3 месяцев в области мобильной, компьютерной, mobile/TV/AV, бытовой техники. Наличие мед. ","Консультации и демонстрация работы мобильных устройств. Совершение продаж, повышение узнаваемости бренда, завоевание конкурентного рынка. Электронная форма отчетности, фото, и др.",0.36666666666666664,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
Екатеринбург,Уральский завод гражданской авиации,2019-11-17T05:55:40+0300,"  АО «Уральский завод гражданской авиации» приглашает кандидатов принять участие в конкурсе на вакансию «Консультант 1С ERP»     Требования:      высшее образование (техническое, финансово-экономическое);   опыт работы с 1С: Бухгалтерия – 3.0, ЗУП – 2.5; 3.1, УПП – 1.3, Документооборот, 1С: ERP;   опыт поддержки программных продуктов 1С;   знание основ бухгалтерского учета;   коммуникабельный, ответственный, исполнительный, пунктуальный.      Обязанности:      консультирование пользователей 1С работе с программными продуктами: 1С УПП, ЗУП, Бух., Документооборот;   добавление, удаление пользователей баз 1С;   назначение, изменение, анализ прав пользователей 1С;   аудит работы БД 1С (выявление ошибок в работе пользователей);   контроль выполнения обменов между информационными базами 1С;   составление инструкций, презентаций, описание доработок по работе с ПО 1С.      Условия работы:      работа на крупном развивающемся предприятии;   официальное трудоустройство в соответствии с ТК РФ;   достойная заработная плата;   расширенный соц. пакет, полис ДМС;   обучение, повышение квалификации и карьерный рост;   корпоративные мероприятия (праздники в формате активного отдыха на горнолыжных базах, туристические слеты, концертные мероприятия, детские праздники для сотрудников с детьми);   спортивные секции (бассейн, волейбол, футбол, хоккей, парашютная секция, фитнес-клуб на корпоративных условиях) и соревнования (по футболу, настольному теннису, боулингу, бильярду и др.);   возможность изучения английского языка и различные личностные тренинги;   ведомственный детский сад;   район работы г. Екатеринбург, БЦ Арена;   график работы: 5/2 с 08.00 до 17.00.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,60000.0,1.0,50000.0,консультант 1с erp,"Высшее образование (техническое, финансово-экономическое). Опыт работы с 1С: Бухгалтерия – 3.0, ЗУП – 2.5; 3.1, УПП – 1...","Консультирование пользователей 1С работе с программными продуктами: 1С УПП, ЗУП, Бух., Документооборот. Добавление, удаление пользователей баз 1С. ",0.8666666666666667,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Комос Групп,2019-12-09T08:16:44+0300," Обязанности:     Обеспечение 3-го уровня техподдержки по вопросам, инцидентам, заявкам на доработку и настройку ИС SAP SF   Разработка технических заданий и их реализация на платформе SAP SF, ведение документации   Реализация интеграционного взаимодействия на базе платформы SAP CPI (SCI/HCI) с существующими системами 1С и др.   Работа с интеграционными потоками, администрирование очередей сообщений   Оптимизация производительности корпоративной интеграционной шины на базе SAP CPI (SCI/HCI)   Мониторинг ошибок, поиск причин и исправление ошибок в работе системы   Разработка и поддержка интерфейсов для системы SAP CPI (SCI/HCI)   Разработка мэппингов Java, XSLT, Message Mapping     Требования:     Высшее образование/ неоконченное высшее (желательно по специальностям: прикладная математика; вычислительные машины, комплексы, системы и сети; автоматизированные системы обработки информации и управления; программное обеспечение вычислительной техники и автоматизированных систем; математические методы в экономике)   Опыт работы с SAP CPI или SAP PI/PO не менее 2 лет   Опыт работы с шинами данных   Опыт настройки различных адаптеров и протоколов (HTTPS, IDOC, ABAP Proxy, RFC, JDBC, SOAP, XI, File/FTP, JMS, OData)   Опыт применения разных типов трансформации сообщений (XSLT, Java, Message Mapping)   Опыт поддержки интеграционных сценариев (мониторинг сообщений, мониторинг компонентов SAP CPI или PI/PO)   Знание Java на уровне Junior   Желательно знание MS SQL и T-SQL   Приветствуется знание языков ООП высокого уровня (С++, C#, Java, X++)     Условия:       Официальное трудоустройство и официальная заработная плата, работа в г.Ижевск       Конкурентоспособный уровень зарплаты, который обсуждается индивидуально (оклад+премии)       ДМС, абонемент в фитнес-клубы &quot;Атлантис&quot;       Возможность обучения, развития, карьерного и профессионального роста     ",Полная занятость,Полный день,Более 6 лет,,,68600.0,6.0,49100.0,разработчик консультант sap suссess faсtors,"Высшее образование/ неоконченное высшее (желательно по специальностям: прикладная математика; вычислительные машины, комплексы, системы и сети; автоматизированные системы обработки информации и...","Обеспечение 3-го уровня техподдержки по вопросам, инцидентам, заявкам на доработку и настройку ИС SAP SF. Разработка технических заданий и...",0.13333333333333333,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Газпром нефть,2019-11-27T22:09:11+0300," Наша команда разрабатывает и внедряет решения в области ТОиР и учета НКТ.   Мы активно расширяемся и нам на проект нужен консультант SAP MM, готовый к активному изучению новой для себя области.    Задачи, которые потребуется выполнять:      анализ требований заказчика;   настройка системы SAP ERP;   постановка задач разработчикам и контроль их выполнения;   разработка проектной документации;   тестирование функционала.      Наши ожидания от кандидата:       опыт работы консультантом SAP MM от двух лет;   навыки деловой переписки и грамотная речь;   готовность к постоянному улучшению своих компетенций;   нацеленность на результат;   умение работать в команде;   высшее образование;   умение читать код будет преимуществом.      Мы предлагаем:      официальное трудоустройство;   возможность профессионального роста;   ДМС, включая стоматологию;   участие в интересных проектах;     работу в команде профессионалов ",Полная занятость,Полный день,От 1 года до 3 лет,|SAP ERP|Работа в команде|Постановка задач разработчикам|Проектная документация|SAP Project,3.0,68600.0,1.0,49100.0,консультант sap mm ведущий консультант sap mm,Опыт работы консультантом SAP MM от двух лет. Навыки деловой переписки и грамотная речь. Готовность к постоянному улучшению своих компетенций. ,Анализ требований заказчика. Настройка системы SAP ERP. Постановка задач разработчикам и контроль их выполнения. Разработка проектной документации. Тестирование функционала.,0.5333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
Екатеринбург,Франчайзинговая розничная сеть Галамарт,2019-11-27T12:56:29+0300,"  Приглашаем на работу в «Галамарт»: франчайзинговую розничную сеть, включающую в себя более 200 магазинов!    География сети охватывает огромную территорию от Санкт-Петербурга и Минска до Новосибирска и Красноярска. Каждый месяц мы открываем от пяти до семи новых магазинов в разных регионах России.   «Галамарт» - это уникальный формат магазинов, предлагающих своим покупателям низкие цены на товары для дома и новинки каждый день. Команда профессионалов делает нашу сеть «Галамарт» лучше. День за днем!        Приглашаем в свою крутую IT- команду Консультанта 1С.         Обязанности:      Поддержка баз: ERP/Бухгалтерия/ЗУП/Розница/Торговля;   Консультации и обучение пользователей;   Создание инструкций, обучающих курсов, видеороликов;   Анализ и систематизация проблем/ ожиданий пользователей при работе с программами.      Требования:      Высшее образование (техническое);   Опыт консультирования в “1С.8” (Бух, ЗУП, ERP, Розница и др), “1С.7” от 1 года;   Умение гибко использовать типовые и универсальные отчеты/ обработки;   Понимание механизмов хранения данных в 1С;   Понимание бизнес- процессов в области оптово- розничной торговли и финансового управления.      Условия:      Официальное трудоустройство с первого дня работы;   Место работы: БЦ &quot;Онегин&quot;   Сменный график работы 2/2 (без ночных смен) и 5/2   Интересные задачи;   Работа в крупной федеральной компании;   Возможность профессионального и карьерного роста.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,68600.0,1.0,45500.0,консультант 1с,"Высшее образование (техническое). Опыт консультирования в “1С.8” (Бух, ЗУП, ERP, Розница и др), “1С.7” от 1...","Поддержка баз: ERP/Бухгалтерия/ЗУП/Розница/Торговля. Консультации и обучение пользователей. Создание инструкций, обучающих курсов, видеороликов. Анализ и систематизация проблем...",0.5333333333333333,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,"СНС, Группа Компаний",2019-11-14T09:26:17+0300,"  Консультант SAP логистика        Требования:      Опыт работы по внедрению и сопровождению модулей системы SAP ERP (ECC 6.08):  ключевой модуль - SAP SD,  SAP MM, SAP LE/LO, SAP PM;   Знание смежных функциональностей и вопросов интеграции;   Знание ABAP: анализ/отладка кода, доработка замещений, проверок;   Желательно: наличие профильных сертификатов SAP, участие минимум в одном проекте полного цикла в качестве консультанта.      Обязанности:      Настройка и тестирование системы по соответствующему направлению;   Определение необходимых разработок по соответствующему функциональному направлению и постановка задач для разработчиков;   Решение интеграционных вопросов по соответствующему направлению;   Осуществление первоначальной поддержки после продуктивного запуска нового/измененного процесса.      Мы предлагаем:      гарантированную своевременную заработную плату по результатам собеседования;   оформление в штат компании в соответствии с ТК РФ (отпуск, больничный лист) или работу по договору ГПХ;   гибкий график работы;   обсуждается компенсация затраты на проживание;   добровольное медицинское страхование;   дополнительную мотивацию: бонусы по итогам годовой оценки Performance Management, премии за стаж работы в компании и пр.;   возможность карьерного роста;   развитую корпоративную культуру: подарки по случаю рождения детей; корпоративные конкурсы и мероприятия для сотрудников и их детей; благотворительные проекты внутри компании, направленные на оказание помощи сотрудникам и членам их семей, попавшим в сложную жизненную ситуацию и пр.;   территориально место работы: Москва, Пресненская набережная, Башня «Империя», ст. м. Деловой центр.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,68600.0,3.0,49100.0,консультант sap логистика,"Опыт работы по внедрению и сопровождению модулей системы SAP ERP (ECC 6.08): ключевой модуль - SAP SD, SAP MM, SAP...",Настройка и тестирование системы по соответствующему направлению. Определение необходимых разработок по соответствующему функциональному направлению и постановка задач для разработчиков. ,0.9666666666666667,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Группа Синара,2019-12-13T15:45:52+0300," В управляющую компанию финансово-промышленного холдинга Группа СИНАРА требуется  Методолог-консультант     Обязанности:      Оптимизация управленческого и бухгалтерского учёта под конфигурации 1С;   Сбор, анализ и формализация требований к доработке конфигураций 1С;   Описание бизнес-процессов, их анализ и оптимизация;   Разработка регламентов бизнес-процессов;   Тестирование доработок конфигураций 1С, участие в проектах внедрения конфигураций 1С;   Методическая поддержка внедрённых конфигурации 1С.     Требования:     Высшее образование (предпочтительно в сфере финансов, экономики, бухгалтерии);   Стаж работы от 2 лет;   Опыт внедрения или сопровождения 1С в производственных, строительных или торговых компаниях;   Умение описывать процессы, опыт написания Технических заданий для доработки 1С: Торговля, 1С:УПП, 1С:ERP;   Знание финансового, бухгалтерского или управленческого учёта.     Условия:     Работа в крупной, стабильной холдинговой структуре в команде профессионалов;   Возможность профессионального и карьерного роста в структуре холдинга;   Официальная заработная плата, расширенный социальный пакет.   ",Полная занятость,Полный день,От 3 до 6 лет,|1С: Бухгалтерия|1С: Зарплата и управление персоналом|ERP|1С: Управление Производственным Предприятием,6.0,68600.0,3.0,49100.0,методолог консультант 1с,"Высшее образование (предпочтительно в сфере финансов, экономики, бухгалтерии). Стаж работы от 2 лет. Опыт внедрения или сопровождения 1С в...","Оптимизация управленческого и бухгалтерского учёта под конфигурации 1С. Сбор, анализ и формализация требований к доработке конфигураций 1С. ",0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
