city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,python,sql,linux,ms sql,английский язык,управление проектами,работа с базами данных,ms powerpoint,математическая статистика,data mining,other
Санкт-Петербург,Tele2,2019-12-04T15:27:19+0300,"  Менеджер по управлению услугами передачи данных     Ваши будущие задачи:        Взаимодействие со всеми подразделениями, вендорами и партнерами по обеспечению внедрения услуг и поддержке тарификации передачи данных       Участие в принятии решений при выборе поставщиков, технических решений с целью обеспечения коммерческих задач при внедрении новых систем, узлов, участвующих в предоставлении абонентам сервисов на базе передачи данных       Внедрение принципиально новых разработок и запуски инновационных услуг на базе ПД для абонентов компании       Контроль процесса бесперебойного предоставления услуг ПД для абонентов с использованием имеющихся систем       Инициирование и управление рабочими группами с привлечением всех заинтересованных лиц и смежных функций для создания механизмов контроля доходности услуг на базе ПД       Обеспечение процессов сопровождения имплементации и тестирования продуктов, включая разработку специфичных алгоритмов, связанных с ПД       Обеспечение процессов контроля качества сервисов ПД с точки зрения технических характеристик и качества реализации сервисов в системах (KPI, связанные с технической службой и качеством сервисов, предоставляемых абонентам)        Чтобы стать кандидатом, нужно:      Работа в продуктовом подразделении не менее 3 лет   Высшее образование (профиль - экономика, маркетинг, математика, финансы)   Экспертиза в области управления сложными технологическими или интеграционными проектами   Понимание принципов организации и построения мобильных сетей и сетей передачи данных   Знание рынка телекоммуникационных услуг, организации бизнес-процессов крупной телекоммуникационной компании   Опыт запуска продуктов и ценообразования в области телекоммуникаций   Опыт взаимодействия с внешними поставщиками, знание тендерных и закупочных процессов   Планирование, прогнозирование, бюджетирование      Плюсы для вас:      Интересная работа в быстроразвивающейся компании   Уникальная система обучения для каждого сотрудника на основе индивидуальных планов развития   Зеленый свет для новых идей и предложений: мы часто делаем то, на что другие не отваживаются   Возможности профессионального и карьерного роста   Индексируемая заработная плата, годовые бонусы   Полное соответствие ТК РФ   Расширенная медицинская страховка в России и за пределами страны - даже для любителей черных горнолыжных трасс   Компенсация затрат на мобильную связь   Дополнительные материальные выплаты (пособия при рождении ребенка, вступлении в брак и т.п.)   Компенсация занятий спортом через год работы   ",Полная занятость,Полный день,От 3 до 6 лет,|Бюджетирование|Контроль и анализ ценообразования|Адаптивное планирование|Управление проектами|Анализ данных|Launching new products,6.0,104906.05263157896,3.0,50000.0,data science,"Работа в продуктовом подразделении не менее 3 лет. Высшее образование (профиль - экономика, маркетинг, математика, финансы). Экспертиза в области управления сложными...","Взаимодействие со всеми подразделениями, вендорами и партнерами по обеспечению внедрения услуг и поддержке тарификации передачи данных. Участие в принятии решений...",0.3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Екатеринбург,ЭР-Телеком,2019-11-22T08:08:22+0300,"  АО ЭР-Телеком Холдинг  - ведущий независимый федеральный оператор телекоммуникационных услуг в России, по итогам 2018 года входит в Топ-5 привлекательных работодателей в сфере телеком по версии hh.ru. Ты знаешь нас по брендам Дом.ru и Movix. Работаем с 2001 года. По числу пользователей широкополосного доступа в интернет мы №2 в России, по пользователям платного ТВ - №3.   IT в ЭР-Телекоме - это более 400 профессионалов, занимающихся развитием и поддержкой широкого набора информационных систем, от 1С и IBM Campaign до самописных биллинга и CRM на базе СУБД Oracle.    Чем предстоит заниматься:      Разработка программного обеспечения для автоматизации бизнес-процессов компании;   Руководство группой: участие в подготовке планов группы, оценка трудоёмкости выполнения задач;   Проектирование и разработка моделей данных;   Оптимизация и рефакторинг программного кода.      Мы ждем от вас:      Глубокий опыт проектирования СУБД Oracle;   Отличное знание SQL и PL/SQL;   Опыт анализа и оптимизации сложных SQL-запросов;   Опыт успешной реализации проектов;   Умение структурировать и систематизировать информацию;   Самостоятельность, активная жизненная позиция.      Мы предлагаем:      Работу в федеральной динамично развивающейся компании - сейчас мы занимаем 2-е место в России по количеству абонентов!   Профессиональное развитие и карьерный рост - наши специалисты посещают конференции и участвуют в крупных проектах компании;   Официальное трудоустройство, полный соц.пакет (оплачиваемый отпуск, больничные);   Конкурентную &quot;белую&quot; зарплату, своевременные выплаты 2 раза в месяц;   ДМС для Вас и Вашей семьи на льготных условиях;   Скидки по Программе лояльности в заведения города: фитнес, банковские продукты, бары/рестораны и т.д.;   Удобную парковку, комфортный офис в БЦ Деловой квартал и дружелюбную атмосферу в коллективе профессионалов!   ",Полная занятость,Полный день,От 3 до 6 лет,|Oracle Pl/SQL|SQL|HTML|CSS|jQuery,6.0,101400.0,3.0,70000.0,data science,Глубокий опыт проектирования СУБД Oracle. Отличное знание SQL и PL/SQL. Опыт анализа и оптимизации сложных SQL-запросов. ,"Разработка программного обеспечения для автоматизации бизнес-процессов компании. Руководство группой: участие в подготовке планов группы, оценка трудоёмкости выполнения задач. ",0.7,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Екатеринбург,СКБ Контур,2019-12-11T07:14:46+0300," В Контуре большое количество отделов аналитики и каждый занимается своей специфичной и важной задачей. Одна из таких задач –  автоматизация процесса бюджетирования . Под бюджетированием мы понимаем процесс планирования выручки компании, это объемная и непростая задача. Сейчас мы ищем   аналитика-исследователя/data analyst  , который считает SQL своим другом, умеет выстраивать коммуникации с другими командами, а так же сможет собирать и транслировать обратную связь от пользователей на язык данных для разработчика.    Цель : участие в автоматизации процесса бюджетирования и развития логики продуктового учета в Управлении маркетинга.    Этот специалист:      Готов погружаться в особенности биллинга, множества продуктов, справочников и т. д.   Понимает, как данные связаны между собой, находит закономерности, проверяет гипотезы и делает выводы   Уточняет детали задач у заказчиков, помогает им в решении сложных вопросов   Взаимодействует с командами продуктов для построения оптимального решения, обучает аналитиков из других команд решать задачи на данных   Владеет SQL на хорошем уровне   Знает Python, но это не обязательно      Вот немного про задачи:      Работа со списком входящих задач, определение, какие инструменты и данные потребуются для их решения   Участие в создании общего хранилища для всех активностей, связанных с продлением   Проработка логики сбора и формирования базы, актуализация этой логики   Постановка задач на доработку биллинга и взаимодействие с продуктовыми аналитиками   Построение автоматических и прозрачных процессов работы с клиентской базой   Создание удобных инструментов по оценке эффективности всех активностей по продлению клиентов      Что мы предлагаем:      Очень комфортные условия труда. Мы из тех, кто дорожит своей репутацией не только у клиентов, но и у своих сотрудников. Все очень подробно описано на нашем сайте в разделе Работа у нас / Соискателям.     Профессиональный и карьерный рост. И это не просто слова. Наши аналитики становятся руководителями направлений, проектов, растут как эксперты. В нашей компании часто должность находится под человека.       Достойную заработную плату гарантируем. Условия обсуждаются индивидуально.         ",Полная занятость,Полный день,От 1 года до 3 лет,|SQL|Бюджетирование,3.0,101400.0,1.0,68571.42857142858,data science,"Понимает, как данные связаны между собой, находит закономерности, проверяет гипотезы и делает выводы. Владеет SQL на хорошем уровне.","Цель: участие в автоматизации процесса бюджетирования и развития логики продуктового учета в Управлении маркетинга. Готов погружаться в особенности биллинга, множества...",0.06666666666666667,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Екатеринбург,Сервис заказа такси Максим,2019-12-13T14:26:35+0300,"  &quot;Максим&quot; ищет разработчиков в Екатеринбурге, Челябинске, Тюмени, Кургане и Набережных Челнах.     Кто мы:    - IT-компания, предоставляющая облачные решения в сфере такси. К нашим сервисам подключено большое количество компаний, среди которых как мелкие региональные игроки, так и компании с мировым именем, с сотнями городов и десятками стран присутствия.    Что у нас есть:    Активно меняющийся и развивающийся сервис, находящийся 24/7 под высокой нагрузкой от тысяч операторов и менеджеров, от десятков тысяч клиентов и водителей. Сервис, обслуживающий более миллиона заказов в сутки.    Кого мы хотим найти:    - человека с хорошей теоретической подготовкой в области баз данных, имеющего опыт использования и разработки под MSSQL или PostgreSQL (готовы рассмотреть опыт с другими СУБД, если вы готовы учиться :) );   - желателен опыт работы с веб-технологиями;   - желателен опыт командной разработки;   - обязательно: быть ответственным, трудолюбивым, писать понятный код и иметь огромное желание развиваться и делать реально полезные вещи.    Что мы предлагаем:    - множество интересных задач;   - дружелюбный коллектив;   - корпоративное обучение;   - поездки на it-конференции;   - комфортное рабочее место;   - компенсацию питания;   - бесплатные корпоративные мероприятия (Новый Год, командные выезды и движухи);   - уровень заработной платы, который зависит от технических знаний и навыков (+ регулярный пересмотр, если вы растете). ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,120000.0,1.0,70000.0,data science,"человека с хорошей теоретической подготовкой в области баз данных, имеющего опыт использования и разработки под MSSQL или PostgreSQL (готовы рассмотреть...",Без обязанностей,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,НАГ,2019-12-10T07:17:45+0300,"  НАГ — ведущий российский разработчик и поставщик оборудования и решений для отрасли телекоммуникаций, промышленности и бизнеса. С 2003 года мы создаем сети передачи данных и системы безопасности, строим дата-центры.    Мы предлагаем собственные продукты и решения “под ключ”:   - Сети передачи данных и корпоративные сети - Решения для мобильных операторов - Оптические транспортные сети (DWDM) - Решения для ЦОД и построение модульных дата-центров - Облачные решения и сетевая безопасность - Решения для голосовой связи и унифицированные коммуникации   Штат компании насчитывает более 400 сотрудников. Офисы НАГ работают в Екатеринбурге, Москве, Новосибирске, Ростове-на-Дону, Санкт-Петербурге. Логистические центры располагаются в Екатеринбурге, Москве, Вашингтоне (США) и Шанхае (Китай).    Мы вошли в рейтинги: ТОП-50 самых прибыльных IT компаний России, ТОП-100 крупнейших ИТ-компании России, ТОП-20 быстрорастущих IT компаний, ТОП-30 крупнейших поставщиков IT для операторов связи, а также в ТОП-100 лучших работодателей России.    Компания НАГ активно растет, и сейчас нашей дружной команде нужен инженер    Для работы необходимо знать и уметь:    - устройство и архитектуру серверных платформ, дисковых массивов; - виды функционального тестирования оборудования; - технологии СРК, RAID , какие бывают, для чего нужны; - технологии SATA, SAS FC: отличия, характеристики; - работа с консолью и ПО в дисковых массивах и серверах; - VMware, HyperV virtualization, linux (centOS и Debian); - сетевые технологии, протоколы передачи данных, оборудование для коммутации; - иметь практический опыт внедрения или\и поддержки решений; - технический английский язык на уровне чтения технической документации; - знание и практический опыт эксплуатации решений гиперконвергентных инфраструктур СХД рассматривается в качестве плюса; - организованность, внимательность, умение работать с большими объемами информации, аналитический склад ума.    Что необходимо делать:      проводить нагрузочное тестирование серверных платформ, серверных комплектующих и СХД;   блочный ремонт: выявление неисправностей и замена неисправных компонентов;   обновление ПО;   техническая поддержка внешний и внутренних заказчиков по вопросам совместимости, настройки и внедрения оборудования;   сборка пилотных и демо-стендов для проверки оборудования      Мы предлагаем:      Работу в стабильной компании с развитой корпоративной культурой   Возможность профессионального и карьерного роста   Официальное трудоустройство по ТК. РФ, 100% белая зарплата   Техническое обучение   Комфортные условия труда и отдыха   Работу в профессиональной команде   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,101400.0,3.0,40000.0,data science,"Для работы необходимо знать и уметь: - технологии SATA, SAS FC: отличия, характеристики. - VMware, HyperV virtualization, linux (centOS и Debian). - ",Сети передачи данных и корпоративные сети. - Решения для мобильных операторов. - Оптические транспортные сети (DWDM). - Решения для ЦОД и построение модульных...,0.1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,Плейджендари Ру,2019-11-21T15:40:20+0300," Мы ищем  Data Engineer , который усилит команду  Playgendary  и поможет создавать новые хиты.   Playgendary  сегодня — это 300+ сотрудников и сотни миллионов игроков по всему миру. Количество наших загрузок превысило 1 млрд — с 2018 года компания входит в топ-10 игровых разработчиков по скачиваниям. Среди хитов: Kick the Buddy, Polysphere, Bowmasters, Tank Stars, Tomb of the Mask. В разработке новые продукты. Процессы в команде построены гибко и понятно: нет долгих согласований, отнимающих время митингов и прочей бюрократии. Мы ценим простоту общения и качественные технические решения.        Чем предстоит заняться:        развитие и поддержка etl-процессов для работы аналитической системы;       работа с большими данными на входе;       кросс-валидация по различным источникам;       формирование и ревью схем данных под выбранные архитектурные решения;       развитие культуры визуализации информации.        Ты подходишь нам, если:        опыт профессиональной разработки от 2-х лет;       понимание ООП, design patterns;       владение Python или Java, SQL;       опыт работы с Docker;       опыт работы с UNIX-based OS, Shell;       опыт работы с колоночными хранилищами (BigQuery, Redshift, ClickHouse).        Приветствуется:        опыт работы с ETL-фреймворками (Google Dataflow (Apache Beam), Apache AirFlow);       опыт работы с Apache Spark;       опыт работы с поисковыми движками (ElasticSearch, Solr) и NoSQL-хранилищами.        Мы будем рады предложить:        Зарплату, защищенную от валютных колебаний;       Работу в дружной команде единомышленников;       Помощь в реализации ваших идей в рамках работы с командой;       Постоянное повышение квалификации (компания оплачивает образовательные программы и поездки на конференции);       График для тех, кто любит поспать;       Реферальную программу;       Денежные бонусы по случаю важных жизненных событий;       Оплату занятий спортом.         ",Полная занятость,Полный день,От 1 года до 3 лет,|Python|Java|PostgreSQL|SQL,3.0,101400.0,1.0,68571.42857142858,data science,"Опыт профессиональной разработки от 2-х лет. Понимание ООП, design patterns. Владение Python или Java, SQL. Опыт работы с Docker. ",Развитие и поддержка etl-процессов для работы аналитической системы. Работа с большими данными на входе. Кросс-валидация по различным источникам. ,0.7333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Екатеринбург,МегаФон,2019-11-25T16:51:56+0300," Подразделение компании &quot;МегаФон&quot; фокусируется на разработке комплексных аналитических моделей на основе методов машинного обучения для повышения эффективности компании. Мы хотим усилить аналитическую компетенцию и продолжать запускать в работу портфель новых проектов на основе анализа больших данных.    Мы используем:    Oracle Exadata (SQL, PL/SQL), Cloudera Hadoop, Hive, Spark, Pyspark, Python (sklearn, xgboost, pandas, etc), Linux bash. Система контроля версий: git. Для развития нашего корпоративного хранилища: Oracle Big Data SQL, Oracle Data Integrator, Informatica Power Center, Oracle Business Intelligence, SAP Business Objects.    Мы ищем сотрудника, который:      интересуется развитием аналитики на стороне крупной телеком-компании;   хочет решать интересные аналитические задачи для бизнеса;   способен находить зависимости в большом объеме информации и строить комплексные математические модели.      Для решения наших задач потребуется:      опыт работы в data science;   понимание алгоритмов машинного обучения, статистического анализа;   опыт построения аналитических моделей в Python;   умение работать с реляционными (SQL) и/или распределенными БД, понимание парадигмы Map-Reduce;   опыт работы в телекоммуникациях, банках или цифровых индустриях будет преимуществом;   успехи в соревнованиях по data mining будет плюсом (например, Kaggle).      Мы предлагаем:      Внешнее обучение в России и за рубежом за счет компании (Coursera, New Prolab, BigData Team, GeekBrains и др.);   Компенсация затрат на мобильную связь;   ДМС (включая стоматологию), страхование при выезде заграницу;   Частичная компенсация спорта;   Возможность участия в корпоративных спортивных командах: футбол, волейбол, баскетбол, хоккей и бег;   Регулярные митапы в офисе с внешними спикерами из разных областей.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,101400.0,1.0,68571.42857142858,data science,"Опыт работы в data science. Понимание алгоритмов машинного обучения, статистического анализа. Опыт построения аналитических моделей в Python. Умение работать с...",Подразделение компании &quot;МегаФон&quot; фокусируется на разработке комплексных аналитических моделей на основе методов машинного обучения для повышения эффективности компании. ,0.6,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Екатеринбург,МегаФон,2019-11-24T18:36:35+0300," Компания ПАО МегаФон расширяет направление машинного обучения и ищет в команду Аналитики больших данных  Data Scientist&#39;ов      Ваши будущие задачи:      Первичная обработка данных, построение моделей, проверка гипотез, разработка архитектур моделей, оценка результатов и т.д.   Текущие и будущие проекты: клиентская аналитика, гео аналитика, выбор предложений, каналов, контента, момента коммуникаций.   Инструментарий: Python, Hadoop, Spark, Hive, sqoop, Linux.      Для решения наших задач потребуется:      опыт работы в data science;   понимание алгоритмов машинного обучения, статистического анализа;   опыт построения аналитических моделей в Python;   умение работать с реляционными (SQL) и распределенными БД, понимание парадигмы Map-Reduce, работа с Hive, Spark и др.;   опыт работы в телекоммуникациях, банках или цифровых индустриях будет преимуществом;   успехи в соревнованиях по data mining будет плюсом (например, Kaggle).      Мы     используем  :    Oracle Exadata, Cloudera Hadoop, Oracle Big Data SQL.    Мы ищем сотрудника, который:      интересуется развитием аналитики на стороне крупной телеком-компании;   способен уверенно решать сложные аналитические задачи для бизнеса;   способен находить зависимости в большом объеме информации и строить сложные математические модели.      Мы предлагаем:      Внешнее обучение в России и за рубежом за счет компании (Иннополис, New Prolab, Coursera и др.);   Официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата   Возможность удаленной работы на не регулярной основе   Теплая и дружественная атмосфера в коллективе, помощь в адаптации на новом месте   ДМС (включая стоматологию и возможность льготного подключения родственников к программе)   Страхование жизни   Так как мы заинтересованы в Вашем развитии, мы предлагаем компенсацию по изучению английского языка   Компенсация мобильной связи МегаФон   Частичная компенсация любого фитнес-абонемента и возможность участия в различных корпоративных спортивных секциях, командах и состязаниях   Внутренние конкурсы с достойными призами и зажигательные корпоративные мероприятия   ",Полная занятость,Полный день,Нет опыта,|Python|Hadoop|Spark|ML|Linux|SQL|Базы данных|Анализ данных,,101400.0,,68571.42857142858,data science,"Опыт работы в data science. Понимание алгоритмов машинного обучения, статистического анализа. Опыт построения аналитических моделей в Python. Умение работать с...","Первичная обработка данных, построение моделей, проверка гипотез, разработка архитектур моделей, оценка результатов и т.д. Текущие и будущие проекты: клиентская...",0.6333333333333333,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
Екатеринбург,СКБ ЛАБ,2019-12-12T12:30:52+0300," Мы - СКБ ЛАБ. У нас в работе МНОГО интересных проектов, требующих незамедлительного участия. Мы набираем команду разработчиков с желанием развиваться, которые смогут не просто реализовать идеи, но и сделать это красиво.   У нас уже работают талантливые разработчики, архитекторы, проектировщики, тестировщики, использующие новые технологии в реальных проектах, которые мы создаем с нуля. Ниже описаны возможные варианты применения Ваших профессиональных интересов.    Требование к кандидатам:      Знание и опыт разработки на PL/SQL, SQL, Oracle   Желание работать в команде   Ответственное отношение к выпускаемому продукту      Дополнительным преимуществом будет:      Опыт разработки на PL+   Знание ЦФТ-Банк, платформы IBSO   Опыт разработки банковского ПО   Умение работать с системами контроля версий   Знание принципов программирования для платформы 2MCA      Что предлагаем:      Уровень дохода зависит от ваших навыков и технических знаний;   Премии, не только по итогам года;   Возможность развить &quot;профессиональную мускулатуру&quot;, работая вместе с профессионалами. Познакомиться с лучшими практиками;   Возможность участвовать в развитии, предлагать идеи и технологии;   Участие в мероприятиях для профессионального развития. Тренинги, учебные курсы;   Удобное рабочее место с современной техникой;   Компенсация занятий спортом;   Оплата паркинга для автолюбителей, и Е-карта для пешеходов;   Отличный офис с великолепным панорамным видом на город, кухней (фрукты, плюшки, чай, кофе прилагаются - как без глюкозы?;)) и зонами релакса;   Велопарковка, душ, кикер, аэрохоккей, боксёрская груша и гимнастический станок;   Отлаженные процессы. Минимум бюрократии;   Лояльный график рабочего дня.      Мы ценим:      Тех, кто уважает мнение Заказчика   Тех, кто не боится ответственности   Тех, кто работает на результат   Тех, кто не требует микроменеджмента и постоянного менторства   Тех, кто сказал, что все будет готово в пятницу, и финишировал в четверг вечером   Тех, кто готов делиться своим опытом   Красивый код   Чувство юмора      Мы живем по agile:      Скрам, канбан... знакомо? Отлично! Если не знакомо - не страшно, расскажем!     Приходите. Ждем Вас в нашем офисе! Обсудим больше подробностей.       З.Ы.: При любых вопросах - не стесняйтесь писать. ",Полная занятость,Полный день,От 1 года до 3 лет,|ORACLE|Oracle Pl/SQL|PL+|IBSO,3.0,101400.0,1.0,68571.42857142858,data science,"Знание и опыт разработки на PL/SQL, SQL, Oracle. Желание работать в команде. Ответственное отношение к выпускаемому продукту. ",Без обязанностей,0.03333333333333333,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Екатеринбург,Отраслевой центр разработок и внедрения информационных систем / ОЦРВ,2019-11-25T10:52:18+0300,"  Филиал - R&amp;D-центр, одной из крупнейших Российских ИТ компании «ОЦРВ» в г. Сочи, работающий по направлениям разработки ПО, моделированию процессов и созданию обучающих тренажеров виртуальной реальности для ОАО «РЖД».      Лаборатория моделирования и анализа больших данных в ж/д отрасли, основные задачи:      - Проведение прикладных исследований по разработке методов и технологий анализа больших объемов данных в ж/д отрасли;     - Разработка и реализация моделей оптимального управления объектами железнодорожного транспорта.     Обязанности:        Подготовка и разметка обучающих датасетов;       Проведение разведывательного анализа;       Анализ научных публикаций с целью поиска и внедрения новых подходов в процесс моделирования;       Построение прогнозных моделей в рамках проектов лаборатории.       Требования:       Математика (линейная алгебра, теория вероятностей, математическая статистика и математический анализ);       Python (numpy, scipy, matplotlib, pandas, sklearn);       Высокий уровень знаний алгоритмов машинного обучения (линейные, ансамбли деревьев, моделирование временных рядов, глубокие нейросети);     Опыт реализации и выведения в продакшн проектов на базе машинного обучения.       Будет плюсом:         Знание баз данных и навыки написания запросов (реляционные / NoSQL);       Опыт работы с облачными сервисами (Azure, AWS);       Опыт работы с системами контейнеризации (Docker);       Опыт участия в соревнованиях по анализу данных (Kaggle).       Условия:       Компенсация проживания;       Компенсация переезда в размере оклада;       Компенсация ДМС после прохождения ИС;       Компенсация мобильной связи;       Скидки на ДМС для родственников;       Годовые премии до 30% от оклада;       Просторный офис в олимпийском парке, Сочи, Триумфальный проезд,       Недорогая и вкусная еда в столовой (комплексный обед около 200 рублей);       Новый просторный офис (кабинеты на 10-15 человек), оргтехника;       Полностью “белая” заработная плата;       Возможности корпоративного обучения и поездок на конференции/семинары;       ЗП: 110 000 - 150 000 (gross) (без учета премии).     ",Полная занятость,Полный день,От 1 года до 3 лет,|Python|Математическая статистика|Data Mining|Управление проектами|Latex,3.0,150000.0,1.0,110000.0,data science,"Математика (линейная алгебра, теория вероятностей, математическая статистика и математический анализ). Python (numpy, scipy, matplotlib, pandas, sklearn). Высокий уровень знаний алгоритмов...",Подготовка и разметка обучающих датасетов. Проведение разведывательного анализа. Анализ научных публикаций с целью поиска и внедрения новых подходов в процесс...,0.6,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
