city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,грамотная речь,английский язык,работа в команде,управление проектами,пользователь пк,информационные технологии,грамотность,работа с большим объемом информации,обучение и развитие,деловая переписка,other
Санкт-Петербург,ВНИИ Галургии,2019-11-27T10:50:34+0300," Обязанности:       Сопровождение процесса проектирования объектов, выполняемых по технологии информационного моделирования;       Консультирование проектировщиков в части Autodesk Revit по созданию информационных моделей и получению проектной документации;       Координация междисциплинарных BIM-моделей;       Осуществление проверок качества информационных моделей, формирование отчетов и контроль исправления;       Настройка и администрирование проектов в Autodesk Revit, участие в разработке шаблонов и методических материалов;       Консультирование в части дополнительного программного обеспечения, работающего в связке с Autodesk Revit: расчетное программное обеспечение, оформление 2D схем, автоматизация рутинных процессов и др;       Помощь в обработке и использовании данных лазерного сканирования;       Организация обработки заявок проектных подразделений по созданию контента для BIM проектов.       Требования:     Высшее профессиональное (техническое) образование (направления: архитектурно-строительное, механо-технологическое, инженерные сети, электротехническое, горно-механическое);     Уверенное владение программой Autodesk Revit;       Знание программы Autodesk Navisworks;       Опыт разработки проектной (рабочей) документации по одному или нескольким направлениям (архитектурно-строительное, механо-технологическое, инженерные сети, электротехническое, горно-механическое) средствами Autodesk Revit или сопровождение данных проектных дисциплин;       Приветствуются знания в области автоматизации инженерных расчетов с использованием информационных моделей;       Приветствуются знания в области визуального программирования Dynamo;       Приветствуются знания английского языка.       Условия:     Оформление в соответствии с ТК РФ;   График работы: 5-ти дневная рабочая неделя ( с 9-00 до 18-00);   Корпоративное обучение;   Льготы и компенсации согласно Коллективному договору.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,64230.43478260869,1.0,51779.66101694915,bim координатор специалист по revit,"Высшее профессиональное (техническое) образование (направления: архитектурно-строительное, механо-технологическое, инженерные сети, электротехническое, горно-механическое). Уверенное владение программой Autodesk Revit. ","Сопровождение процесса проектирования объектов, выполняемых по технологии информационного моделирования. Консультирование проектировщиков в части Autodesk Revit по созданию информационных моделей и...",0.5333333333333333,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,УПФР в Центральном районе Санкт-Петербурга,2019-11-14T08:29:29+0300,"  Обязанности:          Установка и сопровождение СКЗИ: Крипто ПРО, ViPNet;   Ведение сопроводительной нормативной документации;   Обеспечение информационной безопасности и защиты персональных данных;   Cопровождение средств антивирусной защиты информации;   Разграничение доступа к информационным ресурсам;     Требования:     Высшее образование (информационная безопасность, IT);   Понимание принципов компьютерной и сетевой безопасности;   Коммуникабельность, стрессоустойчивость.      Условия:        Мы предлагаем работу в Государственном учреждении       Оформление по ТК РФ       График 5/2 с 9:00 до 18:00       Ежегодный оплачиваемый отпуск 36 календарных дней       Интересная работа, возможности профессионального роста;       Дополнительная оплата за Выслугу лет, а также компенсация за питание и проезд       Оплата заработной платы 2 раза в месяц.     ",Полная занятость,Полный день,От 1 года до 3 лет,|Информационная безопасность|Средства криптографической защиты информации|Информационные технологии|Технические средства информационной защиты|Обеспечение антивирусной защиты|Пользователь ПК|Администрирование,3.0,64230.43478260869,1.0,25000.0,главный специалист по защите информации,"Высшее образование (информационная безопасность, IT). Понимание принципов компьютерной и сетевой безопасности. Коммуникабельность, стрессоустойчивость.","Установка и сопровождение СКЗИ: Крипто ПРО, ViPNet. Ведение сопроводительной нормативной документации. Обеспечение информационной безопасности и защиты персональных данных. ",0.9666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Санкт-Петербург,Федеральное Агентство Новостей,2019-12-06T13:12:22+0300," Обязанности:     оперативная вычитка текстов;   внесение правок (до / после публикации);   публикация готовых текстов;   составление методических пособий и рекомендаций для редакции.     Требования:     идеальная грамотность;   умение работать с большими объемами информации;   понимание основных процессов федеральной и мировой повестки;   наличие диплома о высшем образовании по направлению &quot;Филология&quot;, &quot;Педагогическое образование. Русский язык и литература&quot;;   перфекционизм и внимательность.     Условия:     график работы 2/2 9:00-21:00, удаленно на вашей территории.   Зп 30 000 рублей;   ",Частичная занятость,Удаленная работа,От 1 года до 3 лет,|Корректура текстов|Грамотность|Грамотная речь|Пользователь ПК|Работа с большим объемом информации|Поиск информации в интернет|Редактирование|Рерайтинг,3.0,30000.0,1.0,30000.0,корректор в сми,Идеальная грамотность. Умение работать с большими объемами информации. Понимание основных процессов федеральной и мировой повестки. Наличие диплома о высшем образовании...,Оперативная вычитка текстов. Внесение правок (до / после публикации). Публикация готовых текстов. Составление методических пособий и рекомендаций для редакции.,0.23333333333333334,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1
Санкт-Петербург,Action,2019-12-11T11:17:53+0300,"  Обязанности:      Обеспечение выкладки продукции, ротация товара,   Контроль наличия и актуальности ценников.   Размещение рекламных материалов (при проведении рекламных акций в данных точках).   Заполнение онлайн-отчетности в приложении, коммуникация с РО в тт      Требования:      Опыт работы в мерчандайзинге желателен, также, предусмотрена стажировка,   Наличие действующей санитарной книжки - обязательно! (на продовольственную торговлю)   Наличие устройства android/ios, для выполнения онлайн-отчетности через приложение.   Ответственность, коммуникативные навыки, внимательность, самоорганизованность, активность.     Условия:     График работы: 5/2, с 9.00-18.00 или с 8.00 до 17.00   Выходные дни - суббота и воскресенье.   Открыты вакансии, по следующим адресам:       Наб. Обводного канала 118   Лиговский пр 283   ул. Уральская 29   Выборгское ш 216   Пулковское ш 23 и 25   Приморский р-н 4 тт     Оформление по трудовому соглашению, выплата з/п 1 раз в месяц. ",Полная занятость,Полный день,От 1 года до 3 лет,|Лидерские качества|Стратегическое мышление|Управление проектами|Ведение переговоров|Деловая коммуникация,3.0,32000.0,1.0,25000.0,мерчандайзер стационарный,"Опыт работы в мерчандайзинге желателен, также, предусмотрена стажировка. Наличие действующей санитарной книжки - обязательно! (на продовольственную торговлю). Наличие устройства android/ios...","Обеспечение выкладки продукции, ротация товара. Контроль наличия и актуальности ценников. Размещение рекламных материалов (при проведении рекламных акций в данных точках). ",0.06666666666666667,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Санкт-Петербург,Телекомпания КТВ,2019-12-13T11:32:32+0300," Обязанности:     Подключение абонентов интернет и телевидение;   Подключение аналогового, цифрового телевидения и интернета на объектах.   Проводка коаксиального и UTP кабеля.   Обслуживание абонентов, устранение неисправностей КТВ и интернета;     Требования:     Профильное образование приветствуется;   Опыт работы от 1 года монтажником слаботочных сетей;   Обучаемость, коммуникабельность, не конфликтность, ответственное отношение к работе;     Условия:     Оформление согласно ТК РФ;   График работы: 5/2;     Предлагаем работу во Фрунзенском, Московском, Кировском, Красносельском районах города     Зарплата без задержек(оклад+ премия), 2 раза в месяц.   Работа разъездного характера в пределах района.   График 13-21ч 5/2   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,50000.0,1.0,42000.0,мастер,"Профильное образование приветствуется. Опыт работы от 1 года монтажником слаботочных сетей. Обучаемость, коммуникабельность, не конфликтность, ответственное отношение к работе.","Подключение абонентов интернет и телевидение. Подключение аналогового, цифрового телевидения и интернета на объектах. Проводка коаксиального и UTP кабеля. ",0.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Ивент Менеджмент Групп,2019-11-21T11:33:01+0300, Ищется человек разбирающийся в инвестиционной тематике на должность редактора/журналиста портала о венчурных инвестициях.   Необходимо самостоятельно разрабатывать план публикаций и самостоятельно создавать контент (не менее 3 статей в день).   Ключевые вещи: самостоятельность и профессионализм.   Работа удаленная. ,Частичная занятость,Удаленная работа,От 3 до 6 лет,|Грамотность|Пользователь ПК|Google Docs|Журналистика|Инвестиции|Информационные технологии|Работа с большим объемом информации,6.0,64230.43478260869,3.0,30000.0,редактор журналист портала о венчурных инвестициях,Ключевые вещи: самостоятельность и профессионализм.,Необходимо самостоятельно разрабатывать план публикаций и самостоятельно создавать контент (не менее 3 статей в день).,0.7333333333333333,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1
Санкт-Петербург,ЦРТ | Группа компаний,2019-12-10T15:58:45+0300,"         Направление лицевой биометрии в группе компаний ЦРТ - это сплоченная команда высококвалифицированных специалистов, создающих биометрические продукты, успешно применяемые на крупнейших стадионах и аэропортах страны, а так же в рамках проектов по созданию безопасных городов.  Создаваемые нами решения уникальны - здесь и высокая нагрузка при работе с тысячами камер одновременно и научная составляющая в рабоче с биометрическими SDK и, главное, применение самых передовых инструментов и подходов к разработке.  В команду мы ищем Product Owner, который будет нести ответственность за достижение максимальной ценности продукта и результаты работы команды разработки. Совместно с Product Manager предстоит прорабатывать roadmap с фокусом на тактические цели.   Ваши задачи:      организации работы по системному развитию своего продукта и реализация продуктовой стратегии совместно с командой Менеджеров продукта;   планирование спринтов и контроль за исполнением сроков и объемов разработки;   выявление и четкое понимание потребностей пользователей, взаимодействие с заказчиками и партнерами;   детальная проработка и оформление требований user stories, управление бэклогом продукта;   синхронизация работ с другими командами разработки;   участие в конкурентном анализе и сборе отзывов пользователей;   приёмка результатов и проведение демо.      Наши ожидания от вас:      опыт работы в качестве Product Owner/ системного аналитика в продуктовых командах, Enterprise B2B продукт;   желание развиваться в области менеджмента, управления продуктом;   сильные аналитические и problem solving навыки, умение разбираться в деталях;   английский желателен на уровне upper-intermediate и выше.       ",Полная занятость,Полный день,От 3 до 6 лет,|Управление проектами|Product Management|Английский язык|Управление продуктом|Управление командой|Управленческие навыки|Системный подход|Agile Project Management|Системный анализ|Проведение презентаций|Оптимизация бизнес-процессов,6.0,64230.43478260869,3.0,51779.66101694915,produсt owner,"Опыт работы в качестве Product Owner/ системного аналитика в продуктовых командах, Enterprise B2B продукт. Желание развиваться в области...",Организации работы по системному развитию своего продукта и реализация продуктовой стратегии совместно с командой Менеджеров продукта. Планирование спринтов и контроль...,0.1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
Санкт-Петербург,SEMrush,2019-11-24T00:47:35+0300,"  SEMrush  - это уникальный сервис для профессионалов в области интернет-маркетинга, многопрофильная маркетинг-платформа, состоящая из множества инструментов, помогающая маркетологам всего мира оценить положение своего продукта в Сети, отследить активность конкурентов, эффективность онлайн-рекламы и многое другое.   Над всем этим сейчас работают уже больше 30 команд разработки! Главный центр разработки находится в Санкт-Петербурге, а еще есть представительства в США, Чехии и на Кипре. Да, да. Растем как на дрожжах и даже не думаем останавливаться. Возможно, когда ты к нам придешь - команд станет еще больше.   Мы,  команда системных инженеров . Мы занимаемся инфраструктурой компании, решаем много интересных технических задач. От настройки серверов, до миграции проектов в облака и k8s. Мы стараемся использовать современные подходы (IAC, CI/CD, Тестирование конфигураций, контейнеризация...), технологии (облака, terraform, vault, k8s и т.п.). А еще мы просто классная команда профессионалов.   Еще у нас есть классная   Security Team, которая готова делиться экспертизой в области ИБ, но нам нужны специалисты в администрировании, которым было бы интересно заниматься проектами, связанными с безопасностью инфраструктуры.   При желании, мы готовы предложить релокацию в Прагу!    Что мы ждем от тебя:        Понимания, что безопасность, стабильность и удобство продукта - это важно       Умения аргументировать свою позицию и технические решения       Умения задавать правильные вопросы и планировать свою работу            Чем придется заниматься:        Участвовать вместе с Security Team в проектах, направленных на повышение безопасности инфраструктуры       Управлять публичной и частной облачной инфраструктурой;       Поддерживать и улучшать средства автоматизации и управления;       Помогать командам разработки максимально абстрагироваться от инфраструктурной части, чтобы сконцентрироваться непосредственно на разработке своего продукта;        В числе проектов, которые ждут вашего участия есть, например:        Поддержка и развитие Vault (HashiCorp), помощь командам разработки в интеграции c Vault       Внедрение средств image scanning/static analysis/runtime security/network security/security audit в k8s (twistlock/snyk/sysdig и др.)       Автоматизация мониторинга периметра и выявление уязвимостей (nessus/shodan/metasploit)       Сбор логов и автоматизация анализа логов при помощи Splunk ES       Автоматизация обновлений серверов и приложений       Участие в планировании архитектуры сервисов и сети.        Технические навыки, которые тебе точно потребуются:        Опыт администрирования операционной системы Linux (файловые системы, ядро, системные вызовы, процессы, сеть, iptables, routing, troubleshooting);       Опыт работы с инструментами системной автоматизации, такими как Puppet или Ansible;       Практический опыт работы с web-серверами, базами данных, очередями: Nginx, HAProxy, Apache, MySQL, PostgreSQL, MongoDB, Redis, RabbitMQ;       Знание хотя бы одного языка программирования: Python, Go, Bash;       Опыт работы с системами контроля версий, такими как Git;        Будет очень круто, если у тебя ещё есть:        Опыт работы с AWS или GCP;       Опыт работы с Kubernetes;       Опыт работы с Terraform, Vault;       Опыт работы с системами мониторинга, агрегации логов: Prometheus, Grafana, Zabbix, Splunk;       Понимание DevOps, Agile, CI / CD, IaC;       Опыт работы в высоконагруженных web-проектах;       Опыт построения высокодоступных систем начиная от web-балансировки, заканчивая базами данных;       Знание о таких стандартах как PCI DSS, ISO 27001, SOC 2 report 1        У нас ты получишь:        Свободу в выборе необходимых технологий и инструментов - спектр технологий и подходов, используемый в компании очень широкий, и ты сможешь участвовать в его формировании       Опыт работы с “ТУТ у каждой команды свое” (высоконагруженные сервисы, платежные системы, Clickhouse и т.д. и т.п.)       Возможность узнать, как круто работать, когда нет давления извне, а у команды есть полная свобода в принятии любых решений и ответственность за свой продукт        Что мы готовы предложить:        Начало рабочего дня подойдет как жаворонку, так и сове: наш день начинается с 9:00 до 12:00       В СПб мы совсем рядом со ст.м. Московские ворота - 10 минут прогулочным шагом       У нас большие и просторные офисы, где у каждой команды своя отдельная комната с рабочей зоной и зоной для отдыха и митингов)       Мы готовы рассказать, показать и разделить с тобой Agile-подход в разработке       Для твоей прокачки мы всегда рады обсудить тренинги/онлайн курсы/конференции/книги       Занятия английским в офисе       Горячо поддерживаем спортивные увлечения каждого и готовы компенсировать 50% от стоимости абонемента (зал/танцы/скалодромы и т.п. на твой выбор)       Крутые вечеринки и корпоративы (по-настоящему весело!)       Разумеется, это будет твоя официальная работа + ДМС     ",Полная занятость,Гибкий график,От 3 до 6 лет,|Linux|linux hardening|FIrewall|VPN|Puppet|ansible|Git|Zabbix|Информационная безопасность|Nginx|HAProxy|Python|Bash|AWS|GCP|kubernetes|terraform|vault|Prometheus|Grafana|DevOps|CI/CD,6.0,64230.43478260869,3.0,51779.66101694915,system engineer,"Понимания, что безопасность, стабильность и удобство продукта - это важно. Умения аргументировать свою позицию и технические решения. Умения задавать правильные вопросы...","Участвовать вместе с Security Team в проектах, направленных на повышение безопасности инфраструктуры. Управлять публичной и частной облачной инфраструктурой. ",0.6666666666666666,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,НеоБИТ,2019-12-12T15:11:47+0300,"         Компания «НеоБИТ», известный российский разработчик в области информационной безопасности, приглашает в команду  Исследователя в области кибербезопасности          поиск уязвимостей и анализ безопасности различных Embedded-устройств, информационных систем и приложений   BlackBox-тестирование   документирование проведенных исследований        совершать удивительные открытия (правда, о которых не всегда можно будет открыто рассказать).            Какие требования мы предъявляем к кандидатам?       В целом:       желание решать нетривиальные задачи;   интерес к исследованию сложных и малоизвестных технологий и устройств;   твой приоритет - решить саму задачу, развить себя и свой проект, но не пиар по поводу достижений;   ты понимаешь разницу между этичным хакингом и... прочими вещами.      Технически:      желание работать в области информационной безопасности   интерес к исследованию новых и малоизвестных технологий и устройств   навыки работы с ОС (Linux/Windows/macOS) на уровне продвинутого пользователя   навыки поиска ошибок и уязвимостей в сторонних приложениях   навыки программирования (на выбор: С / С++ / Python);   использование средств статического и динамического анализа   технический английский язык для чтения документации   если ты чего-то не знаешь - ты самообучаем, и тому есть примеры.     &quot;Копать&quot;, &quot;ломать&quot; (этично) разные понятные или наоборот загадочные вещи, смотреть на привычные системы и устоявшиеся стереотипы другими глазами, - это наше все. И если тебе это интересно, а ты работаешь в IT, но стандартные алгоритмы надоели, хочешь заниматься кибербезопасностью и что-то делал самостоятельно - присылай описание проекта/ов. Мы с удовольствием все рассмотрим, и готовы к диалогу.     Будет преимуществом:       наличие подтверждений от вендора/public CVE/и т.д. об обнаруженных уязвимостях   базовые знания языков HTML/JavaScript/SQL/PHP, опыт веб-разработки   понимание принципов работы компьютерных сетей   знание языка assembler для различных архитектур   опыт reverse engineering сторонних приложений   умение пользоваться паяльником, программаторами, логическими анализаторами           Условия:       полный рабочий день с 10:00 до 18:00;   заработная плата полностью &quot;белая&quot;, размер определяется по итогам технического собеседования;   оформление по трудовому законодательству, ответственный работодатель, все социальные гарантии;   профессиональное развитие (нестандартные задачи, передовые технологии, обмен опытом внутри компании, возможность посещения крупнейших отраслевых конференций);   ДМС, компенсация спортивных/фитнес абонементов, футбольная команда;   развивающие корпоративные мероприятия;   удобное расположение офисов (в пешей доступности от м. «Политехническая», м. &quot;Площадь Мужества&quot;).   ",Полная занятость,Полный день,От 1 года до 3 лет,|поиск уязвимостей|реверс-инжиниринг|анализ безопасности|Black box testing|web-безопасность|криптография,3.0,64230.43478260869,1.0,51779.66101694915,исследователь в области кибербезопасности,"Желание решать нетривиальные задачи. Интерес к исследованию сложных и малоизвестных технологий и устройств. Твой приоритет - решить саму задачу, развить себя...","Поиск уязвимостей и анализ безопасности различных Embedded-устройств, информационных систем и приложений. BlackBox-тестирование. Документирование проведенных исследований.",0.03333333333333333,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Газпром нефть,2019-11-17T19:24:51+0300,"  Задачи:      Концептуальное проектирование ИТ-решений   Решение архитектурных вопросов в ходе реализации ИТ-проектов;   Аудит технических решений на соответствие техническим политикам компании;   Аудит и согласование проектной документации;   Участие в тестировании и приемке ИТ-решений.   Разработка стратегии развития функциональных линеек приложений и их функций в общей архитектуре систем;   Управление релизами и изменениями (оценка влияния на целевую архитектуру, выработка решений для реализации изменений, контроль исполнения);   Проведение анализа и оптимизация текущих решений в области ИТ-архитектуры.   Управление архитектурой предприятия: Разработка и поддержание в актуальном состоянии описаний текущей корпоративной ИТ-архитектуры и архитектуры решений, ведение соответствующей документации      Требования:      Опыт работы в предметной области не менее 5 лет   Опыт работы архитектором более 1 года.   Хорошее понимание архитектурных принципов построения информационных систем, а также построения интеграционных решений (SOA, ESB, ETL).   Практические навыки в проектах интеграции данных, интеграции приложений и интеграции доступа.   Опыт разработки программных продуктов.   Опыт составления и ведения технической и проектной документации (целевых моделей автоматизируемых бизнес-процессов, ТЗ, спецификаций, программных требований к интерфейсам и т.д.).   Наличие компетенций по архитектуре и функционалу специализированных ИТ-систем в нефтегазовой отрасли      Будет преимуществом:      Знание методологии описания и проектирования корпоративной архитектуры (TOGAF, Zachman framework и др.)   Общее понимание процессов добычи нефти и газа (upstream).      Условия:      Работа в стабильной, динамично развивающейся компании.   Перспектива профессионального роста, возможность обучения.   ДМС, страхование жизни.   Уровень заработной платы обсуждается по итогам собеседования.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,64230.43478260869,3.0,51779.66101694915,архитектор ит решения,Опыт работы в предметной области не менее 5 лет. Опыт работы архитектором более 1 года. Хорошее понимание архитектурных принципов построения...,Концептуальное проектирование ИТ-решений. Решение архитектурных вопросов в ходе реализации ИТ-проектов. Аудит технических решений на соответствие техническим политикам компании. ,0.8666666666666667,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Управляющая компания по обращению с отходами в Ленинградской области,2019-12-06T15:13:42+0300,"  Обязанности:        Сверка отчетных сведений, полученных от контрагентов с данными систем объективного контроля спутникового мониторинга ГЛОНАСС, фото- и видеофиксации;       Осуществление выборочного визуального контроля с помощью систем видеонаблюдения;       Выявление инцидентов по неисполнению договорных обязательств контрагентов;       Выявление инцидентов по некорректному предоставлению отчетности контрагентов;       Работа с контрагентами по уточнению предоставляемых данных;       Составление периодических отчетов.       Требования:       приветствуется знание условий работы систем мониторинга транспорта на базе спутниковой навигации;       приветствуется знание условий работы регионального оператора по обращению с отходами       желателен опыт аналогичной работы от 1 года;       высокий уровень ответственности;     внимательность, усидчивость, доброжелательность.     Условия:     Обучение работе в автоматизированных системах работодателя;   Оформление по ТК РФ. Заключение трудового договора. Испытательный срок 3 месяца.   График 5/2 с 9-00 до 18-00.     Стабильная «белая» зарплата, выплата 2 раза в месяц.       15 мин. пешком от м. Чернышевская.     ",Полная занятость,Полный день,Нет опыта,,,40000.0,,35000.0,специалист мониторинга объектов,Приветствуется знание условий работы систем мониторинга транспорта на базе спутниковой навигации. Приветствуется знание условий работы регионального оператора по обращению с...,"Сверка отчетных сведений, полученных от контрагентов с данными систем объективного контроля спутникового мониторинга ГЛОНАСС, фото- и видеофиксации. Осуществление выборочного визуального...",0.23333333333333334,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,СофтБаланс,2019-12-12T16:14:51+0300," СофтБаланс одна из немногих IT компаний, работающих на рынке 1С, которая занимается собственный разработкой коробочных программных продуктов для разных сфер бизнеса: общественное питание (бренд ТРАКТИРъ), розничная торговля (бренд ДАЛИОН) и автобизнес.   Сейчас в команду разработки мы ищем человека, который простым и понятным языком, без ГОСТов и навязанных стандартов, расскажет нашему клиенту обо всех возможностях и преимуществах нашего программного продукта. На протяжении уже 15 лет мы создаем инструменты для бизнеса, которыми пользуются десятки тысяч предпринимателей в России и за ее пределами. Для нас это большой кредит доверия и именно поэтому во главу угла мы ставим качество продукта и репутацию бренда. Чтобы поддерживать наши высокие стандарты, нам необходимо грамотное, своевременное и полное информационное сопровождение проекта.   В круг ваших обязанностей будет входить:      написание пользовательской документации к программному продукту;   написание статей для сайта;   ведение блога на сайте;   контроль за актуальностью информационных материалов по продукту.     Требования:     грамотная устная и письменная речь;   техническая грамотность (установить софт, подключить периферийное оборудование, и т.д.);   опыт работы техническим писателем, методистом, преподавателем;   опыт работы в 1С (любая конфигурация на платформе 8.х);   умение работать в команде;   умение работать с разными источниками и объемами информации;   коммуникабельность;   внимательность, аккуратность, ответственность.     Условия:     оформление согласно ТК РФ (оплачиваемый отпуск и больничный, полностью официальная зарплата);   работа в сильной, развивающейся компании;   демократичные и открытые отношения внутри команды;   возможность обучения за счет компании;   ДМС;   гибкий график, официальный рабочий день с 10.00 до 18.00.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,64230.43478260869,1.0,40000.0,технический писатель документатор,"Грамотная устная и письменная речь. Техническая грамотность (установить софт, подключить периферийное оборудование, и т.д.). Опыт работы техническим писателем, методистом...",Написание пользовательской документации к программному продукту. Написание статей для сайта. Ведение блога на сайте. Контроль за актуальностью информационных материалов по...,0.03333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
