city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,1с программирование,1с: предприятие 8,1с: зарплата и управление персоналом,1с: бухгалтерия,1с: управление производственным предприятием,1с: управление торговлей,1с: документооборот,1с: комплексная автоматизация,sql,erp-системы на базе 1с,other
Санкт-Петербург,МТК,2019-11-29T12:04:07+0300," Обязанности:     Поддержание работоспособности офисного оборудования   Администрирование ПО 1С   Техподдержка сотрудников (пользователей 1С)   Возможно, редко: контроль и администрирование работы сайтов     Требования:     Высшее образование   Опыт работы от 3-х лет   Умение доступно объяснять технические моменты своей работы     Условия:     График: ПН-ПТ, с 9 до 18 (обед с 12 до 13)   Оклад 50.000   Комфортный офис в 7 минутах ходьбы от метро Парнас   Оформление по ТК   Отпуск, больничный   ",Полная занятость,Полный день,От 3 до 6 лет,|Администрирование сайтов|Офисная техника|Грамотность|1С программирование|1С: Предприятие 8,6.0,116444.44444444445,3.0,50000.0,it специалист по системе 1с,Высшее образование. Опыт работы от 3-х лет. Умение доступно объяснять технические моменты своей работы.,"Поддержание работоспособности офисного оборудования. Администрирование ПО 1С. Техподдержка сотрудников (пользователей 1С). Возможно, редко: контроль и администрирование работы сайтов.",0.4666666666666667,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Маркон-Холод,2019-12-13T09:44:21+0300," Обязанности:   - Сопровождение и развитие типовых информационных систем на платформе «1С:Предприятие 8.3»;   - Изменение и доработка информационных систем;   - Доработка типовых конфигураций по ТЗ;   - Тестирование разработанного функционала;   - Подготовка пользовательских инструкций;   - Поддержка пользователей.   Требования:   - Опыт программирования в 1С не менее 3х лет;   - Знание основных типовых конфигураций 1С на платформе 8.3 - УПП, УТ 10, БП 2, БП 3, ЗУП 3;   - Знание УТ 11.4 будет Вашим преимуществом.   - Знание методики и опыт доработки типовых конфигураций на платформе 8.3, в том числе с помощью расширений;   - Знание и опыт работы с СКД, КД;   - Знание предметных областей учета на предприятии (торговля, бухгалтерия, производство, CRM);   - Наличие сертификата 1С Специалист будет являться преимуществом.   Условия:   - Работа в стабильной компании;   - Оформление согласно ТК РФ;   - Белая зарплата;   - Уровень дохода обсуждается индивидуально. ",Полная занятость,Полный день,Более 6 лет,,,116444.44444444445,6.0,90000.0,разработчик 1с,Опыт программирования в 1С не менее 3х лет. - Знание основных типовых конфигураций 1С на платформе 8.3...,Сопровождение и развитие типовых информационных систем на платформе «1С:Предприятие 8.3». - Изменение и доработка информационных систем. - ,0.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"Группа компаний ЭРКАФАРМ ( аптечные сети Озерки, Доктор Столетов).",2019-12-10T14:11:19+0300,"  Обязанности:      Консультация, техническая поддержка и обучение пользователей в рамках корпоративных информационных систем 1С: УТ, 1С: Бухгалтерия;   Решение инцидентов и проблемных ситуаций, возникших у пользователя;   Исправление ошибок в программных продуктах штатными средствами;   Анализ требований пользователей и повторяющихся инцидентов;   Разработка инструкций для пользователей;   Контроль актуальности базы данных и правильности работы в программе других пользователей;   Участие в тестирование нового функционала;   Участие в подготовке материалов и обучение пользователей.          Требования:      Высшее техническое образование;   Опыт работы с типовыми решениями (Управление торговлей, Розница, Бухгалтерия) в качестве консультанта;   Опытный пользователь Windows и офисных приложений;   Знания по настройке для работы в локальной сети рабочих станций и серверов;   Знания принципов построения ИБ;   Знание языка запросов 1С будет вашим преимуществом;   Личностные качества – целеустремленность, коммуникабельность, стрессоустойчивость.      Условия:      Оформление в соответствии с ТК РФ;   Надбавка за стаж работы;   Пятидневная рабочая неделя;   Работа в команде профессионалов в стабильной развивающейся компании.   ",Полная занятость,Гибкий график,От 1 года до 3 лет,,3.0,116444.44444444445,1.0,57000.0,специалист технической поддержки 1с,"Высшее техническое образование. Опыт работы с типовыми решениями (Управление торговлей, Розница, Бухгалтерия) в качестве консультанта. Опытный пользователь Windows и офисных...","Консультация, техническая поддержка и обучение пользователей в рамках корпоративных информационных систем 1С: УТ, 1С: Бухгалтерия. Решение инцидентов и...",0.1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Автоматизация и Консалтинг,2019-11-18T17:01:12+0300,"  Компания «Автоматизация и консалтинг» - это один из крупнейших интеграторов ИТ-решений для комплексной автоматизации предприятий. Создаем   команду лучших специалистов для работы в режиме самоуправления. Если Вы лучший, то мы Вас берем!    Наша миссия - увеличивать эффективность бизнеса заказчика, используя передовые информационные технологии.   Наши принципы:       Честность (по отношению к Заказчику и друг к другу);       Ответственность за данные обещания;       Высокое качество выполняемых работ и постоянное совершенствование мастерства сотрудников.        Обязанности:      Доработка типового функционала п/п 1С по заданиям (функциональным требованиям);   Разработка новых учетных подсистем/конфигураций (по техническому заданию);   Интеграция: 1С-1С (КД), 1С-не1C (ADO, WS, HTTP, etc);   Разработка мобильных приложений (1С:МП);   И многое другое – в зависимости от квалификации и предпочтений.      Требования:  Вы крутой программист на 1С. - Имеете сертификат по платформе 1с (или наличие знаний, которые подтверждаются этим сертификатом); - Вам хочется интересных и сложных проектов, с которыми 80% рядовых разработчиков не справятся; - Имеете безупречный стиль программирования, знание языка запросов с закрытыми глазами, с мышкой и без; - Вы придерживаетесь в своей работы стандартов разработки и потому ваш код легко читается другими разработчиками; - Умеете делать формы и интерфейс, от которых клиент в экстазе; - Знаете иностранный язык, а также основы бухгалтерского и управленческого учета; - Ответственно относитесь к работе; - SQL для вас не проблема; - Понимаете и/или имеете навыки работы с различными интеграционными механизмами ; - Готовы выполнить тестовое задание перед собеседованием.    Условия:       Готовы предложить разные варианты занятости - полную с одним клиентом (&quot;Вкусвилл&quot;) 5/2 с 9-18.00 по мск, либо частичную с разными клиентами, график обсуждается индивидуально;     Готовы предложить разные варианты оплаты (почасовая от 800 р/ч или оклад 100-150 тыс.);     Мы предлагаем полное погружение в сложные проекты на 1с(и интеграция 1с с другими системами) компании &quot;Вкусвилл&quot;;    Варианты оформления сотрудничества, полное соблюдение гарантий законодательства;   Богатый опыт сплоченной команды профессионалов, где Вы сможете реализовать свой потенциал;   Компенсация спортивных занятий и затрат на обучение детей программированию.   ",Полная занятость,Удаленная работа,От 1 года до 3 лет,,3.0,116444.44444444445,1.0,120000.0,разработчик 1с,Наши принципы: Честность (по отношению к Заказчику и друг к другу). Ответственность за данные обещания. - Имеете сертификат по платформе 1...,Высокое качество выполняемых работ и постоянное совершенствование мастерства сотрудников. Обязанности: Доработка типового функционала п/п 1С по заданиям (функциональным...,0.8333333333333334,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Машиностроительный завод «Арсенал»,2019-12-03T11:03:18+0300,"  Что нужно делать:      Доработка типовых и нетиповых конфигураций 1С:Документооборот;   Настройка обмена данными между 1С:Документооборот и другими конфигурациями;      Вы точно нам подходите, если:      У Вас есть хорошие знания языка программирования 1С:8.2;   Имеете опыт программирования на платформе 1С (8.2, 8.3) не менее 3 лет;   Имеете опыт работы в 1С:Документооборот;   Желание и умение находить общий язык с пользователями, решать интересные задачи и добиваться результата.      Что Вы гарантированно получите в нашей компании:      Оформление по ТК РФ;   Полностью &quot;белую&quot; заработную плату, которая выплачивается как по часам 2 раза в месяц: 13 и 28 число-наши любимые дни=)   График работы 5/2, рабочий день с 8:20 до 17:10, в пятницу идем домой на 1 час раньше;   Завод находится в центре города, 5 минут пешком от станции метро &quot;Площадь Ленина&quot;.   ",Полная занятость,Полный день,От 3 до 6 лет,|1С: Управление Производственным Предприятием|1С программирование,6.0,116444.44444444445,3.0,86578.94736842105,разработчик 1с,У Вас есть хорошие знания языка программирования 1С:8.2. Имеете опыт программирования на платформе 1С (8.2...,Доработка типовых и нетиповых конфигураций 1С:Документооборот. Настройка обмена данными между 1С:Документооборот и другими конфигурациями.,0.3333333333333333,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Санкт-Петербург,ERGO,2019-11-25T09:38:12+0300,"   Обязанности:       разработка функционала на платформе 1с 8.3;   разработка отчетов;   разработка веб и http-сервисов;   разработка функционала взаимодействия с внешними веб и http-сервисами.           Требования:       обязательно платформа 1с 8.3, управляемые формы;   СКД;   запросы на встроенном языке;   опыт работы в клиент-серверной архитектуре;   опыт работы с конфигурациями 100+ пользователей;   опыт работы с хранилищем конфигурации;   желательно умение создавать веб-сервисы, http-сервисы, работать с ними, понимание XML, JSON;   аккуратность, въедливость, дотошность, желание разбираться и учиться.       Условия работы:       график работы 5/2;   оформление по ТК РФ;   медицинское страхование (ДМС).       ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,116444.44444444445,1.0,86578.94736842105,разработчик 1с,"Обязательно платформа 1с 8.3, управляемые формы. СКД. Запросы на встроенном языке. Опыт работы в клиент-серверной архитектуре. ",Разработка функционала на платформе 1с 8.3. Разработка отчетов. Разработка веб и http-сервисов. Разработка функционала взаимодействия с внешними...,0.6,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,БСС,2019-12-13T11:50:53+0300," Обязанности:     Обработка заявок от пользователей в 1С Розница;   Формирование технического задания для программистов 1С;   Тестирование задач и сдача задач конечному пользователю;   Разработка и написание инструкций для пользователей;   Моделирование бизнес-процессов.     Требования:     Знание типовых конфигураций 1С предприятие;   Умение описывать бизнес-процессы (любые программные средства);   Коммуникабельность.     Условия:     Официальное оформление по ТК РФ;   Корпоративная развозка от станции метро Пионерская, Старая Деревня, Комендантский проспект;   Наличие собственного тренажерного зала;   График работы 5/2 (суббота и воскресенье - выходные) с 09-00 до 18-00;   Наличие дежурств, которые оплачиваются дополнительно.   ",Полная занятость,Полный день,Нет опыта,|1С: Предприятие 8|1С программирование|Разработка технических заданий|1С: Розница|1С: Документооборот,,116444.44444444445,,45000.0,специалист технической поддержки 1с,Знание типовых конфигураций 1С предприятие. Умение описывать бизнес-процессы (любые программные средства). Коммуникабельность.,Обработка заявок от пользователей в 1С Розница. Формирование технического задания для программистов 1С. Тестирование задач и сдача задач...,0.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1
Санкт-Петербург,ДОСТАЕВСКИЙ,2019-12-12T10:07:10+0300," Мы — команда Dostaевского, готовим и доставляем еду в двух российских столицах. Мы не просто делаем пиццы, пироги, суши, ВОКи, ланчи и стритфуд. Мы создаем атмосферу, превращая любой завтрак, обед или ужин в праздник. Над этой целью в Dostaевском сообща трудятся специалисты десятков уникальных профессий.   Для компании сотрудник — это клиент №1. Наша команда — это более 1500 свободных и целеустремленных сотрудников. Мы вместе создаем самые разные продукты и решаем сложные задачи, вместе учимся и развиваемся, вместе отдыхаем. Каждый из нас несет ответственность за результат, прежде всего, перед самим собой. Поэтому нам нужны самостоятельные люди с проактивной позицией.    Обязанности:      Разработка нового функционала и доработка по ТЗ в конфигурациях ЗУП 3.1/ERP 2;   Разработка на управляемых формах, с использованием &quot;Библиотеки стандартных подсистем&quot; по ТЗ.   Настройка и сопровождение обмена данными с внешними системами и банками;   Работа с тестировщиком по тестированию доработок;   Работа с пользователями, консультирование по доработкам участие в разработке методической и пользовательской документации совместно с техническим писателем;       Требования:      Уверенное программирование в среде &quot;1С: Предприятие&quot; 8.3, не менее 1 года;   Умение разбираться в чужом коде, оптимизация кода;   Опыт разработки в конфигурациях (ЗУП 3.1 ПРОФ/КОРП,ERP 2.1/2.4) будет приимуществом;   Опыт консультирования (сопровождения) пользователей по вопросам работы в конфигурациях 1С;   Знание методологических основ оперативного учета;   Навыки администрирования, конфигурирования и программирования 1С на платформе 8.3 (управляемые формы и СКД);   Умение грамотно излагать свои мысли в устной и письменной форме;   Ответственность, коммуникабельность;   Наличие сертификатов 1С будет являться преимуществом.      Условия:      5/2 с 9:00 до 18:00 либо 10:00 до 19:00 (сб., вс. — выходной).   Современный комфортный офис.   Достойный уровень и своевременный уровень оплаты труда.   Возможность работать в быстроразвивающейся компании.   Молодой дружный коллектив.   Условия для профессионального и личностного роста (возможность посещать профильные конференции, брать книги в корпоративной библиотеке).   ",Полная занятость,Полный день,От 3 до 6 лет,|1С программирование|1С: Зарплата и управление персоналом|ERP-системы на базе 1С|Обновление конфигурации 1С,6.0,116444.44444444445,3.0,86578.94736842105,разработчик 1с,"Уверенное программирование в среде &quot;1С: Предприятие&quot; 8.3, не менее 1 года. Умение разбираться в чужом коде, оптимизация кода. ","Разработка нового функционала и доработка по ТЗ в конфигурациях ЗУП 3.1/ERP 2. Разработка на управляемых формах, с использованием...",0.03333333333333333,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Санкт-Петербург,Софт Хаус Про,2019-11-28T11:17:41+0300,"  Обязанности:      Разработка внешних обработок, расширений и печатных форм   Доработка и сопровождение конфигурации 1С 8   Взаимодействие с клиентами, формализация задач, составление технических заданий на разработку   Написание инструкций для пользователей 1С, обучение пользователей   Организация обмена между информационными системами      Требования:      Опыт разработки нетиповых и доработки типовых конфигураций   Опыт развертки и обновления конфигураций программных продуктов 1С   Желание поддерживать знания в актуальном состоянии и развиваться     Условия:     Испытательный срок 2-6 недель с начислением ЗП   Оклад + %   Полный рабочий день с 10:00 до 18:00   Возможность карьерного роста, обучение, сертификации   Возможность получить сертификаты 1С за счет компании   Полный рабочий день   На территории работодателя   ",Полная занятость,Полный день,От 1 года до 3 лет,|1С программирование|1С: Бухгалтерия|1С: Предприятие 8|1С: Зарплата и управление персоналом|1С: Управление Торговлей|1С: Управление Производственным Предприятием|Администрирование серверов Windows|1С: Комплексная автоматизация|Банк-клиент|Бухгалтерский учет|Налоговая отчетность|1С: Торговля|Бюджетирование,3.0,116444.44444444445,1.0,80000.0,разработчик 1с,Опыт разработки нетиповых и доработки типовых конфигураций. Опыт развертки и обновления конфигураций программных продуктов 1С. Желание поддерживать знания в...,"Разработка внешних обработок, расширений и печатных форм. Доработка и сопровождение конфигурации 1С 8. Взаимодействие с клиентами, формализация задач, составление...",0.5,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1
Санкт-Петербург,Машиностроительный завод «Арсенал»,2019-12-13T11:11:02+0300," Что нужно делать:     Доработка типовых и нетиповых конфигураций 1С:УПП;   Настройка обмена данными между 1С:УПП и другими конфигурациями;         Вы точно нам подходите, если:     У Вас есть хорошие знания языка программирования 1С:8.2;   Имеете опыт программирования на платформе 1С (8.2, 8.3) не менее 3 лет;   Имеете опыт работы в 1С:УПП;   Желание и умение находить общий язык с пользователями, решать интересные задачи и добиваться результата.         Что Вы гарантированно получите в нашей компании:     Оформление по ТК РФ;   Полностью &quot;белую&quot; заработную плату, которая выплачивается как по часам 2 раза в месяц;   График работы 5/2, рабочий день с 8:20 до 17:10, в пятницу идем домой на 1 час раньше;   Завод находится в центре города, 5 минут пешком от станции метро &quot;Площадь Ленина&quot;.   ",Полная занятость,Полный день,От 3 до 6 лет,|1С: Управление Производственным Предприятием|1С программирование,6.0,116444.44444444445,3.0,86578.94736842105,разработчик 1с,У Вас есть хорошие знания языка программирования 1С:8.2. Имеете опыт программирования на платформе 1С (8.2...,Доработка типовых и нетиповых конфигураций 1С:УПП. Настройка обмена данными между 1С:УПП и другими конфигурациями.,0.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
Санкт-Петербург,Петрохолод,2019-12-06T16:22:17+0300,"  Обязанности :   - Сопровождение, доработка, нетиповых конфигураций ЗУП, УПП, БП на платформе 1С: 8.X;   - Обновление релизов конфигураций;   - Настройка обмена данными между ИБ;   - Разработка новых и модификация имеющихся отчётов;   - Консультирование пользователей;    Требования :   - Опыт работы программистом 1С не менее 3 лет;   - Хорошее знание 1С:ЗУП, 1С:УПП, 1С:Бухгалтерия;   - Программная поддержка пользователей 1С;    Условия :   - 5-ти дневная рабочая неделя (выходные дни: сб, вс);   - Социальный пакет по ТК РФ;   - Заработная плата полностью &quot;белая&quot;, обсуждается на собеседовании         ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,116444.44444444445,3.0,100000.0,разработчик 1с,"Опыт работы программистом 1С не менее 3 лет. - Хорошее знание 1С:ЗУП, 1С:УПП, 1С:Бухгалтерия.","Сопровождение, доработка, нетиповых конфигураций ЗУП, УПП, БП на платформе 1С: 8.X. - Обновление релизов конфигураций. - Настройка обмена данными между...",0.23333333333333334,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,«ТРЕЙДКОН»,2019-12-04T15:32:32+0300,"  Обязанности:      Разработка и проектирование системы автоматизации предприятия на базе 1С: ERP 2.4;   Анализ и исправление возникающих проблем и ошибок в работе пользователей;   Поиск и исправление ошибок в существующем программном коде;   Подготовка инструкций для пользователей;   Создание дополнительных отчетов и печатных форм;   Обработка заявок от пользователей.      Требования:      Хороший уровень программирования на 1С 8 от 3 лет, знание управляемых форм, СКД, БСП.   Знание одной из конфигураций 1С:ERP 2.4 (КА2, УТ11)      Условия:      График работы: Пн-Пт. с 09.00 до 18.00;   Оформление согласно ТК РФ, белая з/п (окладная часть обсуждается с успешным кандидатом), премии;   Испытательный срок 3 месяца;   Офис рядом со ст.м. Электросила;   Дружный коллектив, возможность развития.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,130000.0,3.0,80000.0,разработчик 1с,"Хороший уровень программирования на 1С 8 от 3 лет, знание управляемых форм, СКД, БСП. Знание одной из конфигураций 1...",Разработка и проектирование системы автоматизации предприятия на базе 1С: ERP 2.4. Анализ и исправление возникающих проблем и ошибок...,0.3,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,«Абразивные технологии»,2019-12-06T11:37:51+0300," ООО &quot;Абразивные технологии&quot; - с 2001 г. крупнейший российский производитель в сегменте товаров для дома - приглашает на работу ПРОГРАММИСТА 1С.   Должностные обязанности:      Программирование в 1С8:УПП и 1С8:Бухгалтерия, администрирование баз, обмен данными из/в другие базы/программы, решение технических, методологических и аналитических вопросов, обучение и консультирование пользователей, взаимодействие с контрагентами в рамках своего функционала.       Требования к соискателю:      Опыт работы с 1С8, связанный с доработкой типовых конфигураций;   Опыт работы в производственной компании;   Опыт работы с несколькими базами данных;   Желателен опыт работы с УПП;   Знание предметной области - основ бухгалтерского, налогового и оперативного учета (документооборот, склад, финансы, логистика) - желательно!       Предприятие гарантирует:      Стабильная заработная плата- по результатам собеседования;   График работы: Пн-Пт с 8-00 до 17-00;   Полное соблюдение трудового законодательства;   Социальный пакет       ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,116444.44444444445,1.0,86578.94736842105,разработчик 1с,"Опыт работы с 1С8, связанный с доработкой типовых конфигураций. Опыт работы в производственной компании. Опыт работы с несколькими...","Программирование в 1С8:УПП и 1С8:Бухгалтерия, администрирование баз, обмен данными из/в другие базы/программы...",0.23333333333333334,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Ollis (Оллис),2019-11-26T18:20:37+0300,"  Ollis - это:      15 лет развития сети ресторанов и служб доставки готовой еды;   17 уютных ресторанов и 13 современных производств;   Один из лидеров на рынке доставки готовой еды Санкт-Петербурга;   Доверие более 170 000 постоянных клиентов;   Слаженная работа более 1200 сотрудников компании и наших партнеров.       МЫ ПРИГЛАШАЕМ В КОМАНДУ:    Программист 1С    в офис на задачи автоматизации точек общепита.      Обязанности:       Поддержка пользователей по работе с продуктами на платформе 1С:Предприятие 8.2-8.3 (Прием и обработка заявок пользователей, консультация сотрудников по работе с программными продуктами, выполнять анализ причин некорректного отражения или обработки данных, настройка интерфейсов и прав доступа пользователей и т.п.);    Участие в проектах внедрения новых систем;    Обновление типовых и доработанных программных продуктов 1С (БП, Трактир);    Развитие и поддержка информационной системы компании на платформе 1С Предприятие 8.3.: конфигурации БП, Трактир (Back-Office), самописная конфигурация на 8.2;    Создание и доработка внешних печатных форм и обработок на 1С:Предприятие 8.2-8.3 по запросам пользователей;    Оформление технической документации и инструкций к ПО.     ​​ Требования:       Знание конфигураций 1С 8: «Бухгалтерия Предприятия 3.0»;   Знание конфигурации 1С Розница и 1С Трактиръ: Back-Office будет преимуществом;    Опыт администрирования прав пользователей 1С;    Знание бухгалтерского учета;    Знание принципов учета в ЕГАИС, ФГИС Меркурий;    Понимание принципов конвертация данных, HTTP и Web-сервисов, JSON;    Знание СКД и БСП;    Умение применять стандарты разработки 1С;    Стремление к саморазвитию;     ​​​​​​ Условия:       Высокий уровень дохода;    Работа в крупной, стабильной, интересной и динамично-развивающейся компании;    Официальное оформление по ТК РФ с первого дня работы;    Возможность профессионального и карьерного роста;    Насыщенную корпоративную жизнь, дружный коллектив;    График 5/2, офис не далеко от ст. м. Комендантский проспект    Комфортный офис, дружелюбный коллектив и лояльное руководство.       Размер окончательной заработной платы обсуждается на финальном собеседовании с успешным кандидатом.       ",Полная занятость,Полный день,От 3 до 6 лет,|1С: Управление Производственным Предприятием|1С программирование|1С: Документооборот|1С: Бухгалтерия|1С: Предприятие 8,6.0,116444.44444444445,3.0,86578.94736842105,разработчик 1с,Знание конфигураций 1С 8: «Бухгалтерия Предприятия 3.0». Знание конфигурации 1С Розница и 1С Трактиръ: Back-Office...,Поддержка пользователей по работе с продуктами на платформе 1С:Предприятие 8.2-8.3 (Прием и обработка заявок пользователей...,0.5666666666666667,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1
Санкт-Петербург,Автокран Аренда,2019-12-13T16:39:16+0300," Крупная международная финская компания в связи с расширением штата приглашает на работу разработчика программиста 1С.    Обязанности:        Поддержка и развитие связки 1C ERP 2.4.9 + 1С Документооборот в режиме интеграции + Мобильное приложение. Конфигурация сильно адаптирована под бизнес-процессы компании – аренда строительной техники.       Анализ существующего «чужого» программного кода и развитие конфигурации 1C ERP; доработка интеграции 1C ERP с 1С Документооборотом; развитие Мобильного приложения на базе 1С. Совместная разработка с внешней компанией Франчайзи 1С       Сопровождение разработанного решения и архитектуры 1С на 100+ пользователей       Разработка отчетов с применением СКД.       Требования:       Опыт сопровождения одного из типовых решений 1С: ERP 2, Управление торговлей 11, Комплексная автоматизация 2       Опыт совместной разработки     Опыт разработки мобильного приложения 1С     Понимание основ бухгалтерского, налогового, управленческого учета.        Будет вашим преимуществом:      Знание актуальных версий БСП   Наличие сертификатов 1С:Специалист и Эксперт по технологическим вопросам   Опыт публикации приложений в Google Play      Условия:        Работа в компании - лидере своей отрасли     Заработная плата полностью официальная (уровень с успешными кандидатами обсуждается)     Оформление согласно ТК РФ       График работы: 5-ка с 8:00 до 17:00       Место работы: пос. Шушары, 5 минут от ст. м .Купчино (есть корпоративная развозка )     ",Полная занятость,Полный день,От 3 до 6 лет,|1С: Комплексная автоматизация|1С: Управление Торговлей|Java|1С: Документооборот|XML,6.0,116444.44444444445,3.0,86578.94736842105,разработчик разработчик 1с,"Опыт сопровождения одного из типовых решений 1С: ERP 2, Управление торговлей 11, Комплексная автоматизация 2. Опыт совместной разработки. ",Поддержка и развитие связки 1C ERP 2.4.9 + 1С Документооборот в режиме интеграции + Мобильное приложение. ,0.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
Санкт-Петербург,Герофарм,2019-11-15T15:10:47+0300,"  Обязанности:        Доработка и поддержка функционала конфигураций (управляемые формы),       Создание печатных форм, отчетов, обработок.                Требования:      Знание ЗУП 3, БП 3, СКД, Конвертация данных (желательно).   Ответственность, исполнительность, инициативность, высокая степень обучаемости.   Опыт работ на аналогичной должности от 1 года.      Условия:        Размер заработной платы обсуждается индивидуально с успешным кандидатом.       Квартальные и годовые премии по результатам работы.       Добровольное медицинское страхование после прохождения испытательного срока.       Корпоративное питание, компенсация транспортных расходов.       Страхование от несчастных случаев.       Корпоративное обучение иностранному языку, возможность обучения и повышения квалификации за счет Компании.     ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,116444.44444444445,1.0,86578.94736842105,разработчик 1с,"Знание ЗУП 3, БП 3, СКД, Конвертация данных (желательно). Ответственность, исполнительность, инициативность, высокая степень обучаемости. Опыт работ на аналогичной должности...","Доработка и поддержка функционала конфигураций (управляемые формы). Создание печатных форм, отчетов, обработок.",0.9333333333333333,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
