city,company-name,date,description,employment-form,employment-schedule,experience,key_skills,max-experience,max-salary,min-experience,min-salary,name,requirements,responsibilities,days_from_publish,min-salary-group,max-salary-group,city: Екатеринбург,city: Казань,city: Москва,city: Новосибирск,city: Санкт-Петербург,experience: Более 6 лет,experience: Нет опыта,experience: От 1 года до 3 лет,experience: От 3 до 6 лет,employment-form: Полная занятость,employment-form: Проектная работа,employment-form: Стажировка,employment-form: Частичная занятость,employment-schedule: Вахтовый метод,employment-schedule: Гибкий график,employment-schedule: Полный день,employment-schedule: Сменный график,employment-schedule: Удаленная работа,грамотная речь,техническая поддержка,windows 7,работа в команде,пользователь пк,грамотность,работа с большим объемом информации,настройка пк,helpdesk,настройка по,other
Санкт-Петербург,"Группа компаний ЭРКАФАРМ ( аптечные сети Озерки, Доктор Столетов).",2019-12-06T17:25:55+0300," Обязанности:     Прием и обработка входящих обращений на первую линию технической поддержки;   Консультирование сотрудников по вопросам эксплуатации оборудования и программного обеспечения( 1С УТ, ПК и оргтехника);   Решение типовых обращений.     Требования:     Опыт обслуживания компьютерной техники;   Знание операционных систем семейства MS Windows;   Знание принципов настройки оборудования.     Условия:     График работы 2/2;   Оформление полиса ДМС со второго года работы;   Оформление в соответствии с ТК РФ;   Надбавка за стаж работы;   Квартальная премия;   Работа в команде профессионалов в стабильной развивающейся Компании.   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,48000.0,1.0,36343.75,специалист службы технической поддержки,Опыт обслуживания компьютерной техники. Знание операционных систем семейства MS Windows. Знание принципов настройки оборудования.,Прием и обработка входящих обращений на первую линию технической поддержки. Консультирование сотрудников по вопросам эксплуатации оборудования и программного обеспечения( 1...,0.23333333333333334,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,Мирафокс,2019-11-27T14:11:45+0300," Компания  Mirafox  приглашает к себе в команду  Специалиста службы поддержки.    Предстоит работать над развитием фриланс биржи нового поколения  Kwork  (сегодня до 50 000 уников в сутки, 60+ удаленных сотрудников).   Цель команды Kwork - создать лучшую в рунете платформу для найма фрилансеров, вырасти в ближайшие 2 года минимум в два раза по доходу и посещаемости. Служба поддержки - это лицо проекта, поэтому ваша роль в этом процессе очень важна.    Наш идеальный кандидат:        Умеет слушать и слышать клиента, вникать в его проблемы. Горит желанием помогать пользователям и улучшать проект;       Очень коммуникабелен, общителен и позитивен. Умеет писать грамотно, кратко и понятно, четко доносить свою мысль;       Умеет работать в команде, обладает высокой обучаемостью.       Если мы описали твои компетенции, то будем рады видеть тебя частью нашей команды. Замечательные условия для лучших удаленных специалистов гарантированы.    Обязанности:        Ответы на обращения пользователей Kwork.ru через внутреннюю систему сайта. Все коммуникации с пользователями - письменные;       Разбор арбитражей (спорных ситуаций между пользователями);       Составление грамотных текстов, ответов на часто задаваемые вопросы и шаблонов;       Модерация пользовательского контента.            Требования:        Опыт 1+ лет в сфере интернет-проектов в качестве специалиста службы поддержки желательно с техническими знаниями по работе сайтов;       Умение сохранять лояльность пользователей и побуждать их пользоваться услугами сервиса;       Умение работать с возражениями;       Высокая коммуникабельность и грамотная письменная речь;       Вежливость, доброжелательность;       Высокая скорость работы.           Условия:       Удалённая работа из любой точки мира, по удобному графику (не менее 30 рабочих часов в неделю);       Удобный интерфейс для работы, интересные задачи;       Логично выстроенная система коммуникаций;        Оплата: 300 руб/час  (выплаты каждые 2 недели);       Возможность карьерного и профессионального роста;       Работаем с помощью Time Tracking программы.       График: 5 дневная рабочая неделя:        По будням: с 15:00 до 21:00 по Мск. Сб, Вс – рабочие дни (работа в любое удобное время). Выходные: любые 2 будних дня кроме Пн и Пт;   .    Mirafox limited  - это интернет-компания со штаб-квартирой в Гонконге. Mirafox делает ставку на удаленных сотрудников, и сегодня в компании работает более 150 профессионалов из разных стран мира.   Начиная с 2008 года Mirafox запустил десятки сервисов, часть из которых занимают лидирующие позиции в своих нишах. Суммарно 10 млн посетителей ежемесячно пользуются сервисами компании.   В связи с активным развитием проектов штат разработчиков увеличивается.   Присоединяйся, если хочешь разрабатывать интересные проекты и решать непростые задачи!    ВНИМАНИЕ!  Вместо нудного собеседования на начальном этапе предлагаем соискателям заполнить небольшую анкету.     ",Полная занятость,Удаленная работа,От 1 года до 3 лет,|Грамотность|Грамотная речь|Работа в команде|Техническая поддержка|Клиентоориентированность|Работа с большим объемом информации|Деловая переписка|Поддержка пользователей|Интернет-проект,3.0,43658.333333333336,1.0,50000.0,специалист службы поддержки,"Умеет слушать и слышать клиента, вникать в его проблемы. Горит желанием помогать пользователям и улучшать проект. Очень коммуникабелен, общителен и...",Ответы на обращения пользователей Kwork.ru через внутреннюю систему сайта. Все коммуникации с пользователями - письменные. Разбор арбитражей (спорных ситуаций между пользователями). ,0.5333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1
Санкт-Петербург,"БИОКАД, биотехнологическая компания",2019-11-21T10:18:06+0300,"  BIOCAD  – крупная биотехнологическая компания полного цикла, разработчик и производитель препаратов в области онкологии, гематологии и аутоиммунных заболеваний приглашает в свою команду сотрудника на позицию:        СПЕЦИАЛИСТ ТЕХНИЧЕСКОЙ ПОДДЕРЖКИ         Обязанности:      выполнение инсталляции и поддержки программного обеспечения рабочих станций;   поддержка пользователей;   администрирование учетных записей в Active Directory;   настройка и поддержка систем видеонаблюдения, систем контроля доступа, ВКС;   крупноузловой ремонт ПК и оргтехники;   организация рабочих мест новых сотрудников.          Требования:      высшее образование (техническое, математическое);   опыт работы в технической поддержке от 2-х лет;   знание современной линейки ОС MS Windows (7,8,10);   умение работать с аппаратной частью ПК и оргтехники;   знание основ сетевых технологий;   опыт работы с IP-телефонией (настройка аппаратов).          Условия:      территориальное месторасположение – м. Гостиный двор;   график работы: 5/2, с 09.30 до 18.00 (по пятницам до 17.30);   конкурентоспособная заработная плата;   расширенный социальный пакет: ДМС (включая стоматологию), компенсация питания, компенсация занятий в спортивном клубе;   корпоративное обучение, возможность профессионального и карьерного роста;   работа в инновационной биотехнологической компании в дружном и ярком коллективе.   ",Полная занятость,Полный день,От 3 до 6 лет,,6.0,43658.333333333336,3.0,36343.75,специалист технической поддержки,"Высшее образование (техническое, математическое). Опыт работы в технической поддержке от 2-х лет. Знание современной линейки ОС MS Windows (7...",Выполнение инсталляции и поддержки программного обеспечения рабочих станций. Поддержка пользователей. Администрирование учетных записей в Active Directory. Настройка и поддержка систем...,0.7333333333333333,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,"Телфин, телекоммуникационная компания",2019-12-13T15:57:38+0300,"  Требования к кандидатам:      Грамотный письменный и устный русский язык - обязательно.   Быстрая(в идеале слепая) печать на русском языке.   Знания принципов построения и работы сетей TCP/IP   Опыт настройки сетевого оборудования.   Стрессоустойчивость.   Внимательность к деталям.   Коммуникабельность, готовность учиться и работать в команде, пунктуальность.     Будет плюсом: Опыт работы в службе технической поддержки IT/Телеком компании и понимание базовых принципов IP телефонии.        Обязанности   на время испытательного срока(оплачивается по полной ставке):      Ознакомление со всеми сервисами и принципами работы компании, под присмотром наставника.   Усвоение понимания принципов работы всех сервисов компании, их подключения и эксплуатации, под присмотром наставника.   Знакомство с предоставляемым клиентам оборудованием и собственной облачной IP-АТС. Усвоение принципов настройки и эксплуатации.   Знакомство с коллективом компании.      Обязанности   после окончания процесса обучения(самостоятельная работа в компании):      Самостоятельное подключение клиентам всех имеющихся сервисов и их настройка.   Телефонные и письменные консультации клиентов компании.   Решение проблем возникающих при использовании VoIP оборудования и других сервисов компании.   Самостоятельная настройка АТС и SIP оборудования.   Общение с вышестоящими операторами и поставщиками.      Условия:      Возможность роста! Чем быстрее сотрудник растет профессионально, тем лучше для компании, поэтому возможность получения более высокой должности присутствует всегда.   Интересная и перспективная работа в стабильной и постоянно развивающейся компании - крупнейшем сервис-провайдере IP телефонии.   Оплачиваемый по полной ставке испытательный срок.   Рабочий день 9 часов 5 дней в неделю в офисе на ул.Чапаева (м.Горьковская/Пл.Ленина/Выборгская), БЦ «Сенатор» - абсолютно новый и комфортный офис.   Компенсация питания(3500руб(дополнительно к основной з/п), начиная со второго месяца работы - по окончании испытательного срока).   Чай/кофе/куллер - всегда в наличии. Также есть своя кухня - возможность питаться прямо в офисе.   Официальное трудоустройство и полностью белая з/п(зарплатный проект с АльфаБанком). Стабильные выплаты два раза в месяц.   Возможность получения знаний в сфере IP-телефонии, которые невозможно получить ни в одном учебном заведении страны, а также прохождения профильных курсов повышения квалификации за счет компании(обсуждается индивидуально).   ",Полная занятость,Полный день,Нет опыта,|Коммуникабельность|Стрессоустойчивость|Усидчивость|Грамотная речь|Основы ОС Linux|Грамотное правописание|Основы ОС Windows|TCP/IP|Телефонные переговоры,,43658.333333333336,,30500.0,специалист отдела технической поддержки,Грамотный письменный и устный русский язык - обязательно. Быстрая(в идеале слепая) печать на русском языке. Знания принципов построения и работы...,"Ознакомление со всеми сервисами и принципами работы компании, под присмотром наставника. Усвоение понимания принципов работы всех сервисов компании, их подключения...",0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Управление ВОЛС-ВЛ (Дочернее Общество ПАО Россети),2019-11-22T16:21:29+0300,"  Обязанности:        Обработка аварийных сигналов систем мониторинга и обращений, поступающих на горячую линию по вопросам:       работоспособности каналов связи и оборудования;       доступности и работоспособности информационных ресурсов;       работоспособности оргтехники;       Обработка включает в себя:     приём, регистрация, классификация поступающих обращений и аварийных сигналов;   назначение заданий на специалистов/контрагентов и контроль их выполнения;   решение простых типовых обращений;   взаимодействие с клиентами и подрядчиками и информационная поддержка при проведении плановых, ремонтных и аварийно-восстановительных работ;   сбор, систематизация, анализ и хранение информации по поступившим обращениям, в том числе от автоматических систем мониторинга;   формирование аналитических отчётов по зарегистрированным обращениям, ведение сопутствующего документооборота.      Требования:      Приветствуется высшее техническое образование и опыт работы по профильной деятельности, с системами Service Desk;   Знание компьютера на уровне продвинутого пользователя;   Технический склад ума, грамотная речь, стрессоустойчивость, быстрая обучаемость, внимательность, ответственность и пунктуальность;   Знание технического английского (читать, переводить).      Условия:      Рабочий день пн-пт 8 часов ( в дальнейшем планируется график работы сменный (дневные и ночные смены));   Работа в ИТ/телекоммуникационной компании - Дочернем Обществе ПАО &quot;Россети&quot;.   Офис в Санкт-Петербурге.   Сменный график работы.   Социальный пакет: ДМС, оплачиваемая корпоративная мобильная связь, материальная помощь.   Премирование по итогам работы за месяц и год.   Возможность профессионального обучения, перспективы карьерного роста.   ",Полная занятость,Полный день,От 1 года до 3 лет,|Service Desk,3.0,52900.0,1.0,46000.0,специалист диспетчер отдела технической поддержки,"Приветствуется высшее техническое образование и опыт работы по профильной деятельности, с системами Service Desk. Знание компьютера на уровне продвинутого пользователя. ","Обработка аварийных сигналов систем мониторинга и обращений, поступающих на горячую линию по вопросам: Работоспособности каналов связи и оборудования. ",0.7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Реплай,2019-12-06T09:12:28+0300," Обязанности:     Прием входящих звонков по горячей линии.   Ответы на вопросы по функционалу программного комплекса   Помощь в решении вопросов   Холодных звонков и продаж нет!     Требования:     Умение вести диалог.   Уверенный пользователь ПК         Условия:     Удобное расположение офиса - в трёх-пяти минутах от метро Московские ворота;   Заработная плата: стабильная ставка + бонусы, премии ( от 23 000руб)   Возможность совмещать с учебой/работой;   Сменный график 2/2, 3/3,3/1, вечерние смены с 18:00 до 23:00, пятидневка;   Обучение и тренинги в процессе работы;   Чай и кофе с печеньками в обустроенной зоне для отдыха;   Отличный коллектив!   ",Полная занятость,Полный день,Нет опыта,|входящие звонки|исходящие звонки|Грамотная речь|Прием и распределение телефонных звонков|Грамотность,,35000.0,,23000.0,специалист технической поддержки,Умение вести диалог. Уверенный пользователь ПК.,Прием входящих звонков по горячей линии. Ответы на вопросы по функционалу программного комплекса. Помощь в решении вопросов. Холодных звонков и...,0.23333333333333334,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
Санкт-Петербург,КОРУС Консалтинг СНГ,2019-12-09T10:48:23+0300," КОРУС Консалтинг СНГ - крупная IT компания, которая занимается разработкой web-сервисов в сфере электронного документооборота. Мы ищем квалифицированных, интересных и желающих развиваться в IT сфере специалистов в наш Департамент технической поддержки.    Обязанности:  - Прием и обработка входящих обращений от клиентов компании (телефонные звонки, письменные запросы, on-line чат)   - Техническая поддержка внешних пользователей сервисов компании; - Консультации, решение инцидентов и проблемных ситуаций; - Оперативное выполнение поступающих запросов; - Анализ ошибок/предложений по сервисам компании и передача информации разработчикам; - Участие в тестировании нового функционала; - Участие в подготовке инструкций и обучении пользователей;     Требования:  - Уверенный пользователь ПК, офисных приложений и Интернет; - Желание и умение быстро учиться; - Желание и умение общаться с людьми; - Умение работать в режиме многозадачности; - Умение работать в команде; - Доброжелательность, коммуникабельность, ответственность, грамотная устная и письменная речь;   Приветствуется: - Опыт работы в технической поддержке, либо в контактном центре;   Необязательно, но будет вашим преимуществом: - Опыт работы с различными учетными системами - 1С, SAP, Axapta на уровне пользователя\администратора. - Опыт работы с системами электронного документооборота (СЭД). Теоретические знания по этим направлениям и желание развиваться.     Условия:    - Заработная плата: от 30 000 руб. по итогам собеседования, пересмотр по результатам испытательного срока; - Квартальные премии для сотрудников прошедших испытательный срок;   - График работы: стандартная пятидневка с гибким началом и окончанием рабочего дня.   Само подразделение работает с 08.00 до 20.00, график можно выстроить учитывая это время.   Первые 3 месяца на время обучения график строго 09.00 - 18.00 5\2       - Неограниченные возможности профессионального и карьерного роста в структуре текущего подразделения и других направлений компании после 1 года; - Учебный центр с библиотекой электронных курсов и бизнес-публикаций; - Вся заработная плата переводится на карту Сбербанка; - Бесплатный ДМС после испытательного срока; - Территориально - 10 мин. от м. Лесная/15 мин. пешком от м. Выборгская         ",Полная занятость,Сменный график,Нет опыта,|MS PowerPoint|SQL|Работа в команде|Грамотная речь|MS Visio,,35000.0,,30000.0,специалист технической поддержки,"Уверенный пользователь ПК, офисных приложений и Интернет. - Желание и умение быстро учиться. - Желание и умение общаться с людьми. - ","Прием и обработка входящих обращений от клиентов компании (телефонные звонки, письменные запросы, on-line чат). - Техническая поддержка внешних пользователей сервисов...",0.13333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
Санкт-Петербург,Цезарь Сателлит Северо-Запад,2019-12-13T10:48:26+0300," &quot;Цезарь Сателлит&quot; – ведущий оператор услуг пультовой охраны на федеральном уровне.       &quot;Цезарь Сателлит&quot; — это стабильная, динамично - развивающаяся компания, лидер в области обеспечении безопасности личного и коммерческого автотранспорта, охрана и мониторинг объектов недвижимости.       Мы приглашаем в нашу команду &quot;Технического специалиста центра поддержки&quot;:        Обязанности:      поддержка клиентов по техническим вопросом (телефон, почта)   проверка работоспособности объектов охраны;   программирование и активация систем охраны;   дистанционное устранение неисправностей оборудования.      Требования:      умение общаться грамотно по телефону с клиентами;   желательно техническое образование;   быть уверенным пользователем ПК;   грамотная речь, внимательность, стрессоустойчивость.      Вашим преимуществом будет:      знание Axapta;   опыт работы с базами данных.      Условия:      оформление по ТК РФ;   комфортный офис в пешей доступности от станции метро &quot;Звездная&quot;;   обучение на время стажировки;   сменный график работы 2/2.          Присоединяйтесь! Мы по достоинству оценим Ваш профессионализм!  ",Полная занятость,Сменный график,Нет опыта,|Консультирование клиентов|Ведение отчетности|Техническая поддержка|Пользователь ПК|Грамотная речь|Грамотность,,35000.0,,30000.0,ведущий специалист технической поддержки,"Умение общаться грамотно по телефону с клиентами. Желательно техническое образование. Быть уверенным пользователем ПК. Грамотная речь, внимательность, стрессоустойчивость. Знание Axapta. ","Поддержка клиентов по техническим вопросом (телефон, почта). Проверка работоспособности объектов охраны. Программирование и активация систем охраны. Дистанционное устранение неисправностей оборудования.",0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
Санкт-Петербург,MyTona,2019-12-05T07:57:32+0300,"  Задачи:      Общение с пользователями по вопросам касательно игр;   Мониторинг сторов (сбор и анализ информации);   Составление баг-репортов и отчетов.      Требования:      Грамотно построенная речь, хорошее знание русского, английского (upper-intermediate и выше) и японского (N2 и выше) языков;   Знание дополнительных иностранных языков приветствуется;   Умение находить выход из неординарных ситуаций;   Пунктуальность, ответственность и мобильность;   Дружелюбие и приветливость в общении.      Мы предлагаем:      Интересные задачи на международном уровне;   Тематические вечеринки, хакатоны, масштабные конференции и многое другое;   Достойную заработную плату и полный соц.пакет;   Современные офисы в Якутске, Иваново, Владивостоке, Санкт-Петербурге и Сингапуре;   Удобные воркспейсы, ДМС и компенсацию расходов на спорт;   Бесплатное питание;   Компенсацию за детский сад.     У нас каждый может достичь высот в карьере. Все в твоих руках!     ",Полная занятость,Полный день,Нет опыта,|Техническая поддержка|Японский язык,,43658.333333333336,,36343.75,специалист отдела техподдержки со знанием японского языка,"Грамотно построенная речь, хорошее знание русского, английского (upper-intermediate и выше) и японского (N2 и выше) языков. ",Общение с пользователями по вопросам касательно игр. Мониторинг сторов (сбор и анализ информации). Составление баг-репортов и отчетов.,0.26666666666666666,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Санкт-Петербург,ГК Филанко,2019-11-21T14:31:13+0300,"  Обязанности специалиста технической поддержки:      Техническая поддержка клиентов по телефону;   Помощь в решении технических вопросов клиентов;   Мониторинг и диагностика работы сети;   Прием, обработка и решение заявок на исправление неисправностей;   Решение текущих вопросов работы центра обработки данных.      Наши ожидания:      Опытный пользователь ПК;   Свободное владение Internet (ПО Opera, Mozilla Firefox, Internet Explorer);   Работа с Microsoft Office, знание сетевых технологий;   Знание линейки современных ОС;   Грамотная речь, клиентоориентированность, нацеленность на результат, пунктуальность;   Позитивность, организованность, доброжелательность, коммуникабельность;   Опыт администрирования локальных сетей будет Вашим преимуществом.      Мы предлагаем:      Уровень дохода: оклад + премия;   Возможность профессионального и карьерного развития;   График работы: сменный, 2/2, 11 часов;   Белая компания: соблюдение норм ТК РФ;   Выплата заработной платы в срок;   Дружный, профессиональный коллектив;   Корпоративные праздники и подарки для сотрудников и детей;   Всегда фрукты/ чай/ кофе в офисе;   Офис в 10 минутах пешком от метро &quot;Нарвская&quot;: ул. Лифляндская   ",Полная занятость,Полный день,От 1 года до 3 лет,|монтаж ЛВС|витая пара|UTP-Cat5e|ВОЛС,3.0,43658.333333333336,1.0,43000.0,специалист технической поддержки,"Опытный пользователь ПК. Свободное владение Internet (ПО Opera, Mozilla Firefox, Internet Explorer). Работа с Microsoft Office, знание сетевых технологий. ","Техническая поддержка клиентов по телефону. Помощь в решении технических вопросов клиентов. Мониторинг и диагностика работы сети. Прием, обработка и решение...",0.7333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Юмисофт,2019-11-15T12:40:14+0300," Если тебе надоели монотонные однотипные задачи – приходи к нам и работай в одной команде с разработчиками одной из популярнейших систем управления сайтами в Рунете.   У нас тебя ждет интересная творческая работа, широкий круг нетривиальных задач и множество новых практических решений. За короткое время ты получишь уникальный опыт, расширишь свой IT-кругозор и станешь квалифицированным специалистом.    Обязанности:      консультирование по электронной почте и телефону клиентов о возможностях системы, а также помощь в решении технических проблем.   поиск решений проблем в работе ПО.   постоянное саморазвитие :)     Требования:     понимание технологий разработки сайтов (html, css принципы работы cms).   умение писать по-русски без ошибок.   умение общаться с людьми, отвечать на вопросы, помогать.   быстрая обучаемость.   стрессоустойчивость.   знание основ php будет твоим преимуществом.     Условия:     перспективы карьерного роста: разработчик, top-manager.   полный 8-часовой рабочий день.   оформление по ТК с первого рабочего дня.   ЗП: от 20 000 р. до 33 000 р.      Мы используем технологии:      PHP 7   MySQL 5   HTML, CSS, Javascript   XML, XSLT 1.0   Apache, Nginx     От тебя мы требуем ответственный подход к делу, с нас дружный коллектив и полезный опыт. ",Полная занятость,Полный день,Нет опыта,|HTML|CSS|PHP|JavaScript,,33000.0,,20000.0,специалист технической поддержки,"Понимание технологий разработки сайтов (html, css принципы работы cms). Умение писать по-русски без ошибок. Умение общаться с людьми, отвечать...","Консультирование по электронной почте и телефону клиентов о возможностях системы, а также помощь в решении технических проблем. Поиск решений проблем...",0.9333333333333333,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Санкт-Петербург,Газпром нефть,2019-11-27T22:09:11+0300,"  В дочернем обществе ПАО &quot;Газпром Нефть&quot; открыта вакансия Специалиста поддержки рабочих мест     Обязанности:      Администрирование стандартного набора инфраструктурных сервисов (корпоративная почта, антивирусное ПО и ПО резервного копирования данных, файерволл, файл-сервер, домен ActiveDirectory, серверы баз данных) и ОС Windows.   Консультирование пользователей по работе прикладного и системного ПО.   Обеспечение бесперебойного функционирования периферийных устройств, организация ремонтных работ при необходимости.     Требования:     Windows 7/8/10   Microsoft Office 2007/2010/2013     Условия:     Работа в стабильной, динамично развивающейся компании   Перспектива профессионального роста, возможность обучения   ДМС, страхование жизни   Годовой бонус по результатам деятельности   Уровень заработной платы обсуждается по итогам собеседования   ",Полная занятость,Полный день,От 1 года до 3 лет,,3.0,43658.333333333336,1.0,36343.75,специалист поддержки рабочих мест [id11751],Windows 7/8/10. Microsoft Office 2007/2010/2013.,"Администрирование стандартного набора инфраструктурных сервисов (корпоративная почта, антивирусное ПО и ПО резервного копирования данных, файерволл, файл-сервер, домен ActiveDirectory, серверы...",0.5333333333333333,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Санкт-Петербург,MyTona,2019-12-05T07:57:23+0300," Задачи:     Общение с пользователями по вопросам касательно игр;   Мониторинг сторов (сбор и анализ информации);   Составление баг-репортов и отчетов.     Требования:     Грамотно построенная речь, хорошее знание русского, английского (upper-intermediate и выше) и китайского (HSK 4 и выше) языков;   Знание дополнительных иностранных языков приветствуется;   Умение находить выход из неординарных ситуаций;   Пунктуальность, ответственность и мобильность;   Дружелюбие и приветливость в общении.      Мы предлагаем:      Гарантированный профессиональный и карьерный рост при ваших высоких показателях.   Интересные задачи на международном уровне, которые оценят миллионы игроков;   Достойная заработная плата и бонусы;   Внутренние обучающие программы, оплата внешних образовательных курсов;   Современные офисы в Якутске, Иваново, Владивостоке, Санкт-Петербурге и Сингапуре, оснащенные удобными воркспейсами;   Оплата добровольного медицинского страхования, компенсация расходов на спорт;   Бесплатное питание;   Корпоративные мероприятия, хакатоны и масштабные конференции.     У нас каждый может достичь высот в карьере. Все в твоих руках!     ",Полная занятость,Полный день,Нет опыта,|Техническая поддержка|Китайский язык,,43658.333333333336,,36343.75,специалист отдела техподдержки со знанием китайского языка,"Грамотно построенная речь, хорошее знание русского, английского (upper-intermediate и выше) и китайского (HSK 4 и выше) языков. ",Общение с пользователями по вопросам касательно игр. Мониторинг сторов (сбор и анализ информации). Составление баг-репортов и отчетов.,0.26666666666666666,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
